Frame #,Hand Pink X,Hand Pink Y,Hip Pink X,Hip Pink Y,Head Pink X,Head Pink Y,Elbow Pink X,Elbow Pink Y,Shoulder Green X,Shoulder Green Y,Arm Pit Green X,Arm Pit Green Y,Angles ,Timestamp (microseconds),Seconds,Hand Pink X meters,Hip Pink X meters,Head Pink X meters,Elbow Pink X meters,Shoulder Green X meters,Arm Pit Green X meters,Hand Pink Y meters,Hip Pink Y meters,Head Pink Y meters,Elbow Pink Y meters,Shoulder Green Y meters,Arm Pit Green Y meters
1.0,568.5180664,1769.271362,821.0415039,1420.801636,1060.867188,456.2958984,677.8704224,1371.291138,814.1925659,1019.326111,681.5,706.5,17.1219867,1658794645000000.0,0.0,0.3856879594796684,0.5570022150615497,0.7197021962900523,0.45987361784757685,0.5523558316342828,0.46233595714873843,-1.2002901960471344,-0.9638850833434386,-0.30955539388086206,-0.9302966996578323,-0.6915203421509701,-0.47929619035302085
2.0,568.5363159,1769.217773,821.0415039,1420.801636,1060.867188,456.2958984,677.8704224,1371.291138,814.1925659,1019.326111,681.5,706.5,17.1213175,1658794645016666.8,0.01666675,0.38570034011070287,0.5570022150615497,0.7197021962900523,0.45987361784757685,0.5523558316342828,0.46233595714873843,-1.200253840769647,-0.9638850833434386,-0.30955539388086206,-0.9302966996578323,-0.6915203421509701,-0.47929619035302085
3.0,568.572876,1769.206421,821.0415039,1420.801636,1060.639893,456.4088135,677.8704224,1371.291138,814.2412109,1019.306641,681.5,706.5,17.11943272,1658794645033333.2,0.03333325,0.3857251428235817,0.5570022150615497,0.7195479972418056,0.45987361784757685,0.5523888328560518,0.46233595714873843,-1.2002461394669537,-0.9638850833434386,-0.30963199653799345,-0.9302966996578323,-0.6915071335213507,-0.47929619035302085
4.0,568.572876,1769.206421,821.0415039,1420.801636,1060.639893,456.4088135,677.8704224,1371.291138,814.204834,1019.150146,681.5,706.5,17.11943272,1658794645050000.0,0.05,0.3857251428235817,0.5570022150615497,0.7195479972418056,0.45987361784757685,0.5523641544277618,0.46233595714873843,-1.2002461394669537,-0.9638850833434386,-0.30963199653799345,-0.9302966996578323,-0.6914009658535385,-0.47929619035302085
5.0,568.572876,1769.206421,821.2038574,1420.625854,1061.026001,456.3878479,677.9345703,1371.203979,814.1881104,1019.1073,681.5,706.5,17.1346329,1658794645066666.5,0.0666665,0.3857251428235817,0.557112357190411,0.7198099365106871,0.4599171363813194,0.5523528089815212,0.46233595714873843,-1.2002461394669537,-0.963765831194914,-0.3096177732793827,-0.9302375701791982,-0.6913718987274637,-0.47929619035302085
6.0,568.5363159,1769.217773,821.2038574,1420.625854,1060.639893,456.4088135,677.5775146,1371.176025,813.7512207,1018.740051,681.5,706.5,17.13651768,1658794645083333.2,0.08333325,0.38570034011070287,0.557112357190411,0.7195479972418056,0.4596749064637627,0.5520564189336592,0.46233595714873843,-1.200253840769647,-0.963765831194914,-0.30963199653799345,-0.9302186059248385,-0.6911227535801021,-0.47929619035302085
7.0,568.5363159,1769.217773,821.0415039,1420.801636,1060.639893,456.4088135,677.5703125,1371.306152,813.730835,1018.701233,681.5,706.5,17.1213175,1658794645100000.0,0.1,0.38570034011070287,0.5570022150615497,0.7195479972418056,0.4596700204919403,0.5520425890846179,0.46233595714873843,-1.200253840769647,-0.9638850833434386,-0.30963199653799345,-0.9303068852954856,-0.6910964190868012,-0.47929619035302085
8.0,568.5357056,1769.072144,821.0415039,1420.801636,1060.639893,456.4088135,677.7130737,1371.236694,813.730835,1018.701233,681.5,706.5,17.12217543,1658794645116666.5,0.1166665,0.38569992607748993,0.5570022150615497,0.7195479972418056,0.4597668710217212,0.5520425890846179,0.46233595714873843,-1.2001550446975946,-0.9638850833434386,-0.30963199653799345,-0.9302597643403694,-0.6910964190868012,-0.47929619035302085
9.0,568.7415771,1768.84668,821.2038574,1420.625854,1060.639893,456.4088135,677.7299194,1371.108521,813.7214355,1018.5,681.5,706.5,17.12767451,1658794645133333.5,0.1333335,0.3858395912234945,0.557112357190411,0.7195479972418056,0.45977829930174074,0.5520362123761378,0.46233595714873843,-1.200002087816828,-0.963765831194914,-0.30963199653799345,-0.9301728105815498,-0.6909599007424653,-0.47929619035302085
10.0,568.6897583,1768.750854,821.3458252,1420.858887,1060.639893,456.4088135,677.5837402,1371.023071,813.7976074,1018.376221,681.5,706.5,17.13842596,1658794645150000.0,0.15,0.38580443686619986,0.557208669470231,0.7195479972418056,0.4596791299688761,0.5520878881036423,0.46233595714873843,-1.1999370785645465,-0.9639239229558858,-0.30963199653799345,-0.9301148405044575,-0.6908759279142336,-0.47929619035302085
11.0,568.6897583,1768.750854,821.2785034,1421.245972,1060.639893,456.4088135,677.4650269,1370.924194,813.826355,1018.04895,681.5,706.5,17.12737776,1658794645166666.8,0.16666675,0.38580443686619986,0.5571629977331216,0.7195479972418056,0.45959859375877815,0.5521073907436449,0.46233595714873843,-1.1999370785645465,-0.9641865250306809,-0.30963199653799345,-0.9300477614253158,-0.6906539042149936,-0.47929619035302085
12.0,568.4900513,1768.615845,821.0537109,1421.053711,1060.639893,456.4088135,677.6907349,1370.773438,813.826355,1018.04895,681.5,706.5,17.12433768,1658794645183333.5,0.1833335,0.3856689537744988,0.5570104964042187,0.7195479972418056,0.4597517161714211,0.5521073907436449,0.46233595714873843,-1.1998454871995594,-0.9640560933748374,-0.30963199653799345,-0.929945487148638,-0.6906539042149936,-0.47929619035302085
13.0,568.3076782,1768.365356,820.8689575,1421.072632,1060.897583,456.5952454,677.6907349,1370.773438,813.826355,1018.04895,681.5,706.5,17.12093398,1658794645200000.0,0.2,0.3855452301622513,0.5568851579742473,0.719722816541582,0.4597517161714211,0.5521073907436449,0.46233595714873843,-1.1996755531253551,-0.9640689295577358,-0.3097584736780222,-0.929945487148638,-0.6906539042149936,-0.47929619035302085
14.0,568.2268677,1768.384399,821.4457397,1420.959106,1060.692505,456.8417358,677.6811523,1370.520996,813.864502,1017.864502,681.5,706.5,17.1714,1658794645216666.8,0.21666675,0.385490407565237,0.5572764523990505,0.7195836897133793,0.45974521524619294,0.5521332700242866,0.46233595714873843,-1.1996884720741916,-0.9639919124603458,-0.3099256950646868,-0.9297742281410158,-0.690528772971231,-0.47929619035302085
15.0,568.1305542,1768.260498,821.4457397,1420.959106,1060.986328,456.8395996,677.6811523,1370.520996,813.864502,1017.864502,681.5,706.5,17.17724402,1658794645233333.2,0.23333325,0.3854250675884082,0.5572764523990505,0.7197830219774106,0.45974521524619294,0.5521332700242866,0.46233595714873843,-1.199604416480022,-0.9639919124603458,-0.30992424584668,-0.9297742281410158,-0.690528772971231,-0.47929619035302085
16.0,568.1069946,1768.203125,821.6323242,1421.132324,1061.456177,457.0819092,677.6811523,1370.520996,813.864502,1017.864502,681.5,706.5,17.19061441,1658794645250000.0,0.25,0.38540908453600026,0.5574030330643427,0.7201017719218425,0.45974521524619294,0.5521332700242866,0.46233595714873843,-1.1995654941016367,-0.9641094251673529,-0.31008863093962546,-0.9297742281410158,-0.690528772971231,-0.47929619035302085
