Frame #,Index Pink X,Index Pink Y,Thumb Pink X,Thumb Pink Y,Hand Green X,Hand Green Y,Timestamp (microseconds),angles,Seconds,Index Pink X meters,Index Pink Y meters,Thumb Pink X meters,Hand Green X meters,Thumb Pink Y meters,Hand Green Y meters
1.0,324.6141663,636.6325684,431.3742371,907.5227051,147.5,394.5,1660172486736670.0,7.227214253558741,0.0,0.1003379849884933,-0.1967826291113565,0.1333374393973962,0.0455921346701952,-0.2805145585571464,-0.1219396415416408
2.0,324.887207,636.4528809,432.0042725,906.8005981,147.5,394.5,1660172486753336.8,7.2014778459631055,0.01666675,0.1004223816553736,-0.1967270878456037,0.1335321828469134,0.0455921346701952,-0.2802913558480597,-0.1219396415416408
3.0,325.6004639,636.4935913,432.2780457,906.2294922,147.5,394.5,1660172486770003.2,7.2560333650303885,0.03333325,0.1006428488054701,-0.1967396713984124,0.133616805928971,0.0455921346701952,-0.2801148274609157,-0.1219396415416408
4.0,325.5180054,636.2452393,432.1819763,906.3349609,147.5,394.5,1660172486786670.0,7.284682984284143,0.05,0.1006173609475942,-0.196662905989398,0.1335871109525473,0.0455921346701952,-0.28014742775362,-0.1219396415416408
5.0,325.5064697,636.2059326,431.6737061,905.9957886,147.5,394.5,1660172486803336.5,7.314709864941551,0.0666665,0.1006137952717439,-0.1966507563191618,0.1334300050311423,0.0455921346701952,-0.2800425898608878,-0.1219396415416408
6.0,325.1651001,635.8886108,432.0563049,905.3644409,147.5,394.5,1660172486820003.2,7.23532415577988,0.08333325,0.1005082781952998,-0.1965526723988948,0.1335482660210694,0.0455921346701952,-0.2798474407804667,-0.1219396415416408
7.0,325.5688171,635.7714233,432.2132263,904.5810547,147.5,394.5,1660172486836670.0,7.259886623358972,0.1,0.1006330668043347,-0.1965164498342733,0.1335967703031131,0.0455921346701952,-0.279605296718574,-0.1219396415416408
8.0,325.5688171,635.7714233,433.1253967,904.2872925,147.5,394.5,1660172486853336.5,7.167751510583997,0.1166665,0.1006330668043347,-0.1965164498342733,0.1338787214605298,0.0455921346701952,-0.2795144950522458,-0.1219396415416408
9.0,325.4356995,635.3480835,433.7385254,903.8088989,147.5,394.5,1660172486870003.5,7.119969291704029,0.1333335,0.1005919202582589,-0.1963855958331014,0.1340682390622963,0.0455921346701952,-0.2793666239645403,-0.1219396415416408
10.0,324.9519958,635.3884277,433.7660522,903.9189453,836.8678589,996.8185425,1660172486886670.0,22.24550422559055,0.15,0.1004424078227954,-0.1963980661937764,0.1340767475746532,0.2586752008415374,-0.2794006392207354,-0.3081158320773408
11.0,325.1980591,635.4500732,432.1147156,904.116272,836.8678589,996.8185425,1660172486903336.8,22.33158308324267,0.16666675,0.1005184657964292,-0.196417120769626,0.1335663207227683,0.2586752008415374,-0.2794616327494162,-0.3081158320773408
12.0,324.2454224,634.9660645,431.5709839,904.4321289,836.8678589,996.8185425,1660172486920003.5,22.376669414328056,0.1833335,0.100224006537323,-0.1962675140589009,0.1333982536794404,0.2586752008415374,-0.2795592638702386,-0.3081158320773408
13.0,324.4607239,635.6834717,431.6698608,904.0448608,836.8678589,996.8185425,1660172486936670.0,22.279376057491074,0.2,0.1002905560626294,-0.1964892640634824,0.1334288164519189,0.2586752008415374,-0.2794395596033324,-0.3081158320773408
14.0,324.4592896,635.6402588,431.7185669,903.9449463,836.8678589,996.8185425,1660172486953336.8,22.267605162719377,0.21666675,0.1002901127216209,-0.1964759069898804,0.1334438714693457,0.2586752008415374,-0.2794086761095052,-0.3081158320773408
15.0,324.4557495,635.7221069,431.9343262,904.1904907,836.8678589,996.8185425,1660172486970003.2,22.287666659308684,0.23333325,0.1002890184794789,-0.1965012061735936,0.1335105625002742,0.2586752008415374,-0.2794845736915548,-0.3081158320773408
16.0,324.8051147,635.3985596,431.7260132,904.4475098,836.8678589,996.8185425,1660172486986670.0,22.371192010879597,0.25,0.1003970069896313,-0.1964011979561443,0.1334461731148535,0.2586752008415374,-0.2795640180944024,-0.3081158320773408
17.0,324.6408081,635.7682495,431.3886108,905.3955078,836.1471558,997.2879028,1660172487003336.8,22.460646638795026,0.26666675,0.1003462199480421,-0.1965154688151749,0.1333418822968274,0.258452432076843,-0.2798570435349656,-0.3082609109790793
18.0,324.5684204,636.0842285,431.4717102,905.8600464,836.2009277,997.4337769,1660172487020003.2,22.483290768548848,0.28333325,0.1003238449665718,-0.1966131376770119,0.1333675682563923,0.2584690529290889,-0.2800006320530043,-0.3083060005493308
19.0,324.3197327,636.1708984,431.4326782,905.8092651,836.1955566,997.5800171,1660172487036670.0,22.4494021799988,0.3,0.10024697579295,-0.196639927275335,0.1333555034957113,0.2584673927262785,-0.27998493559288,-0.308351203280806
20.0,324.2687378,635.8883667,431.7999878,905.4619141,836.0961304,997.2229004,1660172487053336.5,22.433438198341523,0.3166665,0.1002312133092327,-0.1965525969477756,0.133469038605873,0.2584366601655996,-0.2798775696703727,-0.3082408187880645
21.0,324.2504272,636.0083008,431.809082,905.2197266,836.0985107,997.0796509,1660172487070003.2,22.399141029238667,0.33333325,0.1002255535170898,-0.1965896684843095,0.1334718496159823,0.2584373959144684,-0.2798027097034883,-0.3081965404796209
22.0,324.4052429,635.6912231,431.809082,905.2197266,836.1443481,997.0424805,1660172487086670.0,22.4322176170867,0.35,0.1002734069289098,-0.1964916600151616,0.1334718496159823,0.2584515642189683,-0.2798027097034883,-0.3081850511380443
23.0,324.6266174,635.6675415,431.809082,905.2197266,836.3586426,997.1907959,1660172487103336.5,22.432018813591345,0.3666665,0.1003418336137678,-0.1964843400511182,0.1334718496159823,0.2585178024813621,-0.2798027097034883,-0.3082308953122169
24.0,324.7287292,635.543396,431.809082,905.2197266,836.5678711,997.1049194,1660172487120003.5,22.44718807621381,0.3833335,0.1003733962913069,-0.1964459667741372,0.1334718496159823,0.258582474847117,-0.2798027097034883,-0.3082043509532135
25.0,324.6869812,635.5405884,431.6604309,905.4205322,836.5219116,997.0592041,1660172487136670.0,22.480526253713798,0.4,0.1003604920171495,-0.1964450989471724,0.1334259016772021,0.2585682688016025,-0.2798647785574391,-0.3081902203897281
26.0,324.5567322,635.7774658,431.7129517,905.5463257,836.0985107,997.0796509,1660172487153336.8,22.479505661192928,0.41666675,0.1003202321530908,-0.1965183175662987,0.1334421358154163,0.2584373959144684,-0.2799036612299315,-0.3081965404796209
