Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Neck Green X,Neck Green Y,Shoulder Pink X,Shoulder Pink Y,Back Pink X,Back Pink Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Leg Pink X meters,Neck Green X meters,Shoulder Pink X meters,Back Pink X meters,Arm Pink Y meters,Leg Pink Y meters,Neck Green Y meters,Shoulder Pink Y meters,Back Pink Y meters,angular velocity
1.0,446.1466675,901.8533325,491.0,1159.0,550.6231689,765.0,460.8300781,788.8300781,540.7279053,920.3741455,1660611937791670.0,0.0,0.0,0.7278697160337899,0.8010460608732236,0.8983187789671623,0.7518250891932892,0.882175068319337,-1.4713361700295613,-1.890860253670196,-1.2480656549246762,-1.286943435357072,-1.5015521054630026,
2.0,446.5,901.7555542,491.0,1159.0,550.6514893,764.8863525,461.0,789.0,540.7279053,920.3741455,1660611937808336.8,-0.0077372775004623,0.01666675,0.7284461632991738,0.8010460608732236,0.8983649825208534,0.7521023096997069,0.882175068319337,-1.4711766488033824,-1.890860253670196,-1.2478802437592933,-1.2872206558634898,-1.5015521054630026,-0.0077372775004623
3.0,446.5,901.7555542,491.0,1159.0,550.6231689,765.0,461.6071472,788.9642944,540.7279053,920.3741455,1660611937825003.5,0.0,0.0333335,0.7284461632991738,0.8010460608732236,0.8983187789671623,0.7530928450824568,0.882175068319337,-1.4711766488033824,-1.890860253670196,-1.2480656549246762,-1.2871624036634264,-1.5015521054630026,0.0077372775004623
4.0,446.1466675,901.8533325,491.0,1159.0,550.6231689,765.0,461.3435974,788.7640991,540.8581543,920.3900757,1660611937841670.0,0.0,0.05,0.7278697160337899,0.8010460608732236,0.8983187789671623,0.7526628745546892,0.8823875641408904,-1.4713361700295613,-1.890860253670196,-1.2480656549246762,-1.286835793365116,-1.5015780949211672,0.0
5.0,446.8533325,901.8533325,491.0,1159.0,550.8364868,764.7106934,461.9251709,788.8639526,541.111084,919.888916,1660611937858336.8,-0.0719255438731935,0.06666675,0.7290226105645577,0.8010460608732236,0.8986667982411108,0.7536116875104596,0.8828002084175968,-1.4713361700295613,-1.890860253670196,-1.2475936632499012,-1.2869987001937095,-1.5007604737326674,-0.0719255438731935
6.0,446.8533325,901.8533325,491.0,1159.0,551.1087036,764.5217285,462.2083435,789.0357056,541.111084,919.888916,1660611937875003.2,-0.1675595716085774,0.08333325,0.7290226105645577,0.8010460608732236,0.8991109086185926,0.7540736718195782,0.8828002084175968,-1.4713361700295613,-1.890860253670196,-1.2472853748816968,-1.2872789080635532,-1.5007604737326674,-0.0956340277353839
7.0,446.8533325,901.8533325,491.0,1159.0,551.145813,765.145813,462.5,789.0,541.2788086,919.7211914,1660611937891670.0,-0.1962331302354286,0.1,0.7290226105645577,0.8010460608732236,0.8991714510599191,0.7545494972583827,0.8830738441205328,-1.4713361700295613,-1.890860253670196,-1.2483035427643383,-1.2872206558634898,-1.5004868380297314,-0.028673558626851198
8.0,447.3725586,901.7843018,491.0,1159.0,551.0,765.1372681,462.5,789.0,541.3793335,919.8505859,1660611937908336.8,-0.1420607859249112,0.11666675,0.7298697063325975,0.8010460608732236,0.8989335632202571,0.7545494972583827,0.8832378463102775,-1.47122354931609,-1.890860253670196,-1.2482896021156915,-1.2872206558634898,-1.5006979397701057,0.0541723443105174
9.0,447.1466675,901.8533325,491.0,1159.0,551.3418579,764.777771,462.5,789.0,541.3986816,919.8692627,1660611937925003.5,-0.259623560326443,0.1333335,0.7295011744062405,0.8010460608732236,0.8994912901534005,0.7545494972583827,0.8832694119300135,-1.4713361700295613,-1.890860253670196,-1.2477030975620251,-1.2872206558634898,-1.500728410191836,-0.11756277440153182
10.0,447.1466675,901.8533325,491.0,1159.0,551.1136475,764.6514893,462.5,789.0,541.4205322,920.3743286,1660611937941670.2,-0.1722335604642501,0.15000025,0.7295011744062405,0.8010460608732236,0.89911897438564,0.7545494972583827,0.8833050602743265,-1.4713361700295613,-1.890860253670196,-1.247497074225273,-1.2872206558634898,-1.5015524041830304,0.08738999986219292
