Frame #,Hand Pink X,Hand Pink Y,Body Pink X,Body Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Body Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Hand Pink Y meters,Body Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters,angular velocity,Hand Pink m/s,Body Pink m/s,Shoulder Green m/s,Elbow Orange m/s
1.0,562.0505981,1571.870361,782.8106689,1230.805908,712.9660034,1041.467651,675.7532959,1319.349731,1660089941686050.0,0.0,0.0,0.5073784018556062,-0.7066645378274887,0.6436138536376209,0.6100209277980316,-1.4189702393066004,-1.1110820568584647,-0.9401612490672524,-1.1910129804439826,,,,,
2.0,562.0505981,1571.870361,782.644165,1230.911377,712.9660034,1041.467651,675.6193848,1319.330078,1660089941702716.5,0.0,0.0166665,0.5073784018556062,-0.7065142302164475,0.6436138536376209,0.6099000425963462,-1.4189702393066004,-1.1111772666008726,-0.9401612490672524,-1.1909952391449512,0.0,0.0,0.010675494496770905,0.0,0.007330808171016157
3.0,561.8357544,1571.927002,782.8609619,1230.906738,712.9481201,1041.627319,675.6730347,1319.376953,1660089941719383.2,0.0198604857415436,0.03333325,0.5071844565888932,-0.7067099386900637,0.6435977098950387,0.6099484738240929,-1.4190213706818833,-1.1111730788490684,-0.9403053857249508,-1.1910375544857184,1.1916231863766842,0.012034328500889828,0.011745196383084938,0.0087022748440454,0.00385878462563591
4.0,561.8678589,1572.06897,782.7127686,1231.164307,712.9278564,1041.734009,675.821167,1319.642334,1660089941736050.0,0.0126133680127751,0.05,0.5072134381965232,-0.706576160556967,0.6435794173004638,0.6100821968908261,-1.419149529066908,-1.1114055934091978,-0.9404016976973548,-1.1912771211512785,-0.434824889601662,0.007883667854414002,0.016095173016814887,0.0058820246650863476,0.01646166956802616
5.0,561.9714355,1571.885742,782.7127686,1231.164307,712.8006592,1041.949707,675.5929565,1319.303223,1660089941752716.5,0.0074801994688049,0.0666665,0.5073069396178459,-0.706576160556967,0.6434645929193944,0.6098761850492445,-1.4189841241547354,-1.1114055934091978,-0.9405964141639744,-1.1909709964041233,-0.3079931925701377,0.011400205381340421,0.0,0.013563071447826217,0.022139369071716583
6.0,561.8834839,1572.15686,782.7127686,1231.164307,712.6762695,1042.043213,675.6594849,1319.42334,1660089941769383.2,0.0085661052740317,0.08333325,0.5072275433101122,-0.706576160556967,0.6433523029451347,0.609936242050134,-1.419228869766642,-1.1114055934091978,-0.9406808245800548,-1.191079429295578,0.0651540225434952,0.015438104729057543,0.0,0.008428698830991604,0.007437225766254172
7.0,561.8834839,1572.15686,782.8609619,1231.131104,712.6634521,1042.095459,675.6343994,1319.552124,1660089941786049.8,0.0085668221236324,0.09999975,0.5072275433101122,-0.7067099386900637,0.643340732328628,0.6099135966852098,-1.419228869766642,-1.111375620155662,-0.9407279884689876,-1.1911956861242787,4.301140615606877e-05,0.0,0.008225688139023624,0.0029137470220024016,0.007106508705375294
8.0,561.8834839,1572.15686,782.7127686,1231.164307,712.619751,1042.06311,675.8101196,1319.632202,1660089941802716.5,0.0085696099021899,0.1166665,0.5072275433101122,-0.706576160556967,0.6433012821539421,0.6100722241015868,-1.419228869766642,-1.1114055934091978,-0.9406987861445404,-1.1912679747185817,0.0001672658771206,0.0,0.008225688139023624,0.002944950140346477,0.01045934381946684
9.0,561.8705444,1572.207275,782.5669556,1231.075928,712.6062012,1042.115967,675.8101196,1319.632202,1660089941819383.5,0.0084307178187981,0.1333335,0.507215862470606,-0.7064445311855904,0.6432890503799832,0.6100722241015868,-1.4192743807619437,-1.1113258112758289,-0.9407465015998346,-1.1912679747185817,-0.0083333583363412,0.0028191654328392607,0.009235222183038164,0.002955498517210179,0.0
10.0,562.0454712,1571.985962,782.6651611,1231.153687,712.3986816,1042.115967,675.8206787,1319.546387,1660089941836050.0,0.0027701625037795,0.15,0.5073737736631672,-0.7065331839684748,0.6431017167780662,0.6100817560891003,-1.4190745954817048,-1.1113960064455934,-0.9407465015998346,-1.1911905071779323,-0.3396367152682686,0.015279410020363367,0.006784691590421318,0.011240016115021678,0.004683106138538226
11.0,562.0454712,1571.985962,782.6651611,1231.153687,712.2508545,1042.216187,675.7497559,1319.714478,1660089941852716.8,0.0027684061721463,0.16666675,0.5073737736631672,-0.7065331839684748,0.6429682692236955,0.6100177321434969,-1.4190745954817048,-1.1113960064455934,-0.940836972926804,-1.1913422475074236,-0.0001053793710951,0.0,0.0,0.009673464672802196,0.009881654493915525
12.0,562.2651978,1572.087646,782.5669556,1231.075928,712.1526489,1042.194702,675.5151367,1319.463989,1660089941869383.2,-0.0276459162495711,0.18333325,0.5075721268568655,-0.7064445311855904,0.6428796163505385,0.6098059349936619,-1.419166388401397,-1.1113258112758289,-0.9408175778314144,-1.191116124256364,-1.8248775940789843,0.013113799846016573,0.006784691590421318,0.005444979882334989,0.018589328294826155
13.0,562.3076172,1572.066162,782.6895752,1231.284668,712.0333252,1042.188843,675.6759033,1319.557617,1660089941886050.0,-0.0312835216159358,0.2,0.5076104200060098,-0.70655522324231,0.642771899592627,0.6099510633875387,-1.4191469942087347,-1.111514246566106,-0.9408122887523412,-1.191200644805171,-0.2182552307057282,0.0025754611100668005,0.013112517841882661,0.0064707918721447575,0.010076780535852117
14.0,562.3076172,1572.066162,782.5669556,1231.075928,712.2508545,1042.216187,675.4685059,1319.535645,1660089941902716.8,-0.0312865003000911,0.21666675,0.5076104200060098,-0.7064445311855904,0.6429682692236955,0.609763840098894,-1.4191469942087347,-1.1113258112758289,-0.940836972926804,-1.1911808100816013,-0.0001787201557173,0.0,0.013112517841882661,0.011874898976816676,0.01129626105630283
15.0,562.4669189,1572.229126,782.1651001,1231.243042,712.0518799,1042.239014,675.5586548,1319.569946,1660089941919383.2,-0.0518474662583123,0.23333325,0.5077542259947092,-0.7060817652672617,0.6427886494262981,0.6098452199692573,-1.419294106255514,-1.1114766696407774,-0.9408575794821894,-1.1912117745296793,-1.2336702941962137,0.012343403910442497,0.02357300337234796,0.01084787750073815,0.005224301794737804
16.0,562.4891357,1572.318848,782.1728516,1231.300903,712.1856689,1042.366821,675.6280518,1319.627075,1660089941936050.0,-0.0566255466632177,0.25,0.5077742817059147,-0.7060887627576928,0.6429094244049839,0.6099078665335926,-1.4193751007516058,-1.1115289023433297,-0.940972954346348,-1.1912633464358702,-0.2866833908773697,0.00500643823659329,0.0031619602017883357,0.010021608509724805,0.004868604801402295
17.0,562.3004761,1572.330933,782.0096436,1231.442261,712.1856689,1042.366821,675.5908813,1319.635376,1660089941952716.5,-0.0380797423450032,0.2666665,0.5076039735403041,-0.7059414304454598,0.6429094244049839,0.6098743117096144,-1.41938601021066,-1.1116565100647195,-0.940972954346348,-1.1912708399749357,1.112759386686739,0.010239433346322976,0.011694697380887057,0.0,0.0020628828429598194
18.0,562.4891357,1572.318848,782.0,1231.5,712.1856689,1042.366821,675.4202881,1319.588989,1660089941969383.2,-0.0566255466632177,0.28333325,0.5077742817059147,-0.7059327249047617,0.6429094244049839,0.609720312575949,-1.4193751007516058,-1.111708632634545,-0.940972954346348,-1.1912289651650765,-1.1127426953793926,0.010239433346322976,0.0031706742826341523,0.0,0.009575449771863316
19.0,562.4926758,1572.368652,782.0,1231.558838,712.1856689,1042.366821,675.3108521,1319.7052,1660089941986050.0,-0.0583884468534431,0.3,0.5077774774507221,-0.7059327249047617,0.6429094244049839,0.6096215217144623,-1.419420060180546,-1.1117617473016392,-0.940972954346348,-1.1913338720038154,-0.1057734825461109,0.0027043718175984274,0.003186880025660699,0.0,0.008646056029135252
20.0,562.428772,1572.329712,782.0046997,1231.746826,712.4009399,1042.367188,675.2218628,1319.849976,1660089942002716.5,-0.0508970009010591,0.3166665,0.5077197897478247,-0.7059369674521111,0.6431037554070593,0.6095411886466409,-1.419384907980664,-1.1119314491956156,-0.9409732856472556,-1.1914645652470133,0.4494912520555596,0.0040532423563911495,0.010185295052075449,0.011659877068844846,0.009204501734014775
21.0,562.5147095,1572.299072,781.9716797,1231.94812,712.4009399,1042.367188,675.1801147,1319.844727,1660089942019383.2,-0.0586319176706888,0.33333325,0.5077973678725645,-0.7059071593976656,0.6431037554070593,0.6095035014983127,-1.4193572484171204,-1.1121131627786425,-0.9409732856472556,-1.1914598268315746,-0.4640926857143533,0.004941690076967385,0.011048531437193572,0.0,0.0022790316864691744
22.0,562.5362549,1572.387695,782.0,1232.0,712.3317871,1042.48584,675.3897705,1319.989502,1660089942036049.8,-0.0633104823895384,0.34999975,0.5078168174926811,-0.7059327249047617,0.6430413292887233,0.6096927635062234,-1.4194372508159427,-1.1121599962693944,-0.9410803960432602,-1.191590519172045,-0.2807166902978795,0.004939961289730815,0.0032014208771638268,0.0074384652891578175,0.013800077673177693
23.0,562.4492798,1572.387695,782.1967163,1232.054077,712.2681885,1042.434082,675.4772339,1320.014771,1660089942052716.5,-0.0545937829440536,0.3666665,0.5077383026981263,-0.706110306073166,0.6429839170981885,0.6097717191025039,-1.4194372508159427,-1.1122088130519578,-0.9410336726852352,-1.1916133301874234,0.5229993517323293,0.004710887673293751,0.01105012844604775,0.004441309998828642,0.004931083347886917
