Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Shoulder Orange X,Shoulder Orange Y,Back Orange X,Back Orange Y,Neck Green X,Neck Green Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Leg Pink X meters,Shoulder Orange X meters,Back Orange X meters,Neck Green X meters,Arm Pink Y meters,Leg Pink Y meters,Shoulder Orange Y meters,Back Orange Y meters,Neck Green Y meters,angular velocity
1.0,401.5,899.5,470.5,1317.0,436.5,762.5,551.7347412,934.5125732,555.7680054,734.4719849,1660005066000000.0,0.0,0.0,0.5016712112025155,0.5878861889683276,0.5454034463011158,0.6893883832635377,0.6944279163552282,-1.123918442034029,-1.6455815321387617,-0.9527379789337932,-1.1676663872508677,-0.9177171861994984,
2.0,402.0,899.666687,470.2444458,1316.5,436.3484802,762.6514893,551.9378052,934.1777954,555.8253784,734.7380981,1660005066016666.8,-0.0179418717275167,0.01666675,0.5022959574182098,0.587566875929618,0.5452141234578103,0.6896421101946252,0.6944996034844942,-1.12412671617894,-1.6449567859230674,-0.9529272636675796,-1.167248084923571,-0.918049692628791,-0.0179418717275167
3.0,401.323822,899.7619019,469.5,1316.5,436.2113953,762.7886353,550.8010254,935.555542,554.6793213,734.559082,1660005066033333.2,0.3095749844562088,0.03333325,0.5014510781249383,0.586636696536939,0.5450428369128026,0.6882217124383697,0.6930676138121051,-1.1242456864758452,-1.6449567859230674,-0.9530986265565748,-1.168969568872642,-0.9178260133667444,0.3275168561837255
4.0,401.1372681,900.0,469.3988037,1316.482178,436.0,763.5,551.027771,935.895813,555.0388184,734.7442627,1660005066050000.0,0.2057781894951016,0.05,0.5012179804388421,0.5865102525260044,0.5447787000854215,0.6885050293494205,0.6935168027176613,-1.1245431882497232,-1.6449345174689551,-0.953987471365182,-1.169394734911763,-0.9180573952498337,-0.10379679496110719
5.0,401.1372681,900.0,469.3988037,1316.482178,436.0,763.5,551.027771,935.895813,554.9378662,735.0559082,1660005066066666.5,0.2327945958572815,0.0666665,0.5012179804388421,0.5865102525260044,0.5447787000854215,0.6885050293494205,0.6933906637078293,-1.1245431882497232,-1.6449345174689551,-0.953987471365182,-1.169394734911763,-0.9184467939433598,0.02701640636217989
6.0,401.3629761,900.7407227,469.2988586,1316.5,436.0,763.5,551.1443481,936.1443481,554.8123779,735.5628662,1660005066083333.2,0.2657160409395189,0.08333325,0.5015000008765461,0.5863853718800001,0.5447787000854215,0.6886506915535436,0.6932338670267514,-1.125468715657131,-1.6449567859230674,-0.953987471365182,-1.1697052776381476,-0.9190802341273918,0.032921445082237405
7.0,401.2301636,900.6349487,469.0,1316.5,436.0,763.5,551.3763428,936.3311768,554.8123779,735.5628662,1660005066100000.0,0.265845484902299,0.1,0.5013340526630023,0.5860119503212446,0.5447787000854215,0.6889405671753159,0.6932338670267514,-1.1253365518446932,-1.6449567859230674,-0.953987471365182,-1.1699387186847636,-0.9190802341273918,0.00012944396278008474
8.0,401.6936951,900.9008789,469.0,1316.5,436.5,763.5,551.4303589,936.4050903,554.9454346,735.6569214,1660005066116666.5,0.227419584483347,0.1166665,0.5019132317639625,0.5860119503212446,0.5454034463011158,0.689008059883439,0.693400120366347,-1.1256688296168709,-1.6449567859230674,-0.953987471365182,-1.170031073043591,-0.9191977553879244,-0.03842590041895197
9.0,401.6936951,900.9008789,469.0,1315.5,436.5,763.5,551.4303589,936.4050903,554.9769897,735.7279663,1660005066133333.5,0.2180579399677391,0.1333335,0.5019132317639625,0.5860119503212446,0.5454034463011158,0.689008059883439,0.6934395482249687,-1.1256688296168709,-1.6437072934916788,-0.953987471365182,-1.170031073043591,-0.9192865254527632,-0.00936164451560792
10.0,402.0,901.1555786,469.0,1315.5,436.5,763.5,551.5,936.5,554.9769897,735.7279663,1660005066150000.0,0.2180849835718273,0.15,0.5022959574182098,0.5860119503212446,0.5454034463011158,0.6890950759108027,0.6934395482249687,-1.125987074964298,-1.6437072934916788,-0.953987471365182,-1.1701496619954064,-0.9192865254527632,2.70436040882005e-05
