Timestamp (microseconds),Gyro X (°/s),Gyro Y (°/s),Gyro Z (°/s),gyro vel x (dps),gyro vel y (dps),gyro vel z (dps),gyro disp x (deg),gyro disp y (deg),gyro disp z (deg),gyro vel x (dps),gyro vel y (dps),gyro vel z (dps),gyro disp x (deg),gyro disp y (deg),gyro disp z (deg)
1659661317701477,0.7629510948347615,-0.09155413138023505,-0.213626306553806,0.123525116805392,-0.04124960912147049,-0.2159847310373793,0,0,0,0.1235251168053918,-0.04124960912147049,-0.2159847310373793,0,0,0
1659661317717480,0.7629510948347615,-0.09155413138023505,-0.2746623941404778,0.1323024139390046,-0.03012732325674054,-0.2792195694865794,0.002046620245955173,-0.0005710154590256881,-0.003961634404191669,0.1323024139390046,-0.03012732325674054,-0.2792195694865794,0.002046620245955171,-0.0005710154590256881,-0.003961634404191669
1659661317733483,0.9460593575952316,-0.03051804379333589,-0.1525902189669068,0.293991774710382,0.01105021096806766,-0.1429379286710609,0.005456973755150266,-0.0007236323573350711,-0.007338894389452792,0.2939917747103825,0.01105021096806765,-0.1429379286710609,0.005456973755150267,-0.0007236323573350712,-0.007338894389452792
1659661317749486,1.190203707942374,-0.03051804379333589,-0.03051804379333589,0.563155793349979,0.01316196204380187,-0.05146812982640217,0.01231415429963315,-0.0005299349732401149,-0.008894142857432496,0.5631557933499786,0.01316196204380189,-0.05146812982640209,0.01231415429963316,-0.0005299349732401149,-0.008894142857432496
1659661317765489,1.495384145876187,-0.09155413138023505,-0.1525902189669068,0.839624680256179,-0.01754575241426529,-0.1491878001034002,0.02353639808848242,-0.0005650052962038223,-0.01049939029687091,0.8396246802561798,-0.01754575241426527,-0.1491878001034001,0.02353639808848242,-0.000565005296203822,-0.01049939029687091
1659661317781492,1.617456321049758,-0.03051804379333589,-0.213626306553806,0.9978556594254728,-0.012181492653265,-0.1968260818755049,0.03823624080593563,-0.0008028232567440646,-0.01326750135270215,0.9978556594254727,-0.01218149265326505,-0.1968260818755049,0.03823624080593564,-0.0008028232567440646,-0.01326750135270215
1659661317797495,1.495384145876187,-0.09155413138023505,-0.09155413138023505,0.8451331125342108,-0.01066837962358243,-0.1268930392668679,0.0529801509816131,-0.0009856222349588441,-0.01585725432184114,0.8451331125342104,-0.0106683796235824,-0.1268930392668677,0.05298015098161311,-0.0009856222349588443,-0.01585725432184113
1659661317813499,1.129167620355474,-0.09155413138023505,-0.1525902189669068,0.4704582483124589,-0.06338098963583817,-0.1325071215306469,0.06350488186838646,-0.001578017189034209,-0.01793245560822126,0.4704582483124585,-0.06338098963583814,-0.1325071215306471,0.06350488186838646,-0.001578017189034209,-0.01793245560822125
1659661317829502,0.8850232700083325,-0.1525902189669068,-0.213626306553806,0.2974362129624996,-0.09375156774498022,-0.2146562607335609,0.06964803755858613,-0.002835077648080756,-0.02070976266633492,0.2974362129624998,-0.09375156774498022,-0.2146562607335609,0.06964803755858613,-0.002835077648080756,-0.02070976266633492
1659661317845505,1.129167620355474,-0.09155413138023505,-0.213626306553806,0.4272172609938988,-0.03282291880953217,-0.2367863089837716,0.07544526535023732,-0.003847673540516855,-0.02432130322407358,0.427217260993898,-0.0328229188095322,-0.2367863089837715,0.07544526535023731,-0.003847673540516855,-0.02432130322407357
1659661317861508,1.129167620355474,0.03051804379333589,-0.213626306553806,0.5332727690559321,0.0585580918994297,-0.1890068699843423,0.08312918559063597,-0.003641792155797675,-0.02772764865581849,0.5332727690559321,0.05855809189942972,-0.1890068699843424,0.08312918559063595,-0.003641792155797675,-0.02772764865581849
1659661317877511,1.190203707942374,0.03051804379333589,-0.09155413138023505,0.5371723565650224,0.108163057868205,-0.1173692128224761,0.0916927465956036,-0.002308022957656597,-0.03017865731827304,0.5371723565650228,0.108163057868205,-0.1173692128224762,0.09169274659560359,-0.002308022957656598,-0.03017865731827304
1659661317893514,1.312275883115944,0.09155413138023505,-0.09155413138023505,0.6597266906397459,0.1184304623085332,-0.07946785179702938,0.1012679389732417,-0.0004952747962426918,-0.03175335383522909,0.6597266906397455,0.1184304623085332,-0.07946785179702905,0.1012679389732417,-0.0004952747962426922,-0.03175335383522908
1659661317909517,1.495384145876187,0.03051804379333589,-0.1525902189669068,0.8871168184640924,0.09764668771849216,-0.1564080684828344,0.1136426870460724,0.001233342403973511,-0.03364036119746799,0.887116818464092,0.09764668771849212,-0.1564080684828347,0.1136426870460724,0.00123334240397351,-0.03364036119746799
1659661317925521,1.678492408636657,0.03051804379333589,-0.2746623941404778,0.998371391266527,0.06880733017683377,-0.2916168990223233,0.1287265927239174,0.002564974547136119,-0.03722456093750925,0.9983713912665269,0.06880733017683387,-0.2916168990223232,0.1287265927239174,0.002564974547136118,-0.03722456093750925
1659661317941524,1.556420233463086,0.03051804379333589,-0.3356984817273769,0.9509584516309585,0.08947151444558357,-0.3145416389560631,0.1443212314670973,0.003831205304115457,-0.04207382924133635,0.9509584516309585,0.08947151444558346,-0.314541638956063,0.1443212314670973,0.003831205304115457,-0.04207382924133634
1659661317957527,1.495384145876187,0.09155413138023505,-0.213626306553806,0.8445560053739983,0.13821474054063,-0.2300868401819503,0.1586853471231369,0.005652695344005166,-0.04643085707444045,0.8445560053739978,0.13821474054063,-0.2300868401819502,0.1586853471231369,0.005652695344005165,-0.04643085707444045
1659661317973530,1.373311970702616,0.09155413138023505,-0.1525902189669068,0.7154391677606816,0.1419864985911936,-0.1674885755967008,0.1711653085082144,0.007894305257059754,-0.04961146040066966,0.7154391677606815,0.1419864985911936,-0.1674885755967008,0.1711653085082143,0.007894305257059753,-0.04961146040066965
1659661317989533,1.190203707942374,0.09155413138023505,-0.1525902189669068,0.5881168651193609,0.1372383951613477,-0.1188242082433118,0.1815937567712547,0.01012810440708008,-0.05190196267138976,0.5881168651193615,0.1372383951613477,-0.1188242082433118,0.1815937567712547,0.01012810440708008,-0.05190196267138975
1659661318005536,1.190203707942374,0.09155413138023505,-0.03051804379333589,0.513570722816844,0.1590874896138969,-0.06978470469177722,0.1904072574747444,0.01249871148528204,-0.05341083397487047,0.5135707228168438,0.1590874896138969,-0.06978470469177715,0.1904072574747443,0.01249871148528204,-0.05341083397487047
1659661318021515,1.129167620355474,0.09155413138023505,-0.09155413138023505,0.5100383110605964,0.1176035849541614,-0.08042460318768707,0.1985961297457639,0.01471224008182651,-0.05461250843790619,0.5100383110605967,0.1176035849541613,-0.08042460318768706,0.1985961297457638,0.01471224008182651,-0.05461250843790618
1659661318037518,1.190203707942374,-0.03051804379333589,-0.09155413138023505,0.5470503005788225,0.03230868607618469,-0.07986629280278751,0.2070528386388792,0.01591153825006927,-0.05589483560582999,0.5470503005788224,0.03230868607618467,-0.07986629280278754,0.2070528386388792,0.01591153825006927,-0.05589483560582998
