Frame #,Hand Pink X,Hand Pink Y,Hip Pink X,Hip Pink Y,Head Pink X,Head Pink Y,Elbow Pink X,Elbow Pink Y,Shoulder Green X,Shoulder Green Y,angles,Timestamp (microseconds),Seconds,Hand Pink X meters,Hip Pink X meters,Head Pink X meters,Elbow Pink X meters,Shoulder Green X meters,Hand Pink Y meters,Hip Pink Y meters,Head Pink Y meters,Elbow Pink Y meters,Shoulder Green Y meters
1.0,602.9040527,1621.829712,836.8843384,1363.555542,1012.936279,451.0819092,672.7457275,1252.642822,791.3127441,941.6765747,21.64843805,1658799494000000.0,0.0,0.41719572988332654,0.5791047030172217,0.7009285944425132,0.4655245615837806,0.5475702084972526,1.122268837660287,0.9435490556641021,0.31213830045275864,0.866800005850085,0.6516185189610642
2.0,603.4086304,1622.027588,836.5258789,1363.550781,1013.019592,451.197998,672.7008057,1252.5,791.3127441,941.6765747,21.55661986,1658799494016666.8,0.01666675,0.41754488603991835,0.5788566572924229,0.7009862451212375,0.46549347673196256,0.5475702084972526,1.1224057632985815,0.9435457611616664,0.31221863123081595,0.8667011763128368,0.6516185189610642
3.0,603.3314819,1622.120483,836.5258789,1363.550781,1013.019592,451.197998,672.7008057,1252.5,791.2783813,941.8466797,21.56870116,1658799494033333.2,0.03333325,0.41749150105333094,0.5788566572924229,0.7009862451212375,0.46549347673196256,0.547546430230441,1.122470044500796,0.9435457611616664,0.31221863123081595,0.8667011763128368,0.6517362277064508
4.0,603.4258423,1622.238037,836.5258789,1363.550781,1012.443115,451.243103,672.6721802,1252.978882,791.2783813,941.8466797,21.55877711,1658799494050000.0,0.05,0.41755679627862224,0.5788566572924229,0.7005873363036589,0.46547366854471894,0.547546430230441,1.1225513891635348,0.9435457611616664,0.31224984285281804,0.8670325516363618,0.6517362277064508
5.0,603.4674072,1622.167603,836.5258789,1363.550781,1013.019592,451.197998,672.8109131,1252.928711,791.2783813,941.8466797,21.55704624,1658799494066666.5,0.0666665,0.4175855582328924,0.5788566572924229,0.7009862451212375,0.46556966851886933,0.547546430230441,1.122502650456427,0.9435457611616664,0.31221863123081595,0.8669978344589432,0.6517362277064508
6.0,603.6518555,1621.342651,836.5258789,1363.550781,1013.019592,451.197998,672.8244629,1253.117554,791.2783813,941.8466797,21.56043795,1658799494083333.2,0.08333325,0.4177131922117977,0.5788566572924229,0.7009862451212375,0.46557904466864874,0.547546430230441,1.1219318026569847,0.9435457611616664,0.31221863123081595,0.8671285094691136,0.6517362277064508
7.0,603.9321289,1621.49231,836.7668457,1363.258179,1013.019592,451.197998,672.8244629,1253.117554,791.2783813,941.8466797,21.57185087,1658799494100000.0,0.1,0.41790713495468723,0.5790234007726722,0.7009862451212375,0.46557904466864874,0.547546430230441,1.1220353632408935,0.943343287311294,0.31221863123081595,0.8671285094691136,0.6517362277064508
8.0,604.1711426,1621.452393,836.7668457,1363.258179,1013.019592,451.197998,672.8244629,1253.117554,791.2783813,941.8466797,21.55398387,1658799494116666.5,0.1166665,0.4180725269346832,0.5790234007726722,0.7009862451212375,0.46557904466864874,0.547546430230441,1.1220077415955003,0.943343287311294,0.31221863123081595,0.8671285094691136,0.6517362277064508
9.0,604.4436646,1621.855713,836.7924805,1363.310303,1012.572327,451.1112976,672.8244629,1253.117554,791.2783813,941.8466797,21.5266273,1658799494133333.5,0.1333335,0.41826110588715515,0.5790411394643405,0.700676748034113,0.46557904466864874,0.547546430230441,1.122286829753928,0.9433793559197684,0.31215863654924564,0.8671285094691136,0.6517362277064508
10.0,604.4155273,1621.878296,837.3756714,1362.887085,1012.59906,450.9855652,673.0247192,1253.409668,791.2783813,941.8466797,21.61292627,1658799494150000.0,0.15,0.4182416355230767,0.5794446941462128,0.7006952466549085,0.46571761741976586,0.547546430230441,1.122302456670227,0.9430864988032521,0.3120716326219158,0.8673306456347164,0.6517362277064508
