Frame #,Index Pink X,Index Pink Y,Thumb Pink X,Thumb Pink Y,Hand Green X,Hand Green Y,Timestamp (microseconds),angles,Seconds,Index Pink X meters,Index Pink Y meters,Thumb Pink X meters,Hand Green X meters,Thumb Pink Y meters,Hand Green Y meters,angular velocity,Index Pink m/s,Thumb Pink m/s,Hand Green m/s
1.0,180.0070953,692.8519287,126.5979385,951.4432983,592.7294922,993.7853394,1660171467366670.0,30.90703904619477,0.0,0.0647631857136461,-0.249275163602154,0.0455475701575873,0.2132529838189316,-0.342311501227846,-0.3575453755742098,,,,
2.0,180.6666718,692.1387329,127.164299,951.0789795,593.0986938,993.5288696,1660171467383336.5,30.95228376229855,0.0166665,0.0650004890004453,-0.2490185690942063,0.0457513360712655,0.2133858156484032,-0.3421804261384777,-0.3574531025376405,2.71471011332778,0.020970286816460734,0.014537001612025731,0.009704173819267577
3.0,181.5092773,691.810791,127.5979385,950.4432983,593.2677612,993.3427124,1660171467400003.2,30.951959508121192,0.03333325,0.065303642697742,-0.2489005817329993,0.0459073514517952,0.2134466429363836,-0.3419517199336381,-0.3573861266592985,-0.0194551533656756,0.01951828511220393,0.016611152203814098,0.005428500536414867
4.0,181.678299,691.784729,128.0033569,950.3634644,593.9631348,992.7947388,1660171467416669.8,30.930135340653,0.04999975,0.0653644535437172,-0.2488912051129096,0.0460532134084429,0.2136968253501497,-0.3419229971897743,-0.3571889760082987,-1.30946314272299,0.003691770303403879,0.00891978380252454,0.01911163597526093
5.0,181.7059784,691.6871948,127.7019424,950.3562622,593.2481689,993.1092529,1660171467433336.5,30.972837031507392,0.0666665,0.0653744120740721,-0.2488561141322041,0.0459447701095399,0.2134395939933331,-0.3419204059729372,-0.3573021322982433,2.5620886408203964,0.002188601679916427,0.0065084551572538035,0.01686120816494093
6.0,182.0664978,691.5581055,128.0526276,950.2351074,593.6270752,992.6072388,1660171467450003.2,30.98460877443085,0.08333325,0.0655041202103912,-0.2488096702167817,0.0460709400846554,0.2135759173923307,-0.3418768167421937,-0.3571215170156346,0.7063010439022245,0.008266344806847768,0.008009243482803878,0.013577238965780353
7.0,182.2560577,691.4204712,128.3074493,949.4951172,594.086731,992.3010254,1660171467466669.8,30.900767836112227,0.09999975,0.0655723203165431,-0.2487601519702003,0.0461626201656737,0.2137412929509448,-0.3416105821103365,-0.3570113471622788,-5.030506604183431,0.00505686863632548,0.016894674286306834,0.011922721967374877
8.0,182.9790649,690.7478027,128.9494934,948.5808105,594.3065796,992.1782227,1660171467483336.5,30.882646733390928,0.1166665,0.0658324447826808,-0.2485181384266974,0.0463936156229103,0.2138203903647826,-0.3412816316625076,-0.3569671650479406,-1.0872607269742958,0.021317763842394453,0.02411726091841466,0.005436033146659704
9.0,183.5691223,690.7260132,128.7019348,948.3562622,594.1640015,991.8734131,1660171467500003.2,30.9166824877072,0.13333325,0.0660447363977097,-0.2485102989721873,0.04630454866941,0.2137690934314389,-0.3412008433845213,-0.3568575002555656,2.042135048301023,0.012746178748587763,0.007214901595790266,0.007264149737280542
10.0,183.1148529,690.7970581,129.037384,948.3348999,594.2443237,991.7521973,1660171467516670.0,30.872974290385148,0.15,0.0658812987650587,-0.2485358595982561,0.046425237016727,0.2137979918565085,-0.3411931576285801,-0.3568138890781632,-2.622478726929411,0.009925459149970794,0.00725596946527397,0.003139011557376398
