Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m)
1660093382589447,-0.1704737926298923,0.9884794384679942,0.09759670405126997,0,0,0,0.002080105886485392,-0.001602593310512929,-0.6145996371678881
1660093382605449,-0.1704737926298923,0.9838406958113985,0.1016250858319978,-0.0002690246721772746,-0.0004275897038470107,-0.001644826529437399,0.002155293042091503,-0.002054397140589572,-0.6145981762806756
1660093382621452,-0.169130998702983,0.9866483558403907,0.1068741893644614,-0.000110721308274424,-0.0008715192959935624,-0.002203950104157771,0.002235607245133845,-0.00230683806647394,-0.6145977641548886
1660093382637455,-0.1671778439002058,0.9770046540016786,0.113221942473487,0.0004449078886099615,-0.001317989620335863,-0.001678568399131626,0.002312240278797675,-0.002414132435047334,-0.6145920414583832
1660093382653457,-0.1666895551995116,0.9772487983520257,0.1222552834363313,0.001338123680832399,-0.001748150553545851,-0.0001031344495730005,0.0023767525302299,-0.002401717638461492,-0.614575198035028
1660093382669460,-0.1677882047760737,0.9773708705271993,0.1255512321660186,0.002482142814235737,-0.00214217889753416,0.002431371443513738,0.002421472881925547,-0.002380992761507013,-0.6145423738845691
1660093382685463,-0.1659571221484701,0.9712672617685207,0.12799267566949,0.003768361719740948,-0.002480572577854635,0.005751549204891329,0.00244005813469526,-0.002386688116614899,-0.6144903616795219
1660093382701465,-0.1638818951705194,0.9784695201037614,0.1340962844281686,0.005074326179260437,-0.002745171886782916,0.009587149415722168,0.002428197833588228,-0.002384449433197777,-0.6144179092137095
1660093382717468,-0.1658350499732966,0.9773708705271993,0.1329976348516064,0.006274262654009319,-0.002922659643538448,0.01357189437235628,0.002384342437262472,-0.002482309141231807,-0.6143254161534711
1660093382733471,-0.1680323491264208,0.9733424887464714,0.1334859235523007,0.007251986259752735,-0.003009558758418087,0.01727125651796469,0.002310258529353209,-0.002652582403246857,-0.6142153966720199
1660093382749473,-0.1603418020904859,0.9778591592278936,0.1342183566033421,0.007914946138668465,-0.003018568694479484,0.02023393871942284,0.002211188843355065,-0.002666947129369903,-0.6140928534625673
1660093382765476,-0.163149462119478,0.9810330357824064,0.1287251087205314,0.008206916649638006,-0.002987158974898626,0.02204175426591715,0.002095503797510318,-0.002577497915411767,-0.6139633006726026
1660093382781479,-0.1669336995498587,0.9806668192568857,0.1123674372472721,0.008117808336420101,-0.002979541530756256,0.02237155004191846,0.00197383296347489,-0.002374125057930071,-0.6138329903489077
1660093382797481,-0.1659571221484701,0.9961699855039292,0.09491111619745141,0.00768779542146051,-0.003069027087860317,0.02108081545076736,0.001857715229747611,-0.002089244757608333,-0.6137077447662738
1660093382813484,-0.1676661326009001,0.9999542229343099,0.08123903257801146,0.007001854569555011,-0.003309341709834347,0.01825521278611718,0.001758037471686637,-0.001724322007297502,-0.6135924844618924
1660093382829486,-0.1753566796368351,0.9958037689784085,0.07330434119172935,0.006175288216453102,-0.003717012814711572,0.01418831681401312,0.001683684830881841,-0.001418362007216118,-0.613489865647553
1660093382845489,-0.1756008239871822,0.9943389028763256,0.06781109330891866,0.005333819071235197,-0.004269564072416259,0.009344374741895249,0.001640555314383652,-0.001196362372954398,-0.613401119188507
1660093382861492,-0.1764553292133972,0.9906767376211185,0.07342641336690292,0.004592903258978251,-0.004914110857341518,0.004302593948886602,0.001630898821424453,-0.00105083347581829,-0.6133256585113016
1660093382877494,-0.1765774013885708,0.9838406958113985,0.08258182650492074,0.004042285101048234,-0.005585280873708746,-0.0003487894235036483,0.001653118626707498,-0.0009920874606668616,-0.6132611410843527
1660093382893497,-0.1758449683375294,0.9752956435492486,0.09015030136568214,0.003738654431226544,-0.006225240122407348,-0.004103982563236167,0.001702099145632145,-0.0009750163999607217,-0.6132042599569163
1660093382909515,-0.1714503700312808,0.9788357366292821,0.1005264362554357,0.003706595180852634,-0.006795109434911599,-0.006570394904420426,0.001769804383993425,-0.0009828415256242058,-0.6131509046461774
1660093382925518,-0.1652246890974287,0.9940947585259785,0.1110246433203628,0.003946148640170563,-0.00727602357919434,-0.007515105793137307,0.001846098528760549,-0.001009679726588602,-0.613096702553286
1660093382941520,-0.1652246890974287,0.9817654688334478,0.120912489509422,0.004440299873527243,-0.007665695936437096,-0.006935209097593633,0.001920050022107524,-0.001058895349570834,-0.6130373780980808
1660093382957523,-0.1637598229953459,0.9778591592278936,0.12799267566949,0.005157904139565469,-0.007977130600325563,-0.005043993558921907,0.001981494375039553,-0.001108519443513822,-0.6129691550369374
1660093382973526,-0.1616845960173952,0.9879911497673,0.1309224078736557,0.00605309775229273,-0.008235852104163999,-0.002190638651895216,0.002022248682219588,-0.001168921470896014,-0.6128887592298179
1660093382989528,-0.165712977798123,0.9789578088044557,0.1295796139467464,0.007061966561857536,-0.008468363937261013,0.001180097076619366,0.002036943048908629,-0.001230336763242615,-0.6127938924213721
1660093383005531,-0.1671778439002058,0.9602807660028994,0.1300679026474407,0.008101268968859645,-0.008694455170952546,0.004569353407921087,0.002023658447048404,-0.00130728075054716,-0.6126833494089707
1660093383021534,-0.1679102769512473,0.978591592278935,0.1260395208667129,0.009075593875779676,-0.008931995337133659,0.007526924359054816,0.001984008105184805,-0.00137310887622963,-0.6125575417963649
1660093383037536,-0.1693751430533301,0.9722438391699093,0.1218890669108106,0.009890939936716388,-0.00919227652623243,0.009728971780271944,0.001922496461217988,-0.001390249400508837,-0.6124184911717251
1660093383053539,-0.1675440604257266,0.9840848401617457,0.1161516746776527,0.0104704315451765,-0.009464811117394032,0.01098093347437794,0.001845693553756964,-0.001366989686261837,-0.6122694166192187
1660093383069542,-0.1686427100022887,0.9848172732127871,0.1063859006637671,0.0107701051503733,-0.009724123826545833,0.01121124097644015,0.001761481418716221,-0.001328733151630701,-0.6121144269657888
1660093383085544,-0.167421988250553,0.9853055619134814,0.09979400320439424,0.01079000306275704,-0.009953142331533195,0.01048071876207581,0.001678079051201777,-0.001306872343352976,-0.6119579421395569
1660093383101547,-0.1683985656519416,0.9940947585259785,0.09918364232852639,0.01057568614067637,-0.01014917714036363,0.008972109474377977,0.001602868217142333,-0.001296322580382521,-0.6118041923074424
1660093383117550,-0.1664454108491644,0.9900663767452507,0.0957656214236664,0.01020949662605377,-0.01031734343560663,0.006952366737405151,0.001541416044882457,-0.001307031083330341,-0.6116562961021121
1660093383133552,-0.1694972152285037,0.9864042114900435,0.09491111619745141,0.009794070320881306,-0.01046975763696927,0.004733275481566254,0.001496856903483127,-0.001349955099352742,-0.6115158643091577
1660093383149555,-0.1662012664988173,0.9900663767452507,0.09674219882505497,0.009432235825166002,-0.01062367365949264,0.002637544136742162,0.001469585634678168,-0.001425568176940003,-0.6113828977907065
1660093383165557,-0.1672999160753794,0.9875028610666057,0.1024795910582128,0.009208133884496419,-0.0107951590404469,0.0009493435944674822,0.001457340677500491,-0.001526438350219354,-0.6112559262026086
1660093383181560,-0.1688868543526358,0.9807888914320593,0.1071183337148085,0.009173541395549593,-0.01099495288821958,-0.0001364777663465104,0.001455760391297129,-0.001648055269972971,-0.6111323574943537
1660093383197563,-0.1677882047760737,0.9778591592278936,0.1112687876707099,0.009341993932459486,-0.01122555093544832,-0.000522680945990952,0.001459224322493817,-0.001785282189956325,-0.6110090679595255
1660093383213565,-0.1666895551995116,0.98286411841001,0.1130998702983135,0.009691355278406066,-0.01147968276190077,-0.0001961179072519651,0.001461704145071012,-0.001925177875720842,-0.6108830466737527
