Frame #,Index Pink X,Index Pink Y,Thumb Pink X,Thumb Pink Y,Hand Green X,Hand Green Y,Timestamp (microseconds),angles,Seconds
1.0,314.7371521,937.1953125,344.8237305,949.8700562,710.7913208,869.2249146,1660093384380000.0,2.688995115108906,0.0
2.0,314.5183411,937.1177368,344.8896179,949.921936,710.9180298,869.5655518,1660093384396666.8,2.71093780857116,0.01666675
3.0,314.371521,937.4067383,344.95401,950.3609009,710.4873657,869.7494507,1660093384413333.5,2.7437497195918783,0.0333335
4.0,314.3857422,937.3551636,344.5442505,950.6654663,710.4873657,869.7494507,1660093384430000.0,2.7826353283257705,0.05
5.0,314.2205505,938.0202026,344.4355469,950.8129883,710.1243286,869.9127197,1660093384446666.8,2.713390414616487,0.06666675
6.0,314.4105225,937.7192993,344.777771,950.7646484,710.1828003,869.8790283,1660093384463333.2,2.754979120382383,0.08333325
7.0,314.2653503,937.9569092,344.4336853,950.9785156,710.4026489,869.8853149,1660093384480000.0,2.743618874334855,0.1
8.0,314.2125854,938.0765381,344.7251282,950.8855591,710.2126465,869.666687,1660093384496666.8,2.7274903926923133,0.11666675
9.0,314.2653503,937.9569092,344.6741943,950.8696899,709.9642944,869.9571533,1660093384513333.5,2.738607382260529,0.1333335
10.0,314.2653503,937.9569092,344.6741943,950.8696899,709.5899048,869.9078979,1660093384530000.2,2.74239903181004,0.15000025
11.0,314.3014221,938.2854614,344.6107178,951.0328369,710.0289917,869.956543,1660093384546666.8,2.7132449435648915,0.16666675
12.0,314.358551,938.3585815,344.750885,951.1292725,709.7283936,869.824707,1660093384563333.5,2.724491812627888,0.1833335
13.0,313.913208,939.0,344.681427,951.5221558,709.9632568,869.9705811,1660093384580000.2,2.6982410145763773,0.20000025
14.0,314.2025146,938.9050293,344.6666565,951.9401855,709.5807495,869.765625,1660093384596666.8,2.771714626985921,0.21666675
15.0,314.1352234,939.6651001,344.4811401,952.2609863,709.5502319,869.9520264,1660093384613333.5,2.706840598537994,0.2333335
16.0,313.8629761,940.5444336,344.2582092,952.7877808,708.8291626,870.9749756,1660093384630000.0,2.658494121156633,0.25
17.0,313.6396484,940.3798828,344.0904236,952.9291992,708.7235718,871.6720581,1660093384646666.8,2.69741062656262,0.26666675
18.0,313.6396484,940.3798828,344.0299072,952.8493652,708.8671265,871.0507202,1660093384663333.5,2.687706000070939,0.2833335
19.0,313.6396484,940.3798828,344.0568237,953.3234863,708.1813965,871.0588379,1660093384680000.0,2.76562445492802,0.3
20.0,313.34198,940.9741211,343.6288147,953.6424561,708.3728638,871.6320801,1660093384696666.8,2.715828907734448,0.31666675
21.0,313.2454529,941.0348511,343.2795105,954.0412598,707.9805298,871.1428833,1660093384713333.2,2.7652739952227074,0.33333325
22.0,312.5505066,942.0202026,343.4411621,954.4727783,707.7539063,871.4697876,1660093384730000.0,2.7132315054522054,0.35
23.0,312.3917542,942.1082764,343.601532,954.3496094,707.0743408,872.0615234,1660093384746666.8,2.6925403387384987,0.36666675
24.0,312.0441895,942.7163696,343.3814087,955.0262451,706.7752686,872.1287842,1660093384763333.5,2.7117039089272827,0.3833335
25.0,312.6388855,942.661438,343.1040344,955.4671021,707.1119995,871.90625,1660093384780000.2,2.759894924694492,0.40000025
26.0,312.6388855,942.661438,343.1223755,955.505249,707.1119995,871.90625,1660093384796666.8,2.766228471588225,0.41666675
27.0,312.5025024,942.7872925,343.1223755,955.505249,706.9699097,871.8220825,1660093384813333.5,2.7540028320791783,0.4333335
