Frame #,Hand Pink X,Hand Pink Y,Head Pink X,Head Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Head Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Hand Pink Y meters,Head Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters,angular velocity
1.0,939.5,955.5,268.4304504,1012.55188,683.4326782,990.9102783,446.944458,996.2677002,1658961909000000.0,0.0,0.0,0.9994522974743656,0.2855597981525904,0.7270445560362414,0.4754653170745451,-1.0164733052014436,-1.0771658358467142,-1.0541432189865865,-1.0598425139589065,
2.0,939.6236572,954.6688232,269.1158447,1013.03656,683.6889038,990.9587402,446.944458,996.2677002,1658961909016666.8,0.0948082213453992,0.01666675,0.99958384560916,0.2862889295073652,0.7273171321560836,0.4754653170745451,-1.0155890885304832,-1.0776814447232868,-1.0541947733849846,-1.0598425139589065,5.688464838399759
3.0,939.6236572,954.6688232,269.1158447,1013.03656,683.9455566,990.9081421,446.7212219,996.7211914,1658961909033333.2,0.094738729408447,0.03333325,0.99958384560916,0.2862889295073652,0.7275901627368321,0.4752278356131036,-1.0155890885304832,-1.0776814447232868,-1.0541409464692924,-1.0603249437851163,-0.004169557912710368
4.0,939.9944458,954.333313,269.1914063,1013.197876,683.7299805,990.8200073,446.7212219,996.7211914,1658961909050000.0,0.1297783336873124,0.05,0.9999782953357668,0.286369312918457,0.72736083008284,0.4752278356131036,-1.0152321684238137,-1.077853054778443,-1.0540471875248034,-1.0603249437851163,2.102365744903199
5.0,939.3763428,954.3311768,269.1923218,1013.143616,683.5,990.9615479,446.7212219,996.7211914,1658961909066666.5,0.1361568534928741,0.0666665,0.9993207493395712,0.2863702868392429,0.7271161738411164,0.4752278356131036,-1.0152298959065194,-1.0777953322859886,-1.0541977602526968,-1.0603249437851163,0.38271501548385684
6.0,939.2241211,953.3917236,269.0820923,1012.801025,683.666687,990.690979,446.7212219,996.7211914,1658961909083333.2,0.2461400418844863,0.08333325,0.9991588139188258,0.2862530232660397,0.7272934976358042,0.4752278356131036,-1.0142304933954926,-1.0774308795323495,-1.0539099255440962,-1.0603249437851163,6.598958308705191
7.0,940.3585815,952.6414185,268.3988647,1013.078674,683.6008911,990.175415,258.6428528,1357.5,1658961909100000.0,0.1463351697307315,0.1,1.0003656676209798,0.2855261968748551,0.7272235031031598,0.2751476247538948,-1.0134323090889448,-1.0777262461432504,-1.0533614618673586,-1.4441261243442802,-5.988262387913346
8.0,939.9944458,952.333313,268.3988647,1013.078674,683.7169189,990.0913086,275.7986755,1357.135254,1658961909116666.5,0.1807094604623833,0.1166665,0.9999782953357668,0.2855261968748551,0.727346934983182,0.2933982116752123,-1.0131045424579288,-1.0777262461432504,-1.05327198838709,-1.443738102814004,2.0624780686797943
9.0,939.0055542,952.666687,267.4585876,1013.62207,683.3911133,990.0888672,275.7986755,1357.135254,1658961909133333.5,0.197671655783733,0.1333335,0.9989262996129642,0.2845259178883117,0.7270003387559867,0.2933982116752123,-1.0134591900473042,-1.0783043178629297,-1.0532693911940734,-1.443738102814004,1.0177113650536822
10.0,939.7636719,952.3403931,267.9115906,1013.440125,683.5119019,990.4008179,275.7986755,1357.135254,1658961909150000.0,0.1891130016716842,0.15,0.9997327950648226,0.2850078283610235,0.7271288352368581,0.2933982116752123,-1.013112074360229,-1.078110762409748,-1.0536012483987711,-1.443738102814004,-0.5135243819667468
11.0,939.5718994,952.7681885,268.5287476,1013.555542,683.5119019,990.4008179,275.7986755,1357.135254,1658961909166666.8,0.1695457967613466,0.16666675,0.9995287849895512,0.2856643679901373,0.7271288352368581,0.2933982116752123,-1.0135671686607923,-1.0782335445128002,-1.0536012483987711,-1.443738102814004,-1.174026424488134
12.0,939.6942749,952.9378052,268.8030396,1013.469727,683.7169189,990.0913086,275.7986755,1357.135254,1658961909183333.5,0.1541746501814212,0.1833335,0.9996589696352454,0.2859561633808545,0.727346934983182,0.2933982116752123,-1.013747609108376,-1.0781422534016691,-1.05327198838709,-1.443738102814004,-0.9222641834746055
13.0,939.1296387,953.1397095,268.1290894,1013.967224,683.6274414,989.9215698,275.7986755,1357.135254,1658961909200000.0,0.1631135135191755,0.2,0.999058302315046,0.2852392064082379,0.7272517476570007,0.2933982116752123,-1.0139623975240282,-1.078671497169244,-1.053091418047941,-1.443738102814004,0.5363371636368937
14.0,938.8666382,953.2770386,268.1566162,1013.929749,683.5908813,990.4886475,275.7986755,1357.135254,1658961909216666.8,0.1645536639936667,0.21666675,0.9987785189686258,0.2852684897754567,0.727212854547963,0.2933982116752123,-1.0141084900035435,-1.0786316307777082,-1.053694682667538,-1.443738102814004,0.08640859642648982
15.0,939.7832642,953.279541,268.8343201,1013.864258,683.5908813,990.4886475,275.7986755,1357.135254,1658961909233333.2,0.1292431436542454,0.23333325,0.9997536376079283,0.2859894399828675,0.727212854547963,0.2933982116752123,-1.0141111520891524,-1.0785619606016423,-1.053694682667538,-1.443738102814004,-2.1186524068893458
16.0,940.3143921,953.3048706,268.8609314,1013.842529,413.9230652,1075.0,275.7986755,1357.135254,1658961909250000.0,0.10731176152205,0.25,1.0003186583635513,0.2860177494293005,0.440336730699065,0.2933982116752123,-1.0141380980464851,-1.0785388450093358,-1.143598956663058,-1.443738102814004,-1.315876348549981
17.0,940.3143921,953.3048706,268.8609314,1013.842529,684.1733398,989.8066406,275.7986755,1357.135254,1658961909266666.8,0.10731176152205,0.26666675,1.0003186583635513,0.2860177494293005,0.7278324814622883,0.2933982116752123,-1.0141380980464851,-1.0785388450093358,-1.052969154872862,-1.443738102814004,0.0
18.0,939.7612305,953.593811,268.027771,1013.625,684.1733398,989.8066406,275.7986755,1357.135254,1658961909283333.2,0.1102874321784466,0.28333325,0.999730197871806,0.285131422578907,0.7278324814622883,0.2933982116752123,-1.0144454765953017,-1.0783074348349695,-1.052969154872862,-1.443738102814004,0.17854202480404371
19.0,939.7612305,953.593811,268.027771,1013.625,684.0384521,989.8140869,275.7986755,1357.135254,1658961909300000.0,0.1102874321784466,0.3,0.999730197871806,0.285131422578907,0.7276889861757889,0.2933982116752123,-1.0144454765953017,-1.0783074348349695,-1.0529770763434767,-1.443738102814004,0.0
20.0,940.3604736,953.3269653,268.7320251,1013.864929,684.0714111,990.0,275.7986755,1357.135254,1658961909316666.5,0.104157282895849,0.3166665,1.000367680461525,0.2858806172337774,0.7277240483878937,0.2933982116752123,-1.0141616026751994,-1.0785626744201535,-1.0531748531129557,-1.443738102814004,-0.3678126350822062
21.0,940.2003174,953.5706787,267.6405334,1013.917236,683.9066772,989.8066406,448.3236694,997.7729492,1658961909333333.2,0.2160424035740756,0.33333325,1.000197304216666,0.2847194741925435,0.727548802326343,0.4769325400680872,-1.0144208681542364,-1.0786183192858525,-1.052969154872862,-1.0614438173876672,6.713073675325216
22.0,939.9926758,953.2349243,268.0874939,1013.914612,683.9066772,989.8066406,448.2787781,998.2788086,1658961909350000.0,0.256881991652265,0.35,0.9999764123867873,0.285194956575306,0.727548802326343,0.476884784120326,-1.0140636882644365,-1.0786155278405851,-1.052969154872862,-1.0619819571849307,2.4503630328762074
23.0,940.2088013,952.5526123,268.0,1013.934143,683.9066772,989.8066406,448.2787781,998.2788086,1658961909366666.5,0.3333943342739657,0.3666665,1.000206329499632,0.2851018794285577,0.727548802326343,0.476884784120326,-1.013337835900419,-1.0786363051719552,-1.052969154872862,-1.0619819571849307,4.590786465166686
24.0,940.2003174,951.77948,267.8053894,1013.680176,685.09375,989.526062,448.2787781,998.2788086,1658961909383333.5,0.4227503475851795,0.3833335,1.000197304216666,0.2848948501456595,0.7288116257826809,0.476884784120326,-1.012515367722147,-1.0783661317801163,-1.052670671715446,-1.0619819571849307,5.36125357360136
25.0,940.3143921,951.3048706,267.956665,1013.98999,685.5512695,989.3461304,448.2787781,998.2788086,1658961909400000.0,0.4762781992159961,0.4,1.0003186583635513,0.2850557790929419,0.7292983409667301,0.476884784120326,-1.0120104720806002,-1.0786957159356136,-1.0524792581433244,-1.0619819571849307,3.2117032148811413
26.0,940.3585815,950.3585815,267.9614563,1013.776489,685.416687,988.9692993,448.2787781,998.2788086,1658961909416666.8,0.5849585268537576,0.41666675,1.0003656676209798,0.285060876140087,0.7291551703559533,0.476884784120326,-1.0110037974504036,-1.0784685907999425,-1.052078380326768,-1.0619819571849307,6.520787054330436
27.0,940.4498901,949.2528687,267.956665,1013.98999,685.416687,988.9692993,448.2787781,998.2788086,1658961909433333.5,0.7114172987764744,0.4333335,1.000462802895114,0.2850557790929419,0.7291551703559533,0.476884784120326,-1.009827525818358,-1.0786957159356136,-1.052078380326768,-1.0619819571849307,7.587488377921116
28.0,940.6264038,948.1433105,268.2683411,1014.090027,686.1975098,988.0,448.2787781,998.2788086,1658961909450000.0,0.8372170870542284,0.45,1.0006505804608412,0.2853873441745947,0.7299858197879707,0.476884784120326,-1.0086471633998677,-1.0788021365949882,-1.051047227147071,-1.0619819571849307,7.548062777292997
29.0,940.4473877,946.7911987,268.346405,1014.17157,685.7637329,987.1729736,448.2787781,998.2788086,1658961909466666.8,0.9950633409264464,0.46666675,1.0004601408095055,0.2854703895649139,0.7295243622900502,0.476884784120326,-1.007208769312638,-1.0788888830970562,-1.050167425725515,-1.0619819571849307,9.470727878693687
30.0,940.1543579,945.7077026,268.3059692,1014.104675,685.7637329,987.1729736,448.2787781,998.2788086,1658961909483333.2,1.1234091870031253,0.48333325,1.0001484119038766,0.2854273734358982,0.7295243622900502,0.476884784120326,-1.0060561320944907,-1.0788177193275623,-1.050167425725515,-1.0619819571849307,7.7008277728784735
31.0,940.3158569,944.5986328,268.125,1014.549988,685.7637329,987.1729736,11.05820084,1573.195801,1658961909500000.0,0.4404497357468287,0.5,1.0003202166368086,0.2852348560514255,0.7295243622900502,0.0117638576215763,-1.0048762892422614,-1.079291449078435,-1.050167425725515,-1.6735861178142362,-40.977362188566836
32.0,940.3078003,943.7161255,268.2946167,1014.402161,685.7637329,987.1729736,11.05820084,1573.195801,1658961909516666.8,0.4779950319206444,0.51666675,1.0003116459211303,0.2854152964990094,0.7295243622900502,0.0117638576215763,-1.00393746651898,-1.079134188796606,-1.050167425725515,-1.6735861178142362,2.252706506896413
33.0,940.2739258,942.1322021,268.2632446,1014.345276,685.7637329,987.1729736,450.5,998.0,1658961909533333.2,1.54030617766653,0.53333325,1.0002756097882397,0.2853819224517272,0.7295243622900502,0.479247748815542,-1.0022524682420737,-1.0790736737950712,-1.050167425725515,-1.0616853569764948,63.73930613781442
34.0,940.2739258,942.1322021,268.2632446,1014.345276,685.7637329,987.1729736,450.5,998.0,1658961909550000.0,1.54030617766653,0.55,1.0002756097882397,0.2853819224517272,0.7295243622900502,0.479247748815542,-1.0022524682420737,-1.0790736737950712,-1.050167425725515,-1.0616853569764948,0.0
35.0,940.2103271,941.6165161,268.941864,1014.546509,685.7637329,987.1729736,450.5,998.0,1658961909566666.5,1.6006967197925592,0.5666665,1.0002079526654817,0.2861038465799237,0.7295243622900502,0.479247748815542,-1.001703874780152,-1.0792877480730678,-1.050167425725515,-1.0616853569764948,3.623468762249388
36.0,940.6429443,941.2622681,269.0057373,1014.689636,685.7637329,987.1729736,450.5,998.0,1658961909583333.2,1.635816250161212,0.58333325,1.0006681764594856,0.2861717958257271,0.7295243622900502,0.479247748815542,-1.0013270211585708,-1.079440008433877,-1.050167425725515,-1.0616853569764948,2.1071612863127207
37.0,940.3164063,940.3519287,269.0136108,1014.712036,685.8067627,985.0,450.5,998.0,1658961909600000.0,1.745232993958324,0.6,1.0003208010956617,0.2861801717572483,0.7295701379499436,0.479247748815542,-1.0003585902859669,-1.0794638378446952,-1.0478557881982438,-1.0616853569764948,6.564971802967729
38.0,940.092041,940.262146,268.8822021,1014.696716,685.890686,984.7814331,449.9078064,998.0,1658961909616666.5,1.7565711022332544,0.6166665,1.0000821183765998,0.2860403774761167,0.7296594166460549,0.4786177655754466,-1.0002630782840631,-1.0794475402297965,-1.0476232738923823,-1.0616853569764948,0.6802932994288187
