Frame #,Hand Pink X,Hand Pink Y,Head Pink X,Head Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Head Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Hand Pink Y meters,Head Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters,angular velocity
39.0,940.4663086,940.0805054,268.802887,1015.214478,685.890686,984.7814331,450.181366,997.9411621,1658961909633333.5,1.77343631286012,0.6333335,1.0004802691085746,0.2859560010429933,0.7296594166460549,0.4789087818295351,-1.0000698466555538,-1.0799983421674708,-1.0476232738923823,-1.0616227644545857,1.0118923997639435
40.0,940.3040771,939.6032715,268.7129517,1015.104187,685.890686,984.7814331,449.600769,997.9534912,1658961909650000.0,1.828537189541562,0.65,1.0003076851326322,0.2858603267032286,0.7296594166460549,0.4782911352030777,-0.9995621590368337,-1.0798810131697691,-1.0476232738923823,-1.0616358803112338,3.306085661743134
41.0,940.4473877,940.2088013,268.8007813,1014.684448,686.1975098,984.0,449.8888855,998.3216553,1658961909666666.8,1.7575225023072585,0.66666675,1.0004601408095055,0.2859537609719951,0.7299858197879707,0.4785976372763776,-1.000206329499632,-1.0794344893721215,-1.0467919752153014,-1.062027538060667,-4.260859929758579
42.0,940.4473877,940.2088013,268.8007813,1014.684448,686.1975098,984.0,450.0,998.1149292,1658961909683333.5,1.7581071380262856,0.6833335,1.0004601408095055,0.2859537609719951,0.7299858197879707,0.4787158423240708,-1.000206329499632,-1.0794344893721215,-1.0467919752153014,-1.061807620151574,0.03507796775178804
43.0,940.7542114,939.4747314,268.9499207,1014.241821,686.1975098,984.0,448.7212219,998.2788086,1658961909700000.0,1.833630217254452,0.7,1.0007865438450398,0.2861124174019834,0.7299858197879707,0.4773554615789884,-0.9994254164096248,-1.0789636170229209,-1.0467919752153014,-1.0619819571849307,4.531430067990691
44.0,940.4063721,938.8202515,268.9256897,1014.441589,686.1975098,984.0,448.7212219,998.2788086,1658961909716666.8,1.9135850390744704,0.71666675,1.0004165078817224,0.2860866401495938,0.7299858197879707,0.4773554615789884,-0.99872917219493,-1.0791761328148974,-1.0467919752153014,-1.0619819571849307,4.797265322874468
45.0,940.6003418,939.0580444,268.9256897,1014.441589,686.1975098,984.0,448.7212219,998.2788086,1658961909733333.2,1.883590523441629,0.73333325,1.00062285536688,0.2860866401495938,0.7299858197879707,0.4773554615789884,-0.9989821393692014,-1.0791761328148974,-1.0467919752153014,-1.0619819571849307,-1.7996889348598288
46.0,940.756958,938.895813,268.9849548,1014.447327,686.1975098,984.0,448.7212219,998.2788086,1658961909750000.0,1.900046935073679,0.75,1.000789465713779,0.2861496871324092,0.7299858197879707,0.4773554615789884,-0.9988095554996406,-1.0791822369737936,-1.0467919752153014,-1.0619819571849307,0.9873797610241993
47.0,940.2253418,938.590332,268.9256897,1014.441589,686.1975098,984.0,448.6622314,997.6133423,1658961909766666.8,1.9429399309097883,0.76666675,1.0002239254982763,0.2860866401495938,0.7299858197879707,0.4772927067192181,-0.9984845808457984,-1.0791761328148974,-1.0467919752153014,-1.0612740254952802,2.5735668823321527
48.0,940.590332,938.2253418,268.9256897,1014.441589,686.1975098,984.0,448.5,998.0,1658961909783333.2,1.978758976042676,0.78333325,1.0006122068116832,0.2860866401495938,0.7299858197879707,0.4771201228496572,-0.9980962995323917,-1.0791761328148974,-1.0467919752153014,-1.0616853569764948,2.149164199615254
49.0,940.5883179,938.3406372,268.8060913,1014.440063,686.1975098,984.0,448.5,998.0,1658961909800000.0,1.9655575792711688,0.8,1.000610064185954,0.2859594098189346,0.7299858197879707,0.4771201228496572,-0.998218952275785,-1.0791745094362857,-1.0467919752153014,-1.0616853569764948,-0.792079845891201
50.0,940.6480713,938.3164063,268.7337952,1014.120789,686.1975098,984.0,448.5,998.0,1658961909816666.5,1.967506498213256,0.8166665,1.000673630628649,0.2858825002891385,0.7299858197879707,0.4771201228496572,-0.9981931751297768,-1.0788348616099694,-1.0467919752153014,-1.0616853569764948,0.1169363058882886
51.0,940.6480713,938.3164063,268.9237366,1014.492371,686.1975098,984.0,448.5,998.5,1658961909833333.2,1.9669587129334605,0.83333325,1.000673630628649,0.2860845624164567,0.7299858197879707,0.4771201228496572,-0.9981931751297768,-1.0792301553657973,-1.0467919752153014,-1.062217263467966,-0.032866952452966856
52.0,940.7911987,938.4473877,268.8060913,1014.492371,686.1975098,984.0,448.5,998.5,1658961909850000.0,1.949931254742426,0.85,1.000825891414984,0.2859594098189346,0.7299858197879707,0.4771201228496572,-0.9983325148436208,-1.0792301553657973,-1.0467919752153014,-1.062217263467966,-1.021642383250161
53.0,940.7336426,938.1141357,268.6729126,1014.65625,686.1975098,984.0,448.5,998.0,1658961909866666.5,1.9895180247963724,0.8666665,1.0007646624885564,0.2858177325888232,0.7299858197879707,0.4771201228496572,-0.9979779970394292,-1.0794044919736288,-1.0467919752153014,-1.0616853569764948,2.3752299555363416
54.0,940.7336426,938.1141357,268.6729126,1014.65625,686.1975098,984.0,448.5,998.0,1658961909883333.5,1.9895180247963724,0.8833335,1.0007646624885564,0.2858177325888232,0.7299858197879707,0.4771201228496572,-0.9979779970394292,-1.0794044919736288,-1.0467919752153014,-1.0616853569764948,0.0
55.0,941.2286377,937.97052,268.5499878,1014.53125,686.1975098,984.0,448.5,998.0,1658961909900000.0,1.9990736487224736,0.9,1.0012912447024294,0.2856869635906576,0.7299858197879707,0.4771201228496572,-0.9978252167932148,-1.079271515350761,-1.0467919752153014,-1.0616853569764948,0.5733431689977615
56.0,941.2286377,937.97052,268.5494995,1014.414124,686.1975098,984.0,448.5,998.0,1658961909916666.8,1.9990736487224736,0.91666675,1.0012912447024294,0.2856864441307781,0.7299858197879707,0.4771201228496572,-0.9978252167932148,-1.0791469151913209,-1.0467919752153014,-1.0616853569764948,0.0
57.0,941.5129395,937.84198,268.5,1014.5,686.1975098,984.0,448.5,998.0,1658961909933333.5,2.009826819358387,0.9333335,1.0015936886483432,0.2856337859200289,0.7299858197879707,0.4771201228496572,-0.9976884742723876,-1.079238271195044,-1.0467919752153014,-1.0616853569764948,0.6451870122197279
58.0,941.8762817,937.6797485,268.5494995,1014.414124,686.5310669,983.7683716,448.5,998.0,1658961909950000.0,2.0233168377221493,0.95,1.001980216797954,0.2856864441307781,0.7303406621615034,0.4771201228496572,-0.9975158902964452,-1.0791469151913209,-1.046545565916163,-1.0616853569764948,0.809409195917714
59.0,941.7109985,937.4492188,268.5,1014.5,686.5310669,983.7683716,448.5,998.0,1658961909966666.8,2.052013970373567,0.96666675,1.0018043863839317,0.2856337859200289,0.7303406621615034,0.4771201228496572,-0.9972706498086314,-1.079238271195044,-1.046545565916163,-1.0616853569764948,1.7218193499882994
60.0,941.8894043,936.7632446,268.5589294,1014.493896,686.5310669,983.7683716,448.5,998.0,1658961909983333.2,2.127973081075332,0.98333325,1.001994176790204,0.2856964757808259,0.7303406621615034,0.4771201228496572,-0.996540901548708,-1.0792317776805962,-1.046545565916163,-1.0616853569764948,4.557592218028084
61.0,941.8643188,936.0,268.7367249,1014.301514,686.0606079,982.5757446,448.2175903,998.125,1658961910000000.0,2.2141930513413364,1.0,1.0019674905096203,0.2858856169420347,0.7298401817693613,0.4768196917442883,-0.9957289520340672,-1.0790271192113117,-1.0452768338297558,-1.0618183335993625,5.173172350098519
62.0,941.8643188,936.0,268.3381042,1014.24762,686.0606079,982.5757446,448.2175903,998.125,1658961910016666.8,2.2141930513413364,1.01666675,1.0019674905096203,0.285461559066105,0.7298401817693613,0.4768196917442883,-0.9957289520340672,-1.078969786074409,-1.0452768338297558,-1.0618183335993625,0.0
63.0,941.9155884,935.7190552,268.8088989,1014.611084,686.6199951,981.5,448.3534241,997.730896,1658961910033333.2,2.246747448419712,1.03333325,1.002022031775731,0.2859623965802655,0.730435265135213,0.4769641935042507,-0.995430079308337,-1.0793564437964411,-1.0441324427579457,-1.061399080647533,1.9532833575361015
64.0,941.9155884,935.7190552,268.8088989,1014.611084,686.6199951,981.5,448.4775696,997.6057739,1658961910050000.0,2.247484035508492,1.05,1.002022031775731,0.2859623965802655,0.730435265135213,0.4770962610989246,-0.995430079308337,-1.0793564437964411,-1.0441324427579457,-1.0612659741331,0.044195004351784674
65.0,941.9779663,935.7295532,268.6809387,1014.804749,686.6199951,981.5,448.3534241,997.730896,1658961910066666.5,2.244652310975178,1.0666665,1.0020883901955993,0.2858262708582056,0.730435265135213,0.4769641935042507,-0.995441247217032,-1.0795624671377828,-1.0441324427579457,-1.061399080647533,-0.16990517105056704
66.0,942.0211182,935.2334595,268.6803589,1014.627869,686.6199951,981.5,448.3534241,997.730896,1658961910083333.2,2.3007092020174555,1.08333325,1.002134295747058,0.2858256540594381,0.730435265135213,0.4769641935042507,-0.994913496298216,-1.07937429989736,-1.0441324427579457,-1.061399080647533,3.3633966455534394
67.0,941.9679565,934.9679565,268.6803589,1014.627869,686.6199951,981.5,448.3534241,997.730896,1658961910100000.0,2.331807782453262,1.1,1.0020777416404023,0.2858256540594381,0.730435265135213,0.4769641935042507,-0.994631050759806,-1.07937429989736,-1.0441324427579457,-1.061399080647533,1.8659054966208934
68.0,941.8626709,934.8071289,268.6803589,1014.627869,686.6199951,981.5,448.3534241,997.730896,1658961910116666.5,2.3517112002633627,1.1166665,1.0019657374522055,0.2858256540594381,0.730435265135213,0.4769641935042507,-0.9944599602709104,-1.07937429989736,-1.0441324427579457,-1.061399080647533,1.194217010776145
69.0,941.7161255,934.6921997,268.6803589,1014.627869,686.3398438,981.9281006,448.5534668,997.4591064,1658961910133333.5,2.3683252516928825,1.1333335,1.0018098405530953,0.2858256540594381,0.7301372365450849,0.4771770015256536,-0.9943376970958312,-1.07937429989736,-1.044587861734231,-1.0611099473424244,0.9968231493082076
70.0,941.9579468,934.2831421,268.6803589,1014.627869,686.1975098,982.0,448.7403564,997.8596191,1658961910150000.0,2.4117855166603643,1.15,1.0020670931915872,0.2858256540594381,0.7299858197879707,0.4773758171085105,-0.99390253631018,-1.07937429989736,-1.0446643492494168,-1.0615360179525175,2.607641974468665
71.0,941.7515259,934.095459,268.6809387,1014.804749,686.7030029,981.666687,448.8977356,997.6704712,1658961910166666.8,2.437332967960294,1.16666675,1.0018474999582168,0.2858262708582056,0.7305235699105385,0.4775432391447156,-0.9937028765917212,-1.0795624671377828,-1.0443097665526333,-1.0613347999608014,1.5328394137987065
72.0,941.5,934.0680542,268.6803589,1014.627869,686.7030029,981.666687,448.8977356,997.6704712,1658961910183333.5,2.444180232302048,1.1833335,1.0015799234402505,0.2858256540594381,0.7305235699105385,0.4775432391447156,-0.9936737230096864,-1.07937429989736,-1.0443097665526333,-1.0613347999608014,0.41083380633620153
73.0,941.6797485,933.8762817,268.6803589,1014.627869,414.6218872,1074.15918,448.8977356,997.6704712,1658961910200000.0,2.4634569924921226,1.2,1.0017711422282147,0.2858256540594381,0.4410801466154308,0.4775432391447156,-0.993469712934415,-1.07937429989736,-1.1427044814307403,-1.0613347999608014,1.1566171775762524
74.0,941.4818115,933.9560547,268.2119446,1014.18927,414.7083435,1074.270874,448.8977356,997.6704712,1658961910216666.8,2.4572623294857614,1.21666675,1.0015605742778102,0.2853273488457022,0.4411721199498279,0.4775432391447156,-0.9935545764875032,-1.0789077125868545,-1.1428233029580572,-1.0613347999608014,-0.3716779219920618
75.0,941.3274536,933.97052,268.0997925,1014.269653,414.7179565,1074.133301,448.8977356,997.6704712,1658961910233333.2,2.4578917952608075,1.23333325,1.0013963663397705,0.2852080399856579,0.441182346384033,0.4775432391447156,-0.9935699648614452,-1.0789932250658625,-1.142676951014555,-1.0613347999608014,0.03776832418600626
76.0,941.3274536,933.97052,268.0997925,1014.269653,414.7179565,1074.133301,448.8977356,997.6704712,1658961910250000.0,2.4578917952608075,1.25,1.0013963663397705,0.2852080399856579,0.441182346384033,0.4775432391447156,-0.9935699648614452,-1.0789932250658625,-1.142676951014555,-1.0613347999608014,0.0
77.0,941.3274536,933.97052,268.0997925,1014.269653,414.7083435,1074.270874,449.3174744,997.3174438,1658961910266666.8,2.46045108367597,1.26666675,1.0013963663397705,0.2852080399856579,0.4411721199498279,0.4779897627296002,-0.9935699648614452,-1.0789932250658625,-1.1428233029580572,-1.060959244829347,0.15355653712707196
78.0,941.2809448,933.6797485,268.1255188,1014.11731,414.8379211,1074.303955,449.3174744,997.3174438,1658961910283333.2,2.494446553076527,1.28333325,1.0013468896745092,0.285235407957601,0.4413099662830065,0.4779897627296002,-0.9932606383646756,-1.0788311606046015,-1.142858494955346,-1.060959244829347,2.039748561519023
79.0,941.2809448,933.6797485,268.4460144,1014.673706,414.8379211,1074.303955,449.3197937,997.0921631,1658961910300000.0,2.4947943331299296,1.3,1.0013468896745092,0.285576355337857,0.4413099662830065,0.4779922300310515,-0.9932606383646756,-1.0794230618930591,-1.142858494955346,-1.0607195882958806,0.02086669887065051
80.0,940.904541,933.6227417,268.4460144,1014.673706,414.8379211,1074.303955,449.5722656,997.3834839,1658961910316666.5,2.50773167907084,1.3166665,1.0009464664252403,0.285576355337857,0.4413099662830065,0.4782608129160997,-0.9931999937907198,-1.0794230618930591,-1.142858494955346,-1.0610294991451217,0.7762485189398268
81.0,941.2098999,933.5603027,268.1097412,1014.512207,414.8379211,1074.303955,449.5722656,997.3834839,1658961910333333.2,2.5103461864055245,1.33333325,1.001271311187517,0.2852186235418814,0.4413099662830065,0.4782608129160997,-0.9931335703718778,-1.0792512571601267,-1.142858494955346,-1.0610294991451217,0.15686965573278455
82.0,941.2098999,933.5603027,268.2757874,1014.361084,414.8379211,1074.303955,449.5722656,997.3834839,1658961910350000.0,2.5103461864055245,1.35,1.001271311187517,0.2853952656452097,0.4413099662830065,0.4782608129160997,-0.9931335703718778,-1.0790904905507055,-1.142858494955346,-1.0610294991451217,0.0
83.0,940.9319458,933.5,268.0429993,1014.273132,414.8379211,1074.303955,449.5722656,997.3834839,1658961910366666.5,2.521398883137035,1.3666665,1.0009756200072757,0.2851476226421551,0.4413099662830065,0.4782608129160997,-0.9930694195767112,-1.07899692607123,-1.142858494955346,-1.0610294991451217,0.6631684355749918
84.0,941.0844116,933.2809448,268.0997925,1014.269653,414.8379211,1074.303955,449.5722656,997.3834839,1658961910383333.5,2.5442362692564697,1.3833335,1.00113781510477,0.2852080399856579,0.4413099662830065,0.4782608129160997,-0.9928363858109704,-1.0789932250658625,-1.142858494955346,-1.0610294991451217,1.3702157628508227
85.0,940.8636475,933.3363647,268.0429993,1014.273132,414.8379211,1074.303955,449.7056885,996.8120728,1658961910400000.0,2.542664924006629,1.4,1.0009029633890223,0.2851476226421551,0.4413099662830065,0.4784027499293415,-0.9928953422201036,-1.07899692607123,-1.142858494955346,-1.0604216245983444,-0.09428165780703418
86.0,940.6429443,933.2622681,268.0429993,1014.273132,686.5454712,981.2575684,449.7056885,996.8120728,1658961910416666.8,2.5544442816917186,1.41666675,1.0006681764594856,0.2851476226421551,0.7303559856428534,0.4784027499293415,-0.9928165172950316,-1.07899692607123,-1.04387454087439,-1.0604216245983444,0.7067579273157412
87.0,940.6429443,933.2622681,268.0429993,1014.273132,686.5454712,981.2575684,449.7056885,996.8120728,1658961910433333.5,2.5544442816917186,1.4333335,1.0006681764594856,0.2851476226421551,0.7303559856428534,0.4784027499293415,-0.9928165172950316,-1.07899692607123,-1.04387454087439,-1.0604216245983444,0.0
88.0,940.6429443,933.2622681,268.0429993,1014.273132,686.4102783,981.1153564,449.7056885,996.8120728,1658961910450000.0,2.5544442816917186,1.45,1.0006681764594856,0.2851476226421551,0.7302121656806319,0.4784027499293415,-0.9928165172950316,-1.07899692607123,-1.04372325390246,-1.0604216245983444,0.0
