Frame #,Index Pink X,Index Pink Y,Thumb Pink X,Thumb Pink Y,Hand Green X,Hand Green Y,Timestamp (microseconds),angles,Seconds,Index Pink X meters,Index Pink Y meters,Thumb Pink X meters,Hand Green X meters,Thumb Pink Y meters,Hand Green Y meters
1.0,384.9411011,950.5,382.6842041,1022.431091,737.3797607,1086.812622,1660606771145000.0,10.857095182378032,0.0,0.48140043960900736,-1.1886782589357576,0.47857800468364453,0.9221539085989918,-1.2786339917219014,-1.3591483801245299
2.0,384.9725952,949.8112793,383.2554321,1022.475342,737.8341675,1086.477783,1660606771161666.8,10.93996651459513,0.01666675,0.48143982556582454,-1.1878169571760848,0.47929237217916837,0.9227221815962275,-1.278689331229146,-1.3587296364742998
3.0,385.6368713,949.2098999,383.2402344,1022.118408,737.9313354,1086.447266,1660606771178333.2,11.003792448661946,0.03333325,0.48227055734699303,-1.1870648828802912,0.47927336620802075,0.9228436980298902,-1.2782429559680468,-1.3586914724612245
4.0,385.6368713,949.2098999,383.2402344,1022.118408,737.9313354,1086.447266,1660606771195000.0,11.003792448661946,0.05,0.48227055734699303,-1.1870648828802912,0.47927336620802075,0.9228436980298902,-1.2782429559680468,-1.3586914724612245
5.0,385.7652283,947.7652588,383.622467,1021.096802,737.9574585,1086.365234,1660606771211666.5,11.044494447741192,0.0666665,0.48243107830994114,-1.1852582406209171,0.47975137944471347,0.9228763671104016,-1.2769653538203367,-1.3585888847127376
6.0,385.7652283,947.7652588,383.622467,1021.096802,737.9284668,1086.319336,1660606771228333.2,11.045979151379967,0.08333325,0.48243107830994114,-1.1852582406209171,0.47975137944471347,0.92284011061016,-1.2769653538203367,-1.3585314854968211
7.0,385.9155884,947.2809448,384.1903076,1021.252136,737.9284668,1086.319336,1660606771245000.0,11.130499369886738,0.1,0.48261911595526613,-1.1846525662155536,0.48046151071852833,0.92284011061016,-1.277159611735827,-1.3585314854968211
8.0,386.1659546,946.9656372,384.2669067,1021.073914,738.9423218,1085.854126,1660606771261666.5,11.138842175926849,0.1166665,0.48293221943628917,-1.184258248183994,0.48055730417967935,0.9241080194962339,-1.276936730497885,-1.3579497022113507
9.0,386.7254028,946.1262817,384.7696228,1020.721802,739.1889038,1085.6698,1660606771278333.5,11.214722604073833,0.1333335,0.48363185532512737,-1.1832085652441013,0.4811859919213805,0.9244163905245821,-1.2764963855435343,-1.3577191874204442
10.0,386.9676819,945.8046875,384.9895935,1020.197937,739.4000244,1085.420654,1660606771295000.0,11.18342027207681,0.15,0.4839348452238802,-1.1828063853032913,0.4814610833350501,0.9246804141618609,-1.2758412493666615,-1.3574076098996648
11.0,386.7217407,945.5,385.2443542,1019.568237,739.8300781,1085.089844,1660606771311666.8,11.100519680566274,0.16666675,0.4836272755685235,-1.182425348578389,0.4817796824989861,0.9252182316088519,-1.2750537578362546,-1.3569939048446007
12.0,387.5,945.2523193,386.1903076,1019.252136,740.1257935,1084.937866,1660606771328333.5,11.09626940988625,0.1833335,0.4846005526960611,-1.1821156035355191,0.48296267486147576,0.9255880479863504,-1.2746584475928797,-1.3568038438825423
13.0,387.5568848,944.7161865,385.8366089,1018.980408,740.4619141,1084.884888,1660606771345000.0,11.13436053963204,0.2,0.4846716918070805,-1.1814451254679101,0.48252034560855217,0.9260083943825634,-1.2743186294277622,-1.3567375905455599
14.0,387.8509521,944.5270996,385.9064941,1018.779114,740.4627075,1084.777832,1660606771361666.8,11.145491397545497,0.21666675,0.48503944710026714,-1.1812086567808195,0.4826077427867335,0.9260093865943789,-1.2740668947602671,-1.356603708231316
15.0,387.5568848,944.7161865,385.9774475,1019.190491,740.4359131,1084.929932,1660606771378333.2,11.163069180770162,0.23333325,0.4846716918070805,-1.1814451254679101,0.4826964758366836,0.9259758779981231,-1.2745813554610836,-1.3567939217643872
16.0,387.6261292,944.8405151,386.4666748,1019.333313,740.5805054,1084.782104,1660606771395000.0,11.156173293071529,0.25,0.4847582876122704,-1.1816006085860415,0.4833082947269392,0.9261567025361762,-1.2747599660936957,-1.3566090507179251
17.0,387.9810181,945.6097412,386.6066284,1017.982849,740.7293701,1084.980347,1660606771411666.8,10.845611707216335,0.26666675,0.4852021053079755,-1.1825625889556113,0.48348331818993734,0.9263428700610715,-1.273071100027125,-1.3568569698595205
18.0,388.1806641,947.579834,387.9803772,1015.850464,740.7728882,1085.204224,1660606771428333.2,10.200102719324118,0.28333325,0.48545177901621694,-1.1850263516904307,0.4852013038099259,0.9263972930167161,-1.2704043775766456,-1.3571369464219358
19.0,388.7791443,951.0935059,388.4181519,1014.141357,740.7507935,1085.252441,1660606771445000.0,9.454365312514016,0.3,0.4862002276244689,-1.1894204867736116,0.48574877700109065,0.9263696617810215,-1.2682669990042152,-1.3571972457376762
20.0,390.095459,953.2484741,389.2519226,1012.907104,741.3701782,1085.253174,1660606771461666.5,8.985205817661859,0.3166665,0.4878463871887062,-1.1921154513691274,0.48679147569023073,0.9271442531821867,-1.2667234643307528,-1.3571981624143343
21.0,390.5,953.2327881,389.9803772,1011.850464,742.0047607,1085.54126,1660606771478333.2,8.803388214739654,0.33333325,0.48835229891048226,-1.1920958347387545,0.4877024679528733,0.9279378506795577,-1.2654020492907507,-1.357558437600977
22.0,390.5,953.2327881,389.9803772,1011.850464,742.5596313,1085.340942,1660606771495000.0,8.794316753731046,0.35,0.48835229891048226,-1.1920958347387545,0.4877024679528733,0.9286317619039055,-1.2654020492907507,-1.3573079235015837
