Frame #,Body Pink X,Body Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Body Pink X meters,Hand Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Body Pink Y meters,Hand Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters,angular velocity
1.0,377.7110291,1259.736816,413.7010193,1576.485596,295.4170837,1031.873535,319.5879517,1272.61145,1659658261410000.0,0.0,0.0,-0.3324561571653412,0.3641340614797066,0.2600221355513867,0.2812970077990362,-1.1088033671798931,-1.3876013743138873,-0.9082411783000706,-1.1201354465071744,
2.0,377.944458,1259.806274,413.7032776,1576.38501,295.3668518,1032.042358,319.6745911,1272.334961,1659658261426666.8,0.0024243046636028,0.01666675,-0.3326616181370535,0.3641360492049301,0.2599779221100136,0.2813732666312226,-1.108864503175364,-1.387512839872348,-0.9083897740293372,-1.11989208461579,0.14545755252840534
3.0,377.8320007,1259.957031,413.7032776,1576.38501,295.5344543,1031.65918,319.2920532,1272.903687,1659658261443333.5,0.0024184090625223,0.0333335,-0.3325626347372511,0.3641360492049301,0.2601254435716295,0.2810365619273459,-1.108997197454917,-1.387512839872348,-0.9080525059180676,-1.120392669575913,-0.0003537342961585029
4.0,377.8924866,1259.799683,413.6450195,1576.897705,295.5652771,1031.536133,319.280304,1272.962158,1659658261460000.0,0.01458467263529,0.05,-0.3326158736112247,0.3640847712104911,0.2601525733847713,0.2810262204398572,-1.108858701865995,-1.387964107101436,-0.9079442016070493,-1.1204441349620626,0.729983114197204
5.0,377.5731812,1259.609741,413.646759,1576.796021,295.5652771,1031.536133,319.3630676,1272.790283,1659658261476666.8,0.0122002271286305,0.06666675,-0.3323348253016239,0.3640863022949467,0.2601525733847713,0.2810990678451203,-1.108691517477563,-1.387874606215095,-0.9079442016070493,-1.12029285290353,-0.14306601506949468
6.0,377.8187866,1259.862427,413.6450195,1576.897705,295.3843689,1031.571411,319.2920532,1272.903687,1659658261493333.2,0.0145978356998053,0.08333325,-0.3325510038645258,0.3640847712104911,0.2599933404253446,0.2810365619273459,-1.108913928289155,-1.387964107101436,-0.9079752528271852,-1.120392669575913,0.14385795285001654
7.0,377.0690308,1259.906006,413.6450195,1576.897705,295.5,1031.5,319.2920532,1272.903687,1659658261510000.0,0.0145874287746138,0.1,-0.3318910789142951,0.3640847712104911,0.2600951173611317,0.2810365619273459,-1.1089522859376133,-1.387964107101436,-0.9079123978274362,-1.120392669575913,-0.0006244123894281005
8.0,377.8187866,1259.862427,413.7466736,1576.69043,295.2705078,1031.684082,319.2920532,1272.903687,1659658261526666.8,0.0001131242026786,0.11666675,-0.3325510038645258,0.364174245779255,0.2598931214197021,0.2810365619273459,-1.108913928289155,-1.387781666440011,-0.9080744243228476,-1.120392669575913,-0.868453932046452
9.0,377.12854,1259.935669,414.0314331,1576.69043,295.3078308,1031.752319,319.280304,1272.962158,1659658261543333.5,0.0287004921081864,0.1333335,-0.3319434581100922,0.3644248872532726,0.2599259726212766,0.2810262204398572,-1.1089783949104264,-1.387781666440011,-0.9081344856105746,-1.1204441349620626,1.7152334981629778
10.0,377.5454407,1259.698364,413.7466736,1576.69043,295.444458,1031.555542,319.7577209,1272.227661,1659658261560000.2,0.0001207357897303,0.15000025,-0.3323104084874,0.364174245779255,0.2600462300413061,0.2814464363607902,-1.108769522247735,-1.387781666440011,-0.9079612851472618,-1.1197976406019394,-1.714776805223339
11.0,377.12854,1259.935669,413.927063,1576.829224,295.3921509,1031.666626,319.7577209,1272.227661,1659658261576666.8,0.0151969042851148,0.16666675,-0.3319434581100922,0.3643330220979139,0.2600001900368617,0.2814464363607902,-1.1089783949104264,-1.3879038310481973,-0.908059059786913,-1.1197976406019394,0.9045791555146251
12.0,377.12854,1259.935669,413.927063,1576.829224,295.5652771,1031.536133,319.7577209,1272.227661,1659658261593333.5,0.0152083446078874,0.1833335,-0.3319434581100922,0.3643330220979139,0.2601525733847713,0.2814464363607902,-1.1089783949104264,-1.3879038310481973,-0.9079442016070493,-1.1197976406019394,0.00068641593427633
13.0,377.1745911,1259.854004,413.9786377,1576.485596,295.3078308,1031.752319,319.5601501,1272.010254,1659658261610000.2,0.0278801995938815,0.20000025,-0.3319839916676527,0.3643784174537493,0.2599259726212766,0.2812725372054158,-1.108906514478077,-1.3876013743138873,-0.9081344856105746,-1.11960628189067,0.7603074976221588
14.0,377.5731812,1259.609741,413.9786377,1576.485596,295.3078308,1031.752319,319.7356262,1272.175659,1659658261626666.8,0.0278801995938815,0.21666675,-0.3323348253016239,0.3643784174537493,0.2599259726212766,0.2814269889036344,-1.108691517477563,-1.3876013743138873,-0.9081344856105746,-1.119751869142403,0.0
15.0,376.9627991,1259.928711,413.9786377,1576.485596,295.4170837,1031.873535,319.9386902,1272.0802,1659658261643333.5,0.0278881677699275,0.2333335,-0.3317975752037063,0.3643784174537493,0.2600221355513867,0.2816057230996134,-1.108972270572604,-1.3876013743138873,-0.9082411783000706,-1.119667847417164,0.00047808817231900514
16.0,377.4840088,1259.57605,414.3171387,1576.627563,295.2421265,1031.907104,319.9579468,1272.130859,1659658261660000.0,0.0587633453174882,0.25,-0.3322563369569762,0.364676361471759,0.2598681405819546,0.2816226724994001,-1.1086618631134373,-1.387726331753909,-0.90827072528144,-1.1197124367862008,1.8525291781454232
17.0,377.0586548,1259.749634,413.9786377,1576.485596,295.4660339,1031.755615,319.9579468,1272.130859,1659658261676666.8,0.0278837157388194,0.26666675,-0.3318819460989389,0.3643784174537493,0.2600652208576942,0.2816226724994001,-1.108814649410737,-1.3876013743138873,-0.9081373867053524,-1.1197124367862008,-1.8527685108775724
18.0,377.4840088,1259.57605,414.2142334,1576.829224,295.2421265,1031.907104,319.9579468,1272.130859,1659658261693333.5,0.0440123125352017,0.2833335,-0.3322563369569762,0.3645857856136183,0.2598681405819546,0.2816226724994001,-1.1086618631134373,-1.3879038310481973,-0.90827072528144,-1.1197124367862008,0.9677109692280913
19.0,376.9708252,1259.604126,413.9786377,1576.485596,295.4711609,1031.810913,319.9579468,1272.130859,1659658261710000.0,0.0278864002117308,0.3,-0.3318046396687535,0.3643784174537493,0.2600697335739944,0.2816226724994001,-1.1086865752302395,-1.3876013743138873,-0.9081860592596668,-1.1197124367862008,-0.967564415052406
20.0,377.4840088,1259.57605,414.2142334,1576.829224,295.6504211,1031.767456,319.9098206,1271.766479,1659658261726666.8,0.0440435350782237,0.31666675,-0.3322563369569762,0.3645857856136183,0.2602275159860322,0.2815803124667871,-1.1086618631134373,-1.3879038310481973,-0.908147808993964,-1.1193917144211785,0.9694232448733491
21.0,377.0764771,1259.795044,414.1023254,1576.137451,295.6520996,1031.519409,319.9098206,1271.766479,1659658261743333.2,0.0478961626947275,0.33333325,-0.3318976330471966,0.3644872857002726,0.26022899337911,0.2815803124667871,-1.1088546186807178,-1.387294941777056,-0.907929481367649,-1.1193917144211785,0.2311599685899133
22.0,377.0764771,1259.795044,414.1023254,1576.137451,295.8777771,1031.5,319.9098206,1271.766479,1659658261760000.0,0.0478880713486923,0.35,-0.3318976330471966,0.3644872857002726,0.2604276316730128,0.2815803124667871,-1.1088546186807178,-1.387294941777056,-0.9079123978274362,-1.1193917144211785,-0.0004854783347200452
23.0,377.0586548,1259.749634,414.1412354,1576.174194,295.7179565,1031.410278,319.9098206,1271.766479,1659658261776666.8,0.0509898782039563,0.36666675,-0.3318819460989389,0.3645215337578582,0.2602869597348953,0.2815803124667871,-1.108814649410737,-1.3873272824704477,-0.907833425732276,-1.1193917144211785,0.18610748077843584
24.0,377.0586548,1259.749634,414.1412354,1576.174194,295.8695068,1031.452881,319.8271484,1271.546265,1659658261793333.5,0.0509912118562762,0.3833335,-0.3318819460989389,0.3645215337578582,0.2604203522664168,0.2815075455105722,-1.108814649410737,-1.3873272824704477,-0.9078709243186884,-1.1191978850263409,8.001873910022536e-05
25.0,377.2733765,1259.751709,413.9786377,1576.485596,295.5007629,1031.723022,320.0601807,1271.932129,1659658261810000.2,0.0278829354485817,0.40000025,-0.3320709412453398,0.3643784174537493,0.2600957888554296,0.2817126574003097,-1.1088164757977708,-1.3876013743138873,-0.9081086987860288,-1.1195375173186095,-1.3864896520134091
26.0,377.2733765,1259.751709,413.9786377,1576.485596,295.6486816,1031.460815,319.8271484,1271.546265,1659658261826666.8,0.0278738645537929,0.41666675,-0.3320709412453398,0.3643784174537493,0.2602259849015765,0.2815075455105722,-1.1088164757977708,-1.3876013743138873,-0.9078779077185568,-1.1191978850263409,-0.0005442591299194196
27.0,376.9592285,1259.58374,414.3769836,1576.2229,295.8520203,1031.406494,319.8271484,1271.546265,1659658261843333.5,0.0735991656486267,0.4333335,-0.3317944324097095,0.3647290361461718,0.2604049608847933,0.2815075455105722,-1.1086686317477945,-1.387370152835206,-0.9078300951064752,-1.1191978850263409,2.743504348168286
28.0,376.9592285,1259.58374,414.3769836,1576.2229,295.5983276,1031.525024,319.8271484,1271.546265,1659658261860000.2,0.0736130508534898,0.45000025,-0.3317944324097095,0.3647290361461718,0.260181663989429,0.2815075455105722,-1.1086686317477945,-1.387370152835206,-0.907934423614972,-1.1191978850263409,0.0008331081262455994
29.0,377.1639709,1259.568604,414.4041748,1576.426025,295.4902954,1031.665161,319.8271484,1271.546265,1659658261876666.8,0.0719087394110974,0.46666675,-0.3319746439107477,0.3647529694739389,0.2600865755030067,0.2815075455105722,-1.108655309244592,-1.3875489407225632,-0.9080577703136576,-1.1191978850263409,-0.10225970914063526
30.0,377.1639709,1259.568604,414.4041748,1576.426025,295.6551208,1031.509888,319.8271484,1271.546265,1659658261893333.5,0.0718969514633851,0.4833335,-0.3319746439107477,0.3647529694739389,0.2602316525986314,0.2815075455105722,-1.108655309244592,-1.3875489407225632,-0.9079211011117694,-1.1191978850263409,-0.0007072733263720051
31.0,376.9708252,1259.604126,414.4488525,1576.103271,295.6651001,1031.619995,320.3079224,1271.619019,1659658261910000.0,0.0834651283935299,0.5,-0.3318046396687535,0.3647922941833295,0.2602404362439941,0.2819307163056794,-1.1086865752302395,-1.3872648570017212,-0.9080180158091884,-1.1192619221165896,0.6940975567842574
32.0,376.9708252,1259.604126,414.4488525,1576.103271,295.6551208,1031.509888,319.8271484,1271.546265,1659658261926666.8,0.0834481630345996,0.51666675,-0.3318046396687535,0.3647922941833295,0.2602316525986314,0.2815075455105722,-1.1086865752302395,-1.3872648570017212,-0.9079211011117694,-1.1191978850263409,-0.001017916446235528
33.0,377.2544861,1259.70813,414.1071167,1575.92395,295.3984375,1031.755005,319.8271484,1271.546265,1659658261943333.5,0.0530860575158067,0.5333335,-0.3320543141698577,0.3644915029379573,0.2600057234174532,0.2815075455105722,-1.1087781181493124,-1.387107021074343,-0.9081368497915738,-1.1191978850263409,-1.8217172225414546
34.0,377.2544861,1259.70813,414.1071167,1575.92395,295.5983276,1031.525024,320.2415771,1271.421997,1659658261960000.0,0.0530478649286743,0.55,-0.3320543141698577,0.3644915029379573,0.260181663989429,0.2818723200667966,-1.1087781181493124,-1.387107021074343,-0.907934423614972,-1.1190885060075786,-0.0022915781437257087
