Frame #,Index Pink X,Index Pink Y,Thumb Pink X,Thumb Pink Y,Hand Green X,Hand Green Y,Timestamp (microseconds),angles,Seconds,Index Pink X meters,Index Pink Y meters,Thumb Pink X meters,Hand Green X meters,Thumb Pink Y meters,Hand Green Y meters,angular velocity
1.0,237.7403564,653.5147095,357.5,922.2059937,690.6730347,938.4857178,1660172265638330.0,29.379413069332955,0.0,0.0727350181570795,-0.1999383065676309,0.1093746530244367,0.2113066392269853,-0.2821425470713102,-0.2871232160916488,
2.0,237.7155609,653.4111328,357.5,922.0571289,690.666687,938.3916016,1660172265654996.8,29.36977256087678,0.01666675,0.0727274321453059,-0.1999066179924592,0.1093746530244367,0.2113046971920622,-0.2820970029150932,-0.2870944218910363,-0.5784276152324791
3.0,237.7155609,653.4111328,357.4642944,922.2476196,690.7287598,938.5947876,1660172265671663.2,29.3832868835482,0.03333325,0.0727274321453059,-0.1999066179924592,0.1093637291430073,0.2113236879360126,-0.282155282227588,-0.287156585242783,0.8108674689600527
4.0,237.7572632,653.4273071,357.2404785,922.3713989,690.7287598,938.5947876,1660172265688330.0,29.407297144942547,0.05,0.0727401906756354,-0.1999115664077051,0.1092952542160035,0.2113236879360126,-0.2821931516485366,-0.287156585242783,1.4406084806182922
5.0,237.7572632,653.4273071,356.9647827,922.213623,690.6730347,938.4857178,1660172265704996.5,29.39408369345397,0.0666665,0.0727401906756354,-0.1999115664077051,0.1092109069923243,0.2113066392269853,-0.2821448812028915,-0.2871232160916488,-0.792815017464668
6.0,237.7454376,653.5628052,356.5078125,922.4244995,690.2767334,938.833313,1660172265721663.2,29.412337880477,0.08333325,0.0727365727150849,-0.1999530211144826,0.1090711001194082,0.211185393584522,-0.2822093974099363,-0.2872295604396012,1.0952457451530047
7.0,236.8834991,653.9190674,355.861969,923.015625,690.2356567,938.6522827,1660172265738330.0,29.453933827831204,0.1,0.0724728685909845,-0.200062017071156,0.1088735087663436,0.2111728264521867,-0.2823902481692549,-0.2871741754710714,2.4957443625303743
8.0,236.6225128,654.6710815,355.861969,923.015625,689.6696777,938.8138428,1660172265754996.5,29.38553981338939,0.1166665,0.0723930216371198,-0.2002920905851615,0.1088735087663436,0.2109996690906646,-0.2823902481692549,-0.2872236036665401,-4.103681903327901
9.0,237.3197784,654.9434814,355.4214172,923.9071655,689.3912964,938.8377075,1660172265771663.5,29.568437961015945,0.1333335,0.0726063452261153,-0.2003754294510255,0.1087387249893806,0.2109145002568297,-0.2826630088205688,-0.2872309049064899,10.97366938420569
10.0,236.6604004,655.2214966,354.8036194,924.1602173,689.2959595,939.4741211,1660172265788330.0,29.50727841093497,0.15,0.0724046130863615,-0.2004604862790969,0.1085497140243057,0.2108853325914929,-0.2827404282690225,-0.2874256112468537,-3.669609700955587
11.0,236.5134277,655.5905762,355.3769226,924.5,689.2959595,939.4741211,1660172265804996.8,29.519076585463804,0.16666675,0.0723596478050565,-0.2005734036306729,0.1087251121741737,0.2108853325914929,-0.2828443824366203,-0.2874256112468537,0.7078869322954198
12.0,236.0664368,655.8355713,355.3769226,924.5,689.2959595,939.4741211,1660172265821663.5,29.471388146346573,0.1833335,0.0722228940299723,-0.2006483581874706,0.1087251121741737,0.2108853325914929,-0.2828443824366203,-0.2874256112468537,-2.8612920405736277
13.0,236.5134277,655.5905762,355.3236084,924.5961304,689.2959595,939.4741211,1660172265838330.0,29.535945030965618,0.2,0.0723596478050565,-0.2005734036306729,0.108708801063331,0.2108853325914929,-0.2828737928677954,-0.2874256112468537,3.8734518116607743
14.0,235.6450043,655.6810913,355.380249,924.5604858,689.2959595,939.4741211,1660172265854996.8,29.47180352163732,0.21666675,0.0720939596706417,-0.2006010960996406,0.1087261298632529,0.2108853325914929,-0.2828628876488942,-0.2874256112468537,-3.8484713173412968
15.0,235.6763306,655.5507202,355.4393921,924.4772949,689.3625488,939.4649048,1660172265871663.2,29.468186798323583,0.23333325,0.0721035437355173,-0.2005612099630618,0.1087442242857461,0.2109057051273884,-0.2828374359682724,-0.2874227915835958,-0.21700556887990693
16.0,235.7891693,655.666687,355.4393921,924.4772949,689.6760254,939.6230469,1660172265888330.0,29.43597540170853,0.25,0.0721380659555459,-0.2005966892036559,0.1087442242857461,0.2110016111255877,-0.2828374359682724,-0.2874711740655987,-1.9326741335325655
17.0,236.7394714,655.6712036,355.5596008,924.4185181,690.0,939.5,1660172265904996.8,29.47254527904239,0.26666675,0.0724288043120659,-0.2005980710261953,0.1087810013063139,0.2111007289142975,-0.2828194536127315,-0.2874335287173659,2.194181669123298
18.0,236.5296021,655.800415,355.6862793,924.5955811,690.0600586,939.6005859,1660172265921663.2,29.46716940042538,0.28333325,0.0723645962508967,-0.2006376023605779,0.1088197577174556,0.2111191034276853,-0.2828736248132587,-0.287464302277958,-0.322555942579983
19.0,236.6000061,655.5866699,355.6862793,924.5955811,690.1209717,939.6430664,1660172265938330.0,29.484168325813425,0.3,0.07238613586788,-0.2005722085251984,0.1088197577174556,0.2111377393694395,-0.2828736248132587,-0.2874772988931965,1.0199304236305504
20.0,236.5675659,655.6621704,355.7595215,924.4857178,690.0600586,939.6005859,1660172265954996.5,29.46252185602499,0.3166665,0.0723762110130016,-0.2005953073811164,0.1088421656621039,0.2111191034276853,-0.2828400128962863,-0.287464302277958,-1.2988011753179234
21.0,236.3594971,655.9522095,355.8518372,924.6049194,690.1339111,939.8062744,1660172265971663.2,29.423917403753364,0.33333325,0.0723125538023576,-0.2006840428382521,0.1088704090121912,0.2111416980893985,-0.2828764818015729,-0.2875272312522758,-2.3162555550196644
