Frame #,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds
154.0,388.7890015,1851.689697,213.1315765,1073.442139,269.0706177,1380.799438,1660173590550000.0,0.3095007386912369,2.55
155.0,389.6706238,1851.879028,213.1315765,1073.442139,269.480835,1380.564941,1660173590566666.5,0.3682392683186105,2.5666665
156.0,390.196167,1851.418457,213.9438782,1073.433716,269.9416199,1380.448486,1660173590583333.2,0.4137563472750842,2.58333325
157.0,390.6379089,1851.240234,214.2338562,1073.22168,270.7868958,1380.411011,1660173590600000.0,0.4479904952159262,2.6
158.0,391.3587036,1850.82605,214.4764557,1073.269287,270.8049622,1380.363892,1660173590616666.5,0.5055016798273675,2.6166665
159.0,392.3333435,1850.716431,214.6612091,1073.260498,270.9911499,1380.087036,1660173590633333.5,0.5758433935425037,2.6333335
160.0,392.4842224,1850.552612,214.7482605,1073.46875,271.5327759,1379.680298,1660173590650000.0,0.5892649265957748,2.65
161.0,392.5157776,1850.447388,214.9842072,1073.117554,271.7787476,1380.307495,1660173590666666.8,0.5934365106878485,2.66666675
162.0,393.8706665,1850.550049,214.9842072,1073.117554,272.0982971,1379.903076,1660173590683333.5,0.6866628502489701,2.6833335
163.0,393.8716431,1850.275391,214.9842072,1073.117554,272.2453003,1379.884521,1660173590700000.0,0.6911561610249707,2.7
164.0,394.284729,1849.885376,214.9842072,1073.117554,272.3348389,1379.783203,1660173590716666.8,0.7263766633466245,2.71666675
165.0,394.5,1849.760498,214.6976318,1072.81604,272.57547,1379.746826,1660173590733333.2,0.7427973122773478,2.73333325
166.0,394.4948425,1849.326416,215.0327911,1072.750488,272.6079407,1379.575684,1660173590750000.0,0.7500084751857155,2.75
167.0,394.9200134,1849.106689,215.176239,1072.93103,272.7922363,1379.691528,1660173590766666.8,0.7837092435436112,2.76666675
168.0,394.5,1849.5,215.2623291,1072.78894,273.3652649,1379.136597,1660173590783333.2,0.7479805664484162,2.78333325
169.0,395.8468018,1849.006226,215.101532,1072.486572,273.3464355,1379.406128,1660173590800000.0,0.8498145233298038,2.8
170.0,395.9085388,1848.947144,215.101532,1072.486572,273.2336121,1379.223633,1660173590816666.5,0.855098537948613,2.8166665
171.0,396.1390686,1848.660522,215.1104889,1072.610474,273.5708313,1378.970825,1660173590833333.2,0.876020561367653,2.83333325
172.0,396.2654724,1848.680664,215.1035767,1072.583862,273.5375061,1378.970825,1660173590850000.0,0.8845096500190412,2.85
173.0,396.5,1848.5,214.8817139,1072.715088,273.5708313,1378.970825,1660173590866666.5,0.9036037697469202,2.8666665
174.0,396.6605225,1848.660522,214.7227936,1072.702393,273.1882324,1379.251465,1660173590883333.5,0.9119217786701704,2.8833335
175.0,396.5,1848.5,214.7227936,1072.702393,273.3737488,1379.496338,1660173590900000.0,0.9033188460323264,2.9
176.0,396.5,1848.5,214.7227936,1072.702393,272.830658,1379.532227,1660173590916666.8,0.9033188460323264,2.91666675
177.0,396.0488281,1848.800415,214.7227936,1072.702393,273.1789246,1379.699829,1660173590933333.5,0.8668127733170208,2.9333335
178.0,396.0488281,1848.800415,214.7227936,1072.702393,272.7219849,1379.792114,1660173590950000.0,0.8668127733170208,2.95
179.0,395.9869995,1848.859253,214.7227936,1072.702393,272.8072815,1379.581299,1660173590966666.8,0.8615224693749667,2.96666675
180.0,396.0,1849.0,214.7227936,1072.702393,272.2361755,1379.674194,1660173590983333.2,0.860131801212514,2.98333325
181.0,394.6024475,1850.171265,214.139328,1073.301636,271.9531555,1380.057617,1660173591000000.0,0.7425867838247705,3.0
182.0,394.8815308,1849.812622,214.139328,1073.301636,271.8240662,1380.236816,1660173591016666.8,0.7679548399442073,3.01666675
183.0,394.9450684,1850.721558,214.0760803,1073.413086,271.6691589,1380.161621,1660173591033333.2,0.7575515005701446,3.03333325
184.0,393.9172974,1849.784424,211.5042114,1073.670654,271.5563965,1380.303223,1660173591050000.0,0.6965191819827504,3.05
185.0,394.1261292,1851.318359,211.5042114,1073.670654,271.4298706,1380.426025,1660173591066666.5,0.6859271754345623,3.0666665
186.0,393.1286316,1850.724609,211.5042114,1073.670654,271.3214722,1380.519165,1660173591083333.2,0.6259504421321416,3.08333325
187.0,393.7055969,1851.102173,211.5042114,1073.670654,271.3214722,1380.519165,1660173591100000.0,0.6600976477031412,3.1
188.0,392.800415,1851.239868,213.8112488,1073.357422,270.9429932,1380.442993,1660173591116666.5,0.5986588314373775,3.1166665
189.0,392.0,1851.907837,213.6102295,1073.347412,270.7723999,1380.895752,1660173591133333.5,0.5315848045767565,3.1333335
190.0,391.5814514,1850.423584,213.5662842,1073.998047,270.5,1380.722778,1660173591150000.0,0.5262109263258008,3.15
191.0,390.5,1851.476807,213.5662842,1073.998047,270.3815918,1380.865723,1660173591166666.8,0.4335532148788244,3.16666675
192.0,390.2141113,1851.919678,213.5090637,1074.030762,269.6908875,1381.096924,1660173591183333.5,0.4063764921255292,3.1833335
193.0,390.4333191,1852.255615,212.9483032,1073.680908,269.6468811,1381.12146,1660173591200000.0,0.4153228963573323,3.2
194.0,389.3918152,1852.003906,212.9483032,1073.680908,269.362793,1381.226196,1660173591216666.8,0.3464371294812955,3.21666675
195.0,389.3857422,1852.310303,212.9483032,1073.680908,269.064209,1381.40979,1660173591233333.2,0.3411506190724402,3.23333325
196.0,389.1578979,1851.959106,212.9483032,1073.680908,268.9071045,1381.352417,1660173591250000.0,0.3307683515700181,3.25
197.0,388.8078308,1852.0,212.9483032,1073.680908,268.4898071,1381.557861,1660173591266666.8,0.3056039880486388,3.26666675
198.0,388.8078308,1852.0,212.2862701,1074.249023,268.2782593,1381.5,1660173591283333.2,0.3044748265122755,3.28333325
199.0,388.5157776,1852.171875,212.2862701,1074.249023,268.5265198,1381.405396,1660173591300000.0,0.2812837106996979,3.3
200.0,387.1509705,1852.092163,212.2025146,1074.042969,268.2712708,1381.591675,1660173591316666.5,0.1867769943853528,3.3166665
201.0,387.1925964,1852.333374,212.2025146,1074.042969,268.4180603,1381.462524,1660173591333333.2,0.1858932350792312,3.33333325
202.0,387.6359253,1852.685547,212.2025146,1074.042969,268.0933228,1381.317017,1660173591350000.0,0.2113967189247624,3.35
203.0,386.8449707,1852.821655,212.2025146,1074.042969,268.0,1381.4646,1660173591366666.5,0.1538562749347067,3.3666665
204.0,386.8449707,1852.821655,212.2025146,1074.042969,268.0491028,1381.450928,1660173591383333.5,0.1538562749347067,3.3833335
205.0,386.8449707,1852.821655,212.2025146,1074.042969,267.9517517,1381.486816,1660173591400000.0,0.1538562749347067,3.4
206.0,386.5987549,1851.930054,212.2025146,1074.042969,268.0,1381.5,1660173591416666.8,0.1506111746933237,3.41666675
207.0,386.8449707,1852.821655,212.2025146,1074.042969,267.4545593,1381.477295,1660173591433333.5,0.1538562749347067,3.4333335
208.0,386.8449707,1852.821655,212.2025146,1074.042969,267.2896729,1381.513794,1660173591450000.0,0.1538562749347067,3.45
209.0,386.8449707,1852.821655,211.2363281,1074.167603,267.2698364,1381.565674,1660173591466666.8,0.1521844220282187,3.46666675
210.0,386.6811523,1853.084839,211.2363281,1074.167603,267.2203064,1381.578003,1660173591483333.2,0.1365617526469691,3.48333325
211.0,386.823761,1852.875488,211.222229,1074.340576,267.2589417,1381.623779,1660173591500000.0,0.1497925485309232,3.5
212.0,386.823761,1852.875488,211.222229,1074.340576,267.2099304,1381.635498,1660173591516666.8,0.1497925485309232,3.51666675
213.0,386.823761,1852.875488,211.222229,1074.340576,267.2099304,1381.635498,1660173591533333.2,0.1497925485309232,3.53333325
214.0,386.6044006,1852.653809,211.222229,1074.340576,267.2589417,1381.623779,1660173591550000.0,0.1379280852837297,3.55
215.0,386.8449707,1852.821655,211.222229,1074.340576,267.2589417,1381.623779,1660173591566666.5,0.1521283762235048,3.5666665
216.0,386.8449707,1852.821655,211.3482361,1074.337036,267.2589417,1381.623779,1660173591583333.2,0.1523441439294808,3.58333325
217.0,386.8449707,1852.821655,211.222229,1074.340576,267.2589417,1381.623779,1660173591600000.0,0.1521283762235048,3.6
