,source,motion,subject,muscle,run,speed,volume
50,biostamp,shoulderfe,cg1f,forearm,2,slow,1.0842952088457838
51,biostamp,shoulderfe,cg1f,forearm,1,slow,8.03244428717973
52,biostamp,shoulderfe,cg1f,forearm,3,slow,5.68821909594836
53,biostamp,shoulderfe,cg1f,forearm,2,slow,7.752468604337881
54,biostamp,shoulderfe,gsp1m,forearm,1,slow,1.113036226337211
55,biostamp,shoulderfe,gsp1m,forearm,3,slow,1.353044038542695
56,biostamp,shoulderfe,gsp1m,forearm,2,slow,1.4305660341294417
57,biostamp,shoulderfe,gsp1m,forearm,1,slow,8.139593409762883
58,biostamp,shoulderfe,gsp1m,forearm,3,slow,15.854392976893184
59,biostamp,shoulderfe,gsp1m,forearm,2,slow,6.953096732764811
60,biostamp,shoulderfe,ch2m,forearm,1,slow,1.4633705466016245
61,biostamp,shoulderfe,ch2m,forearm,3,slow,1.4586742033302897
62,biostamp,shoulderfe,ch2m,forearm,2,slow,1.345342616061898
63,biostamp,shoulderfe,ch2m,forearm,1,slow,6.460401555873006
64,biostamp,shoulderfe,ch2m,forearm,3,slow,5.700289152080513
65,biostamp,shoulderfe,ch2m,forearm,2,slow,5.9948153534986215
66,biostamp,shoulderfe,es3f,forearm,1,slow,1.3819237624379619
67,biostamp,shoulderfe,es3f,forearm,3,slow,1.5654938094418762
68,biostamp,shoulderfe,es3f,forearm,2,slow,1.5198374749295334
69,biostamp,shoulderfe,es3f,forearm,1,slow,6.331963017761516
70,biostamp,shoulderfe,es3f,forearm,3,slow,7.88796853177399
71,biostamp,shoulderfe,es3f,forearm,2,slow,8.526541257749061
72,biostamp,bicepc,ya3m,forearm,1,slow,0.8737275222324943
73,biostamp,bicepc,ya3m,forearm,3,slow,1.1002565182568087
74,biostamp,bicepc,ya3m,forearm,2,slow,0.9407666415658539
75,biostamp,bicepc,ya3m,forearm,1,slow,1.7577476503931766
76,biostamp,bicepc,ya3m,forearm,3,slow,1.430258567839876
77,biostamp,bicepc,ya3m,forearm,2,slow,1.576560023181025
78,biostamp,bicepc,ssi2f,forearm,1,slow,0.8992617926647083
79,biostamp,bicepc,ssi2f,forearm,3,slow,1.3477547565514683
80,biostamp,bicepc,ssi2f,forearm,2,slow,1.1934755164025288
81,biostamp,bicepc,ssi2f,forearm,1,slow,1.8208229216779652
82,biostamp,bicepc,ssi2f,forearm,3,slow,2.2385663648797984
83,biostamp,bicepc,ssi2f,forearm,2,slow,1.917919566247489
84,biostamp,bicepc,cg1f,forearm,1,slow,0.573694676969956
85,biostamp,bicepc,cg1f,forearm,3,slow,0.6001414997982504
86,biostamp,bicepc,cg1f,forearm,2,slow,0.6347899567133517
87,biostamp,bicepc,cg1f,forearm,1,slow,0.8481152914861991
88,biostamp,bicepc,cg1f,forearm,3,slow,0.9762112942535346
89,biostamp,bicepc,cg1f,forearm,2,slow,0.9642900191348482
90,biostamp,bicepc,gsp1m,forearm,1,slow,0.842474167535629
91,biostamp,bicepc,gsp1m,forearm,3,slow,0.9499611890565273
92,biostamp,bicepc,gsp1m,forearm,2,slow,0.9471214714513981
93,biostamp,bicepc,gsp1m,forearm,1,slow,2.7051958543905457
94,biostamp,bicepc,gsp1m,forearm,3,slow,1.8873359550914226
95,biostamp,bicepc,gsp1m,forearm,2,slow,2.0381300750812863
96,biostamp,bicepc,ch2m,forearm,1,slow,0.7584942254885916
97,biostamp,bicepc,ch2m,forearm,3,slow,0.8149201194707907
98,biostamp,bicepc,ch2m,forearm,2,slow,0.7972359836563906
99,biostamp,bicepc,ch2m,forearm,1,slow,1.2150146621665376
100,biostamp,bicepc,ch2m,forearm,3,slow,1.463094686546129
101,biostamp,bicepc,ch2m,forearm,2,slow,1.4396742975722483
102,biostamp,bicepc,es3f,forearm,1,slow,0.5856083704644973
103,biostamp,bicepc,es3f,forearm,3,slow,0.7151544368253756
104,biostamp,bicepc,es3f,forearm,2,slow,0.6404461923164767
105,biostamp,bicepc,es3f,forearm,1,slow,0.979606260422747
106,biostamp,bicepc,es3f,forearm,3,slow,0.9512705311846922
107,biostamp,bicepc,es3f,forearm,2,slow,1.1219377718696821
108,biostamp,chestaa,ya3m,forearm,1,slow,1.9321197491037807
109,biostamp,chestaa,ya3m,forearm,3,slow,1.6779489990820708
110,biostamp,chestaa,ya3m,forearm,2,slow,1.829941623948957
111,biostamp,chestaa,ya3m,forearm,1,slow,6.920849524850709
112,biostamp,chestaa,ya3m,forearm,3,slow,6.776938584540045
113,biostamp,chestaa,ya3m,forearm,2,slow,9.09065363310211
114,biostamp,chestaa,ssi2f,forearm,1,slow,1.880815890717583
115,biostamp,chestaa,ssi2f,forearm,3,slow,1.6299184676647007
116,biostamp,chestaa,ssi2f,forearm,2,slow,2.1271295277693825
117,biostamp,chestaa,ssi2f,forearm,1,slow,5.3846523524164995
118,biostamp,chestaa,ssi2f,forearm,3,slow,5.95677657956387
119,biostamp,chestaa,ssi2f,forearm,2,slow,8.442674924932813
120,biostamp,chestaa,cg1f,forearm,1,slow,0.6609241245163512
121,biostamp,chestaa,cg1f,forearm,3,slow,0.7082321517804161
122,biostamp,chestaa,cg1f,forearm,2,slow,0.6791745177557682
123,biostamp,chestaa,cg1f,forearm,1,slow,1.906307528851182
124,biostamp,chestaa,cg1f,forearm,3,slow,1.7490665509782035
125,biostamp,chestaa,cg1f,forearm,2,slow,1.4699006802471735
126,biostamp,chestaa,gsp1m,forearm,1,slow,1.0042801507356525
127,biostamp,chestaa,gsp1m,forearm,3,slow,1.497618307923924
128,biostamp,chestaa,gsp1m,forearm,2,slow,0.9249578698064882
129,biostamp,chestaa,gsp1m,forearm,1,slow,2.1652146898982845
130,biostamp,chestaa,gsp1m,forearm,3,slow,2.9378503592835274
131,biostamp,chestaa,gsp1m,forearm,2,slow,2.9633351823208924
132,biostamp,chestaa,ch2m,forearm,1,slow,0.7265219270295227
133,biostamp,chestaa,ch2m,forearm,3,slow,0.797695614796181
134,biostamp,chestaa,ch2m,forearm,2,slow,0.7991815927023015
135,biostamp,chestaa,ch2m,forearm,1,slow,2.506245106031001
136,biostamp,chestaa,ch2m,forearm,3,slow,1.706728591438447
137,biostamp,chestaa,ch2m,forearm,2,slow,1.3911717813682754
138,biostamp,chestaa,es3f,forearm,1,slow,0.6596701713495429
139,biostamp,chestaa,es3f,forearm,3,slow,0.8466345316140531
140,biostamp,chestaa,es3f,forearm,2,slow,0.9633914081782992
141,biostamp,chestaa,es3f,forearm,1,slow,2.155180162424046
142,biostamp,chestaa,es3f,forearm,3,slow,2.882994057434603
143,biostamp,chestaa,es3f,forearm,2,slow,2.8925905134038286
144,biostamp,fingerp,ya3m,index,1,slow,0.7505709260846473
145,biostamp,fingerp,ya3m,index,3,slow,0.7328162686204196
146,biostamp,fingerp,ya3m,index,2,slow,2.3442878943115097
147,biostamp,fingerp,ya3m,index,1,slow,2.820762373427341
148,biostamp,fingerp,ya3m,index,3,slow,2.4060960381601446
149,biostamp,fingerp,ya3m,index,2,slow,2.3442878943115097
150,biostamp,fingerp,ssi2f,index,1,slow,2.1878065601073895
151,biostamp,fingerp,ssi2f,index,3,slow,3.1957159932371355
152,biostamp,fingerp,ssi2f,index,2,slow,13.785044344131535
153,biostamp,fingerp,ssi2f,index,1,slow,17.70911592105349
154,biostamp,fingerp,ssi2f,index,3,slow,8.372214031161258
155,biostamp,fingerp,ssi2f,index,2,slow,9.816930626546162
156,biostamp,fingerp,cg1f,index,1,slow,0.2656390897386109
157,biostamp,fingerp,cg1f,index,3,slow,0.5847716789935743
158,biostamp,fingerp,cg1f,index,2,slow,0.20665406675859674
159,biostamp,fingerp,cg1f,index,1,slow,0.6188969895908794
160,biostamp,fingerp,cg1f,index,3,slow,0.5847716789935743
161,biostamp,fingerp,cg1f,index,2,slow,0.9410644820597869
162,biostamp,fingerp,gsp1m,index,1,slow,0.7563735446071163
163,biostamp,fingerp,gsp1m,index,3,slow,0.8631223105950034
164,biostamp,fingerp,gsp1m,index,2,slow,1.153805924897949
165,biostamp,fingerp,gsp1m,index,1,slow,6.163632639123858
166,biostamp,fingerp,gsp1m,index,3,slow,5.393628698957266
167,biostamp,fingerp,gsp1m,index,2,slow,9.011550072680167
168,biostamp,fingerp,ch2m,index,1,slow,0.6077021993072043
169,biostamp,fingerp,ch2m,index,3,slow,0.5412053518815965
170,biostamp,fingerp,ch2m,index,2,slow,0.5674544380370721
171,biostamp,fingerp,ch2m,index,1,slow,2.0141060656202505
172,biostamp,fingerp,ch2m,index,3,slow,2.528565736837931
173,biostamp,fingerp,ch2m,index,2,slow,1.6095613769419175
174,biostamp,fingerp,es3f,index,1,slow,2.74947169485577
175,biostamp,fingerp,es3f,index,3,slow,6.655484471452878
176,biostamp,fingerp,es3f,index,2,slow,2.112895853861459
177,biostamp,fingerp,es3f,index,1,slow,10.744538802944522
178,biostamp,fingerp,es3f,index,3,slow,9.206382485690257
179,biostamp,fingerp,es3f,index,2,slow,3.00103454248686
180,biostamp,shoulderaa,ya3m,forearm,1,slow,2.2417033714306234
181,biostamp,shoulderaa,ya3m,forearm,3,slow,2.662741413134875
182,biostamp,shoulderaa,ya3m,forearm,2,slow,2.5239429471720305
183,biostamp,shoulderaa,ya3m,forearm,1,slow,13.458977643011957
184,biostamp,shoulderaa,ya3m,forearm,3,slow,13.210604763443447
185,biostamp,shoulderaa,ya3m,forearm,2,slow,11.891474676941224
186,biostamp,shoulderaa,ssi2f,forearm,1,slow,2.8708073854954756
187,biostamp,shoulderaa,ssi2f,forearm,3,slow,2.865643275462313
188,biostamp,shoulderaa,ssi2f,forearm,2,slow,3.328846842856322
189,biostamp,shoulderaa,ssi2f,forearm,1,slow,14.130459766650505
190,biostamp,shoulderaa,ssi2f,forearm,3,slow,15.838464102689631
191,biostamp,shoulderaa,ssi2f,forearm,2,slow,14.24643385017155
192,biostamp,shoulderaa,cg1f,forearm,1,slow,1.83052365545949
193,biostamp,shoulderaa,cg1f,forearm,3,slow,1.4518738803843099
194,biostamp,shoulderaa,cg1f,forearm,2,slow,1.6670798359738144
195,biostamp,shoulderaa,cg1f,forearm,1,slow,6.762075184214229
196,biostamp,shoulderaa,cg1f,forearm,3,slow,7.990481030834733
197,biostamp,shoulderaa,cg1f,forearm,2,slow,7.092886586634696
198,biostamp,shoulderaa,gsp1m,forearm,1,slow,2.905099936946021
199,biostamp,shoulderaa,gsp1m,forearm,3,slow,1.9125780333610485
200,biostamp,shoulderaa,gsp1m,forearm,2,slow,1.8542603818295904
201,biostamp,shoulderaa,gsp1m,forearm,1,slow,3.22835936249284
202,biostamp,shoulderaa,gsp1m,forearm,3,slow,9.889186519039999
203,biostamp,shoulderaa,gsp1m,forearm,2,slow,9.10320013034002
204,biostamp,shoulderaa,ch2m,forearm,1,slow,2.0289447839730905
205,biostamp,shoulderaa,ch2m,forearm,3,slow,4.818494396497142
206,biostamp,shoulderaa,ch2m,forearm,2,slow,2.0230086322734944
207,biostamp,shoulderaa,ch2m,forearm,1,slow,8.645737972408337
208,biostamp,shoulderaa,ch2m,forearm,3,slow,9.992565919138288
209,biostamp,shoulderaa,ch2m,forearm,2,slow,7.906762678156729
210,biostamp,shoulderaa,es3f,forearm,1,slow,1.8064438865412153
211,biostamp,shoulderaa,es3f,forearm,3,slow,1.4941788906240963
212,biostamp,shoulderaa,es3f,forearm,2,slow,1.6842290161375169
213,biostamp,shoulderaa,es3f,forearm,1,slow,9.536432406368588
214,biostamp,shoulderaa,es3f,forearm,3,slow,9.488154441194093
215,biostamp,shoulderaa,es3f,forearm,2,slow,8.064511476404823
