Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Shoulder Pink X,Shoulder Pink Y,Back Pink X,Back Pink Y,Neck Green X,Neck Green Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Leg Pink X meters,Shoulder Pink X meters,Back Pink X meters,Neck Green X meters,Arm Pink Y meters,Leg Pink Y meters,Shoulder Pink Y meters,Back Pink Y meters,Neck Green Y meters,angular velocity
1.0,396.5166626,798.5999756,404.0,1067.5,411.0,637.5,510.3333435,757.7009888,506.4898071,584.8639526,1660609469933330.0,0.0,0.0,0.5733994633545716,0.5842210556203923,0.5943436976732209,0.7379888234105304,0.7324307172399279,-1.1548488137709196,-1.5437029130563584,-0.921883472668317,-1.095705127528097,-0.8457669202531858,
2.0,396.6071472,798.7261963,405.6913452,1069.691406,411.5,637.5,510.6041565,757.6898193,506.4898071,584.8639526,1660609469949996.8,0.0,0.01666675,0.5735303123855849,0.5866668959128737,0.5950667435341372,0.7383804438479951,0.7324307172399279,-1.1550313404803136,-1.5468718871321328,-0.921883472668317,-1.0956889754066097,-0.8457669202531858,0.0
3.0,396.6071472,798.7261963,461.6913452,1130.135742,411.0,637.5,510.268158,757.5614014,506.4898071,584.8639526,1660609469966663.2,0.0,0.03333325,0.5735303123855849,0.6676480323355023,0.5943436976732209,0.7378945591985969,0.7324307172399279,-1.1550313404803136,-1.634279941053404,-0.921883472668317,-1.0955032713444846,-0.8457669202531858,0.0
4.0,396.6013184,798.8692627,461.6913452,1130.135742,411.5,637.5,510.6855774,757.6359253,506.4898071,584.8639526,1660609469983330.0,0.0,0.05,0.5735218834061567,0.6676480323355023,0.5950667435341372,0.7384981859374692,0.7324307172399279,-1.155238227617026,-1.634279941053404,-0.921883472668317,-1.0956110397393533,-0.8457669202531858,0.0
5.0,397.5,799.0,461.5,1131.5,411.5,638.0,510.6163025,757.6450806,506.1699219,584.8300781,1660609469999996.8,0.105722713190041,0.06666675,0.5748214594284801,0.66737132962577,0.5950667435341372,0.7383980080780485,0.7319681339002712,-1.1554272857442909,-1.6362527832536482,-0.9226065185292334,-1.095624279142894,-0.8457179346191547,6.343331074747089
6.0,397.5,799.0,461.5,1132.0,411.5,638.0,510.6163025,757.6450806,506.2787781,584.7211914,1660609470016663.2,0.0687504276300081,0.08333325,0.5748214594284801,0.66737132962577,0.5950667435341372,0.7383980080780485,0.7321255499499613,-1.1554272857442909,-1.6369758291145646,-0.9226065185292334,-1.095624279142894,-0.8455604744636669,-2.218359317195146
7.0,397.5,799.0,461.5,1132.0,411.5,638.0,510.6163025,757.6450806,506.3900757,584.8581543,1660609470033330.0,0.0330055179447296,0.1,0.5748214594284801,0.66737132962577,0.5950667435341372,0.7383980080780485,0.7322864964879812,-1.1554272857442909,-1.6369758291145646,-0.9226065185292334,-1.095624279142894,-0.8457585353795553,-2.1446838576974208
8.0,397.5,799.0,461.5,1132.0,411.5,638.0,510.6163025,757.6450806,506.3900757,584.8581543,1660609470049996.5,0.0330055179447296,0.1166665,0.5748214594284801,0.66737132962577,0.5950667435341372,0.7383980080780485,0.7322864964879812,-1.1554272857442909,-1.6369758291145646,-0.9226065185292334,-1.095624279142894,-0.8457585353795553,0.0
9.0,397.5,799.0,461.5,1132.0,411.7126465,637.7126465,510.6163025,757.6450806,506.5101929,584.8639526,1660609470066663.5,-0.0067562803432488,0.1333335,0.5748214594284801,0.66737132962577,0.5953742498774639,0.7383980080780485,0.7324601969765508,-1.1554272857442909,-1.6369758291145646,-0.9221909790116438,-1.095624279142894,-0.8457669202531858,-2.3856601840750242
10.0,397.5,799.0,461.5,1132.0,411.6969604,637.6969604,510.4692383,757.8640747,506.5,585.0,1660609470083330.2,-0.0023399515300872,0.15000025,0.5748214594284801,0.66737132962577,0.5953515663381062,0.7381853397558504,0.7324454571082394,-1.1554272857442909,-1.6369758291145646,-0.9221682954722858,-1.0959409646980345,-0.8459636572721028,0.26497840389767635
11.0,397.5,799.0,461.5,1132.0,411.7126465,637.7126465,510.8345642,757.6398926,506.5,585.2416382,1660609470099996.8,-0.000230943798628,0.16666675,0.5748214594284801,0.66737132962577,0.5953742498774639,0.7387136345156116,0.7324454571082394,-1.1554272857442909,-1.6369758291145646,-0.9221909790116438,-1.0956167768190412,-0.8463130882728013,0.12654172930484506
12.0,397.5,799.0,461.5,1132.0,411.7126465,637.7126465,510.8345642,757.6398926,506.5,585.2416382,1660609470116663.5,-0.000230943798628,0.1833335,0.5748214594284801,0.66737132962577,0.5953742498774639,0.7387136345156116,0.7324454571082394,-1.1554272857442909,-1.6369758291145646,-0.9221909790116438,-1.0956167768190412,-0.8463130882728013,0.0
13.0,397.5,799.0,461.5,1132.0,411.7126465,637.7126465,510.4182129,758.656311,506.5,585.5,1660609470133330.0,-0.0013838461986769,0.2,0.5748214594284801,0.66737132962577,0.5953742498774639,0.7381115523473073,0.7324454571082394,-1.1554272857442909,-1.6369758291145646,-0.9221909790116438,-1.0970866110531996,-0.8466867031330191,-0.0691748357512915
14.0,397.5,798.5,461.5,1132.0,411.7126465,637.7126465,510.4182129,758.656311,506.5,585.0,1660609470149996.8,-0.002347194874892,0.21666675,0.5748214594284801,0.66737132962577,0.5953742498774639,0.7381115523473073,0.7324454571082394,-1.1547042398833745,-1.6369758291145646,-0.9221909790116438,-1.0970866110531996,-0.8459636572721028,-0.05780063156974821
15.0,397.5,798.5,461.5,1132.0,411.7126465,637.7126465,510.4182129,758.656311,506.5,585.5,1660609470166663.5,-0.0013838461986769,0.2333335,0.5748214594284801,0.66737132962577,0.5953742498774639,0.7381115523473073,0.7324454571082394,-1.1547042398833745,-1.6369758291145646,-0.9221909790116438,-1.0970866110531996,-0.8466867031330191,0.05780063156974812
16.0,397.5,798.5,461.5,1132.0,411.7126465,637.7126465,510.3460693,758.5775146,506.5,585.5,1660609470183330.0,-0.0012992572391853,0.25,0.5748214594284801,0.66737132962577,0.5953742498774639,0.7380072260845641,0.7324454571082394,-1.1547042398833745,-1.6369758291145646,-0.9221909790116438,-1.0969726642314497,-0.8466867031330191,0.005075388323379228
17.0,397.0,798.5,461.5,1132.0,411.5,637.5,510.4182129,758.656311,506.5,585.2416382,1660609470199996.8,-0.0005467552032165,0.26666675,0.5740984135675637,0.66737132962577,0.5950667435341372,0.7381115523473073,0.7324454571082394,-1.1547042398833745,-1.6369758291145646,-0.921883472668317,-1.0970866110531996,-0.8463130882728013,0.045149896408645945
18.0,397.0,798.5,461.5,1132.0,411.8070068,637.1929932,510.4108887,758.5953979,506.5,585.2416382,1660609470216663.2,-0.0005512204927716,0.28333325,0.5740984135675637,0.66737132962577,0.5955107035261635,0.7381009608823182,0.7324454571082394,-1.1547042398833745,-1.6369758291145646,-0.9214395126762908,-1.0969985251235383,-0.8463130882728013,-0.0002679200525065317
19.0,396.620697,798.3793335,461.5,1132.0,411.5,637.5,510.3578796,758.6605225,506.5,585.0,1660609470233330.0,-0.0023627736404345,0.3,0.5735499066391975,0.66737132962577,0.5950667435341372,0.7380243048616264,0.7324454571082394,-1.154529745056622,-1.6369758291145646,-0.921883472668317,-1.097092701268486,-0.8459636572721028,-0.10869264539654697
20.0,396.620697,798.3793335,461.5,1132.0,412.0,637.0,510.3460693,758.5775146,506.5,585.2416382,1660609470249996.8,-0.0005975561689149,0.31666675,0.5735499066391975,0.66737132962577,0.5957897893950536,0.7380072260845641,0.7324454571082394,-1.154529745056622,-1.6369758291145646,-0.9211604268074008,-1.0969726642314497,-0.8463130882728013,0.1059125187285823
21.0,396.6000061,798.4833374,461.5,1132.0,411.5,637.0,510.2346497,758.4736938,506.5,585.0,1660609470266663.2,-0.0023961940339087,0.33333325,0.5735199856999902,0.66737132962577,0.5950667435341372,0.7378461031233542,0.7324454571082394,-1.1546801442354502,-1.6369758291145646,-0.9211604268074008,-1.0968225298320151,-0.8459636572721028,-0.10791935109313874
22.0,396.5,798.5,461.5,1132.0,411.5,637.0,510.2346497,758.4736938,506.5,585.0,1660609470283330.0,-0.0023961940339087,0.35,0.5733753677066474,0.66737132962577,0.5950667435341372,0.7378461031233542,0.7324454571082394,-1.1547042398833745,-1.6369758291145646,-0.9211604268074008,-1.0968225298320151,-0.8459636572721028,0.0
23.0,396.5,798.5,461.5,1132.0,412.0,637.1372681,510.2731934,757.9699097,506.5,585.0,1660609470299996.5,-0.0023902861250222,0.3666665,0.5733753677066474,0.66737132962577,0.5957897893950536,0.737901840848853,0.7324454571082394,-1.1547042398833745,-1.6369758291145646,-0.9213589290704824,-1.0960940118154143,-0.8459636572721028,0.0003544780779707665
24.0,396.5,798.5,461.5,1132.0,411.7126465,637.2873535,510.2299805,757.899231,506.5,585.0,1660609470316663.5,-0.0024021397581036,0.3833335,0.5733753677066474,0.66737132962577,0.5953742498774639,0.7378393510318866,0.7324454571082394,-1.1547042398833745,-1.6369758291145646,-0.9215759663249904,-1.0959918039324346,-0.8459636572721028,-0.0007112037608087748
25.0,396.5,798.5,461.3333435,1132.0,412.0,637.1372681,510.1333313,757.9680176,506.5,585.2416382,1660609470333330.2,-0.0007438073850201,0.40000025,0.5733753677066474,0.6671303290407303,0.5957897893950536,0.7376995874238449,0.7324454571082394,-1.1547042398833745,-1.6369758291145646,-0.9213589290704824,-1.0960912756652677,-0.8463130882728013,0.09949944488778552
