Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m),stamp velocity (m/s)
1660173519050689,-0.9557640955214772,-0.3062180514229036,0.084779125658045,0.0,0.0,0.0,0.0052383147797024,-0.0017585319593298,-0.6507117034266523,
1660173519066692,-0.9502708476386664,-0.3255054551003282,0.0940566109712364,-0.0003259212106053,-0.0001244777579782,0.0006787467954756,0.0053553191916722,-0.0020377048689911,-0.6513960532590144,0.04676914042346664
1660173519082696,-0.9490501258869308,-0.3290455481803618,0.0979629205767906,-0.0010997774763949,-0.0004515257986664,0.0011866505380946,0.0054631324264455,-0.0022442975602273,-0.6520949047848877,0.046042511304092724
1660173519098699,-0.9591821164263372,-0.3157396810864426,0.0944228274967571,-0.0021884638783386,-0.0009120505605581,0.0014985517463138,0.005560850571148,-0.0023826859450048,-0.652814227905922,0.04618770861336229
1660173519114702,-0.9767605096513314,-0.2984054322117951,0.0818493934538793,-0.003390174450249,-0.001429249057477,0.0016113697692427,0.0056486930967424,-0.0025523619189627,-0.6535573019663123,0.047952829388397775
1660173519130705,-0.97261005569543,-0.2957198443579765,0.0706187533379107,-0.0044687853855877,-0.0019285970969298,0.0015621366854823,0.0057277917505461,-0.0028278046852986,-0.654323920136198,0.05115191578153982
1660173519146708,-0.9613794155794616,-0.30096894789044,0.0706187533379107,-0.0051966238163748,-0.0023472712074578,0.0014497090133151,0.0057996860860405,-0.0031689176709534,-0.6551101457405021,0.05375281843344027
1660173519162711,-0.9500267032883194,-0.3183031967650876,0.0751354238193329,-0.0053975189694159,-0.0026310020220267,0.0014406731164576,0.0058656650893203,-0.0035069960433604,-0.6559088255133755,0.05436205285371222
1660173519178714,-0.9414816510261694,-0.3266041046768904,0.0783093003738457,-0.0049809997884253,-0.002727650535818,0.0017359745064341,0.0059262849459,-0.0038272659006436,-0.6567106837819277,0.05409858735380666
1660173519194718,-0.9408712901503016,-0.3118333714808879,0.0822156099794,-0.0039605995651405,-0.0025981748245207,0.0025075428620442,0.0059812422378101,-0.0041145810137773,-0.6575058298808198,0.0529529418428745
1660173519210721,-0.9481956206607158,-0.2909590295262072,0.0901503013656821,-0.0024532706600861,-0.0022394238702119,0.003842983480634,0.0060294878788383,-0.0043392731920003,-0.6582854199106526,0.05079734673525332
1660173519226724,-0.9551537346456094,-0.2824139772640573,0.0967421988250549,-0.000660420016641,-0.0016929951185926,0.005717889235315,0.0060694536624916,-0.0045398088581857,-0.6590431127652935,0.04904996970761144
1660173519242727,-0.950148775463493,-0.2897383077744715,0.0988174258030056,0.0011662864386463,-0.0010319225177208,0.0079883432057644,0.0060994503545129,-0.0047645200736753,-0.6597761830905576,0.04795778717080273
1660173519258730,-0.9387960631723508,-0.3036545357442586,0.0923476005188064,0.0027691980000955,-0.0003413438908174,0.0104084114714265,0.0061182519611562,-0.0050262280710736,-0.6604859835677679,0.04729649224582913
1660173519274733,-0.934401464866102,-0.3063401235980772,0.0866102082856485,0.0039323256059877,0.0002976747641032,0.0126817462108877,0.0061256496743478,-0.0053102957311671,-0.6611776540932174,0.04673551235439179
1660173519290736,-0.944167238879988,-0.3041428244449529,0.088197146562905,0.0045236051935541,0.0008295752680232,0.014525309168845,0.0061228052039386,-0.0055717627474869,-0.6618591581837107,0.045621614471743885
1660173519306739,-0.9599145494773786,-0.3059739070725565,0.0960097657740135,0.0045216822083195,0.0012486367274753,0.0157184089482818,0.0061124702950992,-0.0057826174867767,-0.6625397121399351,0.04453405555874724
1660173519322743,-0.9750514991989014,-0.3113450827801936,0.0880750743877314,0.0040187905613361,0.0016062047882263,0.016138384203709,0.0060990861915999,-0.0059806727856128,-0.6632278903874592,0.04476476432370145
1660173519338746,-0.976638437476158,-0.3174486915388726,0.0778210116731514,0.0031964262005664,0.0019924060832041,0.015789076658116,0.0060885500629074,-0.0062017932468336,-0.6639300582138481,0.04601481269631099
1660173519354749,-0.9748073548485544,-0.305241474021515,0.0653696498054472,0.002278422198192,0.0025020512114507,0.0148162585643783,0.0060874430687303,-0.0064392157259048,-0.6646494022606927,0.04734458607905236
1660173519370727,-0.9622339208056764,-0.2982833600366215,0.0565804531929501,0.0014744517093503,0.0031982894444229,0.0135002547408281,0.0061017382540558,-0.0066751130441078,-0.66538567469858,0.04832947631280016
1660173519386730,-0.9485618371862364,-0.303532463569085,0.054627298390173,0.0009320351599101,0.0040941336821456,0.0122103853221408,0.0061353403047636,-0.0069137535735968,-0.6661357232810532,0.04923838997817598
1660173519402733,-0.9409933623254751,-0.3109788662546729,0.0651255054551001,0.0007128364215609,0.0051659194268187,0.0113170286976138,0.0061891243024907,-0.0071481895709148,-0.6668947362577333,0.049763254124012335
1660173519418737,-0.9392843518730452,-0.3118333714808879,0.0827038986800943,0.0007988195355934,0.0063780419797064,0.0110937776608513,0.0062609819104597,-0.0073598113495556,-0.6676575752935998,0.049681433893067665
1660173519434740,-0.9462424658579388,-0.2986495765621422,0.0951552605477985,0.0011216645033721,0.0076842957975475,0.0116542223825416,0.0063466921432871,-0.0075597272923728,-0.6684197021688367,0.04953494671387146
1660173519450743,-0.9673609521629664,-0.2807049668116273,0.1007705806057828,0.0016013376728152,0.0090059473318387,0.012938937903858,0.0064409541783522,-0.0077485485147462,-0.6691777864720584,0.04918200398393768
1660173519466746,-0.9722438391699092,-0.2763103685053787,0.0983291371023113,0.0021785590262989,0.0102227580651845,0.0147414279889429,0.0065381542003041,-0.0079104981190927,-0.6699296670585102,0.04845261598404678
1660173519482749,-0.9630884260318916,-0.3002365148393986,0.0960097657740135,0.0028303603257011,0.0112057699991572,0.0167588055696386,0.006632990660372,-0.0080364435747576,-0.6706738371077808,0.04754296059685059
1660173519498752,-0.9462424658579388,-0.3281910429541468,0.0833142595559621,0.0035658981179811,0.0118771927301524,0.0186602430891465,0.0067212651102071,-0.0081175621310703,-0.6714089190018784,0.04654962026991584
1660173519514755,-0.9351338979171432,-0.3422293430991075,0.0751354238193329,0.0044076243062839,0.0122503908804973,0.0201625333992877,0.0068007890757873,-0.0081711852375344,-0.6721332092634559,0.04566333499375405
1660173519530758,-0.938185702296483,-0.3277027542534525,0.0763561455710686,0.0053677701326383,0.012418163836249,0.0210895890530347,0.0068719467581549,-0.008225475801773,-0.6728446927788441,0.04481819497435626
1660173519546762,-0.9511253528648816,-0.2903486686503394,0.0680552376592658,0.0064303493887854,0.0124994954475788,0.0214033401529248,0.0069374462955315,-0.0082861760018372,-0.6735414611002434,0.043904228040186156
1660173519562765,-0.953566796368353,-0.2749675745784694,0.0619516289005872,0.0075450090226747,0.0125856697111537,0.0212105687586742,0.007001178093368,-0.0083539405780051,-0.6742221513175123,0.04293858949328653
1660173519578768,-0.9532005798428322,-0.2931563286793315,0.0652475776302736,0.0086341092007577,0.0127242183516452,0.0207332847578103,0.0070666799047905,-0.0084343991532673,-0.6748863959851673,0.042018645793275126
1660173519594771,-0.949294270237278,-0.3165941863126576,0.069398031586175,0.0096104764790578,0.0129343941142034,0.0202318690195061,0.0071360237931682,-0.0085285969947528,-0.6755351490436211,0.04120083903162961
1660173519610774,-0.941603723201343,-0.3286793316548411,0.0759899290455479,0.0103998059969496,0.0132141685175428,0.0199198648065976,0.0072095068911463,-0.0086342787723133,-0.676170655633931,0.04052569738970783
1660173519626777,-0.945021744106203,-0.3208667124437325,0.0789196612497136,0.0109603784674778,0.0135323646863287,0.0199174501345168,0.0072858628873953,-0.0087472767262461,-0.6767960878442738,0.040008018019170484
1660173519642780,-0.9530785076676588,-0.3089036392767222,0.0812390325780114,0.0112947152252109,0.0138342636758484,0.0202436651821076,0.0073626748727299,-0.0088617259575532,-0.6774149365007307,0.03962580673648073
1660173519658784,-0.9616235599298086,-0.3004806591897458,0.0869764248111693,0.0114504399218483,0.0140647508907801,0.0208320729121926,0.0074369557086248,-0.0089711003120045,-0.6780302993660289,0.039337871779943114
1660173519674787,-0.9656519417105364,-0.2975509269855801,0.0819714656290528,0.0115101010470071,0.0141893575892053,0.0215688740075042,0.0075058193720077,-0.0090705574003464,-0.6786442350498112,0.039108769615631415
1660173519690826,-0.9617456321049822,-0.3019455252918286,0.0751354238193329,0.0115726637740005,0.0142020281169566,0.0223444780149441,0.0075669931555135,-0.0091583856757753,-0.6792573457132549,0.038898943760846086
1660173519706829,-0.9439230945296408,-0.3203784237430383,0.0687876707103072,0.0117319600567725,0.0141209910160536,0.0230915352915619,0.0076189967243283,-0.0092359073573343,-0.6798686836730456,0.0386514918940269
1660173519722832,-0.9384298466468302,-0.3340505073624782,0.0707408255130843,0.0120583462602617,0.0139844980095753,0.0237880793839106,0.0076610984343646,-0.009306749177176,-0.680475978818208,0.03830380767851514
1660173519738835,-0.9392843518730452,-0.3311207751583125,0.0729381246662086,0.0125884232583516,0.013852051020931,0.0244353123891267,0.0076933270075561,-0.0093753910943387,-0.6810760995872521,0.03780580163603496
1660173519754839,-0.947585259784848,-0.316472114137484,0.0769665064469364,0.0133244054827795,0.0137945689551525,0.0250411530578245,0.0077165783383619,-0.009445246222817,-0.6816656058592572,0.03713036619951853
1660173519770842,-0.9567406729228658,-0.2921797512779429,0.0789196612497136,0.0142412806248265,0.0138611274524381,0.0256228582094641,0.0077324791551386,-0.0095175486432304,-0.6822412475642532,0.03627390636825601
1660173519786845,-0.9546654459449152,-0.2847333485923551,0.0750133516441593,0.0152978786713495,0.0140427518432548,0.0262111178016096,0.0077427426015164,-0.0095913376450125,-0.6828003133320022,0.035250481367742094
1660173519802848,-0.9440451667048144,-0.3025558861676965,0.07196154726482,0.0164478972709048,0.0142705411896391,0.0268366512651398,0.0077482972071378,-0.0096644025868825,-0.6833407983831272,0.03408934892902882
1660173519818851,-0.9412375066758224,-0.3217212176699475,0.0789196612497136,0.0176479572227466,0.0144588625971893,0.0275054140774087,0.0077488548273078,-0.009735330564827,-0.6838614134682399,0.03283904615712171
1660173519834854,-0.9483176928358894,-0.3255054551003282,0.0905165178912028,0.018860924306405,0.0145564372284949,0.0281867479141833,0.0077432782272644,-0.0098049967298755,-0.6843615041624304,0.03155941664620489
1660173519850857,-0.9485618371862364,-0.3217212176699475,0.0892957961394671,0.0200543851409495,0.0145609295348912,0.0288294409689148,0.007730386747119,-0.0098752334050779,-0.684840970741775,0.030297198555018667
1660173519866860,-0.946730754558633,-0.3051194018463415,0.0726939803158615,0.0211963014373151,0.0144991013505218,0.029395587115175,0.0077095258560059,-0.0099458836334919,-0.6853002447642548,0.029071521400741384
1660173519882864,-0.9474631876096744,-0.3032883192187379,0.0603646906233308,0.0222512824686336,0.0144072436234035,0.0298869210306159,0.0076806229051562,-0.0100135960346383,-0.6857403197159824,0.027886930811011117
1660173519898867,-0.943068589303426,-0.313908598458839,0.0640268558785379,0.0231808424098609,0.014330642768347,0.0303429504501775,0.0076440058014114,-0.0100730186095552,-0.6861627931118714,0.02676252809217798
1660173519914870,-0.9464866102082858,-0.3226977950713361,0.0741588464179443,0.0239493097878094,0.0143305799126136,0.0308138138759641,0.0076003825662161,-0.0101185918149922,-0.6865698541374154,0.025745037614955304
1660173519930873,-0.9470969710841536,-0.3167162584878311,0.0776989394979779,0.0245342547268964,0.0144754425529556,0.0313353133998589,0.0075510162934735,-0.0101459551412252,-0.6869641436255126,0.02489430633722388
1660173519946876,-0.9489280537117571,-0.3049973296711679,0.0737926298924236,0.0249377885421748,0.0148095686771759,0.0319233306526481,0.0074977449374439,-0.010152400317995,-0.6873484488996856,0.02425208765450058
1660173519962879,-0.953566796368353,-0.3038986800946057,0.0768444342717629,0.0251939619116147,0.0153231540678735,0.0325724244622106,0.0074426047588577,-0.0101361554248406,-0.6877252603010825,0.023823174122618213
1660173519978882,-0.9582055390249486,-0.3062180514229036,0.0853894865339128,0.0253680152237164,0.0159501012690603,0.0332454276859612,0.0073872776195402,-0.0100964667542016,-0.6880962714198784,0.02357547166087117
1660173519994886,-0.9571068894483864,-0.3135423819333183,0.08734264133669,0.0255453141147233,0.0165944564624401,0.0338692681944216,0.0073327648275415,-0.0100353761951718,-0.6884619618644315,0.023421511390735377
1660173520011108,-0.9545433737697416,-0.323308155947204,0.0833142595559621,0.0258110848238861,0.0171640261748707,0.0343521561878759,0.0072794249428639,-0.009958644130706,-0.6888214344305142,0.023213805730363784
1660173520027112,-0.954421301594568,-0.3142748149843597,0.0689097428854808,0.0262257767044523,0.0175876889360137,0.0346159265591761,0.0072271662354839,-0.0098743371771929,-0.6891726246451721,0.02280806478967072
1660173520043116,-0.9481956206607158,-0.3067063401235979,0.0582894636453801,0.0268036501835546,0.017811354900113,0.0346285887819251,0.0071754714628391,-0.0097900018969868,-0.689512885264132,0.022146712317836686
1660173520059120,-0.9461203936827652,-0.3004806591897458,0.0608529793240251,0.0275023830464878,0.0177974282682467,0.0344208520176452,0.007123194573785,-0.0097102882870906,-0.6898398193223678,0.0212842565026058
1660173520075124,-0.9440451667048144,-0.3046311131456472,0.0614633401998929,0.0282283128928716,0.0175524272937505,0.0340771950290932,0.0070685145956063,-0.0096371725206362,-0.6901521340678533,0.020336650601256993
1660173520091128,-0.9453879606317236,-0.319035629816129,0.0640268558785379,0.0288566989486657,0.0171623927376156,0.0337106880453679,0.0070094625649711,-0.0095711905796685,-0.6904502833222489,0.019438779776265947
