Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m)
1660173522026550,-0.9168230716411077,-0.2901045242999922,-0.2149080643930725,0,0,0,6.770550740292126e-05,-0.009724462903553952,-0.6756574640388058
1660173522042547,-0.9112077515831234,-0.2891279468986037,-0.2006256198977647,0.0005674085341759158,-0.0002156923342086735,-0.0006018518765023102,0.0002508114079715351,-0.009971842933878792,-0.6739128586228634
1660173522058544,-0.9129167620355534,-0.2894941634241244,-0.201968413824674,0.001375021651736317,-0.0005763222156445545,-0.001030885313305691,0.0004371868306594718,-0.01023278722733684,-0.672164716762224
1660173522074541,-0.9125505455100327,-0.2907148851758601,-0.2069733730067904,0.002359901088486564,-0.001067809107881627,-0.001303952226311667,0.0006235942946276113,-0.0105612090586805,-0.6704103512300745
1660173522090538,-0.9099870298313877,-0.2925459678034636,-0.2144197756923782,0.00343799739360725,-0.001658257458292551,-0.001432099590668298,0.0008072259893596948,-0.01090983546670092,-0.668648210720575
1660173522106535,-0.9109636072327763,-0.2926680399786372,-0.2140535591668575,0.004524008296948651,-0.002307680161102854,-0.001425585362060872,0.0009858565807739795,-0.01122294580067617,-0.6668780780674031
1660173522122532,-0.9145037003128098,-0.2919356069275958,-0.2108796826123447,0.005550240540582229,-0.002973657954118579,-0.001301024266428345,0.001157938155461702,-0.01148832018163742,-0.6651009736051487
1660173522138528,-0.914747844663157,-0.2985275043869686,-0.2149080643930725,0.006479736580118446,-0.003616802888742479,-0.001087735919275257,0.001322672157582324,-0.01173142941852862,-0.6633187806904297
1660173522154525,-0.9143816281376362,-0.2952315556572822,-0.208804455634394,0.007310925795228738,-0.004208993403082497,-0.0008349952337221615,0.001480040899647396,-0.01197773481714496,-0.6615337082800031
1660173522170522,-0.9218280308232241,-0.281071183337148,-0.2025787747005419,0.008073556180326753,-0.004740582252293662,-0.0006113280236476455,0.001630758353473639,-0.01222167737273057,-0.6597477185530143
1660173522186519,-0.9153582055390248,-0.2951094834821086,-0.2014801251239797,0.008817796128579343,-0.005221379846055627,-0.000494479492372671,0.001776121328737459,-0.01246254420862772,-0.6579621380747793
1660173522202516,-0.9142595559624627,-0.2958419165331501,-0.207949950408179,0.00959969832698325,-0.00567345972065662,-0.000561197123296041,0.001917822755837965,-0.01269684469553528,-0.6561774383222514
1660173522218513,-0.9142595559624627,-0.2949874113069351,-0.2119783321889068,0.0104666623597151,-0.006118954558515826,-0.0008720830731668238,0.002057797953457168,-0.01292493241780349,-0.654393266239653
1660173522234510,-0.907911802853437,-0.2955977721828029,-0.2145418478675518,0.01144601889313487,-0.006571842188977979,-0.001449853784975284,0.00219806483194116,-0.01316034584908935,-0.6526086928951743
1660173522250507,-0.9108415350576027,-0.2786297398336766,-0.2153963530937668,0.01253878418431801,-0.00704056368154437,-0.002270333873709104,0.002340479887458587,-0.01340245688127401,-0.6508225410589172
1660173522266504,-0.9149919890135041,-0.2902265964751658,-0.2184481574731061,0.01371940469794971,-0.007532138782935525,-0.003272904072646052,0.002486453292382229,-0.01366386460826186,-0.6490338551812138
1660173522282501,-0.9093766689555198,-0.2923018234531165,-0.2119783321889068,0.01494092802885129,-0.008046613436388916,-0.004375365313587284,0.002636775141338702,-0.01395538303395155,-0.6472422605122167
1660173522298498,-0.9060807202258334,-0.2973067826352329,-0.2152742809185932,0.01614401161385292,-0.008572254114339321,-0.005486923577198891,0.00279162478972361,-0.01427942015925548,-0.6454482173847909
1660173522314495,-0.9135271229114212,-0.2957198443579765,-0.2158846417944611,0.01726783426647385,-0.009092416269110486,-0.006522276784566645,0.00295067411992132,-0.01462782983597354,-0.6436531255220544
1660173522330492,-0.9132829785610741,-0.2866865033951322,-0.2150301365682461,0.01826100125773634,-0.009595648007304605,-0.007415892785634106,0.003113186622264419,-0.01499036552802096,-0.6418592782595095
1660173522346496,-0.9151140611886777,-0.2934004730296786,-0.2129549095902954,0.01909078150163655,-0.01008219200052347,-0.008136300558261382,0.003278115659214494,-0.01536860288833808,-0.6400696656997004
1660173522362493,-0.9129167620355534,-0.2907148851758601,-0.2072175173571376,0.01974935962467145,-0.01056648937403516,-0.008696906023103523,0.003444240729546149,-0.01575131335535067,-0.6382875764318449
