Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Head Pink X meters,Hand Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Head Pink Y meters,Hand Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters,angular velocity,Head Pink m/s,Hand Pink m/s,Elbow Orange m/s,Shoulder Green m/s
1.0,316.346283,956.1828613,991.7785645,974.9109497,724.2178345,1003.091858,503.2690735,996.6466064,1659655963695000.0,0.0,0.0,0.3292325413287261,1.032178327272114,0.753718601865228,0.5237695681746273,-0.9951326451993489,-1.0146236159156414,-1.04395246393805,-1.037244667204522,,,,,
2.0,316.5202026,956.109436,991.9094849,975.0043945,724.4916382,1003.299988,503.2690735,996.6466064,1659655963711666.5,0.0116170548529594,0.0166665,0.329413545484526,1.0323145806701153,0.7540035588658962,0.5237695681746273,-0.9950562289447066,-1.0147208671578123,-1.0441690720428676,-1.037244667204522,0.6970302614801788,0.011788427130258398,0.010044005837041113,0.021476275931571705,0.0
3.0,316.5515442,956.1013794,992.1204224,975.0881958,724.2178345,1003.091858,503.2690735,996.6466064,1659655963728333.2,0.0225126914995878,0.03333325,0.3294461637739507,1.0325341106374917,0.753718601865228,0.5237695681746273,-0.9950478441618436,-1.0148080820752885,-1.04395246393805,-1.037244667204522,0.6537349301230534,0.002020724275884925,0.014173194920835245,0.021476275931571705,0.0
4.0,316.6265259,956.1535645,992.1204224,975.0881958,724.2080078,1003.591492,503.5,996.8201904,1659655963745000.0,-0.0225376428367311,0.05,0.3295241998280179,1.0325341106374917,0.7537083748779431,0.5240099013871251,-0.9951021550041572,-1.0148080820752885,-1.0444724503592409,-1.0374253220897702,-2.7030065451464083,0.00570451189655301,0.0,0.031205218957260982,0.01803958054215806
5.0,316.5515442,956.1013794,991.9729614,975.2454834,724.1436157,1002.981018,503.1687317,996.6378784,1659655963761666.5,0.0401478769920327,0.0666665,0.3294461637739507,1.0323806428637703,0.753641359787633,0.5236651389855052,-0.9950478441618436,-1.0149717767322208,-1.0438371089083185,-1.0372355836724083,3.761168801413842,0.00570451189655301,0.013463055886576848,0.03833196073411642,0.02361148894368077
6.0,316.57547,956.0447998,991.9718018,975.4436646,724.1959229,1003.531799,502.5,996.5,1659655963778333.2,0.0632356766333153,0.08333325,0.3294710641832826,1.0323794360278586,0.7536957977036486,0.5229691667269719,-0.994988959811066,-1.0151780307760516,-1.0444103257851722,-1.0370920888426418,1.3852610521716953,0.0038359652950699214,0.012375454471577788,0.03454776213586457,0.0426366666490624
7.0,316.684021,955.953125,991.9071655,975.4642944,724.0084839,1002.983032,502.875,996.7824097,1659655963794999.8,0.065377251781372,0.09999975,0.3295840369713768,1.0323121667901445,0.7535007234396841,0.5233594422245293,-0.9948935506692436,-1.0151995009239436,-1.043839204947924,-1.0373860024057953,0.1284957938413411,0.008872244287387653,0.0042367467867853404,0.03621103043440996,0.029314169402480647
8.0,316.684021,955.953125,991.9366455,975.5211182,724.699707,1003.753784,502.875,996.7824097,1659655963811666.5,0.0721720953042497,0.1166665,0.3295840369713768,1.032342847647926,0.7542201032777527,0.5233594422245293,-0.9948935506692436,-1.0152586394221252,-1.0446413532687064,-1.0373860024057953,0.4076885729297968,0.0,0.003997403808096213,0.06464841380756078,0.0
9.0,316.5,955.8075562,991.8345337,975.6398926,724.0084839,1002.983032,503.2690735,996.6466064,1659655963828333.5,0.0856138757357818,0.1333335,0.3293925199384808,1.0322365763584551,0.7535007234396841,0.5237695681746273,-0.9947420521736464,-1.0153822520569442,-1.043839204947924,-1.037244667204522,0.8064906960780052,0.014651622606624207,0.009780859554745164,0.06464841380756078,0.026027757541243257
10.0,316.684021,955.953125,991.8345337,975.6398926,723.791687,1003.820496,502.2787781,996.7211914,1659655963845000.0,0.085440623037431,0.15,0.3295840369713768,1.0322365763584551,0.7532750953916404,0.522738933428057,-0.9948935506692436,-1.0153822520569442,-1.0447107827593547,-1.0373222903991497,-0.0103952658537069,0.014651622606624207,0.0,0.05401852673660094,0.06201322462391351
11.0,316.4479065,955.784729,991.7089233,975.7488403,724.2813721,1002.837891,502.5,996.5,1659655963861666.8,0.0975904722893515,0.16666675,0.3293383044274621,1.0321058492614996,0.7537847276477709,0.5229691667269719,-0.9947182951154124,-1.015495637704478,-1.0436881516786147,-1.0370920888426418,0.7289873101786789,0.018109565766047265,0.01038292657212722,0.06855507063392728,0.019534596560267823
12.0,316.5597229,955.8787842,991.7089233,975.7488403,724.927063,1003.388916,502.5,996.5,1659655963878333.2,0.0975904722893515,0.18333325,0.3294546756305156,1.0321058492614996,0.7544567205471464,0.5229691667269719,-0.99481618162202,-1.015495637704478,-1.0442616224947256,-1.0370920888426418,0.0,0.00912395146159033,0.0,0.05300561896130571,0.0
13.0,316.7312927,956.0544434,991.6977539,976.0,724.2813721,1002.837891,502.2787781,996.7211914,1659655963895000.0,0.1268330162856872,0.2,0.3296332342680112,1.0320942248797864,0.7537847276477709,0.522738933428057,-0.9949989962398348,-1.0157570283095017,-1.0436881516786147,-1.0373222903991497,1.7545438670608051,0.015332832009768434,0.015698937184458743,0.05300561896130571,0.019534596560267823
14.0,316.7340088,956.109436,992.0406494,975.9451294,724.0284424,1003.563293,502.2787781,996.7211914,1659655963911666.8,0.1221207061258812,0.21666675,0.3296360610074217,1.032451088111447,0.7535214949423988,0.522738933428057,-0.9950562289447066,-1.0156999225742585,-1.0444431026825591,-1.0373222903991497,-0.2827371959023799,0.003438148144785285,0.02168420512705368,0.04797158442164523,0.0
15.0,316.7312927,956.0544434,991.8980713,976.0997925,724.3123169,1002.777771,502.5,997.0,1659655963928333.2,0.1395448827957274,0.23333325,0.3296332342680112,1.032302702140998,0.7538169329736825,0.5229691667269719,-0.9949989962398348,-1.015860885823075,-1.0436255827108465,-1.0376124561727185,1.0454610548013203,0.003438148144785285,0.013135418885764395,0.05215593086236718,0.022224598378554263
16.0,316.7340088,956.109436,991.6977539,976.0,724.1781616,1003.353455,502.5,997.0,1659655963945000.0,0.1268782670599398,0.25,0.3296360610074217,1.0320942248797864,0.7536773129031291,0.5229691667269719,-0.9950562289447066,-1.0157570283095017,-1.044224717002942,-1.0376124561727185,-0.7599931441815357,0.003438148144785285,0.01397486835876053,0.03691125019066382,0.0
17.0,316.7312927,956.0544434,991.8980713,976.0997925,725.0,1003.5,502.2787781,996.7211914,1659655963961666.5,0.1394807577322439,0.2666665,0.3296332342680112,1.032302702140998,0.7545326286110541,0.522738933428057,-0.9949989962398348,-1.015860885823075,-1.044377231463714,-1.0373222903991497,0.7561570019082661,0.003438148144785285,0.01397486835876053,0.052128420611831996,0.022224598378554263
18.0,316.7312927,956.0544434,992.1064453,975.9578247,724.6116333,1003.746155,502.2787781,996.7211914,1659655963978333.2,0.1239289202619617,0.28333325,0.3296332342680112,1.032519564185073,0.7541284419255148,0.522738933428057,-0.9949989962398348,-1.015713135012989,-1.044633413503984,-1.0373222903991497,-0.9331055826890172,0.0,0.01574465029618799,0.028712123089158482,0.0
19.0,316.2983398,956.2483521,991.5,976.0,724.6116333,1003.746155,502.5,997.5,1659655963995000.0,0.1258407089710663,0.3,0.3291826451787674,1.031888415541876,0.7541284419255148,0.5229691667269719,-0.99520080374483,-1.0157570283095017,-1.044633413503984,-1.0381328235027951,0.1147067490125312,0.029623039464321228,0.03796038504333106,0.0,0.05055587624127987
