Frame #,Arm Pink X,Arm Pink Y,Back Pink X,Back Pink Y,Neck Green X,Neck Green Y,Shoulder Orange X,Shoulder Orange Y,Leg Orange X,Leg Orange Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Back Pink X meters,Neck Green X meters,Shoulder Orange X meters,Leg Orange X meters,Arm Pink Y meters,Back Pink Y meters,Neck Green Y meters,Shoulder Orange Y meters,Leg Orange Y meters,angular velocity,Arm Pink m/s,Back Pink m/s,Neck Green m/s,Shoulder Orange m/s,Leg Orange m/s
1.0,344.2444458,1016.5,515.5,1029.235718,517.3389282,875.3389282,370.5,882.5,414.1699219,1407.830078,1660006084065670.0,0.0,0.0,0.4249716702221054,0.6363875980348362,0.6386577650574484,0.4573842969387136,0.511295056791885,-1.2548748659600604,-1.2705971801933658,-1.0806107429361511,-1.089451125636747,-1.7379740092718063,,,,,,
2.0,344.5,1016.0,515.1860352,1029.081421,517.3102417,874.8449097,370.5,882.5,414.1699219,1407.830078,1660006084082336.8,0.0132237569843488,0.01666675,0.4252871532938915,0.6360000067546433,0.6386223514147111,0.4573842969387136,0.511295056791885,-1.25425761319766,-1.270406699694406,-1.0800008743685476,-1.089451125636747,-1.7379740092718063,0.7934214519536682,0.04159218614822228,0.0259120696872361,0.03665375376456703,0.0,0.0
3.0,344.5,1016.0,515.1860352,1029.081421,517.3102417,874.8449097,370.3484802,882.6514893,414.1699219,1407.830078,1660006084099003.2,0.0132237569843488,0.03333325,0.4252871532938915,0.6360000067546433,0.6386223514147111,0.4571972449084968,0.511295056791885,-1.25425761319766,-1.270406699694406,-1.0800008743685476,-1.0896381400145452,-1.7379740092718063,0.0,0.0,0.0,0.0,0.01587029370368838,0.0
4.0,344.5,1016.0,515.083313,1028.730103,517.3102417,874.8449097,370.3484802,882.6514893,414.2113953,1408.211426,1660006084115670.0,0.0133827321872527,0.05,0.4252871532938915,0.6358731956312236,0.6386223514147111,0.4571972449084968,0.5113462559333173,-1.25425761319766,-1.269972995682444,-1.0800008743685476,-1.0896381400145452,-1.7384447854846783,0.0095384644819116,0.0,0.027111783999832238,0.0,0.0,0.028413126207477334
5.0,344.0,1016.0,515.083313,1028.730103,517.3102417,874.8449097,370.3484802,882.6514893,414.2113953,1408.211426,1660006084132336.5,0.0133827321872527,0.0666665,0.4246699005314911,0.6358731956312236,0.6386223514147111,0.4571972449084968,0.5113462559333173,-1.25425761319766,-1.269972995682444,-1.0800008743685476,-1.0896381400145452,-1.7384447854846783,0.0,0.03703516574402266,0.0,0.0,0.0,0.0
6.0,344.5,1016.0,515.3008423,1029.0,517.3102417,874.8449097,370.2113953,882.7886353,414.2113953,1408.211426,1660006084149003.2,0.0130952045398322,0.08333325,0.4252871532938915,0.6361417367538796,0.6386223514147111,0.45702801284208,0.5113462559333173,-1.25425761319766,-1.270306185020071,-1.0800008743685476,-1.0898074475092494,-1.7384447854846783,-0.017251572587367,0.03703516574402266,0.025676177467774074,0.0,0.014363017518619764,0.0
7.0,344.0,1016.0,515.0,1028.5,516.7927246,874.9411621,370.2113953,882.7886353,414.2113953,1408.211426,1660006084165670.0,0.206027972578232,0.1,0.4246699005314911,0.6357703452724358,0.6379834736955823,0.45702801284208,0.5113462559333173,-1.25425761319766,-1.2696889322576703,-1.080119698488123,-1.0898074475092494,-1.7384447854846783,11.575908202762967,0.03703516574402266,0.04322218618544198,0.03899002540409105,0.0,0.0
8.0,344.0,1016.0,515.0,1028.5,516.7927246,874.9411621,370.2113953,882.7886353,414.2113953,1408.211426,1660006084182336.5,0.206027972578232,0.1166665,0.4246699005314911,0.6357703452724358,0.6379834736955823,0.45702801284208,0.5113462559333173,-1.25425761319766,-1.2696889322576703,-1.080119698488123,-1.0898074475092494,-1.7384447854846783,0.0,0.0,0.0,0.0,0.0,0.0
9.0,344.0,1016.0,515.0,1028.5,516.4692383,875.1359253,370.2113953,882.7886353,414.2113953,1408.211426,1660006084199003.5,0.3260172044410206,0.1333335,0.4246699005314911,0.6357703452724358,0.6375841280710349,0.45702801284208,0.5113462559333173,-1.25425761319766,-1.2696889322576703,-1.0803601347345508,-1.0898074475092494,-1.7384447854846783,7.199209927568771,0.0,0.0,0.027968401083887765,0.0,0.0
10.0,344.0,1016.0,515.0,1028.5,516.2547607,875.2709961,370.2113953,882.7886353,414.0,1408.5,1660006084215670.0,0.4057250595127556,0.15,0.4246699005314911,0.6357703452724358,0.6373193542888889,0.45702801284208,0.5110852872675504,-1.25425761319766,-1.2696889322576703,-1.08052688038339,-1.0898074475092494,-1.738801031681992,4.782519129495395,0.0,0.0,0.01877427393076738,0.0,0.0264963694004538
11.0,344.0,1016.0,515.0,1028.5,516.2547607,875.2709961,370.2113953,882.7886353,414.0,1408.5,1660006084232336.8,0.4057250595127556,0.16666675,0.4246699005314911,0.6357703452724358,0.6373193542888889,0.45702801284208,0.5110852872675504,-1.25425761319766,-1.2696889322576703,-1.08052688038339,-1.0898074475092494,-1.738801031681992,0.0,0.0,0.0,0.0,0.0,0.0
12.0,344.0,1016.0,515.0,1028.5,516.2547607,875.2709961,370.2113953,882.7886353,414.0,1408.5,1660006084249003.5,0.4057250595127556,0.1833335,0.4246699005314911,0.6357703452724358,0.6373193542888889,0.45702801284208,0.5110852872675504,-1.25425761319766,-1.2696889322576703,-1.08052688038339,-1.0898074475092494,-1.738801031681992,0.0,0.0,0.0,0.0,0.0,0.0
13.0,344.0,1016.0,515.0,1028.5,516.2547607,875.2709961,370.2113953,882.7886353,414.0,1408.5,1660006084265670.0,0.4057250595127556,0.2,0.4246699005314911,0.6357703452724358,0.6373193542888889,0.45702801284208,0.5110852872675504,-1.25425761319766,-1.2696889322576703,-1.08052688038339,-1.0898074475092494,-1.738801031681992,0.0,0.0,0.0,0.0,0.0,0.0
14.0,344.0,1016.0,515.0,1028.5,516.0655518,875.2079468,370.2113953,882.7886353,413.5,1408.5,1660006084282336.8,0.4766343375484224,0.21666675,0.4246699005314911,0.6357703452724358,0.6370857748564973,0.45702801284208,0.51046803450515,-1.25425761319766,-1.2696889322576703,-1.080449045674205,-1.0898074475092494,-1.738801031681992,4.254535409462964,0.0,0.0,0.014772384218025679,0.0,0.03703516574402599
15.0,344.0,1016.0,515.0,1028.5,515.8790283,875.0698853,370.2113953,882.7886353,413.5,1408.5,1660006084299003.2,0.5466438137183214,0.23333325,0.4246699005314911,0.6357703452724358,0.6368555105652421,0.45702801284208,0.51046803450515,-1.25425761319766,-1.2696889322576703,-1.0802786079896929,-1.0898074475092494,-1.738801031681992,4.200610576299702,0.0,0.0,0.017188785101479358,0.0,0.0
16.0,344.0,1016.0,515.0,1028.5,516.0,875.2051392,370.2113953,882.7886353,413.5,1408.5,1660006084315670.0,0.5011412848966675,0.25,0.4246699005314911,0.6357703452724358,0.6370048507972367,0.45702801284208,0.51046803450515,-1.25425761319766,-1.2696889322576703,-1.0804455796764938,-1.0898074475092494,-1.738801031681992,-2.730138078608836,0.0,0.0,0.013440810120939835,0.0,0.0
17.0,344.0,1016.0,515.0,1028.5,516.0,875.2051392,370.2113953,882.7886353,413.5,1408.5,1660006084332336.8,0.5011412848966675,0.26666675,0.4246699005314911,0.6357703452724358,0.6370048507972367,0.45702801284208,0.51046803450515,-1.25425761319766,-1.2696889322576703,-1.0804455796764938,-1.0898074475092494,-1.738801031681992,0.0,0.0,0.0,0.0,0.0,0.0
18.0,344.0,1016.0,515.0,1028.5,516.1842651,875.3441772,370.2113953,882.7886353,413.5,1408.5,1660006084349003.2,0.4318717060414932,0.28333325,0.4246699005314911,0.6357703452724358,0.6372323270812146,0.45702801284208,0.51046803450515,-1.25425761319766,-1.2696889322576703,-1.080617222855651,-1.0898074475092494,-1.738801031681992,-4.156216293473401,0.0,0.0,0.017098088390369626,0.0,0.0
19.0,344.0,1016.0,515.0,1028.5,516.5,875.1577148,370.2113953,882.7886353,413.5,1408.5,1660006084365670.0,0.3144462963870723,0.3,0.4246699005314911,0.6357703452724358,0.6376221035596371,0.45702801284208,0.51046803450515,-1.25425761319766,-1.2696889322576703,-1.080387033992683,-1.0898074475092494,-1.738801031681992,-7.045489351818494,0.0,0.0,0.027160364812669667,0.0,0.0
20.0,344.0,1016.0,515.0,1028.5,516.8449097,875.3102417,370.1358032,883.3086548,413.5,1408.5,1660006084382336.5,0.1849011799493718,0.3166665,0.4246699005314911,0.6357703452724358,0.6380478964898445,0.4569346939769987,0.51046803450515,-1.25425761319766,-1.2696889322576703,-1.0805753292934142,-1.0904494144550037,-1.738801031681992,-7.772784714109156,0.0,0.0,0.02793415584711991,0.038922845374868814,0.0
21.0,344.0,1016.0,515.0,1028.5,516.8449097,875.3102417,370.1358032,883.3086548,413.5,1408.5,1660006084399003.2,0.1849011799493718,0.33333325,0.4246699005314911,0.6357703452724358,0.6380478964898445,0.4569346939769987,0.51046803450515,-1.25425761319766,-1.2696889322576703,-1.0805753292934142,-1.0904494144550037,-1.738801031681992,0.0,0.0,0.0,0.0,0.0,0.0
