Timestamp (microseconds),Gyro X (°/s),Gyro Y (°/s),Gyro Z (°/s)
1658967315919799,0.7019150072480898,0.3967345693140487,-1.5564202334630863
1658967315935799,0.5188067444876197,0.45777065690094787,-1.4953841458761872
1658967315951799,0.33569848172737693,0.45777065690094787,-1.1902037079423735
1658967315967799,-0.03051804379333589,0.5188067444876197,-0.7629510948347615
1658967315983799,-0.09155413138023505,0.7629510948347615,-0.5798428320745188
1658967315999798,0.213626306553806,0.7629510948347615,-0.5798428320745188
1658967316015798,0.2746623941404778,0.7629510948347615,-0.6408789196611906
1658967316031798,0.09155413138023505,0.3967345693140487,-0.9460593575952316
1658967316047798,0.03051804379333589,0.15259021896690683,-1.2512397955290453
1658967316063798,0.2746623941404778,0.03051804379333589,-1.3122758831159445
1658967316079797,1.0681315327688026,0.2746623941404778,-1.2512397955290453
1658967316095797,1.1902037079423735,0.33569848172737693,-1.1291676203554744
1658967316111797,1.4343480582895154,0.5798428320745188,-1.0681315327688026
1658967316127797,1.1291676203554744,0.7019150072480898,-0.8850232700083325
1658967316143797,0.8239871824216607,0.7629510948347615,-0.6408789196611906
1658967316159796,0.5798428320745188,0.8239871824216607,-0.5798428320745188
1658967316175796,0.33569848172737693,0.7629510948347615,-0.5188067444876197
1658967316191796,0.3967345693140487,0.7019150072480898,-0.5798428320745188
1658967316207796,0.3967345693140487,0.6408789196611906,-0.5798428320745188
1658967316223796,0.45777065690094787,0.6408789196611906,-0.7629510948347615
1658967316239807,0.15259021896690683,0.45777065690094787,-1.0681315327688026
1658967316255807,0.2746623941404778,0.33569848172737693,-1.3122758831159445
1658967316271806,0.2746623941404778,0.5188067444876197,-1.1902037079423735
1658967316287806,0.8239871824216607,0.33569848172737693,-1.3122758831159445
1658967316303806,0.8239871824216607,0.33569848172737693,-1.1902037079423735
1658967316319806,0.8850232700083325,0.5798428320745188,-1.1291676203554744
1658967316335806,0.7019150072480898,0.6408789196611906,-0.8850232700083325
1658967316351805,0.6408789196611906,0.7629510948347615,-0.8239871824216607
1658967316367805,0.33569848172737693,0.7629510948347615,-0.6408789196611906
1658967316383805,0.03051804379333589,0.7019150072480898,-0.5798428320745188
1658967316399805,-0.09155413138023505,0.6408789196611906,-0.6408789196611906
1658967316415804,-0.2746623941404778,0.5798428320745188,-0.5798428320745188
1658967316431804,-0.03051804379333589,0.5188067444876197,-0.8239871824216607
1658967316447804,0.3967345693140487,0.45777065690094787,-0.9460593575952316
1658967316463804,0.7019150072480898,0.3967345693140487,-1.0070954451819034
1658967316479804,0.7019150072480898,0.3967345693140487,-1.0070954451819034
1658967316495803,1.0070954451819034,0.45777065690094787,-1.1291676203554744
1658967316511803,1.1902037079423735,0.33569848172737693,-1.1902037079423735
1658967316527803,1.2512397955290453,0.3967345693140487,-1.1902037079423735
1658967316543803,1.1291676203554744,0.33569848172737693,-1.1902037079423735
1658967316559784,1.0681315327688026,0.45777065690094787,-1.3122758831159445
1658967316575783,0.7019150072480898,0.5798428320745188,-1.1902037079423735
1658967316591783,0.7019150072480898,0.7019150072480898,-1.0070954451819034
1658967316607783,0.6408789196611906,0.6408789196611906,-0.9460593575952316
1658967316623783,0.5188067444876197,0.5188067444876197,-0.9460593575952316
1658967316639783,0.33569848172737693,0.45777065690094787,-1.0681315327688026
