Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Head Pink X,Head Pink Y,Elbow Green X,Elbow Green Y,angles,Timestamp (microseconds),Seconds,Shoulder Pink X meters,Hand Pink X meters,Head Pink X meters,Elbow Green X meters,Shoulder Pink Y meters,Hand Pink Y meters,Head Pink Y meters,Elbow Green Y meters,angular velocity
1.0,245.1989441,565.6469116,939.5,763.5,287.8601074,305.9341125,540.2333374,766.1450806,145.42135938541182,1658795608000000.0,0.0,0.1934445816683337,0.7411988870689414,0.2271012147274358,0.4262057992958168,-0.4462553074527981,-0.6023473659149938,-0.2413603232585676,-0.6044341469654757,
2.0,245.1989441,565.6469116,939.5,763.5,287.8601074,305.9341125,540.2333374,766.1450806,145.42135938541182,1658795608016666.8,0.01666675,0.1934445816683337,0.7411988870689414,0.2271012147274358,0.4262057992958168,-0.4462553074527981,-0.6023473659149938,-0.2413603232585676,-0.6044341469654757,0.0
3.0,245.1989441,565.6469116,939.5,763.5,287.8601074,305.9341125,540.2333374,766.1450806,145.42135938541182,1658795608033333.2,0.03333325,0.1934445816683337,0.7411988870689414,0.2271012147274358,0.4262057992958168,-0.4462553074527981,-0.6023473659149938,-0.2413603232585676,-0.6044341469654757,0.0
4.0,245.1989441,565.6469116,939.5,763.5,287.8601074,305.9341125,540.2333374,766.1450806,145.42135938541182,1658795608050000.0,0.05,0.1934445816683337,0.7411988870689414,0.2271012147274358,0.4262057992958168,-0.4462553074527981,-0.6023473659149938,-0.2413603232585676,-0.6044341469654757,0.0
5.0,245.1989441,565.6469116,939.5,763.5,287.8601074,305.9341125,540.2333374,766.1450806,145.42135938541182,1658795608066666.5,0.0666665,0.1934445816683337,0.7411988870689414,0.2271012147274358,0.4262057992958168,-0.4462553074527981,-0.6023473659149938,-0.2413603232585676,-0.6044341469654757,0.0
6.0,245.1989441,565.6469116,939.5,763.5,287.8601074,305.9341125,540.2333374,766.1450806,145.42135938541182,1658795608083333.2,0.08333325,0.1934445816683337,0.7411988870689414,0.2271012147274358,0.4262057992958168,-0.4462553074527981,-0.6023473659149938,-0.2413603232585676,-0.6044341469654757,0.0
7.0,245.1989441,565.6469116,939.6003418,763.326355,287.8601074,305.9341125,540.2333374,766.1450806,145.39654367908554,1658795608100000.0,0.1,0.1934445816683337,0.7412780496346535,0.2271012147274358,0.4262057992958168,-0.4462553074527981,-0.6022103723218645,-0.2413603232585676,-0.6044341469654757,-1.4889349349020946
8.0,245.0990601,565.6813965,939.5,763.5,287.8601074,305.9341125,540.2333374,766.1450806,145.4349557840109,1658795608116666.5,0.1166665,0.1933657802743625,0.7411988870689414,0.2271012147274358,0.4262057992958168,-0.4462825135938313,-0.6023473659149938,-0.2413603232585676,-0.6044341469654757,2.304749343014821
9.0,245.0990601,565.6813965,939.5,763.5,287.8601074,305.9341125,540.2333374,766.1450806,145.4349557840109,1658795608133333.5,0.1333335,0.1933657802743625,0.7411988870689414,0.2271012147274358,0.4262057992958168,-0.4462825135938313,-0.6023473659149938,-0.2413603232585676,-0.6044341469654757,0.0
10.0,244.9793396,565.8236694,939.5,763.5,287.8601074,305.9341125,540.2333374,766.1450806,145.46465727893062,1658795608150000.0,0.15,0.1932713292883494,0.7411988870689414,0.2271012147274358,0.4262057992958168,-0.4463947568244221,-0.6023473659149938,-0.2413603232585676,-0.6044341469654757,1.7821075162583935
