Frame #,Body Pink X,Body Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Body Pink X meters,Hand Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Body Pink Y meters,Hand Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters,angular velocity
1.0,381.6666565,1083.0,272.2407837,1584.873413,218.0,882.9230957,251.920578,1217.35144,1660087877000000.0,0.0,0.0,-0.2281186507925828,0.1627158128977384,0.1302965952772012,0.1505706128149752,-0.6472991407578389,-0.9472642644920072,-0.5277150149601673,-0.7275997609532021,
2.0,381.6666565,1083.0,273.0,1583.861206,218.0,882.9230957,251.920578,1217.35144,1660087877016666.8,0.0680403549421419,0.01666675,-0.2281186507925828,0.1631695894985134,0.1302965952772012,0.1505706128149752,-0.6472991407578389,-0.9466592776763384,-0.5277150149601673,-0.7275997609532021,0.0680403549421419
3.0,381.6666565,1083.0,273.0,1583.861206,217.9264679,882.9705811,252.5335846,1217.363892,1660087877033333.2,0.0680528500675577,0.03333325,-0.2281186507925828,0.1631695894985134,0.1302526458172306,0.1509370012226011,-0.6472991407578389,-0.9466592776763384,-0.5277433965470727,-0.7276072033990939,1.249512541579012e-05
4.0,381.6666565,1083.0,273.0,1583.861206,218.1468964,882.5875854,252.3152466,1217.5,1660087877050000.0,0.0679901646622351,0.05,-0.2281186507925828,0.1631695894985134,0.1303843939046254,0.1508065026078321,-0.6472991407578389,-0.9466592776763384,-0.527514483539202,-0.727688553899048,-6.268540532258782e-05
5.0,381.6666565,1083.0,273.0,1583.861206,217.9264679,882.9705811,252.7617188,1217.339722,1660087877066666.5,0.0680528500675577,0.0666665,-0.2281186507925828,0.1631695894985134,0.1302526458172306,0.1510733549360244,-0.6472991407578389,-0.9466592776763384,-0.5277433965470727,-0.7275927572123606,6.268540532258782e-05
6.0,381.6666565,1083.0,273.0,1583.861206,217.9264679,882.9705811,252.5857086,1217.213135,1660087877083333.2,0.0680528500675577,0.08333325,-0.2281186507925828,0.1631695894985134,0.1302526458172306,0.15096815525807,-0.6472991407578389,-0.9466592776763384,-0.5277433965470727,-0.7275170973265516,0.0
7.0,381.5,1083.5,273.0,1585.0,218.0502319,883.1324463,252.5781097,1217.314941,1660087877100000.0,0.0608116661062719,0.1,-0.2280190417351021,0.1631695894985134,0.1303266184218998,0.1509636134654193,-0.6475979861598509,-0.947339924377816,-0.5278401418886042,-0.7275779458365461,-0.007241183961285792
8.0,381.5,1083.5,273.0,1585.0,217.9812164,883.1079712,252.8476868,1217.357056,1660087877116666.5,0.0608076637382131,0.1166665,-0.2280190417351021,0.1631695894985134,0.1302853684922147,0.1511247372190648,-0.6475979861598509,-0.947339924377816,-0.5278255133464066,-0.7276031175847576,-4.002368058801664e-06
9.0,381.5,1083.5,273.0,1585.0,217.7953186,883.0818481,252.5781097,1217.314941,1660087877133333.5,0.0608002403907162,0.1333335,-0.2280190417351021,0.1631695894985134,0.1301742590866664,0.1509636134654193,-0.6475979861598509,-0.947339924377816,-0.527809899809764,-0.7275779458365461,-7.423347496898769e-06
10.0,381.5,1083.5,273.0,1585.0,217.7759552,883.3005371,252.7617188,1217.339722,1660087877150000.0,0.060818166443449,0.15,-0.2280190417351021,0.1631695894985134,0.1301626857605518,0.1510733549360244,-0.6475979861598509,-0.947339924377816,-0.5279406082140052,-0.7275927572123606,1.7926052732798736e-05
11.0,381.5,1083.5,273.0,1585.0,217.9264679,882.9705811,252.8476868,1217.357056,1660087877166666.8,0.0607945271473352,0.16666675,-0.2280190417351021,0.1631695894985134,0.1302526458172306,0.1511247372190648,-0.6475979861598509,-0.947339924377816,-0.5277433965470727,-0.7276031175847576,-2.3639296113799058e-05
12.0,381.5,1083.5,273.0,1585.0,217.7830658,883.1851807,252.8476868,1217.357056,1660087877183333.5,0.0608086221402577,0.1833335,-0.2280190417351021,0.1631695894985134,0.1301669357007829,0.1511247372190648,-0.6475979861598509,-0.947339924377816,-0.52787166075454,-0.7276031175847576,1.4094992922500382e-05
13.0,381.5,1083.5,273.0,1585.0,217.7830658,883.1851807,252.8897095,1217.376709,1660087877200000.0,0.0608086221402577,0.2,-0.2280190417351021,0.1631695894985134,0.1301669357007829,0.151149853800415,-0.6475979861598509,-0.947339924377816,-0.52787166075454,-0.7276148640021289,0.0
14.0,381.5,1083.5,273.0,1585.0,218.3459167,882.7106934,252.8476868,1217.357056,1660087877216666.8,0.0607843271872696,0.21666675,-0.2280190417351021,0.1631695894985134,0.1305033465077494,0.1511247372190648,-0.6475979861598509,-0.947339924377816,-0.5275880640587037,-0.7276031175847576,-2.429495298809925e-05
