Frame #,Index Pink X,Index Pink Y,Thumb Pink X,Thumb Pink Y,Hand Green X,Hand Green Y,Timestamp (microseconds),angles,Seconds,Index Pink X meters,Index Pink Y meters,Thumb Pink X meters,Hand Green X meters,Thumb Pink Y meters,Hand Green Y meters
1.0,293.213562,587.8983154,312.7493896,870.0935059,803.7453003,898.3803101,1660171646095000.0,28.008822211323388,0.0,0.09847360871162077,-0.19744130618665112,0.10503457209209385,0.2699319215171443,-0.29221447622712243,-0.3017143904517347
2.0,293.1264954,588.5366211,312.6729126,869.5543213,804.157959,898.178833,1660171646111666.8,27.879158528570805,0.01666675,0.09844436803720663,-0.19765567644057613,0.10500888785661011,0.27007050989306414,-0.2920333950623851,-0.3016467258560918
3.0,294.377594,587.6051025,313.1826172,869.3946533,804.8810425,897.7821045,1660171646128333.2,27.978248769292406,0.03333325,0.09886454025964991,-0.19734283280026732,0.10518006838112798,0.27031335214483154,-0.2919797717441166,-0.30151348752015916
4.0,294.9143982,586.7828979,314.2539063,868.5776367,805.6351929,897.5477905,1660171646145000.0,27.94574268715237,0.05,0.09904482198463219,-0.19706670145931215,0.1055398529113211,0.27056662798546033,-0.29170538275463564,-0.3014347948942306
5.0,296.3913574,585.3771973,314.9627075,867.7191162,806.4417114,897.1743164,1660171646161666.8,28.007983339390773,0.06666675,0.09954084782106273,-0.1965946072972758,0.10577789855814262,0.27083749126561,-0.29141705498694565,-0.30130936637674843
6.0,296.9670715,584.9286499,315.3006287,867.2327271,807.2966919,896.7399902,1660171646178333.2,27.992745694569564,0.08333325,0.09973419714851696,-0.19644396596658517,0.1058913868968033,0.27112463015045146,-0.2912537048008618,-0.3011635011310201
7.0,297.862915,584.625,316.3601379,866.7191162,807.7238159,896.5166626,1660171646195000.0,27.98461053252928,0.1,0.10003505957003705,-0.19634198739085365,0.10624721523460427,0.2712680765905153,-0.29108121237434637,-0.30108849820637057
8.0,298.4337158,583.6786499,316.7632751,866.4577026,808.5309448,896.3762207,1660171646211666.5,28.02743685393148,0.1166665,0.10022675880198283,-0.19602416270083606,0.10638260588508823,0.27153914486899566,-0.29099341854795335,-0.3010413318317562
9.0,298.5758362,583.2827759,316.8383179,866.6478271,808.6290894,896.3849487,1660171646228333.5,28.08387955108829,0.1333335,0.10027448888842248,-0.19589121134241597,0.106407808455097,0.2715721060078722,-0.29105727045675245,-0.30104426306607895
10.0,298.7938538,583.2280884,316.8305359,866.7362671,808.3485107,896.5391846,1660171646245000.0,28.116361539639133,0.15,0.1003477084887991,-0.19587284494953944,0.10640519492788574,0.2714778757242245,-0.29108697237741077,-0.30109606205369155
11.0,298.3830566,583.2299805,316.459198,866.6281128,807.9389648,896.5727539,1660171646261666.8,28.10215323346262,0.16666675,0.10020974528390261,-0.19587348039734673,0.10628048383739262,0.2713403327591892,-0.2910506495547349,-0.30110733605510664
12.0,298.2355042,583.6710205,316.5135193,867.1677856,807.7277832,896.6689453,1660171646278333.5,28.12685929175216,0.1833335,0.10016019090039133,-0.19602160042320751,0.1062987272447044,0.2712694089789122,-0.29123189467783567,-0.30113964122619225
13.0,297.7709656,584.059082,316.3251038,867.0692749,807.5938721,896.5727539,1660171646295000.0,28.070853457090507,0.2,0.10000417904331413,-0.1961519280112167,0.10623544929093022,0.2712244359252322,-0.2911988105869787,-0.30110733605510664
14.0,297.6761169,584.2258301,316.3175659,866.690918,807.3978882,896.5516357,1660171646311666.8,28.01772389003695,0.21666675,0.09997232480810447,-0.19620792912876667,0.1062329177429007,0.2711586161802288,-0.29107174221718773,-0.3011002436636453
15.0,298.0608215,583.9736938,316.1115112,866.6606445,807.3978882,896.5516357,1660171646328333.5,28.05554464917855,0.2333335,0.10010152500604742,-0.19612325101504355,0.10616371579411434,0.2711586161802288,-0.29106157508585523,-0.3011002436636453
16.0,297.8841248,583.406311,316.2592468,866.704895,807.3496704,896.4638672,1660171646345000.0,28.10223395074272,0.25,0.10004218272468177,-0.19593269969314764,0.10621333170399226,0.271142422588303,-0.291076436289384,-0.30107076726130133
17.0,298.2804565,582.4699097,316.0421143,865.6149292,807.366333,896.4107056,1660171646361666.8,28.074560529718724,0.26666675,0.10017528779826568,-0.1956182162341143,0.10614040935791204,0.2711480185994197,-0.2907103793274682,-0.3010529133306674
18.0,298.5129395,582.4918213,316.4109497,865.3618774,807.4482422,896.1797485,1660171646378333.2,28.05684938754005,0.28333325,0.1002533654963706,-0.19562557508310452,0.10626428000226715,0.2711755271991436,-0.2906253937498332,-0.30097534809480503
19.0,298.072998,582.6350098,316.440979,865.3009033,807.8582764,895.8652954,1660171646395000.0,28.00904419317317,0.3,0.10010561439361974,-0.1956736638830387,0.10627436512083369,0.2713132341561267,-0.2906049160487883,-0.3008697413441611
