Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Head Pink X meters,Hand Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Head Pink Y meters,Hand Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters
1.0,249.75354,986.4989624,966.3861694,1098.515259,682.5480957,1088.69873,430.5,1027.0,1660086618485000.0,0.0,0.0,0.26733449860801856,1.0344132141561344,0.7305948613974295,0.4608042859002198,-1.055941811637723,-1.1758432972682695,-1.165335751075787,-1.0992938481289796
2.0,249.5696259,986.5949097,966.762207,1099.179688,682.4207153,1089.190918,430.6756897,1026.98645,1660086618501666.5,0.0644869481631804,0.0166665,0.26713763820031244,1.0348157222577363,0.7304585142795208,0.4609923429658378,-1.0560445129781657,-1.1765544975722797,-1.1658625857793146,-1.0992793443007012
3.0,249.4683075,986.7218628,966.4387817,1099.621948,682.5744019,1088.982178,430.5194702,1027.058472,1660086618518333.2,0.1154821651288612,0.03333325,0.26702918767078737,1.0344695300059163,0.7306230193758401,0.46082512667050396,-1.056180402717047,-1.1770278896825752,-1.1656391518962974,-1.0993564361619765
4.0,249.3983154,986.8217773,966.4057007,1100.540039,682.1192627,1088.799438,430.5855408,1027.046021,1660086618534999.8,0.2123471191891249,0.04999975,0.26695426860073124,1.034434120327445,0.7301358414570452,0.46089584819350515,-1.0562873505215151,-1.1780106080743207,-1.1654435482372838,-1.0993431086958587
5.0,249.3333282,986.7218628,966.1143799,1100.838745,682.0,1089.313721,430.7442932,1027.0,1660086618551666.5,0.2479771485875675,0.0666665,0.2668847067417564,1.0341222925151061,0.730008183470267,0.46106577568785345,-1.056180402717047,-1.1783303409547483,-1.165994033279248,-1.0992938481289796
6.0,249.4479828,986.8450317,966.4057007,1101.414307,681.7506104,1089.307861,430.5855408,1027.046021,1660086618568333.2,0.3040869177804753,0.08333325,0.26700743224948736,1.034434120327445,0.7297412385305714,0.46089584819350515,-1.0563122418738637,-1.1789464186235086,-1.165987760774915,-1.0993431086958587
7.0,249.4479828,986.8450317,966.4884033,1102.080811,681.7844849,1089.355835,430.5855408,1027.046021,1660086618584999.8,0.3727835923433131,0.09999975,0.26700743224948736,1.0345226446306623,0.7297774975660714,0.46089584819350515,-1.0563122418738637,-1.179659839993473,-1.166039111819774,-1.0993431086958587
8.0,249.3246765,987.0216675,966.5137939,1102.428223,682.0209961,1089.388428,430.7246399,1027.128418,1660086618601666.5,0.4089558605473102,0.1166665,0.26687544602064067,1.0345498225570307,0.7300306575535822,0.4610447389285687,-1.0565013116385173,-1.1800317074466045,-1.1660739991463485,-1.0994313058869047
9.0,249.2791595,986.7958374,966.4332275,1102.696411,681.9544067,1089.362061,430.5903625,1027.194824,1660086618618333.2,0.43817893380542,0.13333325,0.26682672493195003,1.0344635848278332,0.7299593807105729,0.46090100930854655,-1.056259584628145,-1.1803187740664116,-1.1660457760880296,-1.0995023864197955
10.0,249.5975647,986.928833,966.6040649,1102.739868,682.2131958,1089.123169,430.5903625,1027.194824,1660086618635000.0,0.4402107561707714,0.15,0.26716754370271173,1.0346464480243769,0.7302363868114421,0.46090100930854655,-1.056401942218124,-1.1803652901450468,-1.1657900677083146,-1.0995023864197955
