Frame #,Arm Pink X,Arm Pink Y,Back Pink X,Back Pink Y,Shoulder Orange X,Shoulder Orange Y,Leg Orange X,Leg Orange Y,Neck Green X,Neck Green Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Back Pink X meters,Shoulder Orange X meters,Leg Orange X meters,Neck Green X meters,Arm Pink Y meters,Back Pink Y meters,Shoulder Orange Y meters,Leg Orange Y meters,Neck Green Y meters
11.0,330.6071472,1000.273804,506.7824707,1019.122803,358.5777893,871.5777588,412.7911987,1399.864502,506.7011414,868.5,1660006262166666.8,0.72878525133594,0.16666675,0.41876773187623245,0.6419224375729776,0.4541971000872379,0.5228672020012222,0.64181942078467,1.267009487556206,1.2908848109610938,1.1039950112925025,1.7731561080921232,1.1000965291125078
12.0,331.0,1000.5,506.7824707,1019.122803,358.5,872.0,412.7911987,1399.864502,506.7011414,868.5,1660006262183333.5,0.72878525133594,0.1833335,0.4192653438528959,0.6419224375729776,0.454098567284783,0.5228672020012222,0.64181942078467,1.2672960015855659,1.2908848109610938,1.1045298484583843,1.7731561080921232,1.1000965291125078
13.0,331.5,1000.5,506.7710571,1019.296326,358.9714355,872.2238159,412.7911987,1399.864502,506.8300781,868.8300781,1660006262200000.0,0.6788950863968346,0.2,0.4198986751880211,0.6419079803919245,0.4546957170340638,0.5228672020012222,0.6419827400893854,1.2672960015855659,1.2911046060676237,1.1048133477039228,1.7731561080921232,1.100514626720045
14.0,332.2988586,1000.5,507.0,1019.5,359.3435974,872.7640991,412.7911987,1399.864502,506.5,868.5,1660006262216666.8,0.8035747027674919,0.21666675,0.42091055955544965,0.6421979738169734,0.45516712062008335,0.5228672020012222,0.6415646424818482,1.2672960015855659,1.2913625923203242,1.105497704264726,1.7731561080921232,1.1000965291125078
15.0,332.5,1000.5,507.0,1019.5,359.3435974,872.7640991,412.7911987,1399.864502,506.5,868.5,1660006262233333.2,0.8035747027674919,0.23333325,0.42116533785827154,0.6421979738169734,0.45516712062008335,0.5228672020012222,0.6415646424818482,1.2672960015855659,1.2913625923203242,1.105497704264726,1.7731561080921232,1.1000965291125078
16.0,333.5,1000.810181,507.0,1019.5,360.1418457,873.3900757,412.3798523,1399.211182,506.2988586,868.5,1660006262250000.0,0.8798950292535409,0.25,0.422432000528522,0.6421979738169734,0.45617823194328416,0.5223461648718003,0.6413098641790262,1.2676888962792867,1.2913625923203242,1.1062906054563966,1.7723285720363953,1.1000965291125078
17.0,333.8624268,1000.677246,507.0,1019.5,360.3603516,873.6396484,412.3798523,1399.211182,506.5,868.5,1660006262266666.8,0.8035747027674919,0.26666675,0.42289107302678025,0.6421979738169734,0.4564550052100437,0.5223461648718003,0.6415646424818482,1.267520512477217,1.2913625923203242,1.106606729879,1.7723285720363953,1.1000965291125078
18.0,334.3470459,1001.570801,507.5,1019.5,360.1635132,874.2893066,412.467804,1398.820068,506.5,868.5,1660006262283333.2,0.8042116971316815,0.28333325,0.42350492195004064,0.6428313051520986,0.4562056773566918,0.5224575700069753,0.6415646424818482,1.2686523452395326,1.2913625923203242,1.1074296276693623,1.771833162532783,1.1000965291125078
19.0,334.5,1001.0,507.6941528,1019.322998,360.3128357,874.3128052,412.4335327,1398.678955,506.3743591,868.5794678,1660006262300000.0,0.8533873893419232,0.3,0.4236986631987724,0.6430772312561832,0.4563948185932703,0.5224141598306045,0.6414054978439615,1.267929332920691,1.2911383904943645,1.1074593924687852,1.7716544199633961,1.1001971880082546
20.0,334.8101807,1000.5,508.0,1019.5,360.3128357,874.3128052,413.0565796,1399.034302,506.5,868.5,1660006262316666.5,0.8048311190774105,0.3166665,0.42409155751249455,0.6434646364872239,0.4563948185932703,0.5232033500806497,0.6415646424818482,1.2672960015855659,1.2913625923203242,1.1074593924687852,1.7721045247432814,1.1000965291125078
21.0,334.5,1000.5,508.0,1019.5,360.3128357,874.3128052,413.0565796,1399.034302,506.5,868.5,1660006262333333.2,0.8048311190774105,0.33333325,0.4236986631987724,0.6434646364872239,0.4563948185932703,0.5232033500806497,0.6415646424818482,1.2672960015855659,1.2913625923203242,1.1074593924687852,1.7721045247432814,1.1000965291125078
22.0,334.4311218,999.6088867,508.0865479,1019.394226,360.3128357,874.3128052,412.7070007,1398.859863,506.5,868.5,1660006262350000.0,0.8055002944910115,0.35,0.4236114177540384,0.6435742634813425,0.4563948185932703,0.5227605515377125,0.6415646424818482,1.2661672616334922,1.2912286123430412,1.1074593924687852,1.7718835693737454,1.1000965291125078
23.0,334.2511292,998.7488403,508.0865479,1019.394226,360.6713562,873.6713867,412.8948669,1398.845581,506.8101807,868.5,1660006262366666.5,0.68773276960741,0.3666665,0.423383427846697,0.6435742634813425,0.4568489431271398,0.5229985146402543,0.6419575367955703,1.265077872963929,1.2912286123430412,1.1066469315988272,1.771865478897489,1.1000965291125078
24.0,333.7761841,998.4143066,508.1799927,1019.5,360.7990112,873.5588379,413.2807007,1398.92981,507.0,868.5,1660006262383333.5,0.6153458550379054,0.3833335,0.4227818326181087,0.6436926265212315,0.45701063895031063,0.5234872359116352,0.6421979738169734,1.2646541316141982,1.2913625923203242,1.1065043702352857,1.7719721686275418,1.1000965291125078
25.0,333.5,998.5,508.6175537,1019.329834,360.7990112,873.5588379,413.2807007,1398.92981,507.0,868.5,1660006262400000.0,0.6165746959993885,0.4,0.422432000528522,0.6442468687058889,0.45701063895031063,0.5234872359116352,0.6421979738169734,1.264762676245065,1.2911470494003785,1.1065043702352857,1.7719721686275418,1.1000965291125078
26.0,333.0946045,998.4865112,508.6175537,1019.329834,360.7990112,873.5588379,413.2807007,1398.92981,507.0946045,868.4865112,1660006262416666.8,0.5805894209443498,0.41666675,0.42191850118198443,0.6442468687058889,0.45701063895031063,0.5234872359116352,0.6423178058055611,1.2647455904856386,1.2911470494003785,1.1065043702352857,1.7719721686275418,1.1000794433530812
27.0,333.0946045,998.4865112,508.6928711,1019.108643,360.7106934,872.2893066,413.4802551,1398.546021,507.3333435,868.333313,1660006262433333.5,0.490199554046511,0.4333335,0.42191850118198443,0.6443422704448892,0.456898770089932,0.5237400040207995,0.6426202075847941,1.2647455904856386,1.290866875017683,1.1048963023288614,1.771486037427989,1.0998853929119916
28.0,333.5,998.5,508.8409119,1018.977295,360.5,872.0,413.5761108,1398.125244,507.1375732,868.3227539,1660006262450000.0,0.5651514597257553,0.45,0.422432000528522,0.6445297881999232,0.45663189262528386,0.52386142085772,0.6423722326538404,1.264762676245065,1.290700501409271,1.1045298484583843,1.7709530549095889,1.09987201809419
29.0,333.5,998.5,508.9222107,1018.977783,360.8016968,871.8016968,414.1054688,1398.178955,507.1375732,868.3227539,1660006262466666.8,0.5652116733081356,0.46666675,0.422432000528522,0.6446327663550193,0.45701404069957785,0.5245319388755185,0.6423722326538404,1.264762676245065,1.2907011195406541,1.104278665197553,1.771021088628271,1.09987201809419
30.0,333.8101807,998.5,508.9222107,1018.977783,360.8016968,871.8016968,414.1054688,1398.178955,507.1748657,868.4152832,1660006262483333.2,0.5514392100676051,0.48333325,0.4228248948422441,0.6446327663550193,0.45701404069957785,0.5245319388755185,0.6424194696714706,1.264762676245065,1.2907011195406541,1.104278665197553,1.771021088628271,1.0999892215044047
31.0,334.0,998.5,508.9222107,1018.977783,360.8016968,871.8016968,414.1054688,1398.178955,507.7011414,868.5,1660006262500000.0,0.3514489675368341,0.5,0.4230653318636472,0.6446327663550193,0.45701404069957785,0.5245319388755185,0.6430860834549205,1.264762676245065,1.2907011195406541,1.104278665197553,1.771021088628271,1.1000965291125078
32.0,334.5857239,998.7761841,508.9222107,1018.977783,360.6666565,871.7960205,414.5701294,1398.018188,507.5,868.5,1660006262516666.8,0.4280294594932868,0.51666675,0.4238072464628507,0.6446327663550193,0.45684299019258845,0.5251205071118747,0.6428313051520986,1.2651125083346517,1.2907011195406541,1.104271475240238,1.7708174510707626,1.1000965291125078
33.0,334.5857239,998.7761841,508.9222107,1018.977783,360.6666565,871.7960205,414.5701294,1398.018188,507.4571533,868.2666626,1660006262533333.2,0.4434786467524922,0.53333325,0.4238072464628507,0.6446327663550193,0.45684299019258845,0.5251205071118747,0.6427770328366652,1.2651125083346517,1.2907011195406541,1.104271475240238,1.7708174510707626,1.0998009693383544
34.0,334.6666565,999.0,508.7268982,1018.811218,360.6666565,871.7960205,414.5701294,1398.018188,507.6666565,868.333313,1660006262550000.0,0.3642927116222927,0.55,0.42390976076607695,0.644385371302236,0.45684299019258845,0.5251205071118747,0.6430424027194032,1.2653960075801902,1.2904901378729838,1.104271475240238,1.7708174510707626,1.0998853929119916
35.0,335.4311218,999.6088867,508.6740723,1018.674072,360.6666565,871.7960205,414.5701294,1398.018188,507.7469177,868.055542,1660006262566666.5,0.3333431313252405,0.5666665,0.4248780804242888,0.6443184587066837,0.45684299019258845,0.5251205071118747,0.6431440665853128,1.2661672616334922,1.2903164201544097,1.104271475240238,1.7708174510707626,1.0995335507554134
36.0,336.030304,1000.409119,508.8156738,1018.815674,360.5,873.0,413.9237976,1398.632324,508.0,867.5,1660006262583333.2,0.235730327696128,0.58333325,0.4256370421497073,0.6444978200407852,0.45663189262528386,0.5243018227482189,0.6434646364872239,1.2671808860154308,1.2904957821218423,1.1057965111286348,1.7715953542164193,1.0988298664422573
37.0,336.7824097,1000.875,509.0,1018.300842,360.5,873.0,413.9237976,1398.632324,508.0,867.5,1660006262600000.0,0.2362989933341661,0.6,0.4265897063639799,0.6447312991574743,0.45663189262528386,0.5243018227482189,0.6434646364872239,1.2677710000869098,1.289843663645992,1.1057965111286348,1.7715953542164193,1.0988298664422573
38.0,337.4311218,1001.608887,508.9166565,1018.269836,360.7462158,873.4658813,413.329895,1398.575562,508.5,867.5,1660006262616666.5,0.0464471324642685,0.6166665,0.4274114057647897,0.6446257310572162,0.45694376498796974,0.5235495484950343,0.6440979678223491,1.2687005873539918,1.2898043895032383,1.1063866255801125,1.7715234559099307,1.0988298664422573
39.0,337.5357056,1002.083313,509.0,1018.0,360.8016968,873.8016968,413.164856,1398.324219,508.5,867.5,1660006262633333.5,0.0464238402430607,0.6333335,0.4275438781601626,0.6447312991574743,0.45701404069957785,0.5233404997545987,0.6440979678223491,1.269301525057988,1.2894625983149486,1.1068119905380538,1.771205089114402,1.0988298664422573
40.0,337.8101807,1002.5,509.0,1018.0,360.9431763,873.9014893,412.6151123,1398.683838,508.5,867.5,1660006262650000.0,0.0464238402430607,0.65,0.4278915455232459,0.6447312991574743,0.45719324750083357,0.5226441599316035,0.6440979678223491,1.2698293269260668,1.2894625983149486,1.1069383939725748,1.7716606050772146,1.0988298664422573
41.0,337.5,1002.5,509.0,1018.0,360.3611145,873.722229,412.5982361,1398.594727,508.1925964,867.2963257,1660006262666666.8,0.1630356097228527,0.66666675,0.42749865120952374,0.6447312991574743,0.45645597154699474,0.5226227834790478,0.6437085911575285,1.2698293269260668,1.2894625983149486,1.106711331642307,1.7715477315000059,1.0985718798095578
42.0,336.4142761,1002.223816,509.0,1018.0,360.3611145,873.722229,412.5982361,1398.594727,508.1418457,867.3900757,1660006262683333.5,0.1825329249647605,0.6833335,0.426123405275195,0.6447312991574743,0.45645597154699474,0.5226227834790478,0.6436443071403494,1.2694794949631463,1.2894625983149486,1.106711331642307,1.7715477315000059,1.098690629434894
43.0,336.4142761,1002.223816,509.0,1018.0,360.0222168,873.9036865,411.9686279,1398.5177,508.0,867.293335,1660006262700000.0,0.2362483278293325,0.7,0.426123405275195,0.6447312991574743,0.45602670248137106,0.5218252822752242,0.6434646364872239,1.2694794949631463,1.2894625983149486,1.106941177083794,1.7714501642745049,1.09856809160151
44.0,335.620697,1002.379333,508.9298096,1017.898254,359.6976013,873.7697754,412.0,1398.38562,507.9523926,867.5952148,1660006262716666.8,0.2553920428832582,0.71666675,0.4251182082533341,0.6446423915979843,0.45561552414533635,0.5218650201431816,0.6434043339708162,1.2696764825416356,1.2893337204549011,1.1067715568922918,1.771282863469018,1.0989504714750726
45.0,335.620697,1002.379333,508.9298096,1017.898254,359.3611145,873.722229,412.0,1398.38562,507.5,867.5,1660006262733333.2,0.4274886703391682,0.73333325,0.4251182082533341,0.6446423915979843,0.4551893088767443,0.5218650201431816,0.6428313051520986,1.2696764825416356,1.2893337204549011,1.106711331642307,1.771282863469018,1.0988298664422573
46.0,335.5,1002.5,508.9134521,1017.605774,359.1062317,873.8937988,412.1036987,1398.5,507.5,867.5,1660006262750000.0,0.4283422044472162,0.75,0.42496532586902286,0.6446216721633556,0.4548664583486955,0.521996371415425,0.6428313051520986,1.2698293269260668,1.2889632469571064,1.1069286527033093,1.7714277443452413,1.0988298664422573
47.0,336.2238159,1002.414307,508.8200073,1017.5,359.1062317,873.8937988,412.0512695,1398.483521,507.5,867.5,1660006262766666.8,0.4287662132663062,0.76666675,0.4258821564496865,0.6445033091234667,0.4548664583486955,0.521929961304954,0.6428313051520986,1.269720782801865,1.2888292669798234,1.1069286527033093,1.7714068710110984,1.0988298664422573
48.0,336.6378479,1003.168701,508.8200073,1017.5,359.0238037,874.1428833,411.8719482,1398.647827,508.0,867.5,1660006262783333.2,0.2377901761907016,0.78333325,0.4264065953283757,0.6445033091234667,0.454762049878112,0.5217028217082632,0.6434646364872239,1.270676345520326,1.2888292669798234,1.1072441587411974,1.7716149912877963,1.0988298664422573
49.0,336.4285583,1003.722229,508.9134521,1017.605774,359.1062317,873.8937988,411.6765747,1398.517822,507.5,867.5,1660006262800000.0,0.4283422044472162,0.8,0.42614149600478407,0.6446216721633556,0.4548664583486955,0.521455349389057,0.6428313051520986,1.2713774787748642,1.2889632469571064,1.1069286527033093,1.7714503188073505,1.0988298664422573
50.0,337.2640686,1003.939392,508.9134521,1017.605774,359.0476074,874.0,411.4031982,1398.373291,507.5,867.5,1660006262816666.5,0.4283422044472162,0.8166665,0.42719980571240374,0.6446216721633556,0.45479220113631585,0.5211090735815833,0.6428313051520986,1.2716525510403238,1.2889632469571064,1.1070631737988852,1.7712672467849566,1.0988298664422573
51.0,337.3999939,1004.483337,508.9134521,1017.605774,359.0476074,874.0,411.7695313,1398.188599,507.5,867.5,1660006262833333.2,0.4283422044472162,0.83333325,0.4273719772158564,0.6446216721633556,0.45479220113631585,0.5215730940442304,0.6428313051520986,1.2723415458664933,1.2889632469571064,1.1070631737988852,1.7710333043230626,1.0988298664422573
52.0,337.2238159,1004.414307,508.9134521,1017.605774,359.2939148,874.3692017,411.7203674,1398.220337,507.5,867.5,1660006262850000.0,0.4283422044472162,0.85,0.42714881911993696,0.6446216721633556,0.4551041895253023,0.5215108199673765,0.6428313051520986,1.272254108142366,1.2889632469571064,1.1075308278100682,1.771073505662891,1.0988298664422573
53.0,337.5,1004.5,509.0,1017.5,359.1240234,874.5581665,412.133728,1398.373291,507.5,867.5,1660006262866666.5,0.428530452505066,0.8666665,0.42749865120952374,0.6447312991574743,0.45488899443092573,0.5220344084087488,0.6428313051520986,1.2723626522665676,1.2888292669798234,1.1077701824682193,1.7712672467849566,1.0988298664422573
54.0,337.2238159,1004.414307,509.0,1017.5,359.1240234,874.5581665,412.2514343,1398.419067,507.5,867.5,1660006262883333.5,0.428530452505066,0.8833335,0.42714881911993696,0.6447312991574743,0.45488899443092573,0.5221835025850121,0.6428313051520986,1.272254108142366,1.2888292669798234,1.1077701824682193,1.7713252295353499,1.0988298664422573
55.0,337.2238159,1004.414307,509.0,1017.5,359.3963928,874.5134888,411.8766174,1397.955811,507.5,867.5,1660006262900000.0,0.428530452505066,0.9,0.42714881911993696,0.6447312991574743,0.45523399458242425,0.5217087360096031,0.6428313051520986,1.272254108142366,1.2888292669798234,1.1077135908934368,1.7707384404533804,1.0988298664422573
56.0,336.931366,1004.397034,509.0,1017.5,359.3963928,874.5134888,411.8766174,1397.955811,507.5,867.5,1660006262916666.8,0.428530452505066,0.91666675,0.42677838374868854,0.6447312991574743,0.45523399458242425,0.5217087360096031,0.6428313051520986,1.2722322290780625,1.2888292669798234,1.1077135908934368,1.7707384404533804,1.0988298664422573
57.0,336.8101807,1004.5,509.0,1017.5,359.3963928,874.5134888,412.5614014,1398.046753,508.0,867.706665,1660006262933333.5,0.2380849302758574,0.9333335,0.42662488285299544,0.6447312991574743,0.45523399458242425,0.5225761263395879,0.6434646364872239,1.2723626522665676,1.2888292669798234,1.1077135908934368,1.7708536332899383,1.0990916412830045
58.0,336.7761841,1004.414307,509.0,1017.5,359.3259277,874.0222168,407.0,1398.0,508.3650818,867.7698364,1660006262950000.0,0.0985482459113126,0.95,0.42658182062886,0.6447312991574743,0.4551447390706988,0.5155317067919294,0.6439270719748716,1.272254108142366,1.2888292669798234,1.1070913149900976,1.770794413010116,1.099171658137212
59.0,336.7761841,1004.414307,509.0,1017.5,359.1687317,874.3621216,412.698761,1397.900146,508.5,868.0,1660006262966666.8,0.0472157210058896,0.96666675,0.42658182062886,0.6447312991574743,0.45494562476558614,0.5227501146173084,0.6440979678223491,1.272254108142366,1.2888292669798234,1.1075218597116965,1.7706679316758407,1.0994631977773826
60.0,336.5,1004.5,509.3824463,1017.670166,359.1687317,874.3621216,412.5528564,1398.109741,508.6349182,867.7698364,1660006262983333.2,-0.0049253422476259,0.98333325,0.4262319885392733,0.6452157296090597,0.45494562476558614,0.5225653027070706,0.6442688636698265,1.2723626522665676,1.289044809899769,1.1075218597116965,1.770933417838212,1.099171658137212
61.0,336.5,1004.5,509.3824463,1017.670166,359.1687317,874.3621216,412.5528564,1398.109741,508.6349182,867.7698364,1660006263000000.0,-0.0049253422476259,1.0,0.4262319885392733,0.6452157296090597,0.45494562476558614,0.5225653027070706,0.6442688636698265,1.2723626522665676,1.289044809899769,1.1075218597116965,1.770933417838212,1.099171658137212
62.0,336.5,1004.5,509.3824463,1017.670166,359.1687317,874.3621216,412.5528564,1398.109741,508.5,867.7583618,1660006263016666.8,0.046616536016976,1.01666675,0.4262319885392733,0.6452157296090597,0.45494562476558614,0.5225653027070706,0.6440979678223491,1.2723626522665676,1.289044809899769,1.1075218597116965,1.770933417838212,1.099157123689736
63.0,336.8101807,1004.5,509.3824463,1017.670166,359.1687317,874.3621216,408.0,1396.0,508.3768005,868.0,1660006263033333.2,0.094321595433924,1.03333325,0.42662488285299544,0.6452157296090597,0.45494562476558614,0.5167983694621798,0.6439419156147056,1.2723626522665676,1.289044809899769,1.1075218597116965,1.7682610876696152,1.0994631977773826
64.0,336.5,1005.0,509.3824463,1017.670166,359.1687317,874.3621216,408.0,1396.0,508.7106934,868.1635132,1660006263050000.0,-0.0332118488570084,1.05,0.4262319885392733,0.6452157296090597,0.45494562476558614,0.5167983694621798,0.6443648452869972,1.2729959836016929,1.289044809899769,1.1075218597116965,1.7682610876696152,1.0996703138439157
65.0,336.6378479,1005.168701,509.3824463,1017.670166,359.1687317,874.3621216,408.0,1396.0,507.8364868,868.2893066,1660006263066666.5,0.3022918388190916,1.0666665,0.4264065953283757,0.6452157296090597,0.45494562476558614,0.5167983694621798,0.6432575204206906,1.273209670860827,1.289044809899769,1.1075218597116965,1.7682610876696152,1.0998296516478596
66.0,336.6378479,1005.168701,509.3824463,1017.670166,358.8312683,874.6378784,412.8233032,1397.602417,507.8364868,868.2893066,1660006263083333.2,0.3022918388190916,1.08333325,0.4264065953283757,0.6452157296090597,0.45451817247423026,0.5229078675729193,0.6432575204206906,1.273209670860827,1.289044809899769,1.1078711505563241,1.77029080946569,1.0998296516478596
67.0,336.4874878,1005.404175,509.3058472,1017.697571,358.8312683,874.6378784,412.8177795,1398.5,507.8364868,868.2893066,1660006263100000.0,0.3021818364636783,1.1,0.4262161398026106,0.6451187043885149,0.45451817247423026,0.5229008709083276,0.6432575204206906,1.2735079369864413,1.2890795227902474,1.1078711505563241,1.7714277443452413,1.0998296516478596
68.0,336.4199219,1005.50647,509.3058472,1017.697571,358.8156738,874.8156738,412.2692261,1398.461548,507.2988586,868.5,1660006263116666.5,0.5094125735888182,1.1166665,0.4261305565992987,0.6451187043885149,0.4544984195032191,0.5222060387939087,0.6425765268492767,1.2736375102442947,1.2890795227902474,1.1080963573524465,1.7713790386322448,1.1000965291125078
69.0,336.3621521,1005.831299,509.3058472,1017.697571,358.6740723,874.9777832,412.2434082,1398.078979,507.7011414,868.5,1660006263133333.5,0.3549481523645653,1.1333335,0.4260573817501709,0.6451187043885149,0.4543190581691176,0.5221733362237544,0.6430860834549205,1.2740489590128092,1.2890795227902474,1.1083016952779232,1.7708944527611497,1.1000965291125078
70.0,336.3534241,1005.730896,509.222229,1017.824402,358.6740723,874.9777832,407.8005981,1398.038818,507.7011414,868.5,1660006263150000.0,0.3545418245873383,1.15,0.4260463263183849,0.6450127883360214,0.4543190581691176,0.5165457945190728,0.6430860834549205,1.2739217822807283,1.289240174883378,1.1083016952779232,1.7708435823216497,1.1000965291125078
71.0,336.3534241,1005.730896,509.0777893,1018.022217,358.6740723,874.9777832,408.1946106,1396.592773,507.7011414,868.5,1660006263166666.8,0.3538918622595621,1.16666675,0.4260463263183849,0.6448298319599292,0.4543190581691176,0.5170448754444348,0.6430860834549205,1.2739217822807283,1.2894907397594935,1.1083016952779232,1.7690119311006476,1.1000965291125078
72.0,336.4199219,1005.50647,508.8448792,1017.689758,358.6740723,874.9777832,412.2206116,1397.829712,507.6000061,868.5166626,1660006263183333.5,0.393280411229902,1.1833335,0.4261305565992987,0.6445348134307349,0.4543190581691176,0.5221444606215258,0.6429579791457659,1.2736375102442947,1.2890696263548047,1.1083016952779232,1.7705787155573245,1.100117635005917
73.0,336.4874878,1005.404175,509.1590881,1018.022705,358.6740723,874.9777832,412.2206116,1397.829712,507.7011414,868.5,1660006263200000.0,0.353992072580756,1.2,0.4262161398026106,0.6449328101150253,0.4543190581691176,0.5221444606215258,0.6430860834549205,1.2735079369864413,1.2894913578908767,1.1083016952779232,1.7705787155573245,1.1000965291125078
74.0,336.4874878,1005.404175,509.0777893,1018.022217,358.6740723,874.9777832,412.2206116,1397.829712,507.7011414,868.5,1660006263216666.8,0.3538918622595621,1.21666675,0.4262161398026106,0.6448298319599292,0.4543190581691176,0.5221444606215258,0.6430860834549205,1.2735079369864413,1.2894907397594935,1.1083016952779232,1.7705787155573245,1.1000965291125078
75.0,336.4874878,1005.404175,509.1843262,1018.184326,358.6740723,874.9777832,412.2206116,1397.829712,507.7160645,868.7160645,1660006263233333.2,0.3487411882252352,1.23333325,0.4262161398026106,0.6449647782741634,0.4543190581691176,0.5221444606215258,0.643104985988615,1.2735079369864413,1.2896960771783053,1.1083016952779232,1.7705787155573245,1.100370209949024
76.0,336.4874878,1005.404175,508.9166565,1018.269836,359.0813904,874.9534912,407.0,1396.0,507.8300781,868.8300781,1660006263250000.0,0.3047001144494641,1.25,0.4262161398026106,0.6446257310572162,0.4548349928013049,0.5155317067919294,0.6432494027596358,1.2735079369864413,1.2898043895032383,1.1082709255083374,1.7682610876696152,1.100514626720045
77.0,336.4186096,1005.62793,509.0,1018.5,359.415802,875.0996704,407.0,1396.0,507.8300781,868.8300781,1660006263266666.8,0.3044049323132516,1.26666675,0.42612889435787654,0.6447312991574743,0.45525857949152365,0.5155317067919294,0.6432494027596358,1.2737913590922232,1.2900959296500738,1.1084560852441445,1.7682610876696152,1.100514626720045
78.0,336.4874878,1005.404175,509.0,1018.5,359.415802,875.0996704,407.0,1396.0,507.8300781,868.8300781,1660006263283333.2,0.3044049323132516,1.28333325,0.4262161398026106,0.6447312991574743,0.45525857949152365,0.5155317067919294,0.6432494027596358,1.2735079369864413,1.2900959296500738,1.1084560852441445,1.7682610876696152,1.100514626720045
79.0,336.4874878,1005.404175,509.0,1019.0,359.415802,875.0996704,407.0,1396.0,507.8300781,868.8300781,1660006263300000.0,0.3033888302269771,1.3,0.4262161398026106,0.6447312991574743,0.45525857949152365,0.5155317067919294,0.6432494027596358,1.2735079369864413,1.290729260985199,1.1084560852441445,1.7682610876696152,1.100514626720045
