Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m)
1660091256718689,0.2236972610055696,-0.2583657587548638,0.9551537346456094,0,0,0,-0.01065313599764045,0.009824636737609808,-0.5966309263004919,0,0,0,-0.01065314306989234,0.009824650580837558,-0.5966309178852696
1660091256734691,0.2265049210345618,-0.2609292744335088,0.9514915693904022,-0.0001205071741247811,2.733829470277171e-05,1.24686136253878e-05,-0.01078515437065061,0.01000361164609849,-0.5962735292675438,-0.0001204981289281049,2.733852835141603e-05,1.24804404143065e-05,-0.0107851604441402,0.01000362363779106,-0.5962735226073188
1660091256750694,0.2274814984359503,-0.2583657587548638,0.9540550850690472,-0.0001921653338680901,0.0001023841132951767,0.0001527798697904034,-0.01091142482274289,0.01016545684683533,-0.5959219640846481,-0.0001921472200092382,0.0001023845824364788,0.0001528036121958804,-0.01091142991854099,0.01016546702506612,-0.5959219591333464
1660091256766697,0.2277256427862975,-0.2571450370031281,0.9534447241931794,-0.0002212404565338726,0.000172761233058981,0.0003799334127661681,-0.0110324435620096,0.01030909486769254,-0.5955756001668318,-0.0002212132511548624,0.0001727619395124756,0.0003799691589375241,-0.01103244770109062,0.01030910327037132,-0.5955755968788525
1660091256782699,0.2251621271076525,-0.2553139543755245,0.9540550850690472,-0.0002175901033071243,0.0001974479258714616,0.000651649857565513,-0.01114902174948144,0.01045447894709046,-0.5952339352590548,-0.0002175537841604269,0.0001974488714319884,0.0006516976949655019,-0.01114902495272187,0.01045448561196055,-0.5952339335892693
1660091256798702,0.2245517662317846,-0.2577553978789959,0.953566796368353,-0.000192790724535855,0.0001631897125274452,0.000933103488528554,-0.01126203926820114,0.0106001068958288,-0.594896638052384,-0.000192745269987334,0.0001631908989649652,0.0009331635039251385,-0.01126204155637789,0.01060011186046391,-0.5948966379561351
1660091256814705,0.2225986114290075,-0.2606851300831616,0.9555199511711301,-0.0001583436405486931,8.229197118241148e-05,0.001199191166506563,-0.01137214408692996,0.01075229390180014,-0.5945635615652098,-0.0001582890295805594,8.229340024186598e-05,0.001199263445964706,-0.01137214548071871,0.01075229720360113,-0.5945635629983113
1660091256830707,0.2250400549324789,-0.2608072022583352,0.9533226520180058,-0.0001242830561150426,-2.32281740880493e-05,0.001435916043608243,-0.0114795913027132,0.01091159742927846,-0.5942347296108017,-0.0001242192683287092,-2.322650068690567e-05,0.001436000672481728,-0.01147959182268659,0.01091159910546995,-0.594234732529538
1660091256846710,0.2251621271076525,-0.2582436865796902,0.9513694972152287,-9.829667561642283e-05,-0.0001370615017652114,0.001641175035404517,-0.0115843074573921,0.0110701386322615,-0.5939103054185072,-9.822369123530693e-05,-0.0001370595823279795,0.001641272098327795,-0.01158430712401787,0.01107013871988844,-0.5939103097796333
1660091256862712,0.2251621271076525,-0.2593423361562524,0.9538109407187001,-8.532996663491653e-05,-0.0002521055280229712,0.001821507001886221,-0.01168607603226407,0.0112235251239217,-0.5935905523894226,-8.524776650717093e-05,-0.0002521033608807876,0.001821616582766321,-0.01168607486590317,0.01122352365984562,-0.5935905581501638
1660091256878715,0.2251621271076525,-0.2590981918059052,0.9555199511711301,-8.757664030875899e-05,-0.0003636795866547501,0.001986785726402872,-0.01178466592187962,0.01137022236693019,-0.5932757901049112,-8.748520590998799e-05,-0.000363677170164477,0.001986907908411375,-0.01178466394278425,0.01137021938782561,-0.5932757972229634
1660091256894718,0.2257724879835203,-0.2572671091783016,0.9529564354924851,-0.000104793420341622,-0.0004664156672333874,0.002146056240506131,-0.01187985347173402,0.01151328257798561,-0.5929663529358716,-0.0001046927337776099,-0.0004664129997777922,0.002146191106071204,-0.01187985070004565,0.01151327812033619,-0.5929663613694014
1660091256910720,0.2241855497062639,-0.2575112535286488,0.9534447241931794,-0.0001349203804401944,-0.0005578829196507597,0.002305259099120872,-0.01197142232869555,0.01165246797027063,-0.5926625552404055,-0.0001348104244494695,-0.0005578799996387112,0.002305406729919345,-0.01197141878444287,0.01165246207036529,-0.59266256494805
1660091256926723,0.2240634775310903,-0.2597085526817731,0.9561303120469979,-0.0001749565213885596,-0.0006409970697509068,0.002466976512820744,-0.01205919497873912,0.0117894814469519,-0.5923646698163101,-0.0001748372793448606,-0.000640993895617581,0.002467136989770209,-0.01205919068183598,0.0117894741408809,-0.5923646807571779
1660091256942726,0.2249179827573053,-0.2586099031052109,0.952712291142138,-0.0002219788379616128,-0.0007242041786479213,0.002630493228723388,-0.01214308148347642,0.01192374915373133,-0.5920729205401187,-0.0002218502938764125,-0.0007242007488549823,0.002630666631974319,-0.01214307645371963,0.01192374047738223,-0.5920729326737896
1660091256958728,0.2257724879835203,-0.2586099031052109,0.9542992294193944,-0.0002741430031307264,-0.0008200918002074548,0.002790879844300426,-0.01222311645398001,0.01205191575351551,-0.5917874915657584,-0.0002740051416557126,-0.0008200881132432373,0.002791066253228342,-0.01222311071104727,0.01205190574256911,-0.5917875048522842
1660091256974731,0.2265049210345618,-0.2573891813534752,0.9553978789959565,-0.0003314511051424185,-0.000938510056775852,0.002940316919508821,-0.01229944038618266,0.01217235483372144,-0.5915085511508485,-0.0003313039115719482,-0.0009385061111555446,0.002940516412706463,-0.01229943394963025,0.01217234352364755,-0.5915085655507534
