Frame #,Hand Pink X,Hand Pink Y,Elbow Pink X,Elbow Pink Y,Head X,Head Y,Shoulder X,Shoulder Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Elbow Pink X meters,Head X meters,Shoulder X meters,Hand Pink Y meters,Elbow Pink Y meters,Head Y meters,Shoulder Y meters,angular velocity,Hand Pink m/s,Elbow Pink m/s,Head m/s,Shoulder m/s
12.0,883.977417,1125.19043,651.6398926,1159.834595,259.0055237,1104.666626,409.4098511,1131.40979,1658800582295003.5,0.2058298261798361,0.1833335,1.1238996434932875,0.8285028880767712,0.3293027742010996,0.5205286660551985,-1.430580803105583,-1.4746278160086546,-1.4044865889829998,-1.4384881730817058,0.0,0.0,0.0,0.0,0.0
13.0,883.977417,1125.19043,652.0701904,1160.013184,259.0055237,1104.666626,409.4098511,1131.40979,1658800582311670.0,0.2058298261798361,0.2,1.1238996434932875,0.8290499739352054,0.3293027742010996,0.5205286660551985,-1.430580803105583,-1.4748548762361804,-1.4044865889829998,-1.4384881730817058,0.0,0.0,0.03554002560947342,0.0,0.0
14.0,884.1699219,1125.124512,652.0701904,1160.013184,259.0055237,1104.666626,409.4098511,1131.40979,1658800582328336.8,0.2134792586305079,0.21666675,1.124144396565391,0.8290499739352054,0.3293027742010996,0.5205286660551985,-1.4304969941583463,-1.4748548762361804,-1.4044865889829998,-1.4384881730817058,0.4589636522220467,0.015522268564475788,0.0,0.0,0.0
15.0,884.1699219,1125.124512,652.3394775,1159.860962,259.0055237,1104.666626,409.4098511,1131.40979,1658800582345003.2,0.2134792586305079,0.23333325,1.124144396565391,0.8293923488306123,0.3293027742010996,0.5205286660551985,-1.4304969941583463,-1.4746613393332668,-1.4044865889829998,-1.4384881730817058,0.0,0.0,0.023597405926485467,0.0,0.0
16.0,884.1699219,1125.124512,652.199585,1159.760132,259.0055237,1104.666626,409.4098511,1131.40979,1658800582361670.0,0.2134792586305079,0.25,1.124144396565391,0.8292144878040137,0.3293027742010996,0.5205286660551985,-1.4304969941583463,-1.4745331428444493,-1.4044865889829998,-1.4384881730817058,0.0,0.0,0.013154770400894264,0.0,0.0
17.0,884.1699219,1125.124512,652.199585,1159.760132,259.0055237,1104.666626,409.4098511,1131.40979,1658800582378336.8,0.2134792586305079,0.26666675,1.124144396565391,0.8292144878040137,0.3293027742010996,0.5205286660551985,-1.4304969941583463,-1.4745331428444493,-1.4044865889829998,-1.4384881730817058,0.0,0.0,0.0,0.0,0.0
18.0,884.1699219,1125.124512,652.1464233,1159.5,259.0055237,1104.666626,409.4098511,1131.40979,1658800582395003.2,0.2134792586305079,0.28333325,1.124144396565391,0.8291468973718055,0.3293027742010996,0.5205286660551985,-1.4304969941583463,-1.474202407854574,-1.4044865889829998,-1.4384881730817058,0.0,0.0,0.02025425289153396,0.0,0.0
19.0,884.3834839,1125.19043,652.3143921,1159.364014,259.0055237,1104.666626,409.4098511,1131.40979,1658800582411670.0,0.2051879905140851,0.3,1.12441592189064,0.8293604549478334,0.3293027742010996,0.5205286660551985,-1.430580803105583,-1.4740295135996069,-1.4044865889829998,-1.4384881730817058,-0.49747359961737,0.01704992055109468,0.016486277385944072,0.0,0.0
20.0,884.3834839,1125.19043,652.3143921,1159.364014,259.0055237,1104.666626,409.4098511,1131.40979,1658800582428336.5,0.2051879905140851,0.3166665,1.12441592189064,0.8293604549478334,0.3293027742010996,0.5205286660551985,-1.430580803105583,-1.4740295135996069,-1.4044865889829998,-1.4384881730817058,0.0,0.0,0.0,0.0,0.0
21.0,884.4742432,1125.296509,652.3143921,1159.364014,259.0055237,1104.666626,409.4098511,1131.40979,1658800582445003.2,0.1922530397690855,0.33333325,1.1245313143689455,0.8293604549478334,0.3293027742010996,0.5205286660551985,-1.4307156732368664,-1.4740295135996069,-1.4044865889829998,-1.4384881730817058,-0.7760931642341539,0.010649852341827092,0.0,0.0,0.0
22.0,884.6730347,1125.480225,652.3143921,1159.364014,259.0055237,1104.666626,409.4098511,1131.40979,1658800582461670.0,0.1698002029311003,0.35,1.124784060300779,0.8293604549478334,0.3293027742010996,0.5205286660551985,-1.4309492519945737,-1.4740295135996069,-1.4044865889829998,-1.4384881730817058,-1.3471634744617442,0.020649027860838665,0.0,0.0,0.0
23.0,884.6730347,1125.480225,652.5,1159.5,259.0055237,1104.666626,409.5710144,1131.237671,1658800582478336.5,0.1698315725682024,0.3666665,1.124784060300779,0.8295964390902196,0.3293027742010996,0.5207335710357227,-1.4309492519945737,-1.474202407854574,-1.4044865889829998,-1.4382693388909018,0.0018821970480962,0.0,0.017552532007950712,0.0,0.017987441029520768
24.0,884.6730347,1125.480225,652.5,1159.5,259.0055237,1104.666626,409.2376709,1131.571045,1658800582495003.5,0.1697631785288573,0.3833335,1.124784060300779,0.8295964390902196,0.3293027742010996,0.5203097540539696,-1.4309492519945737,-1.474202407854574,-1.4044865889829998,-1.4386931946507258,-0.0041035602894991,0.0,0.0,0.0,0.03596370866539857
25.0,884.6730347,1125.480225,652.3394775,1159.860962,259.0055237,1104.666626,409.4098511,1131.40979,1658800582511670.0,0.1698002029311003,0.4,1.124784060300779,0.8293923488306123,0.3293027742010996,0.5205286660551985,-1.4309492519945737,-1.4746613393332668,-1.4044865889829998,-1.4384881730817058,0.0022214863494426,0.0,0.030135948140495958,0.0,0.017995630274140983
26.0,884.8052368,1125.550293,652.3394775,1159.860962,259.0055237,1104.666626,409.5710144,1131.237671,1658800582528336.8,0.1611920495187596,0.41666675,1.124952143659247,0.8293923488306123,0.3293027742010996,0.5207335710357227,-1.431038337302304,-1.4746613393332668,-1.4044865889829998,-1.4382693388909018,-0.5164866223073318,0.011413918994367925,0.0,0.0,0.017987441029520768
27.0,884.8052368,1125.550293,652.3394775,1159.860962,259.0055237,1104.666626,409.4098511,1131.40979,1658800582545003.5,0.1611579803484166,0.4333335,1.124952143659247,0.8293923488306123,0.3293027742010996,0.5205286660551985,-1.431038337302304,-1.4746613393332668,-1.4044865889829998,-1.4384881730817058,-0.0020441399998792,0.0,0.0,0.0,0.017987441029520768
28.0,884.8052368,1125.550293,652.3394775,1159.860962,259.0055237,1104.666626,409.5710144,1131.237671,1658800582561670.0,0.1611920495187596,0.45,1.124952143659247,0.8293923488306123,0.3293027742010996,0.5207335710357227,-1.431038337302304,-1.4746613393332668,-1.4044865889829998,-1.4382693388909018,0.0020441706622858,0.0,0.0,0.0,0.017987441029520768
29.0,884.8052368,1125.550293,652.3394775,1159.860962,259.0055237,1104.666626,409.5710144,1131.237671,1658800582578336.8,0.1611920495187596,0.46666675,1.124952143659247,0.8293923488306123,0.3293027742010996,0.5207335710357227,-1.431038337302304,-1.4746613393332668,-1.4044865889829998,-1.4382693388909018,0.0,0.0,0.0,0.0,0.0
30.0,884.8052368,1125.550293,652.3394775,1159.860962,259.0055237,1104.666626,409.5710144,1131.237671,1658800582595003.2,0.1611920495187596,0.48333325,1.124952143659247,0.8293923488306123,0.3293027742010996,0.5207335710357227,-1.431038337302304,-1.4746613393332668,-1.4044865889829998,-1.4382693388909018,0.0,0.0,0.0,0.0,0.0
31.0,884.8052368,1125.550293,652.3394775,1159.860962,259.0055237,1104.666626,409.4098511,1131.40979,1658800582611670.0,0.1611579803484166,0.5,1.124952143659247,0.8293923488306123,0.3293027742010996,0.5205286660551985,-1.431038337302304,-1.4746613393332668,-1.4044865889829998,-1.4384881730817058,-0.0020441399998792,0.0,0.0,0.0,0.017987441029520768
32.0,884.8052368,1125.550293,652.3394775,1159.860962,259.0055237,1104.666626,409.4098511,1131.40979,1658800582628336.8,0.1611579803484166,0.51666675,1.124952143659247,0.8293923488306123,0.3293027742010996,0.5205286660551985,-1.431038337302304,-1.4746613393332668,-1.4044865889829998,-1.4384881730817058,0.0,0.0,0.0,0.0,0.0
33.0,884.8052368,1125.550293,652.3394775,1159.860962,259.0055237,1104.666626,409.4098511,1131.40979,1658800582645003.2,0.1611579803484166,0.53333325,1.124952143659247,0.8293923488306123,0.3293027742010996,0.5205286660551985,-1.431038337302304,-1.4746613393332668,-1.4044865889829998,-1.4384881730817058,0.0,0.0,0.0,0.0,0.0
34.0,885.0739136,1126.092773,652.199585,1159.760132,259.1523743,1104.592407,409.4098511,1131.40979,1658800582661670.0,0.0954241252345294,0.55,1.125293742611808,0.8292144878040137,0.3294894818406985,0.5205286660551985,-1.4317280529747602,-1.4745331428444493,-1.4043922260433634,-1.4384881730817058,-3.944011586775284,0.04618042000243973,0.013154770400894264,0.01255192357453871,0.0
35.0,885.0739136,1126.092773,652.199585,1159.760132,259.1523743,1104.592407,409.4098511,1131.40979,1658800582678336.5,0.0954241252345294,0.5666665,1.125293742611808,0.8292144878040137,0.3294894818406985,0.5205286660551985,-1.4317280529747602,-1.4745331428444493,-1.4043922260433634,-1.4384881730817058,0.0,0.0,0.0,0.0,0.0
36.0,884.9038086,1126.032471,652.199585,1159.760132,259.1523743,1104.592407,409.4098511,1131.40979,1658800582695003.2,0.1029185309475486,0.58333325,1.1250774690451086,0.8292144878040137,0.3294894818406985,0.5205286660551985,-1.4316513842782543,-1.4745331428444493,-1.4043922260433634,-1.4384881730817058,0.4496620944706784,0.013767659235915447,0.0,0.0,0.0
37.0,884.9038086,1126.032471,652.199585,1159.760132,259.1523743,1104.592407,409.4098511,1131.40979,1658800582711670.0,0.1029185309475486,0.6,1.1250774690451086,0.8292144878040137,0.3294894818406985,0.5205286660551985,-1.4316513842782543,-1.4745331428444493,-1.4043922260433634,-1.4384881730817058,0.0,0.0,0.0,0.0,0.0
38.0,884.9038086,1126.032471,652.199585,1159.760132,259.1523743,1104.592407,409.4098511,1131.40979,1658800582728336.5,0.1029185309475486,0.6166665,1.1250774690451086,0.8292144878040137,0.3294894818406985,0.5205286660551985,-1.4316513842782543,-1.4745331428444493,-1.4043922260433634,-1.4384881730817058,0.0,0.0,0.0,0.0,0.0
39.0,884.4835815,1125.996216,652.199585,1159.760132,259.1523743,1104.592407,409.4098511,1131.40979,1658800582745003.5,0.1078635383282222,0.6333335,1.1245431871971865,0.8292144878040137,0.3294894818406985,0.5205286660551985,-1.431605289230133,-1.4745331428444493,-1.4043922260433634,-1.4384881730817058,0.2966945089502367,0.03217599489261355,0.0,0.0,0.0
40.0,884.4835815,1125.996216,652.199585,1159.760132,259.1523743,1104.592407,409.4098511,1131.40979,1658800582761670.0,0.1078635383282222,0.65,1.1245431871971865,0.8292144878040137,0.3294894818406985,0.5205286660551985,-1.431605289230133,-1.4745331428444493,-1.4043922260433634,-1.4384881730817058,0.0,0.0,0.0,0.0,0.0
41.0,884.4835815,1125.996216,652.199585,1159.760132,259.1523743,1104.592407,409.4098511,1131.40979,1658800582778336.8,0.1078635383282222,0.66666675,1.1245431871971865,0.8292144878040137,0.3294894818406985,0.5205286660551985,-1.431605289230133,-1.4745331428444493,-1.4043922260433634,-1.4384881730817058,0.0,0.0,0.0,0.0,0.0
42.0,884.4835815,1125.996216,652.199585,1159.760132,259.1523743,1104.592407,409.4098511,1131.40979,1658800582795003.5,0.1078635383282222,0.6833335,1.1245431871971865,0.8292144878040137,0.3294894818406985,0.5205286660551985,-1.431605289230133,-1.4745331428444493,-1.4043922260433634,-1.4384881730817058,0.0,0.0,0.0,0.0,0.0
43.0,884.4835815,1125.996216,652.199585,1159.760132,259.1523743,1104.592407,409.4098511,1131.40979,1658800582811670.0,0.1078635383282222,0.7,1.1245431871971865,0.8292144878040137,0.3294894818406985,0.5205286660551985,-1.431605289230133,-1.4745331428444493,-1.4043922260433634,-1.4384881730817058,0.0,0.0,0.0,0.0,0.0
44.0,884.4835815,1125.996216,652.199585,1159.760132,259.1523743,1104.592407,409.3727112,1131.564331,1658800582828336.8,0.1078866521553702,0.71666675,1.1245431871971865,0.8292144878040137,0.3294894818406985,0.5204814459344504,-1.431605289230133,-1.4745331428444493,-1.4043922260433634,-1.4386846583894357,0.001386822694767,0.0,0.0,0.0,0.012124783604081021
45.0,884.2712402,1125.560913,652.199585,1159.760132,259.1523743,1104.592407,409.4367065,1131.586548,1658800582845003.2,0.1607251940527274,0.73333325,1.1242732138847698,0.8292144878040137,0.3294894818406985,0.5205628103375133,-1.4310518396995195,-1.4745331428444493,-1.4043922260433634,-1.438712905353554,3.1703442172835987,0.03694713927319074,0.0,0.0,0.0051676885977770285
46.0,884.2712402,1125.560913,652.199585,1159.760132,259.1523743,1104.592407,409.3727112,1131.564331,1658800582861670.0,0.1606976933743105,0.75,1.1242732138847698,0.8292144878040137,0.3294894818406985,0.5204814459344504,-1.4310518396995195,-1.4745331428444493,-1.4043922260433634,-1.4386846583894357,-0.0016500324548512,0.0,0.0,0.0,0.0051676885977770285
47.0,884.2712402,1125.560913,652.199585,1159.760132,259.1523743,1104.592407,409.3727112,1131.564331,1658800582878336.8,0.1606976933743105,0.76666675,1.1242732138847698,0.8292144878040137,0.3294894818406985,0.5204814459344504,-1.4310518396995195,-1.4745331428444493,-1.4043922260433634,-1.4386846583894357,0.0,0.0,0.0,0.0,0.0
48.0,884.2712402,1125.560913,652.1464233,1159.5,259.1523743,1104.592407,409.3727112,1131.564331,1658800582895003.2,0.1606976933743105,0.78333325,1.1242732138847698,0.8291468973718055,0.3294894818406985,0.5204814459344504,-1.4310518396995195,-1.474202407854574,-1.4043922260433634,-1.4386846583894357,0.0,0.0,0.02025425289153396,0.0,0.0
49.0,884.2712402,1125.560913,652.1464233,1159.5,259.1523743,1104.592407,409.3727112,1131.564331,1658800582911670.0,0.1606976933743105,0.8,1.1242732138847698,0.8291468973718055,0.3294894818406985,0.5204814459344504,-1.4310518396995195,-1.474202407854574,-1.4043922260433634,-1.4386846583894357,0.0,0.0,0.0,0.0,0.0
50.0,884.2712402,1125.560913,652.1464233,1159.5,259.1523743,1104.592407,409.3727112,1131.564331,1658800582928336.5,0.1606976933743105,0.8166665,1.1242732138847698,0.8291468973718055,0.3294894818406985,0.5204814459344504,-1.4310518396995195,-1.474202407854574,-1.4043922260433634,-1.4386846583894357,0.0,0.0,0.0,0.0,0.0
51.0,884.2712402,1125.560913,652.1464233,1159.5,259.1523743,1104.592407,409.3727112,1131.564331,1658800582945003.2,0.1606976933743105,0.83333325,1.1242732138847698,0.8291468973718055,0.3294894818406985,0.5204814459344504,-1.4310518396995195,-1.474202407854574,-1.4043922260433634,-1.4386846583894357,0.0,0.0,0.0,0.0,0.0
52.0,884.4492188,1125.743164,652.1464233,1159.5,259.1523743,1104.592407,409.3727112,1131.564331,1658800582961670.0,0.138449727648433,0.85,1.1244994980423089,0.8291468973718055,0.3294894818406985,0.5204814459344504,-1.4312835558384016,-1.474202407854574,-1.4043922260433634,-1.4386846583894357,-1.334871269196308,0.01943267352419005,0.0,0.0,0.0
53.0,884.4492188,1125.743164,652.1464233,1159.5,259.1523743,1104.592407,409.3727112,1131.564331,1658800582978336.5,0.138449727648433,0.8666665,1.1244994980423089,0.8291468973718055,0.3294894818406985,0.5204814459344504,-1.4312835558384016,-1.474202407854574,-1.4043922260433634,-1.4386846583894357,0.0,0.0,0.0,0.0,0.0
54.0,884.4492188,1125.743164,652.1464233,1159.5,259.1523743,1104.592407,408.9811401,1131.833374,1658800582995003.5,0.1383917147583555,0.8833335,1.1244994980423089,0.8291468973718055,0.3294894818406985,0.5199835976735911,-1.4312835558384016,-1.474202407854574,-1.4043922260433634,-1.4390267229331324,-0.0034807037905746,0.0,0.0,0.0,0.03624223716083435
55.0,884.2712402,1125.560913,652.1464233,1159.5,259.1523743,1104.592407,409.5,1131.5,1658800583011670.0,0.1607246337522388,0.9,1.1242732138847698,0.8291468973718055,0.3294894818406985,0.5206432824635171,-1.4310518396995195,-1.474202407854574,-1.4043922260433634,-1.438602867173308,1.339988539518392,0.01943267352419005,0.0,0.0,0.04704695333287242
56.0,884.5689697,1125.814453,652.1464233,1159.5,259.1523743,1104.592407,409.4098511,1131.40979,1658800583028336.8,0.1296606842643556,0.91666675,1.1246517507936007,0.8291468973718055,0.3294894818406985,0.5205286660551985,-1.4313741935403883,-1.474202407854574,-1.4043922260433634,-1.4384881730817058,-1.8638276501347475,0.02983165909319246,0.0,0.0,0.0097288211277334
57.0,884.5689697,1125.814453,652.1464233,1159.5,259.1523743,1104.592407,409.4098511,1131.40979,1658800583045003.5,0.1296606842643556,0.9333335,1.1246517507936007,0.8291468973718055,0.3294894818406985,0.5205286660551985,-1.4313741935403883,-1.474202407854574,-1.4043922260433634,-1.4384881730817058,0.0,0.0,0.0,0.0,0.0
58.0,884.5689697,1125.814453,652.1464233,1159.5,259.1523743,1104.592407,409.2376709,1131.571045,1658800583061670.0,0.1296427271553412,0.95,1.1246517507936007,0.8291468973718055,0.3294894818406985,0.5203097540539696,-1.4313741935403883,-1.474202407854574,-1.4043922260433634,-1.4386931946507258,-0.0010774373152367,0.0,0.0,0.0,0.017995630274140983
59.0,884.2313232,1126.085205,652.1464233,1159.5,259.1523743,1104.592407,409.2376709,1131.571045,1658800583078336.8,0.0974812058390391,0.96666675,1.1242224629252922,0.8291468973718055,0.3294894818406985,0.5203097540539696,-1.431718430927479,-1.474202407854574,-1.4043922260433634,-1.4386931946507258,-1.9296816305699656,0.03301567550683605,0.0,0.0,0.0
60.0,884.2313232,1126.085205,652.1464233,1159.5,259.1523743,1104.592407,409.2376709,1131.571045,1658800583095003.2,0.0974812058390391,0.98333325,1.1242224629252922,0.8291468973718055,0.3294894818406985,0.5203097540539696,-1.431718430927479,-1.474202407854574,-1.4043922260433634,-1.4386931946507258,0.0,0.0,0.0,0.0,0.0
61.0,884.2313232,1126.085205,652.1464233,1159.5,259.1523743,1104.592407,409.2376709,1131.571045,1658800583111670.0,0.0974812058390391,1.0,1.1242224629252922,0.8291468973718055,0.3294894818406985,0.5203097540539696,-1.431718430927479,-1.474202407854574,-1.4043922260433634,-1.4386931946507258,0.0,0.0,0.0,0.0,0.0
62.0,884.2712402,1125.560913,652.1464233,1159.5,259.1523743,1104.592407,409.2376709,1131.571045,1658800583128336.8,0.1606533889322716,1.01666675,1.1242732138847698,0.8291468973718055,0.3294894818406985,0.5203097540539696,-1.4310518396995195,-1.474202407854574,-1.4043922260433634,-1.4386931946507258,3.790312034033791,0.040111223993912065,0.0,0.0,0.0
63.0,884.1740112,1125.603394,652.1464233,1159.5,259.1523743,1104.592407,409.2376709,1131.571045,1658800583145003.2,0.1556777234834459,1.03333325,1.1241495957511662,0.8291468973718055,0.3294894818406985,0.5203097540539696,-1.4311058505597938,-1.474202407854574,-1.4043922260433634,-1.4386931946507258,-0.2985429123586624,0.008094134761630813,0.0,0.0,0.0
64.0,884.1740112,1125.603394,652.1464233,1159.5,259.1523743,1104.592407,409.2376709,1131.571045,1658800583161670.0,0.1556777234834459,1.05,1.1241495957511662,0.8291468973718055,0.3294894818406985,0.5203097540539696,-1.4311058505597938,-1.474202407854574,-1.4043922260433634,-1.4386931946507258,0.0,0.0,0.0,0.0,0.0
65.0,884.1740112,1125.603394,652.3394775,1159.860962,259.1523743,1104.592407,409.2376709,1131.571045,1658800583178336.5,0.1556777234834459,1.0666665,1.1241495957511662,0.8293923488306123,0.3294894818406985,0.5203097540539696,-1.4311058505597938,-1.4746613393332668,-1.4043922260433634,-1.4386931946507258,0.0,0.0,0.031226787775184364,0.0,0.0
66.0,884.1740112,1125.603394,652.3394775,1159.860962,259.1523743,1104.592407,409.2376709,1131.571045,1658800583195003.2,0.1556777234834459,1.08333325,1.1241495957511662,0.8293923488306123,0.3294894818406985,0.5203097540539696,-1.4311058505597938,-1.4746613393332668,-1.4043922260433634,-1.4386931946507258,0.0,0.0,0.0,0.0,0.0
67.0,884.1740112,1125.603394,652.3394775,1159.860962,259.1523743,1104.592407,409.2376709,1131.571045,1658800583211670.0,0.1556777234834459,1.1,1.1241495957511662,0.8293923488306123,0.3294894818406985,0.5203097540539696,-1.4311058505597938,-1.4746613393332668,-1.4043922260433634,-1.4386931946507258,0.0,0.0,0.0,0.0,0.0
68.0,884.37677,1125.752319,652.199585,1159.760132,259.1523743,1104.592407,409.2376709,1131.571045,1658800583228336.5,0.1374148385793589,1.1166665,1.124407385756491,0.8292144878040137,0.3294894818406985,0.5203097540539696,-1.4312951956167923,-1.4745331428444493,-1.4043922260433634,-1.4386931946507258,-1.0957840520857467,0.019191301541016836,0.013154770400894264,0.0,0.0
69.0,884.37677,1125.752319,652.3394775,1159.860962,259.1523743,1104.592407,409.2376709,1131.571045,1658800583245003.5,0.1374148385793589,1.1333335,1.124407385756491,0.8293923488306123,0.3294894818406985,0.5203097540539696,-1.4312951956167923,-1.4746613393332668,-1.4043922260433634,-1.4386931946507258,0.0,0.0,0.013154770400894264,0.0,0.0
70.0,884.37677,1125.752319,652.3394775,1159.860962,259.1523743,1104.592407,409.2376709,1131.571045,1658800583261670.0,0.1374148385793589,1.15,1.124407385756491,0.8293923488306123,0.3294894818406985,0.5203097540539696,-1.4312951956167923,-1.4746613393332668,-1.4043922260433634,-1.4386931946507258,0.0,0.0,0.0,0.0,0.0
71.0,884.37677,1125.752319,652.3394775,1159.860962,259.1523743,1104.592407,409.2376709,1131.571045,1658800583278336.8,0.1374148385793589,1.16666675,1.124407385756491,0.8293923488306123,0.3294894818406985,0.5203097540539696,-1.4312951956167923,-1.4746613393332668,-1.4043922260433634,-1.4386931946507258,0.0,0.0,0.0,0.0,0.0
72.0,884.37677,1125.752319,652.3394775,1159.860962,259.1523743,1104.592407,409.2376709,1131.571045,1658800583295003.5,0.1374148385793589,1.1833335,1.124407385756491,0.8293923488306123,0.3294894818406985,0.5203097540539696,-1.4312951956167923,-1.4746613393332668,-1.4043922260433634,-1.4386931946507258,0.0,0.0,0.0,0.0,0.0
73.0,884.37677,1125.752319,652.3394775,1159.860962,259.1523743,1104.592407,409.2376709,1131.571045,1658800583311670.0,0.1374148385793589,1.2,1.124407385756491,0.8293923488306123,0.3294894818406985,0.5203097540539696,-1.4312951956167923,-1.4746613393332668,-1.4043922260433634,-1.4386931946507258,0.0,0.0,0.0,0.0,0.0
74.0,883.8624268,1125.464233,652.3394775,1159.860962,259.1523743,1104.592407,409.2376709,1131.571045,1658800583328336.8,0.1729468011446077,1.21666675,1.1237534435539005,0.8293923488306123,0.3294894818406985,0.5203097540539696,-1.4309289195711956,-1.4746613393332668,-1.4043922260433634,-1.4386931946507258,2.1319070943794616,0.04497193308347191,0.0,0.0,0.0
75.0,883.6565552,1125.309204,652.1762695,1159.574707,259.1523743,1104.592407,409.2376709,1131.571045,1658800583345003.2,0.1919863934330047,1.23333325,1.1234916958967818,0.8291848441936297,0.3294894818406985,0.5203097540539696,-1.4307318138143288,-1.4742973912433484,-1.4043922260433634,-1.4386931946507258,1.142386961173422,0.0196597318249733,0.025136805514792238,0.0,0.0
76.0,883.6565552,1125.309204,652.0396729,1159.470215,259.1523743,1104.592407,409.2376709,1131.571045,1658800583361670.0,0.1919863934330047,1.25,1.1234916958967818,0.8290111736143932,0.3294894818406985,0.5203097540539696,-1.4307318138143288,-1.4741645388431746,-1.4043922260433634,-1.4386931946507258,0.0,0.0,0.013119467564171573,0.0,0.0
77.0,883.6565552,1125.309204,652.1762695,1159.574707,259.1523743,1104.592407,409.2376709,1131.571045,1658800583378336.8,0.1919863934330047,1.26666675,1.1234916958967818,0.8291848441936297,0.3294894818406985,0.5203097540539696,-1.4307318138143288,-1.4742973912433484,-1.4043922260433634,-1.4386931946507258,0.0,0.0,0.013119467564171573,0.0,0.0
