Frame #,Shoulder Pink X,Shoulder Pink Y,Wrist Pink X,Wrist Pink Y,Head Pink X,Head Pink Y,Green X,Green Y,angles,Timestamp (microseconds),Seconds
1.0,240.1607361,562.4927368,921.5,750.5,277.0278015,294.0814209,530.666687,756.9217529,145.2651681,1658795773000000.0,0.0
2.0,240.1607361,562.4927368,921.5,750.5,277.0278015,294.0814209,530.666687,756.9217529,145.2651681,1658795773016666.8,0.01666675
3.0,240.1607361,562.4927368,921.5,750.5,277.0278015,294.0814209,530.666687,756.9217529,145.2651681,1658795773033333.2,0.03333325
4.0,240.1607361,562.4927368,921.5,750.5,277.0278015,294.0814209,530.666687,756.9217529,145.2651681,1658795773050000.0,0.05
5.0,240.1607361,562.4927368,921.5,750.5,277.0278015,294.0814209,530.666687,756.9217529,145.2651681,1658795773066666.5,0.0666665
6.0,240.1607361,562.4927368,921.5,750.5,277.0278015,294.0814209,530.666687,756.9217529,145.2651681,1658795773083333.2,0.08333325
7.0,240.1607361,562.4927368,921.5,750.5,277.0278015,294.0814209,530.666687,756.9217529,145.2651681,1658795773100000.0,0.1
8.0,240.1607361,562.4927368,921.5,750.5,277.0278015,294.0814209,530.666687,756.9217529,145.2651681,1658795773116666.5,0.1166665
9.0,240.1607361,562.4927368,921.5,750.5,277.0278015,294.0814209,530.666687,756.9217529,145.2651681,1658795773133333.5,0.1333335
10.0,240.1607361,562.4927368,921.3619995,750.387085,277.0278015,294.0814209,530.666687,756.9217529,145.2482811,1658795773150000.0,0.15
11.0,240.1607361,562.4927368,921.3619995,750.387085,277.0278015,294.0814209,530.666687,756.9217529,145.2482811,1658795773166666.8,0.16666675
12.0,239.9318237,562.6072998,921.3619995,750.387085,277.0278015,294.0814209,530.666687,756.9217529,145.2847416,1658795773183333.5,0.1833335
13.0,239.9318237,562.6072998,921.3619995,750.387085,277.0278015,294.0814209,530.666687,756.9217529,145.2847416,1658795773200000.0,0.2
14.0,239.9318237,562.6072998,921.3619995,750.387085,277.0278015,294.0814209,530.666687,756.9217529,145.2847416,1658795773216666.8,0.21666675
15.0,239.9473724,562.5614014,921.3619995,750.387085,277.0278015,294.0814209,530.666687,756.9217529,145.2770739,1658795773233333.2,0.23333325
16.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773250000.0,0.25
17.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773266666.8,0.26666675
18.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773283333.2,0.28333325
19.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773300000.0,0.3
20.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773316666.5,0.3166665
21.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773333333.2,0.33333325
22.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773350000.0,0.35
23.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773366666.5,0.3666665
24.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773383333.5,0.3833335
25.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773400000.0,0.4
26.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773416666.8,0.41666675
27.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773433333.5,0.4333335
28.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773450000.0,0.45
29.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773466666.8,0.46666675
30.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773483333.2,0.48333325
31.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773500000.0,0.5
32.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773516666.8,0.51666675
33.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773533333.2,0.53333325
34.0,239.9473724,562.5614014,921.2495117,750.5288696,277.0278015,294.0814209,530.666687,756.9217529,145.2975911,1658795773550000.0,0.55
