Frame #,Body Pink X,Body Pink Y,Hand Pink X,Hand Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Body Pink X meters,Hand Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Body Pink Y meters,Hand Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters
1.0,467.5,1260.5,479.135498,1696.440186,368.4642944,1283.880981,320.7123413,1002.729248,1660001301680000.0,0.0,0.0,-0.32834250875233073,0.3365145485467751,0.2587860765966917,0.22524811707010853,-0.8852956840263377,-1.1914725703091136,-0.9017170101410557,-0.7042537687436535
2.0,467.5,1260.5,479.8547363,1696.472046,368.6704407,1283.781494,321.1029358,1002.475464,1660001301696666.8,0.0558703122845806,0.01666675,-0.32834250875233073,0.3370196961570698,0.2589308607535088,0.2255224460070815,-0.8852956840263377,-1.191494946763293,-0.9016471367481824,-0.7040755268714798
3.0,467.5,1260.5,479.8584595,1696.577148,368.8948364,1283.71228,321.1239014,1002.061096,1660001301713333.2,0.0542497612796251,0.03333325,-0.32834250875233073,0.33702231109787956,0.2590884621376612,0.22553717092195102,-0.8852956840263377,-1.191568763777956,-0.901598525200801,-0.7037845009278078
4.0,467.5,1260.5,480.4589233,1696.366211,368.8392334,1284.314453,321.2946167,1001.984863,1660001301730000.0,0.1051114502170521,0.05,-0.32834250875233073,0.3374440389920121,0.25904941009805876,0.22565707057945777,-0.8852956840263377,-1.1914206149356699,-0.9020214535291923,-0.7037309596776052
5.0,467.5,1260.5,480.6035461,1696.179443,368.8847046,1283.981079,321.2946167,1001.984863,1660001301746666.8,0.1198082814220278,0.06666675,-0.32834250875233073,0.337545612923509,0.2590813462004844,0.22565707057945777,-0.8852956840263377,-1.1912894408743337,-0.9017873126617851,-0.7037309596776052
6.0,467.5,1260.5,480.8885803,1696.502808,368.7303467,1283.40979,321.4885254,1001.858887,1660001301763333.2,0.1363254176984573,0.08333325,-0.32834250875233073,0.33774580296480994,0.25897293494886564,0.22579325981801798,-0.8852956840263377,-1.1915165520515372,-0.9013860753067421,-0.7036424820821344
7.0,467.5,1260.5,480.9682007,1696.50293,368.7955017,1283.249512,321.4885254,1001.858887,1660001301780000.0,0.1425618238785114,0.1,-0.32834250875233073,0.3378017233110856,0.25901869571070046,0.22579325981801798,-0.8852956840263377,-1.1915166377366413,-0.9012735061503405,-0.7036424820821344
8.0,467.5,1260.5,481.9882813,1696.732178,368.8948364,1283.71228,321.4885254,1001.858887,1660001301796666.5,0.2183156342966779,0.1166665,-0.32834250875233073,0.3385181635749007,0.2590884621376612,0.22579325981801798,-0.8852956840263377,-1.1916776470702164,-0.901598525200801,-0.7036424820821344
9.0,467.5,1260.5,482.184967,1696.490845,368.8948364,1283.71228,321.3903198,1001.929199,1660001301813333.5,0.2380870688222251,0.1333335,-0.32834250875233073,0.33865630320307977,0.2590884621376612,0.22572428639967032,-0.8852956840263377,-1.1915081499949978,-0.901598525200801,-0.7036918647954508
10.0,467.5,1260.5,482.7087097,1696.70874,368.8948364,1283.71228,322.1793518,1002.0,1660001301830000.2,0.2753119703541686,0.15000025,-0.32834250875233073,0.33902414703636047,0.2590884621376612,0.2262784527020572,-0.8852956840263377,-1.1916611856975532,-0.901598525200801,-0.7037415909515196
11.0,467.5,1260.5,482.716217,1696.113647,369.0723572,1284.129395,322.1793518,1002.0,1660001301846666.8,0.2866752241806756,0.16666675,-0.32834250875233073,0.3390294196902984,0.2592131415490574,0.2262784527020572,-0.8852956840263377,-1.191243229914535,-0.9018914804639843,-0.7037415909515196
12.0,467.7290039,1260.745239,482.6355286,1696.596436,369.7055969,1284.279785,322.2244568,1002.323303,1660001301863333.5,0.2717345463317846,0.1833335,-0.3285033466454646,0.33897274924819526,0.2596578891677517,0.22631013160870378,-0.8854679244295548,-1.1915823104524133,-0.9019971049129496,-0.7039686585838344
13.0,467.7290039,1260.745239,482.6579285,1696.432495,370.0971375,1284.373047,322.3577271,1002.481323,1660001301880000.0,0.2765376964871792,0.2,-0.3285033466454646,0.338988481524905,0.2599328825856819,0.22640373226034907,-0.8854679244295548,-1.191467168635884,-0.9020626062585139,-0.7040796418634773
14.0,467.7290039,1260.745239,482.318573,1695.471558,370.563446,1284.331177,322.4500122,1002.375,1660001301896666.8,0.2672896327008506,0.21666675,-0.3285033466454646,0.3387501396292282,0.26026038825999753,0.22646854749297896,-0.8854679244295548,-1.19079226710576,-0.9020331994117942,-0.7040049672954386
15.0,467.7290039,1260.745239,482.318573,1695.471558,370.2696533,1283.59021,322.3880005,1002.098755,1660001301913333.5,0.2671832762844597,0.2333335,-0.3285033466454646,0.3387501396292282,0.26005404680080796,0.2264249943867757,-0.8854679244295548,-1.19079226710576,-0.9015127909333285,-0.7038109502337695
16.0,467.7290039,1260.745239,482.318573,1695.471558,370.8948364,1283.71228,322.3880005,1002.098755,1660001301930000.0,0.2671832762844597,0.25,-0.3285033466454646,0.3387501396292282,0.2604931359718958,0.2264249943867757,-0.8854679244295548,-1.19079226710576,-0.901598525200801,-0.7038109502337695
17.0,467.7290039,1260.745239,482.318573,1695.471558,370.8948364,1283.71228,322.3880005,1002.098755,1660001301946666.8,0.2671832762844597,0.26666675,-0.3285033466454646,0.3387501396292282,0.2604931359718958,0.2264249943867757,-0.8854679244295548,-1.19079226710576,-0.901598525200801,-0.7038109502337695
18.0,467.7290039,1260.745239,482.318573,1695.471558,371.0370483,1283.831299,322.5,1002.0,1660001301963333.2,0.2671529759707085,0.28333325,-0.3285033466454646,0.3387501396292282,0.26059301663931916,0.2265036557703244,-0.8854679244295548,-1.19079226710576,-0.9016821166383393,-0.7037415909515196
19.0,467.7290039,1260.745239,482.318573,1695.471558,370.8948364,1283.71228,322.5,1002.0,1660001301980000.0,0.2671529759707085,0.3,-0.3285033466454646,0.3387501396292282,0.2604931359718958,0.2265036557703244,-0.8854679244295548,-1.19079226710576,-0.901598525200801,-0.7037415909515196
20.0,467.7290039,1260.745239,482.318573,1695.471558,370.7020569,1283.420898,322.6835938,1001.648071,1660001301996666.8,0.2670326385948422,0.31666675,-0.3285033466454646,0.3387501396292282,0.26035773981218235,0.22663260047381825,-0.8854679244295548,-1.19079226710576,-0.9013938768652175,-0.7034944182226154
21.0,467.7290039,1260.745239,482.318573,1695.471558,370.7020569,1283.420898,322.5245056,1001.732056,1660001302013333.2,0.2670547653565344,0.33333325,-0.3285033466454646,0.3387501396292282,0.26035773981218235,0.22652086695788054,-0.8854679244295548,-1.19079226710576,-0.9013938768652175,-0.7035534039885994
22.0,467.7290039,1260.745239,482.318573,1695.471558,370.8948364,1283.71228,322.5245056,1001.732056,1660001302030000.0,0.2670547653565344,0.35,-0.3285033466454646,0.3387501396292282,0.2604931359718958,0.22652086695788054,-0.8854679244295548,-1.19079226710576,-0.901598525200801,-0.7035534039885994
23.0,467.7290039,1260.745239,482.318573,1695.471558,371.0892944,1283.660767,322.754303,1001.417847,1660001302046666.5,0.2669511303901754,0.3666665,-0.3285033466454646,0.3387501396292282,0.2606297110041246,0.22668226215535808,-0.8854679244295548,-1.19079226710576,-0.9015623457191896,-0.7033327234082091
24.0,467.7290039,1260.745239,482.318573,1695.471558,371.1495056,1283.731323,322.6836853,1001.83844,1660001302063333.5,0.2671034072781901,0.3833335,-0.3285033466454646,0.3387501396292282,0.26067199955270853,0.22663266473764618,-0.8854679244295548,-1.19079226710576,-0.9016118998027136,-0.7036281213991901
25.0,467.7290039,1260.745239,482.318573,1695.471558,371.3715515,1283.730347,322.6836853,1001.83844,1660001302080000.2,0.2671034072781901,0.40000025,-0.3285033466454646,0.3387501396292282,0.26082795058557307,0.22663266473764618,-0.8854679244295548,-1.19079226710576,-0.9016112143218825,-0.7036281213991901
26.0,467.7290039,1260.745239,482.318573,1695.471558,371.5476074,1283.470215,322.7993164,1001.73645,1660001302096666.8,0.2670720811240874,0.41666675,-0.3285033466454646,0.3387501396292282,0.26095160114361937,0.22671387672794308,-0.8854679244295548,-1.19079226710576,-0.901428514014959,-0.7035564900570134
27.0,467.7290039,1260.745239,482.318573,1695.471558,372.1706238,1284.386963,322.5833435,1002.072205,1660001302113333.5,0.2671846083814979,0.4333335,-0.3285033466454646,0.3387501396292282,0.26138916856130884,0.2265621909871762,-0.8854679244295548,-1.19079226710576,-0.9020723799790523,-0.7037923031886201
28.0,467.7290039,1260.745239,482.318573,1695.471558,372.2784424,1283.988281,322.6573181,1002.067444,1660001302130000.0,0.2671870713708308,0.45,-0.3285033466454646,0.3387501396292282,0.2614648935444408,0.22661414607968516,-0.8854679244295548,-1.19079226710576,-0.9017923708922622,-0.7037889593625577
29.0,467.7290039,1260.745239,482.318573,1695.471558,372.4642944,1283.880981,322.5833435,1002.072205,1660001302146666.8,0.2671846083814979,0.46666675,-0.3285033466454646,0.3387501396292282,0.26159542426516086,0.2265621909871762,-0.8854679244295548,-1.19079226710576,-0.9017170101410557,-0.7037923031886201
