Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Head Pink X meters,Hand Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Head Pink Y meters,Hand Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters
1.0,340.2748413,968.5278931,980.9594727,1009.207214,719.3005371,1009.77594,498.1358032,997.6913452,1659656289020000.0,0.0,0.0,0.36412565192596025,1.0497176521931528,0.7697183135890889,0.53305152797925,-1.0364147085813782,-1.079945356295526,-1.0805539458836544,-1.0676223082021852
2.0,340.2748413,968.5278931,980.9594727,1009.207214,719.3005371,1009.77594,498.8999939,997.5,1659656289036666.8,0.0,0.01666675,0.36412565192596025,1.0497176521931528,0.7697183135890889,0.533869282932188,-1.0364147085813782,-1.079945356295526,-1.0805539458836544,-1.0674175510845954
3.0,340.2748413,968.5278931,980.9594727,1009.207214,719.3005371,1009.77594,498.8999939,997.5,1659656289053333.2,0.0,0.03333325,0.36412565192596025,1.0497176521931528,0.7697183135890889,0.533869282932188,-1.0364147085813782,-1.079945356295526,-1.0805539458836544,-1.0674175510845954
4.0,340.2748413,968.5278931,980.9594727,1009.207214,719.3005371,1009.77594,498.8999939,997.5,1659656289070000.0,0.0,0.05,0.36412565192596025,1.0497176521931528,0.7697183135890889,0.533869282932188,-1.0364147085813782,-1.079945356295526,-1.0805539458836544,-1.0674175510845954
5.0,339.8469849,968.9152832,981.1690063,1008.417847,719.3005371,1009.77594,498.8999939,997.5,1659656289086666.5,0.0943330461771068,0.0666665,0.3636678058801418,1.0499418725863177,0.7697183135890889,0.533869282932188,-1.0368292519316102,-1.0791006603656543,-1.0805539458836544,-1.0674175510845954
6.0,339.8469849,968.9152832,981.1690063,1008.417847,719.182251,1010.11554,498.8999939,997.5,1659656289103333.2,0.0943330461771068,0.08333325,0.3636678058801418,1.0499418725863177,0.7695917364871446,0.533869282932188,-1.0368292519316102,-1.0791006603656543,-1.0809173493927755,-1.0674175510845954
7.0,339.8469849,968.9152832,981.1690063,1008.417847,719.182251,1010.11554,498.8999939,997.5,1659656289120000.0,0.0943330461771068,0.1,0.3636678058801418,1.0499418725863177,0.7695917364871446,0.533869282932188,-1.0368292519316102,-1.0791006603656543,-1.0809173493927755,-1.0674175510845954
8.0,339.8469849,968.9152832,981.1690063,1008.417847,719.5,1010.0,498.8999939,997.5,1659656289136666.5,0.0943330461771068,0.1166665,0.3636678058801418,1.0499418725863177,0.7699317573988635,0.533869282932188,-1.0368292519316102,-1.0791006603656543,-1.0807937108726229,-1.0674175510845954
9.0,339.8469849,968.9152832,981.1690063,1008.417847,719.182251,1010.11554,498.9523926,997.4047852,1659656289153333.5,0.0943473886330905,0.1333335,0.3636678058801418,1.0499418725863177,0.7695917364871446,0.5339253544028988,-1.0368292519316102,-1.0791006603656543,-1.0809173493927755,-1.0673156624142766
10.0,339.3075867,969.1480103,981.7999878,1008.359497,719.5,1010.0,498.5,997.5,1659656289170000.0,0.1028595816233216,0.15,0.3630905997591359,1.050617081335701,0.7699317573988635,0.5334412523465372,-1.0370782915217385,-1.079038220451764,-1.0807937108726229,-1.0674175510845954
11.0,339.4309998,968.9816895,981.380249,1008.47406,719.182251,1010.11554,498.5,997.5,1659656289186666.8,0.0881546427309858,0.16666675,0.3632226632267787,1.0501679218750581,0.7695917364871446,0.5334412523465372,-1.0369003128339889,-1.0791608134912676,-1.0809173493927755,-1.0674175510845954
12.0,339.1338501,969.0797729,981.0625,1008.412048,718.9705811,1009.926453,498.8999939,997.5,1659656289203333.5,0.0947354219625588,0.1833335,0.3629046854773256,1.0498279009633391,0.7693652300547674,0.533869282932188,-1.0370052711724649,-1.0790944548976056,-1.0807150087587085,-1.0674175510845954
13.0,339.1338501,969.0797729,981.2300415,1008.4953,718.9705811,1009.926453,498.8999939,997.5,1659656289220000.0,0.0853012356052015,0.2,0.3629046854773256,1.0500071859133493,0.7693652300547674,0.533869282932188,-1.0370052711724649,-1.0791835422619793,-1.0807150087587085,-1.0674175510845954
14.0,339.3093567,969.3261108,981.1243286,1008.944458,718.9605103,1010.03949,498.5,997.5,1659656289236666.8,0.0316503346400875,0.21666675,0.3630924938233619,1.0498940633019849,0.7693544533643679,0.5334412523465372,-1.0372688755814448,-1.079664182996225,-1.0808359688366251,-1.0674175510845954
15.0,339.1338501,969.0797729,981.069519,1008.930481,718.9705811,1009.926453,499.1036987,997.2963257,1659656289253333.2,0.0332013992348672,0.23333325,0.3629046854773256,1.0498354119445834,0.7693652300547674,0.5340872659685391,-1.0370052711724649,-1.0796492263093964,-1.0807150087587085,-1.0671996006860742
16.0,340.419342,969.1035156,981.1722412,1008.95752,719.182251,1010.11554,498.8999939,997.5,1659656289270000.0,0.030261025706651,0.25,0.36428028108217475,1.0499453342294616,0.7695917364871446,0.533869282932188,-1.037030678064385,-1.0796781605481571,-1.0809173493927755,-1.0674175510845954
17.0,340.0249634,969.2261353,980.8779907,1008.89325,718.9705811,1009.926453,498.8999939,997.5,1659656289286666.8,0.037066367089783,0.26666675,0.3638582593885285,1.049630458893005,0.7693652300547674,0.533869282932188,-1.0371618925204138,-1.0796093856849909,-1.0807150087587085,-1.0674175510845954
18.0,340.1666565,969.0536499,980.8167725,1008.90509,719.3005371,1009.77594,498.5,997.5,1659656289303333.2,0.0354584713865299,0.28333325,0.36400988415224533,1.049564949738994,0.7697183135890889,0.5334412523465372,-1.0369773171386936,-1.079622055583542,-1.0805539458836544,-1.0674175510845954
19.0,339.8341064,969.1704712,980.8167725,1008.90509,719.0913086,1010.091309,498.8999939,997.5,1659656289320000.0,0.0354875269422827,0.3,0.3636540246902354,1.049564949738994,0.7694944196812322,0.533869282932188,-1.0371023267687292,-1.079622055583542,-1.0808914199745496,-1.0674175510845954
20.0,339.7287903,969.2363892,981.0256348,1008.925232,718.9705811,1009.926453,498.8999939,997.5,1659656289336666.5,0.0336822859348625,0.3166665,0.36354132669168726,1.0497884517788738,0.7693652300547674,0.533869282932188,-1.0371728651448018,-1.0796436093923782,-1.0807150087587085,-1.0674175510845954
21.0,339.7287903,969.2363892,981.0256348,1008.925232,718.9705811,1009.926453,499.3800049,997.5,1659656289353333.2,0.0337160056397915,0.33333325,0.36354132669168726,1.0497884517788738,0.7693652300547674,0.5343829392390689,-1.0371728651448018,-1.0796436093923782,-1.0807150087587085,-1.0674175510845954
22.0,339.1164856,968.9111938,981.4838257,1008.891174,719.0621948,1010.177795,499.3800049,997.5,1659656289370000.0,0.0390523610345091,0.35,0.3628861038511944,1.0502787585542195,0.7694632652139652,0.5343829392390689,-1.0368248758941832,-1.0796071641723732,-1.0809839680189839,-1.0674175510845954
23.0,339.1164856,968.9111938,981.3640747,1008.685608,718.9705811,1009.926453,499.3800049,997.5,1659656289386666.5,0.0631394227496063,0.3666665,0.3628861038511944,1.0501506138733572,0.7693652300547674,0.5343829392390689,-1.0368248758941832,-1.0793871894793345,-1.0807150087587085,-1.0674175510845954
24.0,338.5278931,969.0272217,981.3601074,1008.834534,719.0913086,1010.091309,498.9523926,997.5952148,1659656289403333.5,0.0453842194390878,0.3833335,0.36225625526479166,1.0501463684942591,0.7694944196812322,0.5339253544028988,-1.0369490365126048,-1.0795465541171418,-1.0808914199745496,-1.0675194397549141
25.0,338.5278931,969.0272217,981.3601074,1008.834534,719.0913086,1010.091309,498.8999939,997.5,1659656289420000.0,0.0453881374961139,0.4,0.36225625526479166,1.0501463684942591,0.7694944196812322,0.533869282932188,-1.0369490365126048,-1.0795465541171418,-1.0808914199745496,-1.0674175510845954
26.0,339.0751648,969.0327148,981.2944336,1008.785889,719.0913086,1010.091309,498.9523926,997.5952148,1659656289436666.8,0.0509778162526519,0.41666675,0.3628418867613249,1.0500760914348441,0.7694944196812322,0.5339253544028988,-1.0369549146392714,-1.0794944994537108,-1.0808914199745496,-1.0675194397549141
