Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g)
1659656280843444,0.0986953536278321,0.934767681391623,-0.3257495994506754
1659656280859444,0.09942778667887353,0.9340352483405816,-0.3240405889982454
1659656280875444,0.09442282749675712,0.9248798352025638,-0.3231860837720304
1659656280891444,0.0919813839932857,0.9267109178301673,-0.3253833829251547
1659656280907444,0.09393453879606284,0.9345235370412759,-0.3268482490272375
1659656280923443,0.09332417792019498,0.9328145265888459,-0.32428473334859254
1659656280939443,0.0928358892195007,0.9280537117570766,-0.3230640115968568
1659656280955443,0.08648813611047501,0.9186541542687117,-0.3235523002975511
1659656280971443,0.08868543526359929,0.9192645151445795,-0.3226977950713361
1659656280987443,0.09893949797817925,0.9300068665598538,-0.320744640268559
1659656281003442,0.09564354924849283,0.9362325474937059,-0.32123292896925326
1659656281019442,0.09234760051880642,0.9359884031433587,-0.3264820325017168
1659656281035442,0.09308003356984784,0.9408712901503016,-0.3240405889982454
1659656281051442,0.09942778667887353,0.9562523842221715,-0.3323414969100482
1659656281067442,0.10321202410925423,0.9540550850690472,-0.3320973525597011
1659656281083441,0.10162508583199781,0.9375753414206152,-0.32794689860379966
1659656281099441,0.0936903944457157,0.9264667734798202,-0.3278248264286261
1659656281115441,0.09381246662088927,0.931349660486763,-0.32245365072098897
1659656281131441,0.0936903944457157,0.9341573205157552,-0.32806897077897323
1659656281147441,0.0957656214236664,0.9466086823834594,-0.3306324864576182
1659656281163452,0.09015030136568214,0.939040207522698,-0.3344167238879989
1659656281179452,0.0936903944457157,0.9409933623254751,-0.3274586099031054
1659656281195451,0.09845120927748496,0.9481956206607158,-0.3261158159761961
1659656281211451,0.09271381704432713,0.9387960631723509,-0.321599145494774
1659656281227451,0.0936903944457157,0.9248798352025638,-0.3231860837720304
1659656281243451,0.09979400320439424,0.9344014648661023,-0.3247730220492868
1659656281259451,0.1004043640802621,0.9419699397268637,-0.32050049591821184
1659656281275450,0.09063859006637642,0.9323262378881516,-0.320744640268559
1659656281291450,0.08575570305943359,0.9261005569542995,-0.3252613107499811
1659656281307450,0.0957656214236664,0.9301289387350273,-0.3281910429541468
1659656281323450,0.10199130235751852,0.9261005569542995,-0.32294193942168326
1659656281339450,0.10174715800717138,0.9202410925459681,-0.3201342793926911
1659656281355449,0.09478904402227784,0.9187762264438852,-0.31793698023956685
1659656281371449,0.0949111161974514,0.9229266803997866,-0.3194018463416497
1659656281387449,0.10601968413824636,0.9345235370412759,-0.32086671244373255
1659656281403449,0.10479896238651065,0.9357442587930116,-0.3226977950713361
1659656281419448,0.09759670405126997,0.9345235370412759,-0.3274586099031054
1659656281435448,0.09417868314640998,0.9261005569542995,-0.32599374380102253
1659656281451448,0.09710841535057568,0.9317158770122838,-0.3218432898451211
1659656281467448,0.09832913710231139,0.934767681391623,-0.3247730220492868
1659656281483429,0.09820706492713782,0.9297627222095066,-0.3235523002975511
1659656281499428,0.10003814755474139,0.9181658655680174,-0.3211108567940797
1659656281515428,0.0986953536278321,0.9251239795529109,-0.31964599069199684
1659656281531428,0.09308003356984784,0.9400167849240866,-0.3266041046768904
1659656281547428,0.09271381704432713,0.9357442587930116,-0.3350270847638668
1659656281563428,0.09674219882505497,0.9335469596398873,-0.3283131151293204
1659656281579427,0.09918364232852639,0.9218280308232245,-0.3218432898451211
1659656281595427,0.09820706492713782,0.9326924544136723,-0.3176928358892197
1659656281611427,0.09332417792019498,0.9320820935378045,-0.32172121766994755
1659656281627427,0.09051651789120285,0.9346456092164495,-0.32208743419546826
1659656281643427,0.08758678568703715,0.9276874952315559,-0.3297779812314032
1659656281659426,0.09625391012436069,0.937331197070268,-0.33002212558175037
1659656281675426,0.09539940489814569,0.929640650034333,-0.3268482490272375
1659656281691426,0.09100480659189714,0.9337911039902345,-0.3239185168230718
1659656281707426,0.09137102311741785,0.9317158770122838,-0.319890135042344
1659656281723425,0.09320210574502141,0.9376974135957887,-0.319890135042344
1659656281739425,0.08746471351186358,0.9361104753185323,-0.32330815594720397
1659656281755425,0.08673228046082215,0.9368429083695737,-0.32599374380102253
1659656281771425,0.0936903944457157,0.9326924544136723,-0.3261158159761961
1659656281787425,0.09417868314640998,0.9379415579461359,-0.32623788815136967
1659656281803436,0.08636606393530144,0.939040207522698,-0.3281910429541468
1659656281819436,0.08477912565804502,0.9469748989089801,-0.3281910429541468
1659656281835435,0.09173723964293856,0.9488059815365837,-0.3261158159761961
1659656281851435,0.09234760051880642,0.9369649805447473,-0.317326619363699
1659656281867435,0.08563363088426001,0.9230487525749602,-0.32172121766994755
1659656281883435,0.08917372396429357,0.942458228427558,-0.32623788815136967
1659656281899435,0.09246967269397999,0.9529564354924851,-0.3223315785458154
1659656281915434,0.08624399176012787,0.933913176165408,-0.31879148546578184
1659656281931434,0.07989623865110218,0.9289082169832916,-0.32208743419546826
1659656281947434,0.08368047608148288,0.9507591363393608,-0.33087663080796537
1659656281963434,0.09088273441672357,0.9468528267338066,-0.33099870298313894
1659656281979434,0.09173723964293856,0.9348897535667966,-0.32513923857480753
1659656281995433,0.09039444571602928,0.9337911039902345,-0.3201342793926911
1659656282011433,0.0869764248111693,0.9369649805447473,-0.3176928358892197
1659656282027433,0.0802624551766229,0.9264667734798202,-0.32086671244373255
1659656282043433,0.08404669260700359,0.9262226291294731,-0.32086671244373255
1659656282059433,0.08905165178912,0.9357442587930116,-0.32758068207827895
1659656282075432,0.08001831082627575,0.9326924544136723,-0.33002212558175037
1659656282091432,0.0831921873807886,0.9341573205157552,-0.33771267261768534
1659656282107432,0.09466697184710426,0.9379415579461359,-0.32513923857480753
1659656282123443,0.09942778667887353,0.9385519188220037,-0.3248950942244604
1659656282139443,0.08685435263599572,0.9203631647211417,-0.3240405889982454
1659656282155443,0.08636606393530144,0.9197528038452738,-0.319890135042344
1659656282171443,0.08978408484016143,0.9346456092164495,-0.3248950942244604
1659656282187442,0.09295796139467427,0.9513694972152287,-0.3373464560921646
1659656282203442,0.09100480659189714,0.9340352483405816,-0.3350270847638668
1659656282219442,0.0949111161974514,0.9314717326619366,-0.32965590905622966
1659656282235442,0.09478904402227784,0.9346456092164495,-0.3231860837720304
1659656282251442,0.09430075532158355,0.9324483100633252,-0.3178149080643933
1659656282267441,0.08929579613946714,0.9301289387350273,-0.3192797741664761
1659656282283441,0.08392462043183002,0.9271992065308616,-0.32001220721751755
1659656282299441,0.08844129091325215,0.9337911039902345,-0.3261158159761961
1659656282315441,0.08587777523460716,0.9307392996108952,-0.3247730220492868
1659656282331441,0.08844129091325215,0.9298847943846802,-0.3247730220492868
1659656282347440,0.0869764248111693,0.9207293812466624,-0.3202563515678647
1659656282363440,0.09442282749675712,0.9263447013046466,-0.3168383306630047
1659656282379440,0.09124895094224428,0.9345235370412759,-0.3247730220492868
1659656282395440,0.09185931181811213,0.9281757839322502,-0.32220950637064183
1659656282411440,0.09906157015335282,0.9331807431143666,-0.31573968108644257
1659656282427439,0.08953994048981428,0.9326924544136723,-0.3185473411154347
