Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Elbow X,Elbow Y,Timestamp (microseconds),angles,Seconds,Shoulder Pink X meters,Hand Pink X meters,Elbow X meters,Shoulder Pink Y meters,Hand Pink Y meters,Elbow Y meters,angular velocity
1.0,335.2285767,1037.123779,770.6314697,1222.63147,507.0755005,1204.813965,1658965143000000.0,139.56895456041931,0.0,0.3299524439692513,0.7585025695905447,0.4990946843312666,-1.020800580154346,-1.2033885821173145,-1.1858515052426135,
2.0,335.3584595,1036.500488,770.3685303,1222.63147,507.2093506,1204.347534,1658965143016666.8,139.64972916759174,0.01666675,0.3300802825554226,0.7582437685703577,0.4992264277764564,-1.0201870990759172,-1.2033885821173145,-1.1853924153586068,0.08077460717242957
3.0,335.6488953,1035.648926,770.5742798,1222.425781,506.8725586,1204.051025,1658965143033333.2,139.46192616081012,0.03333325,0.3303661472122174,0.7584462797972905,0.4988949365157673,-1.0193489397344395,-1.2031861304381772,-1.185100573087366,-0.1878030067816212
4.0,335.7724915,1036.131226,770.5742798,1222.425781,507.2306213,1204.228882,1658965143050000.0,139.51984226215544,0.05,0.3304877981426267,0.7584462797972905,0.4992473636988024,-1.019823648857668,-1.2031861304381772,-1.185275630811874,0.05791610134531311
5.0,335.8561707,1035.914429,770.5560913,1222.825806,507.2093506,1204.347534,1658965143066666.5,139.50607880925193,0.0666665,0.330570160323146,0.7584283775644731,0.4992264277764564,-1.0196102640063545,-1.2035798594803078,-1.1853924153586068,-0.013763452903504003
6.0,335.6655273,1035.540771,770.6289063,1222.745483,507.2093506,1204.347534,1658965143083333.2,139.45596376712368,0.08333325,0.3303825174426499,0.7585000465356693,0.4992264277764564,-1.019242486976358,-1.2035008006768553,-1.1853924153586068,-0.05011504212825457
7.0,335.8973389,1035.350586,770.6835938,1222.351929,507.5,1204.090088,1658965143100000.0,139.4512844777921,0.1,0.3306106805805105,0.7585538733139744,0.4995125026714199,-1.0190552952811451,-1.203113440788232,-1.185139021278286,-0.004679289331591008
8.0,336.5753479,1035.449951,771.4302368,1222.444946,507.9375,1204.049194,1658965143116666.5,139.4592659638305,0.1166665,0.3312780184572075,0.7592887649662543,0.4999431168978607,-1.0191530963842543,-1.2032049938019482,-1.1850987709053122,0.007981486038403318
9.0,336.1777649,1035.730957,770.828064,1222.484253,507.7693787,1204.228882,1658965143133333.5,139.4909537251807,0.1333335,0.3308866929806566,0.7586960697103555,0.4997776416440374,-1.019429679655832,-1.2032436821525738,-1.185275630811874,0.031687761350212895
10.0,336.0239868,1035.441772,770.828064,1222.484253,506.9428711,1204.184814,1658965143150000.0,139.3339210574574,0.15,0.330735335180485,0.7586960697103555,0.4989641423735881,-1.019145046112807,-1.2032436821525738,-1.1852322563942037,-0.15703266772331403
11.0,336.4147644,1035.401733,771.0055542,1222.333374,507.5969849,1203.909546,1658965143166666.8,139.45206052279295,0.16666675,0.3311199623666209,0.7588707664078956,0.4996079611347112,-1.0191056372830645,-1.2030951778237255,-1.1849613208127543,0.11813946533555963
12.0,336.5866699,1035.232178,771.0055542,1222.333374,507.8325195,1203.330078,1658965143183333.5,139.66156037019613,0.1833335,0.3312891622612572,0.7588707664078956,0.4998397886766061,-1.018938750894118,-1.2030951778237255,-1.184390973008029,0.20949984740317973
13.0,336.444458,1035.298828,770.7911987,1222.447388,507.5,1203.07373,1658965143200000.0,139.76312413448844,0.2,0.3311491886216934,0.7586597846300309,0.4995125026714199,-1.0190043518957002,-1.2032073973675277,-1.1841386596463843,0.10156376429230818
14.0,336.4845581,1034.946777,770.9365845,1222.275391,507.1638184,1203.272339,1658965143216666.8,139.5184521143511,0.21666675,0.3311886575897887,0.7588028822158651,0.4991816122036995,-1.018657841795054,-1.2030381074130014,-1.184334142757011,-0.24467202013732958
15.0,336.6507874,1034.169312,770.7008667,1222.299194,506.8475037,1202.430908,1658965143233333.2,139.63385561554836,0.23333325,0.3313522706216317,0.7585708743573386,0.4988702759526083,-1.0178926132474886,-1.2030615357797032,-1.1835059549646263,0.11540350119724962
16.0,337.0128174,1033.910278,770.9365845,1222.275391,507.3397827,1202.291504,1658965143250000.0,139.6645701741811,0.25,0.3317086026636852,0.7588028822158651,0.499354807017244,-1.017637656160559,-1.2030381074130014,-1.1833687450317742,0.030714558632752187
17.0,336.8630676,1033.530884,770.8731079,1222.607422,507.0567017,1202.38147,1658965143266666.8,139.61106947661415,0.26666675,0.3315612097624585,0.7587404046684226,0.4990761814039066,-1.0172642334089557,-1.203364912606646,-1.1834572950649078,-0.0535006975669603
18.0,336.4414368,1033.537109,770.6314697,1222.36853,506.7340393,1202.09668,1658965143283333.2,139.68570415100925,0.28333325,0.3311462149720913,0.7585025695905447,0.4987585973587007,-1.0172703604342348,-1.2031297805065706,-1.1831769873493694,0.07463467439509941
19.0,336.7550659,1033.400391,770.6835938,1222.392578,506.9428711,1202.184814,1658965143300000.0,139.6186406934638,0.3,0.3314549078916018,0.7585538733139744,0.4989641423735881,-1.0171357942266677,-1.203153450017239,-1.183263734216188,-0.0670634575454585
20.0,336.8657837,1033.297485,770.772583,1222.5,507.2891235,1201.687134,1658965143316666.5,139.860390398605,0.3166665,0.3315638831140023,0.7586414619208763,0.4993049451378837,-1.0170345078550422,-1.2032591813119424,-1.1827738871574107,0.24174970514121696
21.0,336.6272583,1032.728638,770.6740723,1221.571899,506.9182739,1200.966309,1658965143333333.2,139.81461052684628,0.33333325,0.3313291118440423,0.7585445016720154,0.4989399323067296,-1.0164746138873435,-1.2023456876109733,-1.1820644071579265,-0.04577987175872522
22.0,336.7145996,1031.83728,770.3433228,1221.560791,506.7735596,1200.347778,1658965143350000.0,139.8634885574113,0.35,0.3314150784870956,0.7582189578089565,0.4987974956522166,-1.0155972848915678,-1.2023347544387968,-1.1814556111622816,0.048878030565020936
23.0,336.7337952,1031.483276,770.2097168,1221.449951,506.9428711,1200.184814,1658965143366666.5,139.87284863650618,0.3666665,0.3314339719692558,0.7580874546218986,0.4989641423735881,-1.0152488525290146,-1.2022256589396911,-1.1812952120381726,0.009360079094875573
24.0,336.931366,1030.483643,770.2097168,1221.449951,506.7608337,1199.468872,1658965143383333.5,139.91224035250306,0.3833335,0.33162843322002,0.7580874546218986,0.498784970044024,-1.0142649526638263,-1.2022256589396911,-1.180590538185586,0.03939171599688507
25.0,337.0680237,1029.567993,769.9807129,1221.487549,506.6365356,1198.489624,1658965143400000.0,140.10049156352284,0.4,0.3317629400766433,0.7578620549938976,0.4986626282607564,-1.0133637139976766,-1.2022626651881154,-1.1796267024826976,0.18825121101977516
26.0,337.3714294,1029.270264,769.6113281,1221.639038,506.7020569,1198.225342,1658965143416666.8,140.15272494670498,0.41666675,0.3320615705013364,0.7574984839083867,0.4987271183268477,-1.0130706709279074,-1.2024117699162282,-1.1793665799935724,0.052233383182141324
27.0,337.1654968,1028.271973,769.8054199,1221.612305,506.6976318,1197.615723,1658965143433333.5,140.24305983116574,0.4333335,0.3318588790561982,0.7576895209148221,0.4987227628731027,-1.0120880919411008,-1.202385457664536,-1.1787665557327525,0.09033488446075921
28.0,337.0654602,1027.664185,769.6123047,1221.80542,506.7735596,1196.347778,1658965143450000.0,140.70567917524156,0.45,0.3317604169233416,0.7574994451377662,0.4987974956522166,-1.0114898698623351,-1.2025755332447394,-1.1775185668062509,0.4626193440758186
29.0,337.058197,1027.393921,769.4098511,1221.622925,506.6976318,1195.615723,1658965143466666.8,140.89398270156985,0.46666675,0.3317532680381999,0.7573001779369567,0.4987227628731027,-1.0112238595233756,-1.202395910517301,-1.176798033554737,0.18830352632829772
30.0,336.6280518,1027.368042,769.3110352,1221.676392,506.6484375,1194.662964,1658965143483333.2,141.33484911644615,0.48333325,0.3313298928552164,0.7572029172916114,0.4986743428378117,-1.011198387830653,-1.202448536004947,-1.1758602699438354,0.44086641487629663
31.0,335.9288635,1026.936768,769.4642944,1221.464233,506.641449,1193.630615,1658965143500000.0,141.72763752743342,0.5,0.330641709017637,0.7573537643587038,0.4986674643291912,-1.0107739016137522,-1.202239716156564,-1.1748441689928593,0.392788410987265
32.0,335.2814636,1026.538208,769.1801147,1221.324829,506.5572815,1192.869751,1658965143516666.8,142.02289043626166,0.51666675,0.3300044984870395,0.7570740573377079,0.4985846215339821,-1.0103816145141171,-1.202102506223712,-1.1740952801636324,0.29525290882824606
33.0,334.0228271,1026.8302,768.9985962,1221.186157,506.3855286,1191.804688,1658965143533333.2,142.63844048801943,0.53333325,0.3287656715548846,0.7568953957412229,0.4984155718375879,-1.010669010878019,-1.2019660167699773,-1.1730469800953904,0.615550051757765
34.0,333.3100891,1026.904419,768.93927,1221.232178,506.2327881,1190.325928,1658965143550000.0,143.32783637219296,0.55,0.3280641512748275,0.7568370032710042,0.4982652353067223,-1.010742061751784,-1.2020113134495545,-1.1715914941674097,0.6893958841735355
35.0,331.7299194,1026.97229,768.850769,1221.069702,506.1625061,1188.792725,1658965143566666.5,144.15296218039072,0.5666665,0.3265088517250885,0.756749895180366,0.4981960594688646,-1.010808864536156,-1.2018513946448568,-1.1700824221129595,0.8251258081977539
