Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m),vel x (m/s).1,vel y (m/s).1,vel z (m/s).1,disp x (m).1,disp y (m).1,disp z (m).1,stamp velocity (m/s)
1658965427845672,0.0437628747997251,-0.583321889066911,0.8211184863050276,0.0,0.0,0.0,0.0081949927584021,0.0008160137819599,-0.5590311483963993,0.0,0.0,0.0,0.0081949880900421,0.0008160069738317,-0.5590311497804754,
1658965427861675,0.0407110704203859,-0.5839322499427788,0.8222171358815897,-0.0002120828935009,-0.0005478891209938,-0.0007426894452724,0.0078957766373004,0.001056489702937,-0.5587303608954333,-0.0002120804981166,-0.0005478858006174,-0.0007426915660152,0.0078957710359087,0.0010564827974116,-0.5587303627526194,0.03048001884139283
1658965427877678,0.0416876478217744,-0.5860074769207295,0.824414435034714,-0.0006003959405471,-0.0008715428536273,-0.0015912917769476,0.007590062759328,0.0012978324013692,-0.5584273831963017,-0.0006003911472607,-0.0008715362520083,-0.0015912960237486,0.007590056259377,0.0012978254065639,-0.5584273855122968,0.030841249230086944
1658965427893682,0.0404669260700387,-0.586739909971771,0.8250247959105819,-0.0011254301688408,-0.0009781996551103,-0.0025190255516975,0.0072816656992533,0.0015418692043474,-0.5581247468417554,-0.0011254229753268,-0.0009781898117138,-0.0025190319297147,0.0072816583347178,0.0015418621282321,-0.5581247496024078,0.03101483207195585
1658965427909685,0.0376592660410466,-0.584176394293126,0.8247806515602347,-0.0017309764689048,-0.0008896423354954,-0.0034887144110107,0.0069739443890992,0.0018023474655275,-0.5578242219365537,-0.0017309668730296,-0.0008896292901161,-0.0034887229252439,0.0069739361934586,0.0018023403159258,-0.5578242251278616,0.03142802714616765
1658965427925688,0.0385137712672616,-0.581612878614481,0.826123445487144,-0.0023557488364155,-0.0006410960681924,-0.0044599184378983,0.0066695539431006,0.0020840984458051,-0.5575266371779446,-0.0023557368362385,-0.0006410798609524,-0.0044599290931889,0.0066695449493424,0.0020840912303957,-0.5575266407860557,0.031905245886442835
1658965427941691,0.039246204318303,-0.5834439612420845,0.8279545281147476,-0.0029455146896959,-0.0002806895489839,-0.0054001304609759,0.0063702820807704,0.0023901187581958,-0.5572318945568894,-0.0029455002834692,-0.0002806702203313,-0.0054001432620055,0.0063702723213921,0.002390111484514,-0.5572318985681013,0.032481081744127796
1658965427957694,0.0382696269169144,-0.5769741359578853,0.8283207446402683,-0.0034630534824866,0.0001253310139275,-0.0062966657416821,0.0060769454036352,0.0027007075207556,-0.5569391618394234,-0.0034630366686553,0.0001253534232206,-0.0062966806929727,0.0060769349106474,0.0027007001961942,-0.5569391662401835,0.032367773653947475
1658965427973697,0.0377813382162202,-0.5775844968337531,0.8236820019836726,-0.0038937724305992,0.0004951394602268,-0.007157650672665,0.0057893185301588,0.0030140301501414,-0.5566471992914446,-0.0038937532078015,0.0004951649090667,-0.0071576677785779,0.0057893073350874,0.0030140227819523,-0.5566472040683503,0.03224312050251224
1658965427989700,0.0404669260700387,-0.5784390020599681,0.8262455176623176,-0.004245900703177,0.0007500238790871,-0.0080072877659789,0.0055061952256139,0.0033443309226675,-0.5563547143740905,-0.0042458790702446,0.0007500523260598,-0.0080073070307141,0.0055061833595027,0.0033443235179626,-0.5563547195138897,0.0327636441513427
