Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Elbow X,Elbow Y,Timestamp (microseconds),angles,Seconds,Shoulder Pink X meters,Hand Pink X meters,Elbow X meters,Shoulder Pink Y meters,Hand Pink Y meters,Elbow Y meters,angular velocity
1.0,318.7041626,1017.56897,746.5,1217.5,475.7391968,1209.319458,1658965419000000.0,131.0464960042098,0.0,0.3058983685391453,0.7165050191110116,0.4566236065573226,-0.9766822160704922,-1.1685798536740208,-1.1607280125460258,
2.0,318.7041626,1017.56897,746.5,1217.5,475.5151367,1210.144775,1658965419016666.8,130.7100722801847,0.01666675,0.3058983685391453,0.7165050191110116,0.4564085493754974,-0.9766822160704922,-1.1685798536740208,-1.1615201676335778,-20.185322514894025
3.0,319.0789185,1018.111572,746.607666,1217.636475,475.4081726,1210.948975,1658965419033333.2,130.44352837241047,0.03333325,0.3062580664404064,0.7166083590030244,0.4563058831805681,-0.9772030158781004,-1.1687108449968384,-1.1622920542194708,-15.992794394398036
4.0,319.0579224,1017.734436,746.607666,1217.636475,475.6452637,1210.702271,1658965419050000.0,130.52418280093198,0.05,0.3062379139808863,0.7166083590030244,0.4565334477661495,-0.9768410335112052,-1.1687108449968384,-1.162055262988078,4.839241515083175
5.0,318.8945923,1017.753601,747.1913452,1217.470337,475.7825317,1210.285156,1658965419066666.5,130.6919876809676,0.0666665,0.3060811466179635,0.7171685854951219,0.456665200225578,-0.9768594284458216,-1.1685513825576352,-1.1616549080101186,10.06839348607194
6.0,318.3081055,1019.192566,747.1040039,1217.447388,476.0397949,1211.190674,1658965419083333.2,130.7263070346036,0.08333325,0.3055182253375317,0.7170847536400304,0.4569121263796739,-0.9782405746545626,-1.1685293556672354,-1.1625240415558593,2.059150922404991
7.0,317.6611633,1019.052368,746.7663574,1217.478638,475.6100464,1211.071167,1658965419100000.0,130.7933426912397,0.1,0.3048972778045448,0.7167606740527093,0.4564996455260832,-0.9781060099249318,-1.1685593500166622,-1.1624093364449164,4.022119287570034
8.0,317.5117188,1019.3125,746.7759399,1217.223999,475.6160278,1211.009766,1658965419116666.5,130.82729155870487,0.1166665,0.3047538381068508,0.7167698715200176,0.4565053865885364,-0.978355689608296,-1.168314942620063,-1.162350402587343,2.036952417434401
9.0,317.096344,1019.583313,747.5263062,1217.19043,475.6682739,1211.070801,1658965419133333.5,130.91789042671255,0.1333335,0.3043551534062316,0.7174900874880307,0.4565555333974834,-0.9786156211203396,-1.1682827224499537,-1.162408985151096,5.435823363993199
10.0,317.0418396,1020.234497,747.2235718,1217.26062,475.6682739,1211.070801,1658965419150000.0,131.03971595975457,0.15,0.3043028390376266,0.7171995172039616,0.4565555333974834,-0.9792406400143312,-1.1683500921583143,-1.162408985151096,7.309605078572448
