Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Elbow Green X,Elbow Green Y,Timestamp (microseconds),angles,Seconds,Shoulder Pink X meters,Hand Pink X meters,Elbow Green X meters,Shoulder Pink Y meters,Hand Pink Y meters,Elbow Green Y meters,angular velocity,Shoulder Pink m/s,Hand Pink m/s,Elbow Green m/s
1.0,291.0261536,1028.134277,909.916687,1176.180542,578.4845581,1184.068726,1658967810230000.0,150.15857677583938,0.0,0.2984649660906338,0.933174732824964,0.5932709891585215,-1.054414039169789,-1.206244460307135,-1.2143342712775695,,,,
2.0,291.0710144,1028.148926,909.9712524,1176.344849,578.5049438,1184.32019,1658967810246666.8,150.10515658686998,0.01666675,0.2985109735610456,0.9332306929510876,0.5932918959299026,-1.0544290626074908,-1.20641296709794,-1.2145921628564005,-3.2051953121872883,0.0029038952547709284,0.01065335005279924,0.015524257607930409
3.0,290.9762573,1028.140137,909.9494629,1176.449463,578.3468018,1184.32666,1658967810263333.2,150.11502143794573,0.03333325,0.2984137944096584,0.9332083464976908,0.5931297117203955,-1.054420048955094,-1.2065202550979233,-1.2145987982336912,0.5918969835146601,0.0058557766536946046,0.006575430336592381,0.009739193280905032
4.0,290.9759521,1028.169556,909.74823,1176.462769,578.3597412,1184.389404,1658967810280000.0,150.10157861783236,0.05,0.2984134814085534,0.933001969957535,0.5931429818596407,-1.0544502199233343,-1.206533901207696,-1.214663146010002,-0.8065651739762536,0.001810355506336793,0.012409632287015674,0.003942110917031888
5.0,291.0710144,1028.148926,909.8706665,1176.550049,578.5106201,1184.308472,1658967810296666.5,150.14447920242216,0.0666665,0.2985109735610456,0.9331275360118868,0.5932977173197195,-1.0544290626074908,-1.20662341213968,-1.2145801453369116,2.57406081599627,0.0059856884750682385,0.009252272554367936,0.010535455738661628
6.0,291.0710144,1028.148926,909.8706665,1176.550049,578.520813,1184.375,1658967810313333.2,150.12355491450637,0.08333325,0.2985109735610456,0.9331275360118868,0.5933081707566881,-1.0544290626074908,-1.20662341213968,-1.214648373834655,-1.255450997692401,0.0,0.0,0.004141478974421393
7.0,290.8077698,1028.386719,909.8706665,1176.550049,578.5106201,1184.308472,1658967810330000.0,150.20306673252884,0.1,0.2982410002626302,0.9331275360118868,0.5932977173197195,-1.0546729337469185,-1.20662341213968,-1.2145801453369116,4.770685227921917,0.021828682328786358,0.0,0.004141478974421393
8.0,290.8454895,1028.437134,909.8706665,1176.550049,578.520813,1184.375,1658967810346666.5,150.18675100338817,0.1166665,0.2982796841020109,0.9331275360118868,0.5933081707566881,-1.0547246373861936,-1.20662341213968,-1.214648373834655,-0.9789535379756948,0.0038743955240370504,0.0,0.004141478974421393
9.0,290.8366089,1028.302612,909.8706665,1176.550049,578.4680786,1184.436157,1658967810363333.5,150.14262291942418,0.1333335,0.29827057650826,0.9331275360118868,0.5932540884320822,-1.0545866769188206,-1.20662341213968,-1.2147110940462422,-2.6476320851972805,0.00829564583128823,0.0,0.004969044374403193
10.0,290.9493103,1028.429077,909.8706665,1176.550049,578.4680786,1184.436157,1658967810380000.0,150.15267312326077,0.15,0.2983861586273008,0.9331275360118868,0.5932540884320822,-1.0547163744441794,-1.20662341213968,-1.2147110940462422,0.6030182603776806,0.01042355158159643,0.0,0.0
11.0,290.8866577,1028.459961,909.8706665,1176.550049,578.4680786,1184.436157,1658967810396666.8,150.1626601327772,0.16666675,0.298321904587232,0.9331275360118868,0.5932540884320822,-1.0547480478587463,-1.20662341213968,-1.2147110940462422,0.5992175748983016,0.004298189465315089,0.0,0.0
12.0,290.8866577,1028.459961,909.8706665,1176.550049,578.5106201,1184.308472,1658967810413333.5,150.20776148562484,0.1833335,0.298321904587232,0.9331275360118868,0.5932977173197195,-1.0547480478587463,-1.20662341213968,-1.2145801453369116,2.706067640520079,0.0,0.0,0.00828153123054927
13.0,290.8866577,1028.459961,909.8706665,1176.550049,578.3539429,1184.384888,1658967810430000.0,150.17034721535242,0.2,0.298321904587232,0.9331275360118868,0.5931370353514266,-1.0547480478587463,-1.20662341213968,-1.2146585145781867,-2.244878665131935,0.0,0.0,0.010726488637250228
14.0,290.9060364,1028.419434,909.9494629,1176.449463,578.4680786,1184.436157,1658967810446666.8,150.13775094345442,0.21666675,0.2983417786190564,0.9332083464976908,0.5932540884320822,-1.0547064849630026,-1.2065202550979233,-1.2147110940462422,-1.955766535047378,0.0027642042610539416,0.007862452261700358,0.007699200409590929
15.0,290.9060364,1028.419434,909.9494629,1176.449463,578.4680786,1184.436157,1658967810463333.2,150.13775094345442,0.23333325,0.2983417786190564,0.9332083464976908,0.5932540884320822,-1.0547064849630026,-1.2065202550979233,-1.2147110940462422,0.0,0.0,0.0,0.0
16.0,290.9060364,1028.419434,909.9494629,1176.449463,578.6083984,1184.666626,1658967810480000.0,150.0735964885701,0.25,0.2983417786190564,0.9332083464976908,0.593397994894889,-1.0547064849630026,-1.2065202550979233,-1.2149474539795988,-3.849248046818793,0.0,0.0,0.01660332247720401
17.0,290.9433289,1028.469971,909.9494629,1176.449463,578.3539429,1184.384888,1658967810496666.8,150.1501056916263,0.26666675,0.298380024338935,0.9332083464976908,0.5931370353514266,-1.054758313720675,-1.2065202550979233,-1.2146585145781867,4.5905292307252585,0.003864743039228877,0.0,0.023360417368806785
18.0,290.9295349,1028.469849,909.8706665,1176.550049,578.7055054,1184.550171,1658967810513333.2,150.14218286102627,0.28333325,0.2983658777555736,0.9331275360118868,0.593497584011206,-1.054758188602278,-1.20662341213968,-1.214828022316169,-0.4753745897472896,0.0008488281990439748,0.007862452261700358,0.023904425395655328
19.0,290.9238281,1028.509888,909.9488525,1176.39209,578.7055054,1184.550171,1658967810530000.0,150.1218393589442,0.3,0.2983600250861574,0.933207720495481,0.593497584011206,-1.0547992510244333,-1.2064614156077689,-1.214828022316169,-1.2206040219049776,0.0024886451151509676,0.010845309582381973,0.0
20.0,290.9433289,1028.469971,909.9408569,1176.609375,578.520813,1184.375,1658967810546666.5,150.19417780630857,0.3166665,0.298380024338935,0.9331995205228896,0.5933081707566881,-1.054758313720675,-1.2066842545497496,-1.214648373834655,4.340350245365699,0.002733678587975782,0.013379385673823288,0.01566344305797629
21.0,290.9433289,1028.469971,909.9488525,1176.39209,578.6600952,1184.610596,1658967810563333.2,150.0907342302878,0.33333325,0.298380024338935,0.933207720495481,0.5934510130977828,-1.054758313720675,-1.2064614156077689,-1.2148899918173732,-6.206583528328298,0.0,0.013379385673823288,0.01684100538377016
22.0,290.9238281,1028.509888,909.9408569,1176.609375,578.7936401,1184.558716,1658967810580000.0,150.16356169000684,0.35,0.2983600250861574,0.9331995205228896,0.5935879714898621,-1.0547992510244333,-1.2066842545497496,-1.2148367857317717,4.36962573501352,0.002733678587975782,0.013379385673823288,0.008815813027822916
23.0,290.8278809,1028.522827,909.8706665,1176.550049,578.7507935,1184.618164,1658967810596666.5,150.14018202951158,0.3666665,0.2982616254150617,0.9331275360118868,0.5935440297036759,-1.054812520753454,-1.20662341213968,-1.214897753260238,-1.4027936576525253,0.0059574232288880265,0.005655161118359623,0.004509158719973886
24.0,290.8712158,1028.50647,909.8706665,1176.550049,578.7936401,1184.558716,1658967810613333.5,150.15687024320465,0.3833335,0.2983060679825047,0.9331275360118868,0.5935879714898621,-1.054795745658192,-1.20662341213968,-1.2148367857317717,1.0012727961284211,0.0028501867025008533,0.0,0.004509158719973886
25.0,290.8278809,1028.522827,909.8706665,1176.550049,578.7936401,1184.558716,1658967810630000.0,150.1629982579617,0.4,0.2982616254150617,0.9331275360118868,0.5935879714898621,-1.054812520753454,-1.20662341213968,-1.2148367857317717,0.3676845622687915,0.0028501867025008533,0.0,0.0
26.0,290.8892517,1028.421021,909.8706665,1176.550049,578.7507935,1184.618164,1658967810646666.8,150.11940754122838,0.41666675,0.298324564891512,0.9331275360118868,0.5935440297036759,-1.054708112527726,-1.20662341213968,-1.214897753260238,-2.6154299268495627,0.007314700203277119,0.0,0.004509158719973886
27.0,290.8278809,1028.522827,909.8706665,1176.550049,578.7936401,1184.558716,1658967810663333.5,150.1629982579617,0.4333335,0.2982616254150617,0.9331275360118868,0.5935879714898621,-1.054812520753454,-1.20662341213968,-1.2148367857317717,2.6154299268495538,0.007314700203277119,0.0,0.004509158719973886
28.0,290.6430054,1028.561279,909.7350464,1176.485474,578.7936401,1184.558716,1658967810680000.0,150.1725700654503,0.45,0.298072024380392,0.9329884493763836,0.5935879714898621,-1.0548519556108855,-1.2065571865618518,-1.2148367857317717,0.5743141924569499,0.011619517080432719,0.009242905906876363,0.0
29.0,290.8225098,1028.568237,909.8706665,1176.550049,578.7936401,1184.558716,1658967810696666.8,150.1704307048872,0.46666675,0.2982561170263497,0.9331275360118868,0.5935879714898621,-1.0548590914617648,-1.20662341213968,-1.2148367857317717,-0.1283609919805565,0.011053853698530866,0.009242905906876363,0.0
30.0,290.8225098,1028.568237,909.8126221,1176.565796,578.6600952,1184.610596,1658967810713333.2,150.14538474650195,0.48333325,0.2982561170263497,0.9330680079603236,0.5934510130977828,-1.0548590914617648,-1.2066395616429564,-1.2148899918173732,-1.5027725308402462,0.0,0.0037007868574589777,0.008815813027822916
