Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Head Pink X meters,Hand Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Head Pink Y meters,Hand Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters,angular velocity
1.0,227.6428528,979.5039673,882.1928101,1062.28833,371.6237183,1029.018433,613.7729492,1086.32373,1660087267310000.0,0.0,0.0,0.2567903996663801,0.9951493820340402,0.4192066738489022,0.6923608582078041,-1.104920326485084,-1.1983044557137597,-1.1607746583034484,-1.225417364800187,
2.0,227.6428528,979.5039673,882.0904541,1062.441528,371.8675537,1028.993408,613.7729492,1086.32373,1660087267326666.5,-0.0178769046171135,0.0166665,0.2567903996663801,0.99503392030166,0.4194817301006081,0.6923608582078041,-1.104920326485084,-1.1984772692906598,-1.1607464290852998,-1.225417364800187,-1.0726250032768427
3.0,227.4545441,979.4810791,882.112915,1062.494629,371.8675537,1028.993408,613.7729492,1086.32373,1660087267343333.2,-0.023649461990351,0.03333325,0.2565779797913922,0.9950592571106875,0.4194817301006081,0.6923608582078041,-1.1048945076642718,-1.1985371693790876,-1.1607464290852998,-1.225417364800187,-0.34635171063569664
4.0,227.4545441,979.4810791,882.1368408,1062.552612,371.8675537,1028.993408,613.7729492,1086.32373,1660087267360000.0,-0.0299564817038335,0.05,0.2565779797913922,0.9950862463865148,0.4194817301006081,0.6923608582078041,-1.1048945076642718,-1.1986025765621406,-1.1607464290852998,-1.225417364800187,-0.37841929071249636
5.0,227.6614227,979.5512085,882.4208374,1062.49353,371.8675537,1028.993408,613.7729492,1086.32373,1660087267376666.5,-0.0212675477148758,0.0666665,0.2568113472691012,0.9954066061057896,0.4194817301006081,0.6923608582078041,-1.1049736164807045,-1.1985359296623743,-1.1607464290852998,-1.225417364800187,0.5213412527499894
6.0,227.6428528,979.5039673,882.5645142,1062.634399,371.8838806,1028.85376,613.7729492,1086.32373,1660087267393333.2,-0.0359390962174047,0.08333325,0.2567903996663801,0.995568679381717,0.4195001475080723,0.6923608582078041,-1.104920326485084,-1.198694835625666,-1.160588900459685,-1.225417364800187,-0.880288508709191
7.0,227.6614227,979.5512085,882.3634644,1062.47644,371.9411621,1028.878052,613.7729492,1086.32373,1660087267409999.8,-0.0197761201595245,0.09999975,0.2568113472691012,0.9953418870275544,0.4195647633705848,0.6923608582078041,-1.1049736164807045,-1.198516651447063,-1.1606163028240113,-1.225417364800187,0.9697882613554257
8.0,227.6428528,979.5039673,882.2836304,1062.394165,371.8838806,1028.85376,613.7729492,1086.32373,1660087267426666.5,-0.0111646450837101,0.1166665,0.2567903996663801,0.9952518310274876,0.4195001475080723,0.6923608582078041,-1.104920326485084,-1.1984238418996838,-1.160588900459685,-1.225417364800187,0.516685921119258
9.0,227.4545441,979.4810791,882.3804321,1062.22644,371.8838806,1028.85376,613.7729492,1086.32373,1660087267443333.5,0.0082904123083867,0.1333335,0.2565779797913922,0.9953610272834896,0.4195001475080723,0.6923608582078041,-1.1048945076642718,-1.198234641275749,-1.160588900459685,-1.225417364800187,1.1672800979238505
10.0,227.5482941,979.3687134,881.927063,1061.519043,371.8838806,1028.85376,613.894165,1086.105835,1660087267460000.0,0.0841090853235472,0.15,0.2566837336056351,0.9948496084932512,0.4195001475080723,0.6924975945619002,-1.1047677545830443,-1.1974366686791202,-1.160588900459685,-1.2251715703750727,4.549165872568356
11.0,227.5482941,979.3687134,882.2979736,1061.337036,371.8838806,1028.85376,613.894165,1086.105835,1660087267476666.8,0.1071127951446562,0.16666675,0.2566837336056351,0.9952680107406442,0.4195001475080723,0.6924975945619002,-1.1047677545830443,-1.1972313573781186,-1.160588900459685,-1.2251715703750727,1.3802156881880983
