Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Shoulder Pink X,Shoulder Pink Y,Back Pink X,Back Pink Y,Neck Green X,Neck Green Y,Timestamp (microseconds),angles,Seconds
86.0,429.0,866.6231689,482.9047546,1124.514282,445.7897339,749.1333618,529.222229,879.9060059,535.109314,722.7814331,1660612331028336.8,0.4284151931542187,1.41666675
87.0,428.777771,866.3418579,482.9047546,1124.514282,445.3796387,748.9074097,529.3809814,879.7619019,535.1169434,722.5906372,1660612331045003.5,0.428698807071091,1.4333335
88.0,428.777771,866.3418579,482.9047546,1124.514282,445.5,748.8201904,529.3809814,879.7619019,535.2513428,722.4699707,1660612331061670.0,0.38141048780879505,1.45
89.0,428.777771,866.3418579,482.6666565,1125.666626,445.3796387,748.9074097,529.3809814,879.7619019,535.2513428,722.4699707,1660612331078336.8,0.38141048780879505,1.46666675
90.0,428.777771,866.3418579,482.9047546,1124.514282,445.1851807,748.5979004,529.3809814,879.7619019,534.8364868,722.7106934,1660612331095003.2,0.5292895471085404,1.48333325
91.0,429.1635132,866.7106934,482.9047546,1124.514282,445.1851807,748.5979004,529.3809814,879.7619019,535.0791016,722.68927,1660612331111670.0,0.44117290488544464,1.5
92.0,429.0,866.6231689,482.7288818,1124.662231,445.3796387,748.9074097,529.6825562,880.0,535.5925903,722.7407227,1660612331128336.8,0.2532246518850441,1.51666675
93.0,429.1699219,866.8300781,482.7288818,1124.662231,445.3796387,748.9074097,529.6825562,880.0,535.7210693,722.585022,1660612331145003.2,0.20865503925536055,1.53333325
94.0,429.0,866.6231689,482.7288818,1124.662231,445.3796387,748.9074097,529.5,879.7583618,535.5925903,722.7407227,1660612331161670.0,0.2534818628200811,1.55
95.0,429.0,866.6231689,482.7288818,1124.662231,445.3796387,748.9074097,529.5,879.5,535.0294189,722.8970337,1660612331178336.5,0.45743465252971754,1.5666665
96.0,429.0,866.6231689,482.7288818,1124.662231,445.3796387,748.9074097,529.6396484,879.6396484,535.5925903,722.7407227,1660612331195003.2,0.25376642840727187,1.58333325
97.0,429.0,866.6231689,482.7288818,1124.662231,444.8989868,748.8989868,529.5,879.5,535.0938721,723.3849487,1660612331211670.0,0.4274948824939056,1.6
98.0,429.1699219,866.8300781,482.7288818,1124.662231,445.1646729,749.2730713,529.5,879.5,535.0294189,722.8970337,1660612331228336.5,0.45743465252971754,1.6166665
99.0,429.1699219,866.8300781,482.6529541,1124.62561,445.1646729,749.2730713,529.5,879.5,535.0294189,722.8970337,1660612331245003.5,0.45743465252971754,1.6333335
100.0,428.7883606,867.2116699,482.7288818,1124.662231,445.1646729,749.2730713,529.5,879.5,535.0757446,723.4545288,1660612331261670.0,0.4332280536816134,1.65
101.0,428.7883606,867.2116699,482.7288818,1124.662231,445.1646729,749.2730713,529.5,879.5,535.0938721,723.3849487,1660612331278336.8,0.4274948824939056,1.66666675
102.0,429.3178406,867.5,482.7288818,1124.662231,445.1646729,749.2730713,529.5,879.5,535.0,723.6094971,1660612331295003.5,0.45899947329835133,1.6833335
103.0,429.6450195,867.3549805,482.7288818,1124.662231,445.1646729,749.2730713,529.5,879.7583618,535.0,723.6094971,1660612331311670.0,0.4582712726507281,1.7
104.0,429.5912781,867.4880981,482.5,1125.298828,445.1646729,749.2730713,529.0,880.0,535.0,723.5,1660612331328336.8,0.4577213069846972,1.71666675
105.0,429.5,867.4767456,482.5,1125.298828,445.1646729,749.2730713,529.1699219,880.1699219,535.0,723.5,1660612331345003.2,0.45767953824611346,1.73333325
106.0,429.7677917,867.5917358,482.5,1125.298828,445.1646729,749.2730713,529.0748291,880.1360474,535.0,723.5,1660612331361670.0,0.4575313962482705,1.75
107.0,429.7677917,867.5917358,482.5,1125.298828,445.1646729,749.2730713,529.0748291,880.1360474,535.0,723.5,1660612331378336.8,0.4575313962482705,1.76666675
108.0,429.5912781,867.4880981,482.3928528,1125.273804,445.1646729,749.2730713,529.0748291,880.1360474,535.0,723.5,1660612331395003.2,0.4575313962482705,1.78333325
109.0,429.7677917,867.5917358,482.3928528,1125.273804,445.1646729,749.2730713,529.0748291,880.1360474,535.0,723.5,1660612331411670.0,0.4575313962482705,1.8
110.0,429.7677917,867.5917358,482.3928528,1125.273804,445.1646729,749.2730713,529.0748291,880.1360474,535.0,723.5,1660612331428336.5,0.4575313962482705,1.8166665
111.0,429.5912781,867.4880981,482.3928528,1125.273804,445.1646729,749.2730713,528.75177,880.4680786,535.0,723.5,1660612331445003.2,0.4557770403702352,1.83333325
112.0,429.7835388,867.4199219,482.3928528,1125.273804,445.1646729,749.2730713,528.6514893,880.3485107,535.0,723.5,1660612331461670.0,0.4558527402113503,1.85
113.0,429.7835388,867.4199219,482.5,1125.0,445.0,749.5,528.6514893,880.3485107,535.0938721,723.3849487,1660612331478336.5,0.4233408334765832,1.8666665
114.0,429.6889038,867.4310913,482.5846863,1125.109253,445.5,749.5,528.6514893,880.3485107,534.8709717,723.4031982,1660612331495003.5,0.5043095372296996,1.8833335
115.0,429.6889038,867.4310913,482.5846863,1125.109253,445.3333435,749.666687,528.6514893,880.3485107,534.9242554,723.5454712,1660612331511670.0,0.482813629947182,1.9
116.0,429.5,867.5,482.2893066,1124.836426,445.0,749.5,528.6514893,880.3485107,535.0302734,723.4091187,1660612331528336.8,0.44615934755915904,1.91666675
117.0,429.5,867.5,482.2893066,1124.836426,445.2039795,749.7711182,528.6514893,880.3485107,535.0302734,723.4091187,1660612331545003.5,0.44615934755915904,1.9333335
118.0,429.4087219,867.5119019,482.3986816,1124.869263,445.0,749.5,528.6514893,880.3485107,535.1155396,723.182251,1660612331561670.0,0.4184829459301416,1.95
119.0,429.4087219,867.5119019,482.3986816,1124.869263,445.0,749.5,528.6514893,880.3485107,535.1155396,723.182251,1660612331578336.8,0.4184829459301416,1.96666675
120.0,428.8291626,867.2000122,482.2893066,1124.836426,445.0,749.5,528.0,881.333313,535.0,723.5,1660612331595003.2,0.45147085753694055,1.98333325
121.0,428.7359314,867.2943726,482.2893066,1124.836426,445.0,749.5,528.0,881.333313,534.5,723.2666626,1660612331611670.0,0.6361239192712957,2.0
122.0,428.7359314,867.2943726,482.2893066,1124.836426,445.0,749.5,528.0,881.333313,534.5810547,724.0270386,1660612331628336.8,0.5952827721166577,2.01666675
123.0,428.7359314,867.2943726,482.2893066,1124.836426,445.0,749.5,528.0,881.333313,534.5810547,724.0270386,1660612331645003.2,0.5952827721166577,2.03333325
124.0,428.7359314,867.2943726,482.2893066,1124.836426,445.0,749.5,528.0,881.333313,534.5810547,724.0270386,1660612331661670.0,0.5952827721166577,2.05
125.0,428.7359314,867.2943726,482.2893066,1124.836426,445.0,749.5,528.0,881.333313,534.5810547,724.0270386,1660612331678336.5,0.5952827721166577,2.0666665
126.0,428.6378479,867.1687012,482.2185669,1125.109253,445.3008118,750.0,528.5,881.5,534.31427,723.9000244,1660612331695003.2,0.6952325777646815,2.08333325
127.0,428.7359314,867.2943726,482.2185669,1125.109253,445.396637,750.0844116,528.5,881.5,534.31427,723.9000244,1660612331711670.0,0.6952325777646815,2.1
128.0,428.6378479,867.1687012,482.31073,1125.146851,445.0222168,749.9222412,528.5,881.5,534.1635132,724.2893066,1660612331728336.5,0.744876104711461,2.1166665
129.0,428.6378479,867.1687012,482.31073,1125.146851,445.0222168,749.9222412,528.5,881.5,534.1635132,724.2893066,1660612331745003.5,0.744876104711461,2.1333335
130.0,428.6378479,867.1687012,482.31073,1125.146851,444.8127441,749.9475708,528.5,881.5,534.1635132,724.2893066,1660612331761670.0,0.744876104711461,2.15
131.0,428.7426147,867.3966064,482.4205017,1125.37439,444.8937683,749.9267578,528.5,881.5,534.0892944,724.1547852,1660612331778336.8,0.7736300568959438,2.16666675
132.0,428.8101807,867.5,482.4142761,1125.223755,444.6099854,750.0900269,528.5,881.5,534.1635132,724.2893066,1660612331795003.5,0.744876104711461,2.1833335
