Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Elbow Green X,Elbow Green Y,Timestamp (microseconds),angles,Seconds,Shoulder Pink X meters,Hand Pink X meters,Elbow Green X meters,Shoulder Pink Y meters,Hand Pink Y meters,Elbow Green Y meters,angular velocity
1.0,291.9414978,1036.377197,911.0571289,1175.5,579.4423218,1183.423096,1658967572965000.0,151.54328048123193,0.0,0.2992381158335079,0.9338275672459792,0.5939245702178664,-1.062279813113613,-1.2048797715056754,-1.2130008928141376,
2.0,291.8937988,1036.385864,911.1231689,1175.478271,579.4423218,1183.423096,1658967572981666.5,151.54502373992878,0.0166665,0.2991892246721119,0.9338952578117896,0.5939245702178664,-1.0622886967316307,-1.2048574994235357,-1.2130008928141376,0.1045965677765707
3.0,291.7650146,1036.937744,911.1654663,1175.360107,579.5,1183.5,1658967572998333.2,151.60138072007243,0.03333325,0.2990572217138222,0.9339386123686994,0.5939836899936528,-1.062854370103216,-1.204736382100422,-1.2130797189085212,3.381401901609324
4.0,291.7650146,1036.937744,911.1654663,1175.360107,579.5,1183.5,1658967573014999.8,151.60138072007243,0.04999975,0.2990572217138222,0.9339386123686994,0.5939836899936528,-1.062854370103216,-1.204736382100422,-1.2130797189085212,0.0
5.0,291.7650146,1036.937744,911.1654663,1175.360107,579.5,1183.5,1658967573031666.5,151.60138072007243,0.0666665,0.2990572217138222,0.9339386123686994,0.5939836899936528,-1.062854370103216,-1.204736382100422,-1.2130797189085212,0.0
6.0,291.6830139,1036.524536,911.0064087,1175.606812,579.5,1183.5,1658967573048333.2,151.58464126944028,0.08333325,0.2989731715354476,0.9337755793744464,0.5939836899936528,-1.0624308346199114,-1.2049892531034243,-1.2130797189085212,-1.0043620161185793
7.0,291.6242371,1036.484863,911.0064087,1175.606812,579.5,1183.5,1658967573064999.8,151.58311660058283,0.09999975,0.2989129257018842,0.9337755793744464,0.5939836899936528,-1.0623901700557474,-1.2049892531034243,-1.2130797189085212,-0.091481046257846
8.0,291.7167664,1036.490845,910.819519,1175.617798,579.5,1183.5,1658967573081666.5,151.57772942727038,0.1166665,0.2990077676260369,0.9335840186606796,0.5939836899936528,-1.062396301566418,-1.2050005136811954,-1.2130797189085212,-0.32322878260263255
9.0,291.7167664,1036.490845,911.0064087,1175.606812,579.5,1183.5,1658967573098333.2,151.576599757949,0.13333325,0.2990077676260369,0.9337755793744464,0.5939836899936528,-1.062396301566418,-1.2049892531034243,-1.2130797189085212,-0.06777982038408653
10.0,291.7642212,1036.481689,910.8115845,1175.639771,579.5,1183.5,1658967573115000.0,151.57622078164977,0.15,0.2990564084840385,0.9335758858503462,0.5939836899936528,-1.0623869167266151,-1.2050230358617309,-1.2130797189085212,-0.022738464261552255
11.0,291.7722168,1036.691772,910.772644,1175.426025,579.5,1183.5,1658967573131666.8,151.57165163812866,0.16666675,0.2990646039214703,0.9335359720938662,0.5939836899936528,-1.0626022504203942,-1.2048039476170345,-1.2130797189085212,-0.27414724053037975
12.0,291.7268982,1036.681152,910.7526245,1175.610107,579.5,1183.5,1658967573148333.2,151.6053641213043,0.18333325,0.299018152654424,0.9335154522379874,0.5939836899936528,-1.0625913649902172,-1.2049926304567609,-1.2130797189085212,2.02276921823023
13.0,291.6923828,1036.788818,910.772644,1175.426025,579.5,1183.5,1658967573165000.0,151.59341888792778,0.2,0.2989827745963505,0.9335359720938662,0.5939836899936528,-1.0627017219323514,-1.2048039476170345,-1.2130797189085212,-0.7167104190383973
14.0,291.6772461,1036.697388,910.772644,1175.426025,579.5,1183.5,1658967573181666.5,151.58019296973546,0.2166665,0.2989672595783689,0.9335359720938662,0.5939836899936528,-1.0626080067834711,-1.2048039476170345,-1.2130797189085212,-0.7935630271694049
15.0,291.6772461,1036.697388,910.772644,1175.426025,579.5,1183.5,1658967573198333.2,151.58019296973546,0.23333325,0.2989672595783689,0.9335359720938662,0.5939836899936528,-1.0626080067834711,-1.2048039476170345,-1.2130797189085212,0.0
16.0,291.6967773,1036.848389,910.772644,1175.426025,579.5,1183.5,1658967573215000.0,151.6024789664281,0.25,0.2989872789299582,0.9335359720938662,0.5939836899936528,-1.0627627818156933,-1.2048039476170345,-1.2130797189085212,1.337153115792266
17.0,291.4481812,1036.936035,910.789978,1175.285156,579.5,1183.5,1658967573231666.5,151.61205663551553,0.2666665,0.2987324695618891,0.9335537393299014,0.5939836899936528,-1.062852618389452,-1.204659557818198,-1.2130797189085212,0.5746658919049908
18.0,291.6251221,1036.748657,910.789978,1175.285156,579.5,1183.5,1658967573248333.2,151.56821562999923,0.28333325,0.2989138328210656,0.9335537393299014,0.5939836899936528,-1.0626605571713958,-1.204659557818198,-1.2130797189085212,-2.6304471787420445
19.0,291.6967773,1036.848389,910.6394043,1175.211792,579.5,1183.5,1658967573264999.8,151.56487211510458,0.29999975,0.2989872789299582,0.9333994022773698,0.5939836899936528,-1.0627627818156933,-1.2045843602005404,-1.2130797189085212,-0.20061289980813837
20.0,291.7450867,1036.855469,910.6889038,1175.064697,579.5,1183.5,1658967573281666.5,151.53688314415143,0.3166665,0.299036795747341,0.9334501389394284,0.5939836899936528,-1.062770038769145,-1.2044335887926376,-1.2130797189085212,-1.679329860539457
21.0,291.7450867,1036.855469,910.6889038,1175.064697,579.5,1183.5,1658967573298333.2,151.53688314415143,0.33333325,0.299036795747341,0.9334501389394284,0.5939836899936528,-1.062770038769145,-1.2044335887926376,-1.2130797189085212,0.0
22.0,291.841156,1036.866211,910.6552124,1175.299072,579.5,1183.5,1658967573314999.8,151.57121797608818,0.34999975,0.2991352661482196,0.9334156054759372,0.5939836899936528,-1.06278104924852,-1.2046738216267054,-1.2130797189085212,2.0601105173099645
23.0,291.6967773,1036.848389,910.6074829,1175.116333,579.5,1183.5,1658967573331666.5,151.54822591203757,0.3666665,0.2989872789299582,0.9333666830522416,0.5939836899936528,-1.0627627818156933,-1.2044865153531492,-1.2130797189085212,-1.3795169454520084
24.0,291.7928467,1036.859131,910.6074829,1175.116333,579.5,1183.5,1658967573348333.2,151.5421852508948,0.38333325,0.299085749433336,0.9333666830522416,0.5939836899936528,-1.0627737922950684,-1.2044865153531492,-1.2130797189085212,-0.3624378563773122
