Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Elbow Green X,Elbow Green Y,Timestamp (microseconds),angles,Seconds,Shoulder Pink X meters,Hand Pink X meters,Elbow Green X meters,Shoulder Pink Y meters,Hand Pink Y meters,Elbow Green Y meters,angular velocity,Shoulder Pink m/s,Hand Pink m/s,Elbow Green m/s
1.0,317.3621521,885.1687012,886.9706421,1134.689697,551.5,1111.5,1660090879421670.0,139.92559880131688,0.0,0.2548174908017067,0.712169462990923,0.4428122422514327,-0.7107226425188766,-0.9110688830247848,-0.8924493332048368,,,,
2.0,317.5,885.0,887.1084595,1134.839355,551.5,1111.5,1660090879438336.5,139.91121223143497,0.0166665,0.254928172103046,0.7122801198030994,0.4428122422514327,-0.7105871883817189,-0.9111890469314952,-0.8924493332048368,-0.8632028249426699,0.010495400204926454,0.009801196886346333,0.0
3.0,317.5101929,885.1360474,887.2410278,1135.139404,551.3389282,1111.661011,1660090879455003.2,139.90722739392075,0.03333325,0.2549363562207324,0.712386561990179,0.4426829139378851,-0.7106964240195185,-0.9114299632877516,-0.8925786127006429,-0.2390890554081738,0.00657250756196361,0.015802982871846533,0.010971800335194258
4.0,317.5101929,885.1360474,887.2410278,1135.139404,551.3389282,1111.661011,1660090879471670.0,139.90722739392075,0.05,0.2549363562207324,0.712386561990179,0.4426829139378851,-0.7106964240195185,-0.9114299632877516,-0.8925786127006429,0.0,0.0,0.0,0.0
5.0,317.5833435,885.319458,887.5791626,1135.249512,551.3389282,1111.661011,1660090879488336.5,139.93612460621617,0.0666665,0.2549950905474922,0.7126580583255757,0.4426829139378851,-0.7108436886777936,-0.9115183715749136,-0.8925786127006429,1.733850076225914,0.009512715836210418,0.017131684895008794,0.0
6.0,317.5,885.0,887.7698975,1135.219238,551.3389282,1111.661011,1660090879505003.2,139.89854877488295,0.08333325,0.254928172103046,0.7128112038355386,0.4426829139378851,-0.7105871883817189,-0.9114940638726072,-0.8925786127006429,-2.254538607299815,0.015905147856484704,0.009303756327827156,0.0
7.0,317.4023132,885.0,887.9141235,1134.715698,551.3389282,1111.661011,1660090879521669.8,139.82348786695334,0.09999975,0.2548497370877307,0.712927006262467,0.4426829139378851,-0.7105871883817189,-0.9110897598355024,-0.8925786127006429,-4.503699512771799,0.004706100918920875,0.025233688660324397,0.0
8.0,317.4023132,885.0,888.1245117,1134.477051,551.3389282,1111.661011,1660090879538336.5,139.78063511649668,0.1166665,0.2548497370877307,0.7130959318664293,0.4426829139378851,-0.7105871883817189,-0.9108981445804224,-0.8925786127006429,-2.571152171638756,0.0,0.015326713814524044,0.0
9.0,317.7471313,884.4483032,888.2654419,1134.319336,551.5,1111.5,1660090879555003.5,139.70961044340143,0.1333335,0.2551265996009308,0.7132090880184927,0.4428122422514327,-0.710144218124147,-0.910771511520066,-0.8924493332048368,-4.261395157811965,0.03134249194163903,0.010189449848256087,0.010971800335194258
10.0,317.7471313,884.4483032,888.2654419,1134.319336,551.5,1111.5,1660090879571670.0,139.70961044340143,0.15,0.2551265996009308,0.7132090880184927,0.4428122422514327,-0.710144218124147,-0.910771511520066,-0.8924493332048368,0.0,0.0,0.0,0.0
11.0,318.3279419,885.0752563,888.2654419,1134.319336,551.5,1111.5,1660090879588336.8,139.71755070129288,0.16666675,0.2555929460091075,0.7132090880184927,0.4428122422514327,-0.710647613424233,-0.910771511520066,-0.8924493332048368,0.4764130914214379,0.041172671543691815,0.0,0.0
12.0,318.2083435,884.895813,888.138916,1133.774292,551.6610718,1111.338989,1660090879605003.2,139.6878712468363,0.18333325,0.2554969176579313,0.7131074974156244,0.4429415705649802,-0.7105035342038704,-0.9103338829511344,-0.8923200537090306,-1.7807850752458017,0.010388886248857851,0.026955925021607475,0.010971800335196614
13.0,318.4904175,884.1571045,887.9837646,1133.888306,551.5,1111.5,1660090879621670.0,139.51186908047242,0.2,0.2557234014664912,0.7129829227296363,0.4428122422514327,-0.7099104078806514,-0.9104254274570056,-0.8924493332048368,-10.560077181446434,0.0380937987473825,0.009275629153826166,0.010971800335196614
14.0,318.2402954,884.0,887.9837646,1133.888306,551.5,1111.5,1660090879638336.8,139.52281086071707,0.21666675,0.2555225725853713,0.7129829227296363,0.4428122422514327,-0.7097842650050163,-0.9104254274570056,-0.8924493332048368,0.6565035321613454,0.014229523970788712,0.0,0.0
15.0,318.4904175,884.1571045,888.0861816,1134.425293,551.5,1111.5,1660090879655003.2,139.60171110736468,0.23333325,0.2557234014664912,0.713065155733108,0.4428122422514327,-0.7099104078806514,-0.9108565868722912,-0.8924493332048368,4.734062139477773,0.014229523970788712,0.026335879512517937,0.0
16.0,318.4634094,883.9634399,888.2654419,1134.319336,551.5,1111.5,1660090879671670.0,139.56063205810028,0.25,0.2557017160316409,0.7132090880184927,0.4428122422514327,-0.7097549100460718,-0.910771511520066,-0.8924493332048368,-2.46473063221065,0.009420159484685213,0.010031726969784065,0.0
17.0,318.6875,883.9375,888.2654419,1134.319336,551.5,1111.5,1660090879688336.5,139.52981330754776,0.2666665,0.2558816436128802,0.7132090880184927,0.4428122422514327,-0.7097340822939724,-0.910771511520066,-0.8924493332048368,-1.8491435245868573,0.010867742502162542,0.0,0.0
18.0,318.2640686,883.7575684,888.2654419,1134.319336,551.5,1111.5,1660090879705003.2,139.55921910898783,0.28333325,0.2555416606433903,0.7132090880184927,0.4428122422514327,-0.7095896110061249,-0.910771511520066,-0.8924493332048368,1.764339264708328,0.02216432586837862,0.0,0.0
19.0,319.0,883.8970337,887.6245117,1134.875488,551.5,1111.5,1660090879721670.0,139.58797587556498,0.3,0.2561325571680998,0.7126944701780781,0.4428122422514327,-0.7097015909557337,-0.9112180589618656,-0.8924493332048368,1.7253973676419334,0.03608481070064453,0.04088092589488216,0.0
20.0,318.7955627,883.7510986,887.9141235,1134.715698,551.5,1111.5,1660090879738336.5,139.56429246619825,0.3166665,0.2559684096808598,0.712927006262467,0.4428122422514327,-0.7095844162524624,-0.9110897598355024,-0.8924493332048368,-1.421018772191251,0.012100723579774724,0.015934908437969256,0.0
21.0,318.7955627,883.7510986,887.9141235,1134.715698,551.5,1111.5,1660090879755003.2,139.56429246619825,0.33333325,0.2559684096808598,0.712927006262467,0.4428122422514327,-0.7095844162524624,-0.9110897598355024,-0.8924493332048368,0.0,0.0,0.0,0.0
22.0,318.7955627,883.7510986,887.9141235,1134.715698,551.5,1111.5,1660090879771669.8,139.56429246619825,0.34999975,0.2559684096808598,0.712927006262467,0.4428122422514327,-0.7095844162524624,-0.9110897598355024,-0.8924493332048368,0.0,0.0,0.0,0.0
23.0,318.7955627,883.7510986,888.1245117,1134.477051,551.5,1111.5,1660090879788336.5,139.52140396617793,0.3666665,0.2559684096808598,0.7130959318664293,0.4428122422514327,-0.7095844162524624,-0.9108981445804224,-0.8924493332048368,-2.573297134733836,0.0,0.015326713814524044,0.0
24.0,319.4346008,884.1983032,888.1245117,1134.477051,551.5,1111.5,1660090879805003.5,139.49893765713583,0.3833335,0.2564815083099534,0.7130959318664293,0.4428122422514327,-0.7099434872799713,-0.9108981445804224,-0.8924493332048368,-1.3479515834944382,0.03757562962222235,0.0,0.0
25.0,318.7301636,883.5357056,888.1245117,1134.477051,551.5,1111.5,1660090879821670.0,139.50237742026235,0.4,0.2559158992146546,0.7130959318664293,0.4428122422514327,-0.7094114721775843,-0.9108981445804224,-0.8924493332048368,0.2063878514698443,0.04659005671030471,0.0,0.0
