Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Head Pink X meters,Hand Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Head Pink Y meters,Hand Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters,angular velocity
1.0,262.5797729,1012.301392,285.0,917.0,447.5,991.5,681.0753174,961.9246826,1658961794000000.0,0.0,0.0,0.1811508480310096,0.1966183119082046,0.3087252441365669,0.46986624277029,-0.6983754064468971,-0.6326280421748197,-0.6840247587964381,-0.6636210781601667,
2.0,262.5797729,1012.301392,285.0,917.0,447.6825256,991.3174438,681.4765625,962.2838745,1658961794016666.8,0.0,0.01666675,0.1811508480310096,0.1966183119082046,0.3088511665062231,0.4701430572763371,-0.6983754064468971,-0.6326280421748197,-0.6838988153161841,-0.6638688806339531,0.0
3.0,262.5797729,1012.301392,285.0,917.0,448.1551208,991.6897583,681.6819458,962.7233276,1658961794033333.2,0.0,0.03333325,0.1811508480310096,0.1966183119082046,0.3091772046481176,0.4702847489175306,-0.6983754064468971,-0.6326280421748197,-0.6841556709249174,-0.6641720544117945,0.0
4.0,262.5797729,1012.301392,285.0,917.0,448.1551208,991.3102417,681.5971069,963.7883911,1658961794050000.0,0.0,0.05,0.1811508480310096,0.1966183119082046,0.3091772046481176,0.4702262195094528,-0.6983754064468971,-0.6326280421748197,-0.6838938466679589,-0.6649068298063385,0.0
5.0,262.5797729,1012.301392,285.0,917.0,448.1551208,991.3102417,681.4365234,964.2327881,1658961794066666.5,0.0,0.0666665,0.1811508480310096,0.1966183119082046,0.3091772046481176,0.4701154347491361,-0.6983754064468971,-0.6326280421748197,-0.6838938466679589,-0.6652134143254862,0.0
6.0,264.5703125,1012.194031,929.9042358,915.7598877,448.1551208,991.3102417,681.1560669,964.3121948,1658961794083333.2,146.59992450184674,0.08333325,0.1825240990343023,0.6415305301027545,0.3091772046481176,0.4699219509470529,-0.6983013392939681,-0.6317725025713019,-0.6838938466679589,-0.66526819611955,8795.951490353356
7.0,265.2043762,1012.037048,929.5,916.9319458,448.1551208,991.3102417,681.4758301,964.2285156,1658961794100000.0,146.72876923794772,0.1,0.1829615324881138,0.6412516523462322,0.3091772046481176,0.47014255200177,-0.698193038478325,-0.6325810923435136,-0.6838938466679589,-0.6652104667755296,7.730645512830813
8.0,265.2190552,1011.983704,929.5,916.9319458,448.1551208,991.3102417,681.1243286,965.055542,1658961794116666.5,146.72876923794772,0.1166665,0.1829716593660103,0.6412516523462322,0.3091772046481176,0.4699000550489167,-0.6981562370494463,-0.6325810923435136,-0.6838938466679589,-0.6657810230375348,0.0
9.0,265.2536316,1012.388428,929.4134521,917.8573608,447.8422546,991.5,680.6856079,965.6359253,1658961794133333.5,-146.72159475151656,0.1333335,0.1829955132375887,0.6411919439181718,0.3089613617565487,0.4695973865456423,-0.6984354516096875,-0.6332195258000558,-0.6840247587964381,-0.6661814229838707,-17606.66970597375
10.0,265.3252869,1012.211487,929.7496338,917.512146,447.8422546,991.5,680.7375488,965.5643311,1658961794150000.0,-146.68746445231304,0.15,0.183044947427502,0.6414238719123768,0.3089613617565487,0.4696332199915265,-0.6983133819931003,-0.6329813659712076,-0.6840247587964381,-0.666132030946164,2.047838430595823
11.0,265.6745605,1011.737793,929.7081909,917.3291626,447.8422546,991.5,681.2055664,965.7277832,1658961794166666.8,-146.66547021006085,0.16666675,0.1832859073770672,0.641395280919259,0.3089613617565487,0.4699561000983873,-0.6979865858013774,-0.6328551277704524,-0.6840247587964381,-0.6662447947215319,1.3196479368917775
12.0,265.7202759,1011.732056,929.7081909,917.3291626,447.8422546,991.5,681.2678223,965.6381836,1658961794183333.5,-146.66547021006085,0.1833335,0.1833174459201416,0.641395280919259,0.3089613617565487,0.469999049747385,-0.697982627909253,-0.6328551277704524,-0.6840247587964381,-0.6661829809597788,0.0
13.0,265.4624939,1011.509705,929.8283691,917.4014282,447.8422546,991.5,681.1209717,965.6430664,1658961794200000.0,-146.6760102953392,0.2,0.1831396050019651,0.6414781905150913,0.3089613617565487,0.4698977391611579,-0.6978292304416353,-0.6329049829995087,-0.6840247587964381,-0.6661863495488783,-0.6324114408162833
14.0,265.8893127,1011.462036,930.0154419,917.3719482,448.1551208,991.3102417,681.1209717,965.6430664,1658961794216666.8,-146.78912721334024,0.21666675,0.1834340625175675,0.6416072499471612,0.3091772046481176,0.4698977391611579,-0.6977963441317743,-0.6328846450772804,-0.6838938466679589,-0.6661863495488783,-6.786981145155847
15.0,266.1504822,1011.631531,930.1422729,917.5098877,448.1551208,991.3102417,681.1828003,965.8790283,1658961794233333.2,-146.80740858122647,0.23333325,0.1836142404341005,0.6416947492352932,0.3091772046481176,0.4699403940206654,-0.6979132768362546,-0.6329798079952996,-0.6838938466679589,-0.6663491370241508,-1.0968930421043226
16.0,266.2493286,1011.451233,930.1876831,917.15802,448.5,991.5,681.1209717,965.6430664,1658961794250000.0,-146.7296582650332,0.25,0.1836824334597363,0.6417260772243016,0.3094151329502799,0.4698977391611579,-0.6977888912629198,-0.6327370584051626,-0.6840247587964381,-0.6661863495488783,4.664995646617365
17.0,266.3319397,1011.538025,930.2377319,916.8100586,448.5,991.5,681.0,965.5,1658961794266666.8,146.69013764411727,0.26666675,0.1837394259335149,0.6417606053315614,0.3094151329502799,0.469814282138552,-0.6978487680928395,-0.6324970037276988,-0.6840247587964381,-0.6660876496399002,17605.099729050376
18.0,266.3431091,1011.588562,930.1154175,916.1686401,448.5,991.5,680.9399414,965.6005859,1658961794283333.2,146.61343484889483,0.28333325,0.1837471315776307,0.6416762219952454,0.3094151329502799,0.4697728483822447,-0.6978836330038182,-0.6320544962796402,-0.6840247587964381,-0.6661570427271275,-4.602213735484079
19.0,266.392395,1011.568237,930.2208862,915.9064941,448.5,991.5,681.0,965.5,1658961794300000.0,146.584917349002,0.3,0.1837811333687145,0.6417489836715723,0.3094151329502799,0.469814282138552,-0.6978696110136794,-0.6318736446866806,-0.6840247587964381,-0.6660876496399002,-1.7110414383616568
20.0,266.9221191,1011.734985,930.3320313,915.7641602,448.5,991.5,681.0865479,965.3942261,1658961794316666.5,146.57042357903896,0.3166665,0.1841465840996587,0.6418256614327613,0.3094151329502799,0.4698739905666124,-0.6979846485935884,-0.6317754501212585,-0.6840247587964381,-0.6660146774095074,-0.8696348941321308
