Frame #,Hand Pink X,Hand Pink Y,Hip Pink X,Hip Pink Y,Head Pink X,Head Pink Y,Elbow Pink X,Elbow Pink Y,Shoulder Green X,Shoulder Green Y,Arm Pit Green X,Arm Pit Green Y,angles,Timestamp (microseconds),Seconds,Hand Pink X meters,Hip Pink X meters,Head Pink X meters,Elbow Pink X meters,Shoulder Green X meters,Arm Pit Green X meters,Hand Pink Y meters,Hip Pink Y meters,Head Pink Y meters,Elbow Pink Y meters,Shoulder Green Y meters,Arm Pit Green Y meters,angular velocity
12.0,546.8052368,1449.661377,762.7495728,1169.16748,967.7540894,395.7214966,644.6542969,1132.551025,765.0,850.5,713.5,839.5,-0.0779211380162239,1658794397183333.5,0.1833335,0.4611538195504741,0.6432726959889504,0.8161653632363328,0.5436758306208312,0.6451706169104354,0.6017375623079682,-1.2225868299481322,-0.9860294174421166,-0.3337357935766572,-0.9551485535709752,-0.7172779211533664,-0.7080009580343928,-0.0016900812690894002
13.0,546.8052368,1449.661377,762.7495728,1169.16748,967.7109985,395.90271,644.6542969,1132.551025,765.0,850.5,713.5,839.5,-0.0779211380162239,1658794397200000.0,0.2,0.4611538195504741,0.6432726959889504,0.8161290220826907,0.5436758306208312,0.6451706169104354,0.6017375623079682,-1.2225868299481322,-0.9860294174421166,-0.333888621761063,-0.9551485535709752,-0.7172779211533664,-0.7080009580343928,0.0
14.0,546.8052368,1449.661377,762.7495728,1169.16748,967.7109985,395.90271,644.6542969,1132.551025,765.0,850.5,713.5,839.5,-0.0779211380162239,1658794397216666.8,0.21666675,0.4611538195504741,0.6432726959889504,0.8161290220826907,0.5436758306208312,0.6451706169104354,0.6017375623079682,-1.2225868299481322,-0.9860294174421166,-0.333888621761063,-0.9551485535709752,-0.7172779211533664,-0.7080009580343928,0.0
15.0,546.8052368,1449.661377,762.7495728,1169.16748,967.7109985,395.90271,644.6542969,1132.551025,765.0,850.5,713.5,839.5,-0.0779211380162239,1658794397233333.2,0.23333325,0.4611538195504741,0.6432726959889504,0.8161290220826907,0.5436758306208312,0.6451706169104354,0.6017375623079682,-1.2225868299481322,-0.9860294174421166,-0.333888621761063,-0.9551485535709752,-0.7172779211533664,-0.7080009580343928,0.0
16.0,546.9877319,1449.829224,762.7495728,1169.16748,967.5327759,396.0901489,644.6542969,1132.551025,765.0,850.5,713.5,839.5,-0.0984867933107297,1658794397250000.0,0.25,0.4613077286697553,0.6432726959889504,0.815978716220221,0.5436758306208312,0.6451706169104354,0.6017375623079682,-1.2227283854416442,-0.9860294174421166,-0.3340467002849139,-0.9551485535709752,-0.7172779211533664,-0.7080009580343928,-1.2339331480046072
17.0,547.2098999,1449.790039,762.7495728,1169.16748,967.5327759,396.0901489,644.6542969,1132.551025,765.0,850.5,713.5,839.5,-0.1160436991706651,1658794397266666.8,0.26666675,0.4614950963372295,0.6432726959889504,0.815978716220221,0.5436758306208312,0.6451706169104354,0.6017375623079682,-1.2226953383689336,-0.9860294174421166,-0.3340467002849139,-0.9551485535709752,-0.7172779211533664,-0.7080009580343928,-1.0534090845507007
18.0,547.2098999,1449.790039,762.7495728,1169.16748,967.5327759,396.0901489,644.6542969,1132.551025,765.0,850.5,713.5,839.5,-0.1160436991706651,1658794397283333.2,0.28333325,0.4614950963372295,0.6432726959889504,0.815978716220221,0.5436758306208312,0.6451706169104354,0.6017375623079682,-1.2226953383689336,-0.9860294174421166,-0.3340467002849139,-0.9551485535709752,-0.7172779211533664,-0.7080009580343928,0.0
19.0,547.2098999,1449.790039,762.7495728,1169.16748,967.420166,396.1806641,644.6542969,1132.551025,765.0,850.5,713.5,839.5,-0.1160436991706651,1658794397300000.0,0.3,0.4614950963372295,0.6432726959889504,0.8158837455030272,0.5436758306208312,0.6451706169104354,0.6017375623079682,-1.2226953383689336,-0.9860294174421166,-0.334123037209651,-0.9551485535709752,-0.7172779211533664,-0.7080009580343928,0.0
20.0,547.2098999,1449.790039,762.7495728,1169.16748,967.420166,396.1806641,644.6542969,1132.551025,765.0,850.5,713.5,839.5,-0.1160436991706651,1658794397316666.5,0.3166665,0.4614950963372295,0.6432726959889504,0.8158837455030272,0.5436758306208312,0.6451706169104354,0.6017375623079682,-1.2226953383689336,-0.9860294174421166,-0.334123037209651,-0.9551485535709752,-0.7172779211533664,-0.7080009580343928,0.0
21.0,547.1356812,1450.001465,762.6082764,1168.891724,967.3551636,396.3857422,644.6542969,1132.551025,765.0,850.5,713.5,839.5,-0.1162645802114574,1658794397333333.2,0.33333325,0.4614325032333533,0.6431535322169828,0.8158289250605322,0.5436758306208312,0.6451706169104354,0.6017375623079682,-1.222873646660242,-0.985796855783768,-0.3342959919342154,-0.9551485535709752,-0.7172779211533664,-0.7080009580343928,-0.013252796183557448
22.0,547.2334595,1450.264404,762.6082764,1168.891724,967.3551636,396.3857422,644.5292969,1132.375488,765.0,850.5,713.5,839.5,-0.1325808339911341,1658794397350000.0,0.35,0.4615149655681657,0.6431535322169828,0.8158289250605322,0.5435704105853885,0.6451706169104354,0.6017375623079682,-1.2230953989698363,-0.985796855783768,-0.3342959919342154,-0.9550005126368828,-0.7172779211533664,-0.7080009580343928,-0.9789703319289452
23.0,547.2334595,1450.264404,762.6082764,1168.891724,967.3551636,396.3857422,644.5292969,1132.375488,765.0,850.5,713.5,839.5,-0.1325808339911341,1658794397366666.5,0.3666665,0.4615149655681657,0.6431535322169828,0.8158289250605322,0.5435704105853885,0.6451706169104354,0.6017375623079682,-1.2230953989698363,-0.985796855783768,-0.3342959919342154,-0.9550005126368828,-0.7172779211533664,-0.7080009580343928,0.0
24.0,547.1856079,1450.491821,762.6082764,1168.891724,967.3551636,396.3857422,644.5292969,1132.375488,765.0,850.5,713.5,839.5,-0.1355103070024556,1658794397383333.5,0.3833335,0.4614746094292217,0.6431535322169828,0.8158289250605322,0.5435704105853885,0.6451706169104354,0.6017375623079682,-1.223287193435439,-0.985796855783768,-0.3342959919342154,-0.9550005126368828,-0.7172779211533664,-0.7080009580343928,-0.17576486538198174
25.0,547.1856079,1450.491821,762.4007568,1169.0802,967.3551636,396.3857422,644.4033203,1132.343872,765.0,850.5,713.5,839.5,-0.1355103070024556,1658794397400000.0,0.4,0.4614746094292217,0.642978518428286,0.8158289250605322,0.5434641669242927,0.6451706169104354,0.6017375623079682,-1.223287193435439,-0.985955808956569,-0.3342959919342154,-0.9549738489581582,-0.7172779211533664,-0.7080009580343928,0.0
26.0,546.7994995,1450.315796,762.4007568,1169.0802,967.3551636,396.3857422,644.4033203,1132.343872,764.8917236,850.3917236,713.5,839.5,-0.0975174783852788,1658794397416666.8,0.41666675,0.4611489809395194,0.642978518428286,0.8158289250605322,0.5434641669242927,0.6450793008950303,0.6017375623079682,-1.2231387409415284,-0.985955808956569,-0.3342959919342154,-0.9549738489581582,-0.7171866051379614,-0.7080009580343928,2.2795583192390176
27.0,546.7994995,1450.315796,762.4007568,1169.0802,967.3551636,396.3857422,644.4033203,1132.343872,764.8917236,850.3917236,713.5,839.5,-0.0975174783852788,1658794397433333.5,0.4333335,0.4611489809395194,0.642978518428286,0.8158289250605322,0.5434641669242927,0.6450793008950303,0.6017375623079682,-1.2231387409415284,-0.985955808956569,-0.3342959919342154,-0.9549738489581582,-0.7171866051379614,-0.7080009580343928,0.0
28.0,546.3748169,1450.049805,762.4007568,1169.0802,967.3551636,396.3857422,644.4033203,1132.343872,764.8917236,850.3917236,713.5,839.5,-0.0535283981648472,1658794397450000.0,0.45,0.4607908205015675,0.642978518428286,0.8158289250605322,0.5434641669242927,0.6450793008950303,0.6017375623079682,-1.2229144146963484,-0.985955808956569,-0.3342959919342154,-0.9549738489581582,-0.7171866051379614,-0.7080009580343928,2.6393712069379607
29.0,546.1659546,1450.034302,762.6220703,1169.292603,967.6951294,396.3143616,644.4033203,1132.343872,764.8917236,850.3917236,713.5,839.5,-0.0354365917179122,1658794397466666.8,0.46666675,0.460614674333018,0.643165165444398,0.8161156387140152,0.5434641669242927,0.6450793008950303,0.6017375623079682,-1.222901340081873,-0.9861349412108744,-0.3342357923711599,-0.9549738489581582,-0.7171866051379614,-0.7080009580343928,1.0855029593013032
30.0,546.1659546,1450.034302,762.6220703,1169.292603,967.6951294,396.3143616,644.4802246,1132.214478,764.8917236,850.3917236,713.5,839.5,-0.0354365917179122,1658794397483333.2,0.48333325,0.460614674333018,0.643165165444398,0.8161156387140152,0.5435290249565464,0.6450793008950303,0.6017375623079682,-1.222901340081873,-0.9861349412108744,-0.3342357923711599,-0.9548647231976296,-0.7171866051379614,-0.7080009580343928,0.0
31.0,545.9559326,1449.955933,762.6220703,1169.292603,967.6951294,396.3143616,644.3457031,1132.286255,764.8917236,850.3917236,713.5,839.5,0.0153147836931498,1658794397500000.0,0.5,0.4604375501195478,0.643165165444398,0.8161156387140152,0.5434155748661638,0.6450793008950303,0.6017375623079682,-1.2228352467798116,-0.9861349412108744,-0.3342357923711599,-0.9549252570687012,-0.7171866051379614,-0.7080009580343928,3.0450672993272216
32.0,545.9155884,1449.719116,762.6220703,1169.292603,967.6951294,396.3143616,644.2156982,1132.282959,764.8917236,850.3917236,713.5,839.5,0.0046179367192746,1658794397516666.8,0.51666675,0.4604035254235965,0.643165165444398,0.8161156387140152,0.5433059338968378,0.6450793008950303,0.6017375623079682,-1.2226355247275438,-0.9861349412108744,-0.3342357923711599,-0.9549224773532068,-0.7171866051379614,-0.7080009580343928,-0.6418076093944668
33.0,545.9155884,1449.719116,762.6220703,1169.292603,967.6951294,396.3143616,644.0518799,1132.167969,764.8917236,850.3917236,713.5,839.5,0.0046179367192746,1658794397533333.2,0.53333325,0.4604035254235965,0.643165165444398,0.8161156387140152,0.5431677760489002,0.6450793008950303,0.6017375623079682,-1.2226355247275438,-0.9861349412108744,-0.3342357923711599,-0.9548254993542022,-0.7171866051379614,-0.7080009580343928,0.0
34.0,545.944458,1449.57312,762.6220703,1169.292603,967.6951294,396.3143616,644.0518799,1132.167969,764.4769897,850.1245117,713.5,839.5,0.0025404661431814,1658794397550000.0,0.55,0.4604278728976383,0.643165165444398,0.8161156387140152,0.5431677760489002,0.6447295307955314,0.6017375623079682,-1.2225123974995875,-0.9861349412108744,-0.3342357923711599,-0.9548254993542022,-0.7169612492342112,-0.7080009580343928,-0.12464761132753492
35.0,545.7652588,1449.765259,762.6220703,1169.292603,967.6951294,396.3143616,644.0518799,1132.167969,764.5894775,849.7192993,713.5,839.5,0.0066627607587414,1658794397566666.5,0.5666665,0.4602767434095156,0.643165165444398,0.8161156387140152,0.5431677760489002,0.6448243985384347,0.6017375623079682,-1.2226744399011074,-0.9861349412108744,-0.3342357923711599,-0.9548254993542022,-0.7166195091896521,-0.7080009580343928,0.24734015033510456
36.0,545.6907349,1449.656494,762.6220703,1169.292603,967.6951294,396.3143616,644.0518799,1132.167969,764.668457,849.5706787,713.5,839.5,0.0162820208497413,1658794397583333.2,0.58333325,0.4602138929120808,0.643165165444398,0.8161156387140152,0.5431677760489002,0.6448910067119487,0.6017375623079682,-1.2225827118198678,-0.9861349412108744,-0.3342357923711599,-0.9548254993542022,-0.7164941684782958,-0.7080009580343928,0.5771527196963933
37.0,545.6907349,1449.656494,762.6220703,1169.292603,967.6951294,396.3143616,644.0518799,1132.167969,764.6861572,849.4432373,713.5,839.5,0.0162801418320399,1658794397600000.0,0.6,0.4602138929120808,0.643165165444398,0.8161156387140152,0.5431677760489002,0.6449059343576394,0.6017375623079682,-1.2225827118198678,-0.9861349412108744,-0.3342357923711599,-0.9548254993542022,-0.7163866894630566,-0.7080009580343928,-0.00011274049838145704
38.0,545.5,1449.5,762.6082764,1168.891724,967.6829834,396.0933228,644.0518799,1132.167969,764.6861572,849.4432373,713.5,839.5,0.0371613290359387,1658794397616666.5,0.6166665,0.4600530346727353,0.6431535322169828,0.8161053952600112,0.5431677760489002,0.6449059343576394,0.6017375623079682,-1.222450730995655,-0.985796855783768,-0.3340493770261179,-0.9548254993542022,-0.7163866894630566,-0.7080009580343928,1.2528837610715367
39.0,545.6565552,1449.309204,762.6082764,1168.891724,967.6829834,396.0933228,644.0518799,1132.167969,764.6861572,849.4432373,713.5,839.5,0.0298410863296508,1658794397633333.5,0.6333335,0.4601850671105974,0.6431535322169828,0.8161053952600112,0.5431677760489002,0.6449059343576394,0.6017375623079682,-1.222289821226996,-0.985796855783768,-0.3340493770261179,-0.9548254993542022,-0.7163866894630566,-0.7080009580343928,-0.43920577826170937
40.0,545.6565552,1449.309204,762.6082764,1168.891724,967.6829834,396.0933228,644.0518799,1132.167969,764.6861572,849.4432373,713.5,839.5,0.0298410863296508,1658794397650000.0,0.65,0.4601850671105974,0.6431535322169828,0.8161053952600112,0.5431677760489002,0.6449059343576394,0.6017375623079682,-1.222289821226996,-0.985796855783768,-0.3340493770261179,-0.9548254993542022,-0.7163866894630566,-0.7080009580343928,0.0
41.0,545.3434448,1449.690796,762.6082764,1168.891724,967.5366821,396.2003174,644.2073975,1132.057007,764.6861572,849.4432373,713.5,839.5,0.0444762355428464,1658794397666666.8,0.66666675,0.4599210022348732,0.6431535322169828,0.8159820105541605,0.5432989334161321,0.6449059343576394,0.6017375623079682,-1.222611640764314,-0.985796855783768,-0.3341396120223115,-0.9547319184104198,-0.7163866894630566,-0.7080009580343928,0.8781045622689274
42.0,545.0189819,1449.609741,762.6082764,1168.891724,967.6829834,396.0933228,644.1326904,1131.956909,764.6861572,849.4432373,713.5,839.5,0.074291478080041,1658794397683333.5,0.6833335,0.4596473631115299,0.6431535322169828,0.8161053952600112,0.5432359284150934,0.6449059343576394,0.6017375623079682,-1.2225432821965312,-0.985796855783768,-0.3340493770261179,-0.9546474997327576,-0.7163866894630566,-0.7080009580343928,1.7889056077036303
43.0,545.5,1449.5,762.6082764,1168.891724,967.6829834,396.0933228,644.1326904,1131.956909,764.6861572,849.4432373,713.5,839.5,0.0371613290359387,1658794397700000.0,0.7,0.4600530346727353,0.6431535322169828,0.8161053952600112,0.5432359284150934,0.6449059343576394,0.6017375623079682,-1.222450730995655,-0.985796855783768,-0.3340493770261179,-0.9546474997327576,-0.7163866894630566,-0.7080009580343928,-2.227831220958358
44.0,545.5,1449.5,762.6082764,1168.891724,967.6829834,396.0933228,644.1326904,1131.956909,764.6861572,849.4432373,713.5,839.5,0.0371613290359387,1658794397716666.8,0.71666675,0.4600530346727353,0.6431535322169828,0.8161053952600112,0.5432359284150934,0.6449059343576394,0.6017375623079682,-1.222450730995655,-0.985796855783768,-0.3340493770261179,-0.9546474997327576,-0.7163866894630566,-0.7080009580343928,0.0
45.0,545.5,1449.5,762.6082764,1168.891724,967.5,396.2782593,644.012207,1131.644897,764.6861572,849.4432373,713.5,839.5,0.0371613290359387,1658794397733333.2,0.73333325,0.4600530346727353,0.6431535322169828,0.8159510743279036,0.5431343175007072,0.6449059343576394,0.6017375623079682,-1.222450730995655,-0.985796855783768,-0.3342053451251954,-0.9543843612039686,-0.7163866894630566,-0.7080009580343928,0.0
46.0,545.5,1449.5,762.6082764,1168.891724,967.5,396.2782593,643.7340088,1131.468628,764.6861572,849.4432373,713.5,839.5,0.0371613290359387,1658794397750000.0,0.75,0.4600530346727353,0.6431535322169828,0.8159510743279036,0.542899696187874,0.6449059343576394,0.6017375623079682,-1.222450730995655,-0.985796855783768,-0.3342053451251954,-0.954235702930149,-0.7163866894630566,-0.7080009580343928,0.0
47.0,545.6565552,1449.309204,762.6414185,1168.641479,967.3551636,396.3857422,643.7963257,1131.390869,764.6861572,849.4432373,713.5,839.5,0.0298410863296508,1658794397766666.8,0.76666675,0.4601850671105974,0.643181482947836,0.8158289250605322,0.5429522517863276,0.6449059343576394,0.6017375623079682,-1.222289821226996,-0.9855858090896124,-0.3342959919342154,-0.954170124077861,-0.7163866894630566,-0.7080009580343928,-0.4392123663154439
48.0,545.6565552,1449.309204,762.6414185,1168.641479,967.3551636,396.3857422,643.7340088,1131.468628,764.6861572,849.4432373,713.5,839.5,0.0298410863296508,1658794397783333.2,0.78333325,0.4601850671105974,0.643181482947836,0.8158289250605322,0.542899696187874,0.6449059343576394,0.6017375623079682,-1.222289821226996,-0.9855858090896124,-0.3342959919342154,-0.954235702930149,-0.7163866894630566,-0.7080009580343928,0.0
49.0,545.6565552,1449.309204,762.6414185,1168.641479,967.3551636,396.3857422,643.5,1131.5,764.5721436,849.3522339,713.5,839.5,0.0298395973055092,1658794397800000.0,0.8,0.4601850671105974,0.643181482947836,0.8158289250605322,0.5427023424599544,0.6448097798156157,0.6017375623079682,-1.222289821226996,-0.9855858090896124,-0.3342959919342154,-0.9542621608289642,-0.7163099408098292,-0.7080009580343928,-8.934100179091832e-05
50.0,545.4642944,1449.137573,762.6342163,1168.367554,967.3551636,396.3857422,643.7415771,1130.844116,764.6478271,849.1280518,713.5,839.5,0.0513052789347307,1658794397816666.5,0.8166665,0.4600229219877952,0.6431754088984019,0.8158289250605322,0.542906078991508,0.6448736082736352,0.6017375623079682,-1.2221450744581712,-0.985354791623943,-0.3342959919342154,-0.9537090143127528,-0.716120874530408,-0.7080009580343928,1.2879537772910692
51.0,545.5,1448.931885,762.6342163,1168.367554,967.5,396.5,643.8623657,1130.698486,764.666687,849.0055542,713.5,839.5,0.0546171732148051,1658794397833333.2,0.83333325,0.4600530346727353,0.6431754088984019,0.8159510743279036,0.5430079472994528,0.6448895139642468,0.6017375623079682,-1.22197160536817,-0.985354791623943,-0.3343923524248204,-0.9535861957546604,-0.7160175649197387,-0.7080009580343928,0.19871266324114728
52.0,545.5,1448.931885,762.6342163,1168.367554,967.5,396.5,643.7984619,1130.564941,764.5230103,848.8754883,713.5,839.5,0.0546042346217963,1658794397850000.0,0.85,0.4600530346727353,0.6431754088984019,0.8159510743279036,0.5429540533725653,0.6447683427417963,0.6017375623079682,-1.22197160536817,-0.985354791623943,-0.3343923524248204,-0.9534735692055948,-0.7159078725054354,-0.7080009580343928,-0.0007763116989694383
53.0,545.487793,1448.776367,762.6342163,1168.367554,967.5,396.5,643.7460938,1130.361938,764.3585815,848.6414185,713.5,839.5,0.0603880668397249,1658794397866666.5,0.8666665,0.4600427397737541,0.6431754088984019,0.8159510743279036,0.5429098881969007,0.6446296700224057,0.6017375623079682,-1.2218404476635938,-0.985354791623943,-0.3343923524248204,-0.9533023645379548,-0.7157104673325385,-0.7080009580343928,0.3470334034097492
54.0,545.5471191,1448.559814,762.6342163,1168.367554,967.7672119,396.5,643.6715698,1130.429688,764.0765381,848.7874146,713.5,839.5,0.0620481488280818,1658794397883333.5,0.8833335,0.4600927730502716,0.6431754088984019,0.8161764302316536,0.54284703761513,0.6443918058206102,0.6017375623079682,-1.2216578154641118,-0.985354791623943,-0.3343923524248204,-0.9533595021971646,-0.7158335946448308,-0.7080009580343928,0.09960292724286945
55.0,545.5471191,1448.559814,762.8551025,1168.195679,968.2714233,396.5,643.5576782,1130.586548,763.6391602,848.5618286,713.5,839.5,0.0619987078162399,1658794397900000.0,0.9,0.4600927730502716,0.6433616955466647,0.8166016621009233,0.5427509859630608,0.6440229386708507,0.6017375623079682,-1.2216578154641118,-0.985209839075209,-0.3343923524248204,-0.9534917916912412,-0.7156433443719074,-0.7080009580343928,-0.0029664903754177342
56.0,545.5568848,1448.283813,762.9070435,1168.033325,968.1262817,396.5403748,643.4829102,1130.654053,763.5,848.5,713.5,839.5,0.0696199847010551,1658794397916666.8,0.91666675,0.4601010090537926,0.643405500523152,0.8164792554399934,0.5426879296013808,0.6439055764851208,0.6017375623079682,-1.2214250471824937,-0.9850729161597348,-0.3344264029275964,-0.9535487227271818,-0.7155912005862803,-0.7080009580343928,0.4572743267172795
57.0,545.5568848,1448.283813,763.0372314,1167.852783,968.4983521,396.5,643.5300293,1130.814697,763.2184448,848.6704102,713.5,839.5,0.0696219058526359,1658794397933333.5,0.9333335,0.4601010090537926,0.64351529582741,0.8167930448380354,0.5427276679789171,0.6436681240118158,0.6017375623079682,-1.2214250471824937,-0.9849206542074234,-0.3343923524248204,-0.9536842034965712,-0.715734917780871,-0.7080009580343928,0.00011526851850573185
58.0,545.5568848,1448.283813,762.833313,1167.879272,968.4983521,396.5,643.0079956,1131.024658,763.3260498,848.7796021,713.5,839.5,0.0696465338848021,1658794397950000.0,0.95,0.4601010090537926,0.6433433191477663,0.8167930448380354,0.542287405489666,0.6437588737951264,0.6017375623079682,-1.2214250471824937,-0.984942993977974,-0.3343923524248204,-0.9538612762650645,-0.7158270058926155,-0.7080009580343928,0.0014776967069390179
59.0,545.5,1448.5,762.9070435,1168.033325,968.4983521,396.5,643.0079956,1131.024658,763.0914307,848.7923584,713.5,839.5,0.0678089672551227,1658794397966666.8,0.96666675,0.4600530346727353,0.643405500523152,0.8167930448380354,0.542287405489666,0.6435610053644258,0.6017375623079682,-1.221607370712112,-0.9850729161597348,-0.3343923524248204,-0.9538612762650645,-0.7158377640494005,-0.7080009580343928,-0.11025344651353129
60.0,545.4386597,1448.284302,762.9070435,1168.033325,968.4983521,396.5,642.8687134,1131.090698,763.0914307,848.7923584,713.5,839.5,0.0795982597477427,1658794397983333.2,0.98333325,0.4600013026999346,0.643405500523152,0.8167930448380354,0.5421699404139816,0.6435610053644258,0.6017375623079682,-1.2214254595856724,-0.9850729161597348,-0.3343923524248204,-0.9539169717781896,-0.7158377640494005,-0.7080009580343928,0.7073646232034313
61.0,544.9656372,1448.165894,762.8551025,1168.195679,968.4983521,396.5,642.8498535,1131.353882,763.0914307,848.7923584,713.5,839.5,0.1231684789259339,1658794398000000.0,1.0,0.4596023743102124,0.6433616955466647,0.8167930448380354,0.54215403472337,0.6435610053644258,0.6017375623079682,-1.2213255989812184,-0.985209839075209,-0.3343923524248204,-0.9541389307110536,-0.7158377640494005,-0.7080009580343928,2.6142000796910807
62.0,544.7524414,1448.177002,762.6342163,1168.367554,968.6137695,396.3990479,642.8498535,1131.353882,763.0914307,848.7923584,713.5,839.5,0.1408214556492878,1658794398016666.8,1.01666675,0.4594225734398742,0.6431754088984019,0.8168903832892251,0.54215403472337,0.6435610053644258,0.6017375623079682,-1.221334967027248,-0.985354791623943,-0.3343072134331402,-0.9541389307110536,-0.7158377640494005,-0.7080009580343928,1.0591733075346996
63.0,544.6113281,1448.724487,762.6342163,1168.367554,968.6137695,396.3990479,642.8498535,1131.353882,763.0914307,848.7923584,713.5,839.5,0.1359040074882678,1658794398033333.2,1.03333325,0.4593035640871746,0.6431754088984019,0.8168903832892251,0.54215403472337,0.6435610053644258,0.6017375623079682,-1.2217966941320837,-0.985354791623943,-0.3343072134331402,-0.9541389307110536,-0.7158377640494005,-0.7080009580343928,-0.29504984015959873
