Frame #,Hand Pink X,Hand Pink Y,Body Pink X,Body Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Body Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Hand Pink Y meters,Body Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters,angular velocity,Hand Pink m/s,Body Pink m/s,Elbow Orange m/s,Shoulder Green m/s
1.0,589.067688,1512.734375,791.1560059,1195.5177,689.3244629,1261.498291,714.5691528,990.5691528,1660089518765810.0,0.0,0.0,0.5444220942656061,-0.7311940858363465,0.6370803820435182,0.6604117703108099,-1.3980838421153947,-1.104909101660997,-1.1658890064577825,-0.915493658315007,,,,,
2.0,589.067688,1512.734375,791.1560059,1195.5177,689.1749878,1261.501709,714.7168579,990.7168579,1660089518782476.8,0.0,0.01666675,0.5444220942656061,-0.7311940858363465,0.6369422357003386,0.6605482808027514,-1.3980838421153947,-1.104909101660997,-1.1658921654066707,-0.9156301688069484,0.0,0.0,0.0,0.008290947348232557,0.01158329934659067
3.0,589.085083,1512.491699,791.1976929,1195.565674,689.3062744,1261.508667,714.6265259,990.6265259,1660089518799143.2,-0.0042515815393767,0.03333325,0.5444381708940186,-0.7312326133677423,0.6370635720546779,0.6604647950885949,-1.3978595585927378,-1.1049534396990228,-1.1658985960580357,-0.915546683092792,-0.2550974433370354,0.013491538216950065,0.003524320679098653,0.0072903985474591275,0.007083997753467343
4.0,589.085083,1512.491699,791.1976929,1195.565674,689.3696289,1261.569458,714.7246094,990.7735596,1660089518815810.0,-0.0042587251330766,0.05,0.5444381708940186,-0.7312326133677423,0.6371221249005965,0.6605554448145443,-1.3978595585927378,-1.1049534396990228,-1.165954779692288,-0.9156825730703144,-0.0004286134789265,0.0,0.0,0.004868894277212401,0.009801043398573454
5.0,589.085083,1512.491699,791.1976929,1195.565674,689.3062744,1261.508667,714.7168579,990.7168579,1660089518832476.5,-0.0042573092215984,0.0666665,0.5444381708940186,-0.7312326133677423,0.6370635720546779,0.6605482808027514,-1.3978595585927378,-1.1049534396990228,-1.1658985960580357,-0.9156301688069484,8.49555382473591e-05,0.0,0.0,0.004868894277212401,0.0031735008400926223
6.0,589.085083,1512.491699,791.1976929,1195.565674,689.2579346,1261.46228,714.7168579,990.7168579,1660089518849143.2,-0.0042573092215984,0.08333325,0.5444381708940186,-0.7312326133677423,0.6370188959407295,0.6605482808027514,-1.3978595585927378,-1.1049534396990228,-1.165855724740866,-0.9156301688069484,0.0,0.0,0.0,0.003715112108161595,0.0
7.0,589.085083,1512.491699,791.1976929,1195.565674,689.2794189,1261.501709,714.7677002,990.7411499,1660089518865810.0,-0.0042600324345101,0.1,0.5444381708940186,-0.7312326133677423,0.6370387519400282,0.660595269751572,-1.3978595585927378,-1.1049534396990228,-1.1658921654066707,-0.9156526197099316,-0.0001633919577422,0.0,0.0,0.0024899514446636395,0.0031246144852930275
8.0,589.1184082,1512.473633,791.2351074,1195.791138,689.2794189,1261.501709,714.7677002,990.7411499,1660089518882476.5,-0.0012526928180581,0.1166665,0.5444689703684175,-0.7312671922130275,0.6370387519400282,0.660595269751572,-1.3978428618195906,-1.1051618157236496,-1.1658921654066707,-0.9156526197099316,0.1804421814089341,0.0021020474505572154,0.012673537432376087,0.0,0.0
9.0,589.0,1512.5,791.2411499,1195.739014,689.1363525,1261.602783,714.7677002,990.7411499,1660089518899143.5,0.0128829628264508,0.1333335,0.5443595363567828,-0.7312727767503763,0.6369065285798038,0.660595269751572,-1.3978672304577826,-1.1051136422152064,-1.1659855789818452,-0.9156526197099316,0.8481223762230101,0.006726862593158269,0.00290976739676265,0.009713537298909227,0.0
10.0,589.0,1512.5,791.2411499,1195.739014,689.3062744,1261.508667,715.1280518,990.6478271,1660089518915810.0,0.01289259308469,0.15,0.5443595363567828,-0.7312727767503763,0.6370635720546779,0.6609283102098087,-1.3978672304577826,-1.1051136422152064,-1.1658985960580357,-0.9155663698692874,0.0005778212725647,0.0,0.0,0.010771409161569037,0.020641655326090684
11.0,589.0,1512.5,791.2411499,1195.739014,689.3701172,1261.515015,714.776001,990.7974854,1660089518932476.8,0.012885127231283,0.16666675,0.5443595363567828,-0.7312727767503763,0.6371225761922121,0.6606029414317747,-1.3978672304577826,-1.1051136422152064,-1.16590446294146,-0.9157046855276916,-0.0004479489646752,0.0,0.0,0.003557705839749614,0.02121286937415259
12.0,589.0,1512.5,791.2411499,1195.739014,689.418335,1261.561768,715.1409302,990.706665,1660089518949143.5,0.0128950029313032,0.1833335,0.5443595363567828,-0.7312727767503763,0.6371671395525723,0.6609402125525132,-1.3978672304577826,-1.1051136422152064,-1.165947672519394,-0.9156207484294984,0.0005925390385168,0.0,0.0,0.003724333304437999,0.020853538865488096
13.0,589.0,1512.5,791.2411499,1195.739014,689.4381714,1261.647949,715.1409302,990.706665,1660089518965810.0,0.0128950029313032,0.2,0.5443595363567828,-0.7312727767503763,0.6371854725466419,0.6609402125525132,-1.3978672304577826,-1.1051136422152064,-1.1660273218389234,-0.9156207484294984,0.0,0.0,0.0,0.004903917411927015,0.0
14.0,589.0,1512.5,791.2411499,1195.739014,689.3861084,1261.555542,715.1280518,990.6478271,1660089518982476.8,0.01289259308469,0.21666675,0.5443595363567828,-0.7312727767503763,0.6371373554149928,0.6609283102098087,-1.3978672304577826,-1.1051136422152064,-1.1659419183895583,-0.9155663698692874,-0.0001445900738416,0.0,0.0,0.005881532715012414,0.0033399546195871967
15.0,589.0,1512.5,791.2411499,1195.739014,689.3861084,1261.555542,715.1409302,990.706665,1660089518999143.2,0.0128950029313032,0.23333325,0.5443595363567828,-0.7312727767503763,0.6371373554149928,0.6609402125525132,-1.3978672304577826,-1.1051136422152064,-1.1659419183895583,-0.9156207484294984,0.0001445922427144,0.0,0.0,0.0,0.0033399546195871967
16.0,589.0,1512.5,791.2411499,1195.739014,689.3400269,1261.538452,715.1409302,990.706665,1660089519015810.0,0.0128950029313032,0.25,0.5443595363567828,-0.7312727767503763,0.6370947664438984,0.6609402125525132,-1.3978672304577826,-1.1051136422152064,-1.1659261236451162,-0.9156207484294984,0.0,0.0,0.0,0.002725410038718996,0.0
