Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Head Pink X meters,Hand Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Head Pink Y meters,Hand Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters
1.0,272.7032166,995.1351318,948.574707,1094.425293,424.7333374,1031.535767,668.0490112,1114.624146,1660086812741670.0,0.0,0.0,0.2947598325828336,1.0252967504880925,0.4590863613024658,0.7220817456923225,-1.07562304729582,-1.1829439350261723,-1.114967816570026,-1.204776499390011
2.0,272.6342163,994.9328613,948.6629639,1094.702026,424.8897095,1031.355835,668.0623169,1113.934937,1660086812758336.5,0.0286913095617183,0.0166665,0.29468525144246516,1.0253921457290898,0.4592553809957106,0.7220961275758708,-1.0754044168760553,-1.1832430505766494,-1.1147733314192547,-1.2040315462061524
3.0,272.6034546,995.1022949,948.590332,1095.618286,425.2513733,1031.40979,668.0855713,1114.781738,1660086812775003.2,0.128505613914024,0.03333325,0.29465200169332395,1.0253136392598552,0.4596462966675842,0.7221212628241318,-1.0755875545016125,-1.1842334189616268,-1.1148316503748037,-1.2049468376504666
4.0,272.6342163,994.9328613,948.6335449,1096.10498,425.0571289,1031.5,668.2401123,1114.725952,1660086812791669.8,0.1803612382081115,0.04999975,0.29468525144246516,1.0253603472793946,0.4594363415099664,0.7222883033154582,-1.0754044168760553,-1.1847594774502201,-1.1149291566852493,-1.2048865396010875
5.0,272.6020508,995.0136108,948.6976318,1096.626587,425.4134216,1031.563354,668.2401123,1114.725952,1660086812808336.5,0.2358828457978742,0.0666665,0.2946504843520247,1.0254296176171276,0.459821451659791,0.7222883033154582,-1.0754916975080842,-1.1853232727508805,-1.1149976348450092,-1.2048865396010875
6.0,272.7151184,995.2503052,948.666687,1096.764282,425.4134216,1031.563354,668.2401123,1114.725952,1660086812825003.2,0.2511451719092924,0.08333325,0.29477269701699454,1.0253961699586034,0.459821451659791,0.7222883033154582,-1.0757475360808268,-1.1854721047142638,-1.1149976348450092,-1.2048865396010875
7.0,272.885498,995.3095093,948.8413696,1096.761108,425.4134216,1031.563354,668.2401123,1114.725952,1660086812841669.8,0.2484568299248749,0.09999975,0.29495685715634923,1.0255849811305913,0.459821451659791,0.7222883033154582,-1.075811528690895,-1.1854686739967228,-1.1149976348450092,-1.2048865396010875
8.0,273.2425232,995.2592773,948.901062,1096.875,425.4134216,1031.563354,668.2401123,1114.725952,1660086812858336.5,0.2599302338611538,0.1166665,0.29534275905179413,1.0256495015350435,0.459821451659791,0.7222883033154582,-1.0757572338567714,-1.1855917777403129,-1.1149976348450092,-1.2048865396010875
9.0,273.2425232,995.2592773,948.7611694,1096.69165,425.4134216,1031.563354,668.1298218,1114.861328,1660086812875003.2,0.2420456535767149,0.13333325,0.29534275905179413,1.0254982942267115,0.459821451659791,0.7221690923662044,-1.0757572338567714,-1.1853935981369408,-1.1149976348450092,-1.2050328650005206
10.0,273.2461853,995.164917,948.6221924,1096.280762,425.0281677,1031.556396,667.9310303,1114.965576,1660086812891670.0,0.1994545068544619,0.15,0.29534671734754275,1.0253480765733827,0.4594050378877728,0.7219542223328053,-1.075655241564281,-1.1849494769432114,-1.1149901140722782,-1.2051455447239585
11.0,273.2425232,995.2592773,948.6850586,1096.271973,425.0281677,1031.556396,667.6758423,1115.042847,1660086812908336.8,0.1976698367951482,0.16666675,0.29534275905179413,1.0254160274791995,0.4594050378877728,0.7216783943719365,-1.0757572338567714,-1.1849399770766498,-1.1149901140722782,-1.2052290655100624
12.0,273.2461853,995.164917,948.2750854,1096.536133,425.0571289,1031.5,667.9304199,1115.571045,1660086812925003.2,0.2316324863025215,0.18333325,0.29534671734754275,1.024972895075768,0.4594363415099664,0.7219535625628031,-1.075655241564281,-1.185225502705375,-1.1149291566852493,-1.2057999848999827
13.0,273.2425232,995.2592773,947.5561523,1096.528076,425.0571289,1031.5,667.8934326,1115.707642,1660086812941670.0,0.2404125117547786,0.2,0.29534275905179413,1.0241958136653015,0.4594363415099664,0.7219135836784628,-1.0757572338567714,-1.1852167940439933,-1.1149291566852493,-1.2059476300555967
