Frame #,Body Pink X,Body Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Body Pink X meters,Hand Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Body Pink Y meters,Hand Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters
1.0,402.5,1120.0,282.5425415,1590.114624,286.0948486,915.4742432,257.6124268,1233.612427,1660088527000000.0,0.0,0.0,0.24778046038458648,0.17393421369217674,0.17612102683171815,0.15858714462930332,0.6894760636788494,0.9788803319229408,0.5635692657150979,0.7594162859582785
2.0,402.027771,1120.087036,281.4066467,1596.268066,286.0948486,915.4742432,257.6124268,1233.612427,1660088527016666.8,0.0928668807019884,0.01666675,0.24748975449880523,0.17323495273194703,0.17612102683171815,0.15858714462930332,0.6895296433562407,0.9826684131445801,0.5635692657150979,0.7594162859582785
3.0,402.027771,1120.087036,281.4066467,1596.268066,286.2997437,915.4367065,257.4738464,1233.830078,1660088527033333.2,0.092704303071709,0.03333325,0.24748975449880523,0.17323495273194703,0.17624716099869595,0.15850183403225418,0.6895296433562407,0.9826684131445801,0.5635461579863841,0.7595502727035782
4.0,402.027771,1120.087036,281.4066467,1596.268066,286.2083435,916.0,257.3875732,1235.387573,1660088527050000.0,0.0928490746309807,0.05,0.24748975449880523,0.17323495273194703,0.17619089470395,0.15844872393731047,0.6895296433562407,0.9826684131445801,0.5638929235087732,0.7605090722766135
5.0,402.1468201,1120.482178,275.95578,1611.516968,286.421051,916.7844849,257.3875732,1235.612427,1660088527066666.5,0.5329926524889742,0.0666665,0.24756304155670927,0.16987937941413084,0.17632183821271333,0.15844872393731047,0.6897728942051283,0.9920556925431376,0.5643758552595478,0.7606474932148478
6.0,402.1468201,1120.482178,275.95578,1611.516968,287.0,917.5,255.8086395,1236.61731,1660088527083333.2,0.5320007653256397,0.08333325,0.24756304155670927,0.16987937941413084,0.17667824131770515,0.1574767266227695,0.6897728942051283,0.9920556925431376,0.5648163289512003,0.7612661028356495
7.0,402.5,1121.0,271.8911438,1618.952393,286.9490967,917.9262085,255.3875732,1237.612427,1660088527100000.0,0.8549176499579959,0.1,0.24778046038458648,0.16737717462175355,0.17664690506153347,0.15721751668074108,0.690091667307134,0.9966329671509764,0.565078704450206,0.7618787004714173
8.0,403.0253296,1121.057007,269.6586609,1621.036621,287.0152588,918.781189,254.3470154,1238.82019,1660088527116666.5,1.034081985287134,0.1166665,0.24810385519239184,0.16600285004843002,0.17668763469034843,0.15657694552362114,0.6901267610231717,0.9979160254699488,0.5656050335481186,0.7626222037563252
9.0,402.8619385,1121.930908,267.3435059,1622.100586,286.5,919.5,253.7961731,1239.914063,1660088527133333.5,1.2236774909742427,0.1333335,0.24800327103840242,0.16457763223038863,0.1763704395035628,0.15623784500512847,0.6906647376495333,0.9985710061843168,0.5660475362077696,0.7632955959440079
10.0,402.8574219,1122.233154,265.1291504,1622.615845,285.7740173,920.4406738,254.5,1241.5,1660088527150000.0,1.4076100105542684,0.15,0.2480004906030549,0.16321446695027647,0.1759235219193709,0.15667112339845282,0.6908508013837679,0.9988882014942232,0.566626618412082,0.7642719045154388
11.0,403.1341248,1122.475342,262.7755432,1622.940552,285.5,921.5,254.5957642,1242.678345,1660088527166666.8,1.6021205076198997,0.16666675,0.24817082991225178,0.1617655778183995,0.17575483587527813,0.1567300761874326,0.6909998931952948,0.9990880923015526,0.567278743464339,0.7649972979728099
12.0,403.0018921,1122.659058,260.8360901,1622.751343,285.067749,921.6720581,255.2696686,1243.5,1660088527183333.5,1.763098911305213,0.1833335,0.24808942698235392,0.1605716434531515,0.17548874059134842,0.1571449341811896,0.6911129894314687,0.9989716145546484,0.5673846630549747,0.7655031117720081
13.0,403.0407104,1123.265503,259.5473938,1622.594238,284.8822021,922.7619019,254.8322906,1243.769775,1660088527200000.0,1.872402219448944,0.2,0.24811332366867775,0.15977831733511447,0.17537451724649145,0.15687568269745772,0.691486319173824,0.9988749001466267,0.5680555748525183,0.7656691862408287
14.0,403.1477356,1123.5,258.1826172,1623.295898,284.3490906,923.0761108,255.3933563,1244.786743,1660088527216666.8,1.9849124031085443,0.21666675,0.24817920877011562,0.15893815590835642,0.17504633187281116,0.1572210767780838,0.6916306763778457,0.9993068445884491,0.5682490029913977,0.766295235431478
15.0,403.2364197,1123.875977,257.4414063,1623.92041,284.3490906,923.0761108,255.4729767,1245.087891,1660088527233333.2,2.0435162660151978,0.23333325,0.2482338030238468,0.15848186378899223,0.17504633187281116,0.15727009138520928,0.6918621291831973,0.9996912964415563,0.5682490029913977,0.7664806232329288
16.0,403.5561829,1123.977539,257.1145935,1625.447876,284.3490906,923.0761108,254.6941833,1245.630737,1660088527250000.0,2.065359511236428,0.25,0.24843065040995874,0.1582806766435424,0.17504633187281116,0.15679066334248512,0.6919246511188931,1.0006316100532378,0.5682490029913977,0.7668148012001286
17.0,403.3999939,1124.220337,256.7755432,1626.940552,284.1200867,923.0882568,254.3238983,1245.474854,1660088527266666.8,2.0893058973181065,0.26666675,0.2483344998948606,0.15807195604869137,0.1749053562410798,0.1565627145529857,0.6920741184486334,1.0015505068146913,0.5682564801130668,0.7667188390597407
18.0,403.4838562,1124.175659,256.641449,1628.165527,284.1200867,923.0882568,253.7303314,1245.5,1660088527283333.2,2.096324742861772,0.28333325,0.24838612583101685,0.15798940717263946,0.1749053562410798,0.15619731261571604,0.6920466145097289,1.0023046058692495,0.5682564801130668,0.7667343190285776
19.0,403.7902527,1124.234131,256.8025208,1629.595947,284.0051575,922.9172974,253.6124268,1245.387573,1660088527300000.0,2.0788325755530264,0.3,0.2485747446281106,0.1580885635571338,0.17483460540856396,0.15612473011616457,0.692082610085082,1.0031851776112204,0.5681512368861374,0.7666651085594604
20.0,403.7902527,1124.234131,256.5536804,1631.247192,284.0051575,922.9172974,253.5,1245.269653,1660088527316666.5,2.0937971167342613,0.3166665,0.2485747446281106,0.15793537650402997,0.17483460540856396,0.15605551977016813,0.692082610085082,1.0042016900244073,0.5681512368861374,0.7665925165796131
21.0,403.8488159,1123.642944,256.6208496,1632.612793,285.0161438,923.5645142,253.3875732,1245.387573,1660088527333333.2,2.0806750286597246,0.33333325,0.24861079634651453,0.15797672610725894,0.1754569722429901,0.1559863094241717,0.6917186732228873,1.0050423589547965,0.5685496658965042,0.7666651085594604
22.0,403.7544861,1123.457031,256.1817017,1633.40918,285.7138977,923.4592896,253.3875732,1245.387573,1660088527350000.0,2.109431829663903,0.35,0.24855272657937919,0.15770638506666534,0.17588651207547987,0.1559863094241717,0.6916042245055419,1.0055326176815154,0.5684848892509594,0.7666651085594604
23.0,403.6290283,1123.010742,255.9898682,1633.747803,286.3551941,923.5164185,253.5,1245.5,1660088527366666.5,2.1204369111064034,0.3666665,0.2484754943025026,0.15758829166803878,0.17628129646612578,0.15605551977016813,0.6913294873778784,1.005741075228936,0.5685200580090793,0.7667343190285776
24.0,403.6989136,1122.811768,255.5174866,1633.773926,287.5,923.5,253.5,1245.5,1660088527383333.5,2.1521093619153486,0.3833335,0.24851851594674634,0.1572974918411439,0.1769860431318475,0.15605551977016813,0.6912069982615442,1.0057571566425176,0.5685099507209084,0.7667343190285776
25.0,403.5380554,1122.844238,254.940979,1633.440918,287.5,924.0,253.7303314,1245.5,1660088527400000.0,2.201276400153122,0.4,0.24841949105518701,0.15694259167085017,0.1769860431318475,0.15619731261571604,0.6912269869113544,1.0055521557094698,0.5688177525350507,0.7667343190285776
26.0,403.5380554,1122.844238,254.940979,1633.440918,287.2259521,924.1655273,254.6941833,1245.630737,1660088527416666.8,2.2032679919171594,0.41666675,0.24841949105518701,0.15694259167085017,0.17681733825028367,0.15679066334248512,0.6912269869113544,1.0055521557094698,0.5689196517415109,0.7668148012001286
27.0,403.5380554,1122.844238,254.940979,1633.440918,286.6111145,924.5123291,255.3875732,1245.387573,1660088527433333.5,2.207664414206381,0.4333335,0.24841949105518701,0.15694259167085017,0.17643884199291782,0.15721751668074108,0.6912269869113544,1.0055521557094698,0.5691331441878865,0.7666651085594604
28.0,403.5380554,1122.844238,254.940979,1633.440918,285.8139038,924.4928589,255.3875732,1245.387573,1660088527450000.0,2.2119213070403467,0.45,0.24841949105518701,0.15694259167085017,0.17594807619349045,0.15721751668074108,0.6912269869113544,1.0055521557094698,0.5691211582621231,0.7666651085594604
29.0,403.5380554,1122.844238,254.940979,1633.440918,284.9715576,924.8251953,255.3875732,1245.387573,1660088527466666.8,2.2175083304726173,0.46666675,0.24841949105518701,0.15694259167085017,0.17542952481649862,0.15721751668074108,0.6912269869113544,1.0055521557094698,0.5693257457557742,0.7666651085594604
30.0,403.8237305,1120.760864,253.786911,1631.876221,283.9383545,924.5068359,255.3875732,1245.387573,1660088527483333.2,2.320588894229208,0.48333325,0.24859535368325758,0.1562321432227629,0.17479348123938365,0.15721751668074108,0.6899444543178805,1.0045889225591036,0.5691297625540357,0.7666651085594604
31.0,403.8237305,1120.760864,253.786911,1631.876221,282.9715576,924.8251953,255.3875732,1245.387573,1660088527500000.0,2.326684412637153,0.5,0.24859535368325758,0.1562321432227629,0.17419831755992926,0.15721751668074108,0.6899444543178805,1.0045889225591036,0.5693257457557742,0.7666651085594604
32.0,403.8237305,1120.760864,253.786911,1631.876221,282.4620361,924.6771851,255.3875732,1245.387573,1660088527516666.8,2.328858144248893,0.51666675,0.24859535368325758,0.1562321432227629,0.1738846542758402,0.15721751668074108,0.6899444543178805,1.0045889225591036,0.569234630139631,0.7666651085594604
