Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Neck Green X,Neck Green Y,Shoulder Pink X,Shoulder Pink Y,Back Pink X,Back Pink Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Leg Pink X meters,Neck Green X meters,Shoulder Pink X meters,Back Pink X meters,Arm Pink Y meters,Leg Pink Y meters,Neck Green Y meters,Shoulder Pink Y meters,Back Pink Y meters,angular velocity
11.0,437.1476746,898.2827148,466.3059387,1166.694092,545.5,764.5,456.8075256,784.9342651,528.7886353,924.2113647,1660611847729996.8,-0.3550861909549205,0.16666675,0.6925029971740511,0.7386937616568288,0.8641482201732038,0.7236469481374248,0.837675083487282,-1.4230053331013266,-1.848206458457181,-1.2110748200227577,-1.2434455511258051,-1.4640799374323608,2.6596730205470416
12.0,437.1476746,898.2827148,466.3911133,1166.728882,545.5,764.5,456.884613,785.2008667,528.8850708,924.0,1660611847746663.2,-0.3555902489351017,0.18333325,0.6925029971740511,0.7388286901242787,0.8641482201732038,0.723769065350088,0.8378278507937651,-1.4230053331013266,-1.8482615706782253,-1.2110748200227577,-1.2438678853112044,-1.463745106214556,-0.030243781248685455
13.0,437.2755432,898.1777954,466.4142761,1166.776245,545.6396484,764.3603516,456.9111023,784.8222046,529.222229,923.6581421,1660611847763330.0,-0.4011092672464901,0.2,0.6927055589029347,0.7388653832359088,0.8643694427512241,0.7238110281025144,0.8383619564921093,-1.4228391261118278,-1.8483366002880368,-1.2108535974447374,-1.2432680316361135,-1.4632035555347445,-2.7311274430460863
14.0,437.2755432,898.1777954,466.4142761,1166.776245,545.6396484,764.3603516,456.9111023,784.8222046,529.222229,923.6581421,1660611847779996.8,-0.4011092672464901,0.21666675,0.6927055589029347,0.7388653832359088,0.8643694427512241,0.7238110281025144,0.8383619564921093,-1.4228391261118278,-1.8483366002880368,-1.2108535974447374,-1.2432680316361135,-1.4632035555347445,0.0
15.0,437.3904724,898.0,466.6088867,1166.728882,545.6396484,764.3603516,457.1730042,785.059082,529.222229,923.6581421,1660611847796663.2,-0.4011092672464901,0.23333325,0.6928876228142563,0.7391736736183412,0.8643694427512241,0.7242259173064466,0.8383619564921093,-1.422557473355705,-1.8482615706782253,-1.2108535974447374,-1.243643278535489,-1.4632035555347445,0.0
16.0,437.3904724,898.0,466.6088867,1166.728882,545.6396484,764.3603516,457.1730042,785.059082,529.222229,923.6581421,1660611847813330.0,-0.4011092672464901,0.25,0.6928876228142563,0.7391736736183412,0.8643694427512241,0.7242259173064466,0.8383619564921093,-1.422557473355705,-1.8482615706782253,-1.2108535974447374,-1.243643278535489,-1.4632035555347445,0.0
17.0,437.1822205,897.8844604,466.8312683,1166.637817,545.8863525,764.6060791,457.1730042,785.059082,529.222229,923.6581421,1660611847829996.5,-0.4980561623070943,0.2666665,0.6925577227065888,0.7395259571450858,0.8647602565164385,0.7242259173064466,0.8383619564921093,-1.422374442485495,-1.848117310994137,-1.211242864139096,-1.243643278535489,-1.4632035555347445,-5.816871872354986
18.0,437.519989,898.1777954,466.8312683,1166.637817,545.6396484,764.3603516,457.2270508,784.6763306,529.2720947,923.3741455,1660611847846663.2,-0.4018434829424893,0.28333325,0.6930927952054073,0.7395259571450858,0.8643694427512241,0.7243115346725262,0.8384409507284114,-1.4228391261118278,-1.848117310994137,-1.2108535974447374,-1.2430369468378193,-1.462753665238823,5.772731898216809
19.0,437.2991333,897.9743652,466.8312683,1166.637817,545.6396484,764.3603516,457.6036072,784.8153076,529.777771,923.3418579,1660611847863330.0,-0.4023291879896776,0.3,0.6927429289174695,0.7395259571450858,0.8643694427512241,0.7249080526245973,0.8392420126434045,-1.4225168642506736,-1.848117310994137,-1.2108535974447374,-1.243257105824428,-1.462702517169027,-0.029142157120513087
20.0,437.5748901,898.1690674,466.8312683,1166.637817,546.1307373,764.3986816,457.6036072,784.8153076,529.7106934,922.8364868,1660611847879996.5,-0.580659413127222,0.3166665,0.6931797662188822,0.7395259571450858,0.8651473961863877,0.7249080526245973,0.8391357523525639,-1.422825299740305,-1.848117310994137,-1.2109143175204098,-1.243257105824428,-1.461901938733478,-10.699920507457723
21.0,437.5748901,898.1690674,466.8312683,1166.637817,545.6396484,764.3603516,457.7160645,784.9629517,529.755188,922.953125,1660611847896663.2,-0.4032676963565301,0.33333325,0.6931797662188822,0.7395259571450858,0.8643694427512241,0.7250862007009319,0.839206238015987,-1.422825299740305,-1.848117310994137,-1.2108535974447374,-1.24349099470845,-1.4620867099395902,10.643449788992566
22.0,437.586853,898.2582397,466.8312683,1166.637817,546.1307373,764.3986816,457.8300781,784.8300781,530.0818481,922.7953491,1660611847913329.8,-0.5811542589847086,0.34999975,0.6931987171240025,0.7395259571450858,0.8651473961863877,0.7252668141739209,0.8397237132570808,-1.4229665611231348,-1.848117310994137,-1.2109143175204098,-1.2432805043602413,-1.4618367708686988,-10.673300490695636
23.0,437.8523254,898.2827148,466.8312683,1166.637817,545.8863525,764.6060791,457.4142761,784.7761841,530.0818481,922.7953491,1660611847929996.5,-0.5010606022854183,0.3666665,0.693619262498824,0.7395259571450858,0.8647602565164385,0.7246081257078449,0.8397237132570808,-1.4230053331013266,-1.848117310994137,-1.211242864139096,-1.2431951287338836,-1.4618367708686988,4.805595373980549
24.0,437.8523254,898.2827148,466.8312683,1166.637817,546.1635132,764.2893066,457.4142761,784.7761841,530.0818481,922.7953491,1660611847946663.5,-0.58891625400382,0.3833335,0.693619262498824,0.7395259571450858,0.8651993177916115,0.7246081257078449,0.8397237132570808,-1.4230053331013266,-1.848117310994137,-1.2107410522379507,-1.2431951287338836,-1.4618367708686988,-5.271233678430538
25.0,437.9004211,898.3549805,467.1223755,1166.56543,546.1635132,764.2893066,457.5,784.2988281,530.3435669,922.7640991,1660611847963330.0,-0.5893379322434985,0.4,0.6936954528078121,0.7399871116249385,0.8651993177916115,0.7247439243432461,0.8401383124050292,-1.4231198120674762,-1.8480026398718392,-1.2107410522379507,-1.242438930131154,-1.461787266502282,-0.025300947390186
26.0,437.8523254,898.2827148,467.1223755,1166.56543,546.2988281,763.5,457.5,784.2988281,530.3435669,922.7640991,1660611847979996.8,-0.6094703410324378,0.41666675,0.693619262498824,0.7399871116249385,0.865413675500132,0.7247439243432461,0.8401383124050292,-1.4230053331013266,-1.8480026398718392,-1.2094906802974172,-1.242438930131154,-1.461787266502282,-1.2079384876439228
27.0,438.5,898.0,467.2878723,1167.253784,546.4898071,764.1360474,458.0,784.3768311,530.1036987,923.2963257,1660611847996663.2,-0.6978799406781729,0.43333325,0.694645269561778,0.7402492816802353,0.8657162129207379,0.7255359942059163,0.8397583276605634,-1.422557473355705,-1.849093088788336,-1.2104982682509569,-1.2425624977821497,-1.4626303878022249,-5.304629025034349
28.0,438.3768005,898.0,467.2943726,1166.735962,546.7106934,764.1635132,458.0,784.3768311,530.6190186,923.2380981,1660611848013330.0,-0.7787167494644462,0.45,0.6944501043396859,0.7402595790636919,0.8660661276833512,0.7255359942059163,0.8405746663854118,-1.422557473355705,-1.8482727863874808,-1.210541777915825,-1.2425624977821497,-1.4625381471479535,-4.850184276255015
29.0,438.7106934,898.1635132,467.1097412,1166.857666,546.7106934,764.1635132,458.1307068,784.3986816,530.7106934,922.8364868,1660611848029996.8,-0.780780139894601,0.46666675,0.6949790373465851,0.7399670971284067,0.8660661276833512,0.7257430520401684,0.8407198920779043,-1.4228165011114424,-1.8484655825286136,-1.210541777915825,-1.2425971120272183,-1.461901938733478,-0.1238028067952539
30.0,438.5,898.2988281,467.1097412,1166.857666,546.7211914,764.2788086,458.5,784.5,530.5,923.0,1660611848046663.2,-0.7876016415135473,0.48333325,0.694645269561778,0.7399670971284067,0.8660827579821878,0.7263280640685865,0.8403861242930973,-1.423030858819963,-1.8484655825286136,-1.210724421939114,-1.2427576145295662,-1.4621609664892157,-0.40929419007867557
31.0,438.6666565,898.333313,467.1022644,1167.102295,546.7106934,764.1635132,458.5,784.5,530.7106934,922.8364868,1660611848063330.0,-0.780780139894601,0.5,0.6949092767439141,0.7399552528325083,0.8660661276833512,0.7263280640685865,0.8407198920779043,-1.4230854877199772,-1.848853109045484,-1.210541777915825,-1.2427576145295662,-1.461901938733478,0.4092880506965204
32.0,438.6772461,898.1375732,467.1022644,1167.102295,546.7106934,764.1635132,458.1635132,784.2893066,530.666687,923.333313,1660611848079996.5,-0.7783449961609387,0.5166665,0.6949260521499496,0.7399552528325083,0.8660661276833512,0.7257950219616538,0.8406501797914953,-1.422775408526967,-1.848853109045484,-1.210541777915825,-1.2424238467447593,-1.462688980853488,0.14611008512059384
33.0,438.8850708,898.0,467.1022644,1167.102295,546.68927,763.9208984,458.5,784.5,530.7814331,923.109314,1660611848096663.2,-0.763300555224463,0.53333325,0.6952552755131266,0.7399552528325083,0.8660321900243594,0.7263280640685865,0.840831953646833,-1.422557473355705,-1.848853109045484,-1.2101574421731895,-1.2427576145295662,-1.4623341351391514,0.9026619428788248
34.0,439.1476746,898.2827148,467.0,1167.194458,546.7106934,764.1635132,458.8541565,784.53125,530.7814331,923.109314,1660611848113330.0,-0.7795994743786611,0.55,0.6956712766247319,0.7397932517339801,0.8660661276833512,0.726889097449224,0.840831953646833,-1.4230053331013266,-1.8489991081149904,-1.210541777915825,-1.242807118895983,-1.4623341351391514,-0.9779302596005789
35.0,439.1476746,898.2827148,466.8156738,1167.184326,546.68927,763.9208984,458.5750122,784.1749878,530.7211914,923.7211914,1660611848129996.5,-0.760365657274011,0.5666665,0.6956712766247319,0.7395012532781391,0.8660321900243594,0.7264468938744917,0.840736522376741,-1.4230053331013266,-1.848983057611293,-1.2101574421731895,-1.242242749792326,-1.4633034344355291,1.1540405666846791
36.0,439.3796387,898.0925903,466.8156738,1167.184326,546.7211914,764.2788086,458.8541565,784.53125,530.5740967,923.4691162,1660611848146663.2,-0.785448368123258,0.58333325,0.6960387401703947,0.7395012532781391,0.8660827579821878,0.726889097449224,0.8405035038190841,-1.422704149328116,-1.848983057611293,-1.210724421939114,-1.242807118895983,-1.4629041120974364,-1.5049551261791876
37.0,439.3963928,898.1846924,466.8156738,1167.184326,546.5,764.0,458.8541565,784.53125,530.8639526,923.4898071,1660611848163329.8,-0.6971857643121927,0.59999975,0.696065281005767,0.7395012532781391,0.8657323598985442,0.726889097449224,0.8409626760648983,-1.4228500519235134,-1.848983057611293,-1.2102827501600877,-1.242807118895983,-1.4629368893740795,5.295809186755778
38.0,439.3963928,898.1846924,466.8156738,1167.184326,546.6013184,764.1307373,458.8541565,784.53125,530.5,923.5,1660611848179996.5,-0.7371693345090092,0.6166665,0.696065281005767,0.7395012532781391,0.8658928624008921,0.726889097449224,0.8403861242930973,-1.4228500519235134,-1.848983057611293,-1.2104898563106012,-1.242807118895983,-1.462953036351886,-2.3990022167979146
39.0,439.1476746,898.2827148,466.6378479,1167.168701,546.6013184,764.1307373,458.8541565,784.53125,530.5,923.5,1660611848196663.5,-0.7371693345090092,0.6333335,0.6956712766247319,0.7392195522057546,0.8658928624008921,0.726889097449224,0.8403861242930973,-1.4230053331013266,-1.848958305428085,-1.2104898563106012,-1.242807118895983,-1.462953036351886,0.0
40.0,439.2755432,898.1777954,466.8977356,1167.287842,546.6013184,764.1307373,458.8541565,784.53125,530.6396484,923.3603516,1660611848213330.0,-0.7380308977091249,0.65,0.6958738383536156,0.739631250635452,0.8658928624008921,0.726889097449224,0.8406073468711177,-1.4228391261118278,-1.8491470414191016,-1.2104898563106012,-1.242807118895983,-1.4627318137738654,-0.051694308950028765
41.0,438.875,898.2175903,466.7761841,1166.776245,546.6013184,764.1307373,458.8541565,784.53125,530.6396484,923.3603516,1660611848229996.8,-0.7380308977091249,0.66666675,0.6952393219587806,0.7394386960756274,0.8658928624008921,0.726889097449224,0.8406073468711177,-1.4229021667937836,-1.8483366002880368,-1.2104898563106012,-1.242807118895983,-1.4627318137738654,0.0
42.0,438.875,898.2175903,466.7761841,1166.776245,546.3793335,764.3793335,458.8541565,784.53125,530.222229,923.6581421,1660611848246663.2,-0.6660487795399292,0.68333325,0.6952393219587806,0.7394386960756274,0.8655412073023765,0.726889097449224,0.8399460962174498,-1.4229021667937836,-1.8483366002880368,-1.21088366742659,-1.242807118895983,-1.4632035555347445,4.31897027985453
43.0,438.5,898.7401733,466.6666565,1166.666626,546.3793335,764.3793335,458.8541565,784.53125,529.7407227,923.6370239,1660611848263330.0,-0.665617427341981,0.7,0.694645269561778,0.7392651890534461,0.8655412073023765,0.726889097449224,0.8391833229596182,-1.423730011283871,-1.8481629484754845,-1.21088366742659,-1.242807118895983,-1.463170101355197,0.025881002471880275
44.0,438.5,898.7401733,466.6666565,1166.666626,546.2788086,764.2788086,458.8541565,784.53125,529.6821899,923.550415,1660611848279996.8,-0.6263827728602014,0.71666675,0.694645269561778,0.7392651890534461,0.8653819618149007,0.726889097449224,0.8390905988259028,-1.423730011283871,-1.8481629484754845,-1.210724421939114,-1.242807118895983,-1.463032900756139,2.354067498569277
45.0,438.5,898.7401733,466.6666565,1166.666626,546.2788086,764.2788086,458.8541565,784.53125,529.6396484,923.3603516,1660611848296663.2,-0.6270538608244931,0.73333325,0.694645269561778,0.7392651890534461,0.8653819618149007,0.726889097449224,0.8390232071457773,-1.423730011283871,-1.8481629484754845,-1.210724421939114,-1.242807118895983,-1.4627318137738654,-0.04026568051430807
46.0,438.5794983,898.6256714,466.6666565,1166.666626,546.3793335,764.3793335,458.8541565,784.53125,529.6396484,923.3603516,1660611848313330.0,-0.6666358166852474,0.75,0.694771205976905,0.7392651890534461,0.8655412073023765,0.726889097449224,0.8390232071457773,-1.4235486242754545,-1.8481629484754845,-1.21088366742659,-1.242807118895983,-1.4627318137738654,-2.3749054771178795
47.0,438.5,898.5,466.6666565,1166.666626,546.2788086,764.2788086,458.6913452,784.8641968,529.6396484,923.3603516,1660611848329996.5,-0.6270538608244931,0.7666665,0.694645269561778,0.7392651890534461,0.8653819618149007,0.7266311816011597,0.8390232071457773,-1.4233495432183751,-1.8481629484754845,-1.210724421939114,-1.243334553148288,-1.4627318137738654,2.374941101056265
48.0,438.5,898.5,466.6666565,1166.666626,546.1635132,764.2893066,458.6913452,784.8641968,529.6396484,923.3603516,1660611848346663.2,-0.586363241150105,0.78333325,0.694645269561778,0.7392651890534461,0.8651993177916115,0.7266311816011597,0.8390232071457773,-1.4233495432183751,-1.8481629484754845,-1.2107410522379507,-1.243334553148288,-1.4627318137738654,2.4414249733384286
49.0,438.5,898.5,466.6666565,1166.666626,546.2788086,764.2788086,458.6913452,784.8641968,529.5,923.2444458,1660611848363330.0,-0.6273185514519567,0.8,0.694645269561778,0.7392651890534461,0.8653819618149007,0.7266311816011597,0.8388019845677569,-1.4233495432183751,-1.8481629484754845,-1.210724421939114,-1.243334553148288,-1.4625482027916883,-2.457306331579437
50.0,438.3999939,898.4833374,466.6666565,1166.666626,546.1635132,764.2893066,458.6913452,784.8641968,529.3086548,923.1358032,1660611848379996.5,-0.5867670300847215,0.8166665,0.6944868459259916,0.7392651890534461,0.8651993177916115,0.7266311816011597,0.8384988670351837,-1.4233231473317876,-1.8481629484754845,-1.2107410522379507,-1.243334553148288,-1.462376097733164,2.433115613190254
51.0,438.3999939,898.4833374,466.6666565,1166.666626,546.1635132,764.2893066,459.3725586,784.7843018,529.0,923.0,1660611848396663.2,-0.5868755441834049,0.83333325,0.6944868459259916,0.7392651890534461,0.8651993177916115,0.727710318809534,0.8380099147050867,-1.4233231473317876,-1.8481629484754845,-1.2107410522379507,-1.243207988304932,-1.4621609664892157,-0.006510813366937067
52.0,437.930542,898.569458,466.5,1166.5,546.1360474,764.5101929,459.3725586,784.7843018,528.5,923.5,1660611848413329.8,-0.5834256653404246,0.84999975,0.6937431685220651,0.7390011818713099,0.8651558081267434,0.727710318809534,0.8372178448424165,-1.423459574395418,-1.8478989896096096,-1.211090967000564,-1.243207988304932,-1.462953036351886,0.20699480052682376
53.0,437.930542,898.569458,466.5,1166.5,546.1635132,764.2893066,457.8533325,784.8533325,529.0,923.5,1660611848429996.5,-0.585094085375376,0.8666665,0.6937431685220651,0.7390011818713099,0.8651993177916115,0.72530365239275,0.8380099147050867,-1.423459574395418,-1.8478989896096096,-1.2107410522379507,-1.24331734257907,-1.462953036351886,-0.10010470157357515
54.0,438.0,898.7677002,466.5,1166.5,546.1360474,764.5101929,457.8533325,784.8533325,529.0,923.5,1660611848446663.5,-0.5837926088142192,0.8833335,0.6938531996991077,0.7390011818713099,0.8651558081267434,0.72530365239275,0.8380099147050867,-1.4237736177396767,-1.8478989896096096,-1.211090967000564,-1.24331734257907,-1.462953036351886,0.07808703192876683
55.0,438.0,898.7677002,466.5,1166.5,546.0,764.6231689,457.2017517,785.2017822,528.5,923.5,1660611848463330.0,-0.539419944082081,0.9,0.6938531996991077,0.7390011818713099,0.864940290035874,0.7242714573632009,0.8372178448424165,-1.4237736177396767,-1.8478989896096096,-1.211269936770174,-1.243869335591123,-1.462953036351886,2.662386507793365
56.0,438.0,898.7677002,466.5,1166.5,546.1360474,764.5101929,457.6666565,785.166687,528.5,923.5,1660611848479996.8,-0.5834256653404246,0.91666675,0.6938531996991077,0.7390011818713099,0.8651558081267434,0.7250079315253822,0.8372178448424165,-1.4237736177396767,-1.8478989896096096,-1.211090967000564,-1.2438137398906344,-1.462953036351886,-2.640330073850252
57.0,437.8970642,898.7451172,466.5,1166.5,546.0,764.6231689,457.7279053,784.6258545,528.7886353,923.7886353,1660611848496663.2,-0.5385771274810071,0.93333325,0.693690135009168,0.7390011818713099,0.864940290035874,0.7251049581825917,0.837675083487282,-1.4237378431122594,-1.8478989896096096,-1.211269936770174,-1.242956985642629,-1.4634102749967517,2.6909391809568586
58.0,437.8970642,898.7451172,466.5,1166.5,546.0,764.6231689,457.7279053,784.6258545,528.7886353,923.7886353,1660611848513330.0,-0.5385771274810071,0.95,0.693690135009168,0.7390011818713099,0.864940290035874,0.7251049581825917,0.837675083487282,-1.4237378431122594,-1.8478989896096096,-1.211269936770174,-1.242956985642629,-1.4634102749967517,0.0
59.0,437.930542,898.569458,466.5,1166.5,545.6396484,764.3603516,457.7279053,784.6258545,528.7886353,923.7886353,1660611848529996.8,-0.4004385214141781,0.96666675,0.6937431685220651,0.7390011818713099,0.8643694427512241,0.7251049581825917,0.837675083487282,-1.423459574395418,-1.8478989896096096,-1.2108535974447374,-1.242956985642629,-1.4634102749967517,8.288274922635095
60.0,437.930542,898.569458,466.5,1166.5,545.6396484,764.3603516,457.1136475,784.9545288,528.9629517,923.9074097,1660611848546663.2,-0.4002924341125893,0.98333325,0.6937431685220651,0.7390011818713099,0.8643694427512241,0.7241318880000115,0.8379512250213004,-1.423459574395418,-1.8478989896096096,-1.2108535974447374,-1.2434776516579575,-1.4635984302421448,0.008765325748583725
61.0,437.7637024,898.8016968,466.5,1166.5,545.6396484,764.3603516,457.1136475,784.9545288,528.9629517,923.9074097,1660611848563330.0,-0.4002924341125893,1.0,0.6934788712839451,0.7390011818713099,0.8643694427512241,0.7241318880000115,0.8379512250213004,-1.423827473104263,-1.8478989896096096,-1.2108535974447374,-1.2434776516579575,-1.4635984302421448,0.0
62.0,437.7637024,898.8016968,466.5,1166.5,545.6396484,764.3603516,457.1136475,784.9545288,528.5,924.0,1660611848579996.5,-0.3996886952890612,1.0166665,0.6934788712839451,0.7390011818713099,0.8643694427512241,0.7241318880000115,0.8372178448424165,-1.423827473104263,-1.8478989896096096,-1.2108535974447374,-1.2434776516579575,-1.463745106214556,0.03622469165860273
63.0,437.6255798,898.8173218,466.5,1166.5,545.6396484,764.3603516,457.1136475,784.9545288,528.5,924.0,1660611848596663.2,-0.3996886952890612,1.03333325,0.6932600657863178,0.7390011818713099,0.8643694427512241,0.7241318880000115,0.8372178448424165,-1.4238522252874717,-1.8478989896096096,-1.2108535974447374,-1.2434776516579575,-1.463745106214556,0.0
64.0,437.6255798,898.8173218,466.5,1166.5,545.6396484,764.3603516,457.1136475,784.9545288,528.8452148,923.9107056,1660611848613330.0,-0.4001884802120299,1.05,0.6932600657863178,0.7390011818713099,0.8643694427512241,0.7241318880000115,0.837764713320872,-1.4238522252874717,-1.8478989896096096,-1.2108535974447374,-1.2434776516579575,-1.4636036514082655,-0.029986945443395144
65.0,437.2615967,899.3713379,466.5,1166.5,545.3418579,764.777771,457.1458435,786.46875,528.8452148,923.9107056,1660611848629996.5,-0.3097755971631933,1.0666665,0.6926834656982552,0.7390011818713099,0.8638977009903451,0.7241828909626086,0.837764713320872,-1.4247298641999595,-1.8478989896096096,-1.2115148480984053,-1.2458763896138303,-1.4636036514082655,5.424827231202535
66.0,437.2615967,899.3713379,466.5,1166.5,545.3418579,764.777771,457.2017517,786.2017822,528.8452148,923.9107056,1660611848646663.2,-0.3097755971631933,1.08333325,0.6926834656982552,0.7390011818713099,0.8638977009903451,0.7242714573632009,0.837764713320872,-1.4247298641999595,-1.8478989896096096,-1.2115148480984053,-1.2454534753164634,-1.4636036514082655,0.0
67.0,437.2615967,899.3713379,466.5,1166.5,545.3418579,764.777771,457.2017517,786.2017822,528.8452148,923.9107056,1660611848663329.8,-0.3097755971631933,1.09999975,0.6926834656982552,0.7390011818713099,0.8638977009903451,0.7242714573632009,0.837764713320872,-1.4247298641999595,-1.8478989896096096,-1.2115148480984053,-1.2454534753164634,-1.4636036514082655,0.0
68.0,437.2615967,899.3713379,466.5,1166.5,545.3418579,764.777771,457.2017517,786.2017822,528.8452148,923.9107056,1660611848679996.5,-0.3097755971631933,1.1166665,0.6926834656982552,0.7390011818713099,0.8638977009903451,0.7242714573632009,0.837764713320872,-1.4247298641999595,-1.8478989896096096,-1.2115148480984053,-1.2454534753164634,-1.4636036514082655,0.0
69.0,437.2615967,899.3713379,466.5,1166.5,545.3418579,764.777771,456.6099243,785.8581543,528.7106934,923.8364868,1660611848696663.5,-0.3099527983847923,1.1333335,0.6926834656982552,0.7390011818713099,0.8638977009903451,0.7233339200683159,0.8375516126272236,-1.4247298641999595,-1.8478989896096096,-1.2115148480984053,-1.244909120709338,-1.4634860784588184,-0.01063186065872546
70.0,437.2615967,899.3713379,466.4205017,1166.62561,545.3418579,764.777771,456.9105835,785.8374023,528.5,923.7011719,1660611848713330.0,-0.3102673596415048,1.15,0.6926834656982552,0.7388752454561829,0.8638977009903451,0.7238102062508249,0.8372178448424165,-1.4247298641999595,-1.84809797340051,-1.2115148480984053,-1.244876246641758,-1.463271720750298,-0.018873864141393373
71.0,437.2615967,899.3713379,466.5,1166.5,545.3418579,764.777771,456.9629517,785.7160645,528.7106934,923.8364868,1660611848729996.8,-0.3099527983847923,1.16666675,0.6926834656982552,0.7390011818713099,0.8638977009903451,0.7238931647967896,0.8375516126272236,-1.4247298641999595,-1.8478989896096096,-1.2115148480984053,-1.2446840306125926,-1.4634860784588184,0.018873581034846494
72.0,437.2424316,899.2900391,466.5,1166.5,545.3418579,764.777771,456.9645386,786.1418457,528.7106934,923.8364868,1660611848746663.2,-0.3099527983847923,1.18333325,0.6926531055020051,0.7390011818713099,0.8638977009903451,0.7238956786681198,0.8375516126272236,-1.4246010755412573,-1.8478989896096096,-1.2115148480984053,-1.2453585275258157,-1.4634860784588184,0.0
73.0,437.2615967,899.3713379,466.5,1166.5,545.3418579,764.777771,456.53125,786.854187,528.7106934,923.8364868,1660611848763330.0,-0.3099527983847923,1.2,0.6926834656982552,0.7390011818713099,0.8638977009903451,0.7232092889843226,0.8375516126272236,-1.4247298641999595,-1.8478989896096096,-1.2115148480984053,-1.2464869756771462,-1.4634860784588184,0.0
