Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Head Pink X,Head Pink Y,Elbow Green X,Elbow Green Y,angles,Timestamp (microseconds),Seconds,Shoulder Pink X meters,Hand Pink X meters,Head Pink X meters,Elbow Green X meters,Shoulder Pink Y meters,Hand Pink Y meters,Head Pink Y meters,Elbow Green Y meters,angular velocity
1.0,223.0765686,554.8306274,872.7543335,736.0618286,270.1296997,292.0294189,504.5326233,735.1195679,147.50469653881262,1658796017000000.0,0.0,0.1908330961883758,0.7466064800928058,0.2310851708438336,0.4316075114326574,-0.4746354453601771,-0.6296715007737286,-0.2498195060849577,-0.6288654343727339,
2.0,223.0765686,554.8306274,872.7543335,736.0618286,270.1296997,292.0294189,504.5326233,735.1195679,147.50469653881262,1658796017016666.8,0.01666675,0.1908330961883758,0.7466064800928058,0.2310851708438336,0.4316075114326574,-0.4746354453601771,-0.6296715007737286,-0.2498195060849577,-0.6288654343727339,0.0
3.0,223.0765686,554.8306274,872.7543335,736.0618286,270.1296997,292.0294189,504.5326233,735.1195679,147.50469653881262,1658796017033333.2,0.03333325,0.1908330961883758,0.7466064800928058,0.2310851708438336,0.4316075114326574,-0.4746354453601771,-0.6296715007737286,-0.2498195060849577,-0.6288654343727339,0.0
4.0,223.0765686,554.8306274,872.7543335,736.0618286,270.1296997,292.0294189,504.5326233,735.1195679,147.50469653881262,1658796017050000.0,0.05,0.1908330961883758,0.7466064800928058,0.2310851708438336,0.4316075114326574,-0.4746354453601771,-0.6296715007737286,-0.2498195060849577,-0.6288654343727339,0.0
5.0,222.975647,554.7336426,872.7543335,736.0618286,270.1296997,292.0294189,504.5326233,735.1195679,147.50003059333724,1658796017066666.5,0.0666665,0.1907467617897379,0.7466064800928058,0.2310851708438336,0.4316075114326574,-0.4745524787367287,-0.6296715007737286,-0.2498195060849577,-0.6288654343727339,-0.27995952811812885
6.0,222.975647,554.7336426,872.7543335,736.0618286,270.1296997,292.0294189,504.5326233,735.1195679,147.50003059333724,1658796017083333.2,0.08333325,0.1907467617897379,0.7466064800928058,0.2310851708438336,0.4316075114326574,-0.4745524787367287,-0.6296715007737286,-0.2498195060849577,-0.6288654343727339,0.0
7.0,222.975647,554.7336426,872.7543335,736.0618286,270.1296997,292.0294189,504.5326233,735.1195679,147.50003059333724,1658796017100000.0,0.1,0.1907467617897379,0.7466064800928058,0.2310851708438336,0.4316075114326574,-0.4745524787367287,-0.6296715007737286,-0.2498195060849577,-0.6288654343727339,0.0
8.0,222.975647,554.7336426,872.659668,735.8095093,270.1296997,292.0294189,504.5326233,735.1195679,147.46079718168926,1658796017116666.5,0.1166665,0.1907467617897379,0.7465254975378894,0.2310851708438336,0.4316075114326574,-0.4745524787367287,-0.6294556516885947,-0.2498195060849577,-0.6288654343727339,-2.3540282391614578
9.0,222.975647,554.7336426,872.6199341,735.6658936,270.1296997,292.0294189,504.5326233,735.1195679,147.43845388653895,1658796017133333.5,0.1333335,0.1907467617897379,0.7464915067731568,0.2310851708438336,0.4316075114326574,-0.4745524787367287,-0.6293327941923357,-0.2498195060849577,-0.6288654343727339,-1.3405708976004742
10.0,222.975647,554.7336426,872.6199341,735.6658936,270.1296997,292.0294189,504.5326233,735.1195679,147.43845388653895,1658796017150000.0,0.15,0.1907467617897379,0.7464915067731568,0.2310851708438336,0.4316075114326574,-0.4745524787367287,-0.6293327941923357,-0.2498195060849577,-0.6288654343727339,0.0
